Year,GeoAreaName,Name of international institution,Value
2020,Ireland,IMF,0.5291
2020,Ireland,ECOSOC,1.85185
2020,Ireland,IFC,0.54054
2010,Netherlands,FSB,4.16667
2010,Netherlands,IMF,0.54945
2010,Netherlands,IBRD,0.53476
2010,Netherlands,ADB,1.4925
2010,Netherlands,AFDB,1.2987
2010,Netherlands,WTO,0.65359
2010,Netherlands,UNGA,0.52083
2010,Netherlands,IADB,2.08333
2014,Netherlands,AFDB,1.26582
2015,Netherlands,AFDB,1.25
2015,Netherlands,IBRD,0.53191
2021,Croatia,UNGA,0.51813
2021,Croatia,IMF,0.52632
2021,Croatia,WTO,0.60976
2021,Croatia,IFC,0.54054
2021,Croatia,IBRD,0.5291
2000,Cyprus,UNGA,0.5291
2000,Cyprus,WTO,0.71429
2000,Cyprus,IBRD,0.54945
2000,Cyprus,IMF,0.5618
2000,Cyprus,IFC,0.57471
2005,Cyprus,IFC,0.5618
2015,Netherlands,ADB,1.4925
2015,Netherlands,FSB,4.16667
2015,Netherlands,IADB,2.08333
2015,Netherlands,IFC,0.54348
2015,Netherlands,IMF,0.53191
2015,Netherlands,WTO,0.625
2015,Netherlands,UNGA,0.51813
2016,Netherlands,UNGA,0.51813
2016,Netherlands,IMF,0.53191
2016,Netherlands,IFC,0.54348
2016,Netherlands,FSB,4.16667
2005,Cyprus,IBRD,0.54348
2005,Cyprus,WTO,0.67114
2005,Cyprus,IMF,0.55249
2005,Cyprus,UNGA,0.52356
2010,Cyprus,IMF,0.54945
2010,Cyprus,IBRD,0.53476
2010,Cyprus,WTO,0.65359
2010,Cyprus,UNGA,0.52083
2010,Cyprus,IFC,0.54945
2015,Cyprus,IFC,0.54348
2015,Cyprus,UNGA,0.51813
2020,Ireland,ADB,1.47058823529412
2020,Ireland,UNGA,0.51813
2020,Ireland,WTO,0.60976
2021,Ireland,IFC,0.54054
2021,Ireland,IBRD,0.5291
2021,Ireland,IMF,0.52632
2021,Ireland,UNGA,0.51813
2021,Ireland,WTO,0.60976
2000,Italy,WTO,0.71429
2000,Italy,UNGA,0.5291
2000,Italy,IMF,0.5618
2016,Netherlands,IADB,2.08333
2016,Netherlands,WTO,0.61728
2016,Netherlands,AFDB,1.25
2016,Netherlands,ADB,1.4925
2016,Netherlands,IBRD,0.53191
2017,Netherlands,ADB,1.4925
2017,Netherlands,AFDB,1.25
2017,Netherlands,WTO,0.60976
2017,Netherlands,FSB,4.16667
2017,Netherlands,IADB,2.08333
2017,Netherlands,IBRD,0.5291
2017,Netherlands,IMF,0.5291
2017,Netherlands,IFC,0.54348
2017,Netherlands,UNGA,0.51813
2018,Netherlands,UNGA,0.51813
2018,Netherlands,UNSC,6.66667
2018,Netherlands,IFC,0.54348
2018,Netherlands,IMF,0.5291
2018,Netherlands,IBRD,0.5291
2018,Netherlands,IADB,2.08333
2018,Netherlands,FSB,4.16667
2018,Netherlands,WTO,0.60976
2015,Cyprus,IBRD,0.53191
2015,Cyprus,IMF,0.53191
2015,Cyprus,WTO,0.625
2016,Cyprus,WTO,0.61728
2016,Cyprus,IBRD,0.53191
2016,Cyprus,UNGA,0.51813
2016,Cyprus,IFC,0.54348
2016,Cyprus,IMF,0.53191
2017,Cyprus,IMF,0.5291
2017,Cyprus,IFC,0.54348
2017,Cyprus,WTO,0.60976
2000,Italy,IFC,0.57471
2000,Italy,ECOSOC,1.85185
2000,Italy,AFDB,1.2987
2000,Italy,ADB,1.6949
2000,Italy,IBRD,0.54945
2000,Italy,IADB,2.17391
2005,Italy,IBRD,0.54348
2005,Italy,IADB,2.12766
2005,Italy,WTO,0.67114
2005,Italy,UNGA,0.52356
2005,Italy,ADB,1.5625
2005,Italy,AFDB,1.2987
2005,Italy,ECOSOC,1.85185
2005,Italy,IMF,0.55249
2005,Italy,IFC,0.5618
2010,Italy,IFC,0.54945
2010,Italy,IBRD,0.53476
2010,Italy,WTO,0.65359
2010,Italy,IMF,0.54945
2010,Italy,FSB,4.16667
2010,Italy,AFDB,1.2987
2010,Italy,ADB,1.4925
2018,Netherlands,AFDB,1.25
2018,Netherlands,ADB,1.4925
2019,Netherlands,ADB,1.47059
2019,Netherlands,ECOSOC,1.85185
2019,Netherlands,AFDB,1.25
2019,Netherlands,UNGA,0.51813
2019,Netherlands,WTO,0.60976
2019,Netherlands,FSB,4.16667
2019,Netherlands,IADB,2.08333
2019,Netherlands,IMF,0.5291
2019,Netherlands,IFC,0.5435
2017,Cyprus,UNGA,0.51813
2017,Cyprus,IBRD,0.5291
2018,Cyprus,IBRD,0.5291
2018,Cyprus,WTO,0.60976
2018,Cyprus,UNGA,0.51813
2018,Cyprus,IFC,0.54348
2018,Cyprus,IMF,0.5291
2019,Cyprus,IMF,0.5291
2019,Cyprus,IFC,0.5435
2019,Cyprus,UNGA,0.51813
2019,Cyprus,WTO,0.60976
2019,Netherlands,IBRD,0.5291
2020,Netherlands,IBRD,0.5291
2020,Netherlands,IMF,0.5291
2020,Netherlands,FSB,4.16667
2020,Netherlands,UNGA,0.51813
2020,Netherlands,ECOSOC,1.85185
2020,Netherlands,IFC,0.54054
2020,Netherlands,ADB,1.47058823529412
2020,Netherlands,WTO,0.60976
2021,Netherlands,UNGA,0.51813
2010,Italy,ECOSOC,1.85185
2010,Italy,UNGA,0.52083
2010,Italy,IADB,2.08333
2014,Italy,AFDB,1.26582
2015,Italy,AFDB,1.25
2015,Italy,ECOSOC,1.85185
2015,Italy,ADB,1.4925
2015,Italy,FSB,4.16667
2015,Italy,IMF,0.53191
2015,Italy,IBRD,0.53191
2015,Italy,IADB,2.08333
2021,Netherlands,IMF,0.52632
2021,Netherlands,WTO,0.60976
2021,Netherlands,IFC,0.54054
2021,Netherlands,ECOSOC,1.85185185185185
2021,Netherlands,FSB,4.16666666666667
2021,Netherlands,IBRD,0.5291
2000,Norway,UNGA,0.5291
2000,Norway,IMF,0.5618
2000,Norway,ECOSOC,1.85185
2000,Norway,IFC,0.57471
2000,Norway,IADB,2.17391
2015,Italy,IFC,0.54348
2015,Italy,UNGA,0.51813
2015,Italy,WTO,0.625
2016,Italy,UNGA,0.51813
2016,Italy,IFC,0.54348
2016,Italy,IMF,0.53191
2016,Italy,IADB,2.08333
2016,Italy,FSB,4.16667
2016,Italy,WTO,0.61728
2016,Italy,AFDB,1.25
2016,Italy,ECOSOC,1.85185
2019,Cyprus,IBRD,0.5291
2020,Cyprus,UNGA,0.51813
2020,Cyprus,WTO,0.60976
2020,Cyprus,IFC,0.54054
2020,Cyprus,IBRD,0.5291
2020,Cyprus,IMF,0.5291
2021,Cyprus,IBRD,0.5291
2021,Cyprus,IMF,0.52632
2021,Cyprus,WTO,0.60976
2021,Cyprus,UNGA,0.51813
2021,Cyprus,IFC,0.54054
2000,Norway,ADB,1.6949
2000,Norway,AFDB,1.2987
2000,Norway,IBRD,0.54945
2000,Norway,WTO,0.71429
2005,Norway,AFDB,1.2987
2005,Norway,ADB,1.5625
2005,Norway,IADB,2.12766
2005,Norway,IBRD,0.54348
2005,Norway,IFC,0.5618
2005,Norway,IMF,0.55249
2005,Norway,WTO,0.67114
2016,Italy,ADB,1.4925
2016,Italy,IBRD,0.53191
2017,Italy,ADB,1.4925
2017,Italy,ECOSOC,1.85185185185185
2017,Italy,AFDB,1.25
2017,Italy,UNGA,0.51813
2017,Italy,FSB,4.16667
2017,Italy,IADB,2.08333
2017,Italy,IBRD,0.5291
2017,Italy,IMF,0.5291
2017,Italy,IFC,0.54348
2017,Italy,WTO,0.60976
2017,Italy,UNSC,6.66667
2018,Italy,WTO,0.60976
2018,Italy,UNGA,0.51813
2018,Italy,IFC,0.54348
2018,Italy,IMF,0.5291
2018,Italy,IBRD,0.5291
2018,Italy,IADB,2.08333
2018,Italy,FSB,4.16667
2018,Italy,AFDB,1.25
2018,Italy,ECOSOC,1.8519
2000,Czechia,ECOSOC,1.85185
2000,Czechia,IBRD,0.54945
2000,Czechia,WTO,0.71429
2000,Czechia,UNGA,0.5291
2000,Czechia,IMF,0.5618
2000,Czechia,IFC,0.57471
2005,Czechia,IFC,0.5618
2005,Czechia,UNGA,0.52356
2005,Czechia,IBRD,0.54348
2005,Czechia,WTO,0.67114
2005,Czechia,IMF,0.55249
2010,Czechia,IMF,0.54945
2010,Czechia,IBRD,0.53476
2010,Czechia,WTO,0.65359
2010,Czechia,UNGA,0.52083
2010,Czechia,IFC,0.54945
2015,Czechia,IFC,0.54348
2015,Czechia,UNGA,0.51813
2015,Czechia,IBRD,0.53191
2015,Czechia,IMF,0.53191
2015,Czechia,WTO,0.625
2016,Czechia,WTO,0.61728
2005,Norway,UNGA,0.52356
2010,Norway,AFDB,1.2987
2010,Norway,ADB,1.4925
2010,Norway,UNGA,0.52083
2010,Norway,WTO,0.65359
2010,Norway,IMF,0.54945
2010,Norway,IFC,0.54945
2010,Norway,IADB,2.08333
2010,Norway,IBRD,0.53476
2010,Norway,ECOSOC,1.85185
2014,Norway,AFDB,1.26582
2018,Italy,ADB,1.4925
2019,Italy,ADB,1.47059
2019,Italy,AFDB,1.25
2019,Italy,FSB,4.16667
2019,Italy,IADB,2.08333
2019,Italy,IBRD,0.5291
2019,Italy,WTO,0.60976
2019,Italy,IMF,0.5291
2019,Italy,IFC,0.5435
2019,Italy,UNGA,0.51813
2020,Italy,WTO,0.60976
2020,Italy,IBRD,0.5291
2020,Italy,IMF,0.5291
2020,Italy,UNGA,0.51813
2020,Italy,FSB,4.16667
2020,Italy,IFC,0.54054
2020,Italy,ADB,1.47058823529412
2021,Italy,IFC,0.54054
2021,Italy,FSB,4.16666666666667
2021,Italy,IBRD,0.5291
2021,Italy,IMF,0.52632
2021,Italy,UNGA,0.51813
2016,Czechia,ECOSOC,1.85185
2016,Czechia,IBRD,0.53191
2016,Czechia,UNGA,0.51813
2016,Czechia,IFC,0.54348
2016,Czechia,IMF,0.53191
2017,Czechia,IMF,0.5291
2017,Czechia,IFC,0.54348
2017,Czechia,WTO,0.60976
2017,Czechia,UNGA,0.51813
2017,Czechia,IBRD,0.5291
2017,Czechia,ECOSOC,1.85185185185185
2015,Norway,AFDB,1.25
2015,Norway,IBRD,0.53191
2015,Norway,ADB,1.4925
2015,Norway,IADB,2.08333
2015,Norway,IMF,0.53191
2015,Norway,IFC,0.54348
2015,Norway,WTO,0.625
2015,Norway,UNGA,0.51813
2016,Norway,UNGA,0.51813
2016,Norway,WTO,0.61728
2016,Norway,IFC,0.54348
2016,Norway,IMF,0.53191
2016,Norway,AFDB,1.25
2016,Norway,IADB,2.08333
2016,Norway,ADB,1.4925
2016,Norway,IBRD,0.53191
2017,Norway,ECOSOC,1.85185185185185
2017,Norway,ADB,1.4925
2017,Norway,IADB,2.08333
2017,Norway,IBRD,0.5291
2017,Norway,AFDB,1.25
2017,Norway,IMF,0.5291
2005,Austria,UNGA,0.52356
2005,Austria,IADB,2.12766
2005,Austria,IBRD,0.54348
2005,Austria,WTO,0.67114
2005,Austria,ADB,1.5625
2005,Austria,AFDB,1.2987
2005,Austria,IMF,0.55249
2005,Austria,IFC,0.5618
2010,Austria,IFC,0.54945
2010,Austria,IMF,0.54945
2010,Austria,AFDB,1.2987
2021,Italy,WTO,0.60976
2000,Kazakhstan,IBRD,0.54945
2000,Kazakhstan,UNGA,0.5291
2000,Kazakhstan,IMF,0.5618
2000,Kazakhstan,IFC,0.57471
2000,Kazakhstan,ADB,1.6949
2005,Kazakhstan,UNGA,0.52356
2005,Kazakhstan,IBRD,0.54348
2005,Kazakhstan,ADB,1.5625
2005,Kazakhstan,IMF,0.55249
2005,Kazakhstan,IFC,0.5618
2017,Norway,IFC,0.54348
2017,Norway,WTO,0.60976
2017,Norway,UNGA,0.51813
2018,Norway,UNGA,0.51813
2018,Norway,WTO,0.60976
2018,Norway,IFC,0.54348
2018,Norway,IMF,0.5291
2018,Norway,AFDB,1.25
2018,Norway,IBRD,0.5291
2018,Norway,IADB,2.08333
2018,Norway,ECOSOC,1.8519
2010,Kazakhstan,IFC,0.54945
2010,Kazakhstan,IMF,0.54945
2010,Kazakhstan,ADB,1.4925
2010,Kazakhstan,IBRD,0.53476
2010,Kazakhstan,UNGA,0.52083
2015,Kazakhstan,IBRD,0.53191
2015,Kazakhstan,ADB,1.4925
2015,Kazakhstan,ECOSOC,1.85185
2015,Kazakhstan,IMF,0.53191
2015,Kazakhstan,IFC,0.54348
2015,Kazakhstan,UNGA,0.51813
2018,Norway,ADB,1.4925
2019,Norway,ADB,1.47059
2019,Norway,IADB,2.08333
2019,Norway,ECOSOC,1.85185
2019,Norway,AFDB,1.25
2019,Norway,IMF,0.5291
2019,Norway,IBRD,0.5291
2019,Norway,IFC,0.5435
2019,Norway,WTO,0.60976
2019,Norway,UNGA,0.51813
2020,Norway,ADB,1.47058823529412
2020,Norway,UNGA,0.51813
2020,Norway,WTO,0.60976
2020,Norway,IBRD,0.5291
2020,Norway,IMF,0.5291
2020,Norway,ECOSOC,1.85185
2020,Norway,IFC,0.54054
2021,Norway,IFC,0.54054
2021,Norway,ECOSOC,1.85185185185185
2021,Norway,IBRD,0.5291
2021,Norway,UNGA,0.51813
2021,Norway,WTO,0.60976
2016,Kazakhstan,UNGA,0.51813
2016,Kazakhstan,IFC,0.54348
2016,Kazakhstan,IMF,0.53191
2016,Kazakhstan,ECOSOC,1.85185
2016,Kazakhstan,ADB,1.4925
2016,Kazakhstan,IBRD,0.53191
2016,Kazakhstan,WTO,0.61728
2017,Kazakhstan,UNGA,0.51813
2017,Kazakhstan,IBRD,0.5291
2017,Kazakhstan,ADB,1.4925
2017,Kazakhstan,IMF,0.5291
2017,Kazakhstan,IFC,0.54348
2017,Kazakhstan,WTO,0.60976
2017,Kazakhstan,UNSC,6.66667
2018,Kazakhstan,UNSC,6.66667
2018,Kazakhstan,WTO,0.60976
2018,Kazakhstan,UNGA,0.51813
2018,Kazakhstan,IFC,0.54348
2018,Kazakhstan,IMF,0.5291
2018,Kazakhstan,ADB,1.4925
2018,Kazakhstan,IBRD,0.5291
2019,Kazakhstan,IBRD,0.5291
2021,Norway,IMF,0.52632
2000,Poland,WTO,0.71429
2000,Poland,UNGA,0.5291
2000,Poland,IMF,0.5618
2000,Poland,ECOSOC,1.85185
2000,Poland,IFC,0.57471
2000,Poland,IBRD,0.54945
2005,Poland,IBRD,0.54348
2005,Poland,IFC,0.5618
2005,Poland,ECOSOC,1.85185
2005,Poland,IMF,0.55249
2019,Kazakhstan,WTO,0.60976
2019,Kazakhstan,UNGA,0.51813
2019,Kazakhstan,ADB,1.47059
2019,Kazakhstan,IMF,0.5291
2019,Kazakhstan,IFC,0.5435
2020,Kazakhstan,IBRD,0.5291
2020,Kazakhstan,IMF,0.5291
2020,Kazakhstan,ADB,1.47058823529412
2020,Kazakhstan,IFC,0.54054
2020,Kazakhstan,UNGA,0.51813
2020,Kazakhstan,WTO,0.60976
2005,Poland,WTO,0.67114
2005,Poland,UNGA,0.52356
2010,Poland,UNGA,0.52083
2010,Poland,WTO,0.65359
2010,Poland,IMF,0.54945
2010,Poland,IFC,0.54945
2010,Poland,IBRD,0.53476
2010,Poland,ECOSOC,1.85185
2015,Poland,IBRD,0.53191
2015,Poland,IMF,0.53191
2015,Poland,IFC,0.54348
2021,Kazakhstan,UNGA,0.51813
2021,Kazakhstan,IMF,0.52632
2021,Kazakhstan,WTO,0.60976
2021,Kazakhstan,IFC,0.54054
2021,Kazakhstan,IBRD,0.5291
2010,Kosovo,IBRD,0.53476
2010,Kosovo,IMF,0
2010,Kosovo,IFC,0.54945
2015,Poland,UNGA,0.51813
2015,Poland,WTO,0.625
2016,Poland,WTO,0.61728
2016,Poland,UNGA,0.51813
2016,Poland,IFC,0.54348
2016,Poland,IMF,0.53191
2016,Poland,IBRD,0.53191
2017,Poland,IBRD,0.5291
2017,Poland,IMF,0.5291
2017,Poland,IFC,0.54348
2017,Poland,WTO,0.60976
2017,Poland,UNGA,0.51813
2018,Poland,UNGA,0.51813
2018,Poland,WTO,0.60976
2018,Poland,UNSC,6.66667
2018,Poland,IFC,0.54348
2018,Poland,IMF,0.5291
2018,Poland,IBRD,0.5291
2019,Poland,IMF,0.5291
2019,Poland,IBRD,0.5291
2019,Poland,IFC,0.5435
2019,Poland,UNSC,6.66667
2015,Kosovo,IFC,0.54348
2015,Kosovo,IMF,0.53191
2015,Kosovo,IBRD,0.53191
2016,Kosovo,IBRD,0.53191
2016,Kosovo,IMF,0.53191
2016,Kosovo,IFC,0.54348
2017,Kosovo,IFC,0.54348
2017,Kosovo,IMF,0.5291
2017,Kosovo,IBRD,0.5291
2018,Kosovo,IBRD,0.5291
2018,Kosovo,IMF,0.5291
2018,Kosovo,IFC,0.54348
2019,Poland,WTO,0.60976
2019,Poland,UNGA,0.51813
2020,Poland,UNGA,0.51813
2020,Poland,WTO,0.60976
2020,Poland,IBRD,0.5291
2020,Poland,IMF,0.5291
2020,Poland,IFC,0.54054
2021,Poland,IFC,0.54054
2021,Poland,IBRD,0.5291
2021,Poland,UNGA,0.51813
2021,Poland,WTO,0.60976
2019,Kosovo,IFC,0.5435
2019,Kosovo,IMF,0.5291
2019,Kosovo,IBRD,0.5291
2020,Kosovo,IMF,0.5291
2020,Kosovo,IFC,0.54054
2020,Kosovo,IBRD,0.5291
2021,Poland,IMF,0.52632
2000,Portugal,UNGA,0.5291
2000,Portugal,WTO,0.71429
2000,Portugal,IMF,0.5618
2000,Portugal,ECOSOC,1.85185
2000,Portugal,IFC,0.57471
2000,Portugal,IBRD,0.54945
2000,Portugal,IADB,2.17391
2000,Portugal,AFDB,1.2987
2005,Portugal,AFDB,1.2987
2005,Portugal,ADB,1.5625
2021,Kosovo,IBRD,0.5291
2021,Kosovo,IFC,0.54054
2021,Kosovo,IMF,0.52632
2000,Kyrgyzstan,WTO,0.71429
2000,Kyrgyzstan,UNGA,0.5291
2000,Kyrgyzstan,IMF,0.5618
2000,Kyrgyzstan,IFC,0.57471
2000,Kyrgyzstan,ADB,1.6949
2005,Portugal,IBRD,0.54348
2005,Portugal,IADB,2.12766
2005,Portugal,IFC,0.5618
2005,Portugal,IMF,0.55249
2005,Portugal,WTO,0.67114
2005,Portugal,UNGA,0.52356
2010,Portugal,UNGA,0.52083
2010,Portugal,WTO,0.65359
2010,Portugal,IMF,0.54945
2010,Portugal,IFC,0.54945
2010,Portugal,IADB,2.08333
2000,Kyrgyzstan,IBRD,0.54945
2005,Kyrgyzstan,IBRD,0.54348
2005,Kyrgyzstan,WTO,0.67114
2005,Kyrgyzstan,UNGA,0.52356
2005,Kyrgyzstan,ADB,1.5625
2005,Kyrgyzstan,IMF,0.55249
2005,Kyrgyzstan,IFC,0.5618
2010,Kyrgyzstan,IFC,0.54945
2010,Kyrgyzstan,IMF,0.54945
2010,Kyrgyzstan,ADB,1.4925
2010,Kyrgyzstan,WTO,0.65359
2010,Portugal,IBRD,0.53476
2010,Portugal,ADB,1.4925
2010,Portugal,AFDB,1.2987
2014,Portugal,AFDB,1.26582
2015,Portugal,AFDB,1.25
2015,Portugal,IBRD,0.53191
2015,Portugal,ADB,1.4925
2015,Portugal,ECOSOC,1.85185
2015,Portugal,IADB,2.08333
2015,Portugal,IMF,0.53191
