Year,GeoAreaName,Age,Sex,Value
2008,Estonia,15-49,FEMALE,23.5
2009,Estonia,15-49,FEMALE,23.3
2010,Estonia,15-49,FEMALE,23.2
2011,Estonia,15-49,FEMALE,23.1
2012,Estonia,15-49,FEMALE,23.1
2013,Estonia,15-49,FEMALE,23.0
2014,Estonia,15-49,FEMALE,23.1
2015,Estonia,15-49,FEMALE,23.1
2016,Estonia,15-49,FEMALE,23.1
2017,Estonia,15-49,FEMALE,23.1
2018,Estonia,15-49,FEMALE,23.2
2002,North Macedonia,15-49,FEMALE,28.1
2003,North Macedonia,15-49,FEMALE,28.0
2004,North Macedonia,15-49,FEMALE,27.8
2005,North Macedonia,15-49,FEMALE,27.6
2006,North Macedonia,15-49,FEMALE,27.5
2007,North Macedonia,15-49,FEMALE,27.3
2008,North Macedonia,15-49,FEMALE,27.1
2009,North Macedonia,15-49,FEMALE,27.0
2010,North Macedonia,15-49,FEMALE,26.8
2011,North Macedonia,15-49,FEMALE,26.8
2012,North Macedonia,15-49,FEMALE,26.7
2019,Estonia,15-49,FEMALE,23.3
2000,Finland,15-49,FEMALE,16.9
2001,Finland,15-49,FEMALE,16.6
2002,Finland,15-49,FEMALE,16.3
2003,Finland,15-49,FEMALE,16.1
2004,Finland,15-49,FEMALE,15.9
2005,Finland,15-49,FEMALE,15.7
2006,Finland,15-49,FEMALE,15.5
2007,Finland,15-49,FEMALE,15.4
2008,Finland,15-49,FEMALE,15.3
2009,Finland,15-49,FEMALE,15.2
2013,North Macedonia,15-49,FEMALE,26.6
2014,North Macedonia,15-49,FEMALE,26.5
2015,North Macedonia,15-49,FEMALE,26.3
2016,North Macedonia,15-49,FEMALE,26.2
2017,North Macedonia,15-49,FEMALE,26.0
2018,North Macedonia,15-49,FEMALE,25.8
2019,North Macedonia,15-49,FEMALE,25.7
2000,Uzbekistan,15-49,FEMALE,43.1
2001,Uzbekistan,15-49,FEMALE,42.6
2002,Uzbekistan,15-49,FEMALE,42.2
2003,Uzbekistan,15-49,FEMALE,41.7
2010,Finland,15-49,FEMALE,15.2
2011,Finland,15-49,FEMALE,15.2
2012,Finland,15-49,FEMALE,15.3
2013,Finland,15-49,FEMALE,15.4
2014,Finland,15-49,FEMALE,15.5
2015,Finland,15-49,FEMALE,15.6
2016,Finland,15-49,FEMALE,15.8
2017,Finland,15-49,FEMALE,16.0
2018,Finland,15-49,FEMALE,16.1
2019,Finland,15-49,FEMALE,16.3
2000,France,15-49,FEMALE,14.8
2004,Austria,15-49,FEMALE,17.2
2005,Austria,15-49,FEMALE,17.1
2006,Austria,15-49,FEMALE,17.0
2007,Austria,15-49,FEMALE,16.9
2008,Austria,15-49,FEMALE,16.9
2009,Austria,15-49,FEMALE,16.9
2010,Austria,15-49,FEMALE,16.8
2011,Austria,15-49,FEMALE,16.9
2012,Austria,15-49,FEMALE,16.9
2013,Austria,15-49,FEMALE,17.0
2014,Austria,15-49,FEMALE,17.1
2015,Austria,15-49,FEMALE,17.3
2016,Austria,15-49,FEMALE,17.4
2017,Austria,15-49,FEMALE,17.6
2018,Austria,15-49,FEMALE,17.7
2019,Austria,15-49,FEMALE,17.8
2000,Armenia,15-49,FEMALE,24.7
2001,Armenia,15-49,FEMALE,24.7
2002,Armenia,15-49,FEMALE,24.7
2003,Armenia,15-49,FEMALE,24.5
2004,Armenia,15-49,FEMALE,24.1
2005,Armenia,15-49,FEMALE,23.6
2004,Uzbekistan,15-49,FEMALE,41.1
2005,Uzbekistan,15-49,FEMALE,40.6
2006,Uzbekistan,15-49,FEMALE,40.0
2007,Uzbekistan,15-49,FEMALE,39.4
2008,Uzbekistan,15-49,FEMALE,38.8
2009,Uzbekistan,15-49,FEMALE,38.2
2010,Uzbekistan,15-49,FEMALE,37.6
2011,Uzbekistan,15-49,FEMALE,37.0
2012,Uzbekistan,15-49,FEMALE,36.6
2013,Uzbekistan,15-49,FEMALE,36.2
2014,Uzbekistan,15-49,FEMALE,35.9
2001,France,15-49,FEMALE,14.6
2002,France,15-49,FEMALE,14.5
2003,France,15-49,FEMALE,14.5
2004,France,15-49,FEMALE,14.6
2005,France,15-49,FEMALE,14.6
2006,France,15-49,FEMALE,14.6
2007,France,15-49,FEMALE,14.6
2008,France,15-49,FEMALE,14.6
2009,France,15-49,FEMALE,14.6
2010,France,15-49,FEMALE,14.5
2011,France,15-49,FEMALE,14.6
2012,France,15-49,FEMALE,14.7
2013,France,15-49,FEMALE,14.9
2014,France,15-49,FEMALE,15.1
2015,France,15-49,FEMALE,15.3
2016,France,15-49,FEMALE,15.5
2017,France,15-49,FEMALE,15.8
2018,France,15-49,FEMALE,16.0
2019,France,15-49,FEMALE,16.2
2000,Georgia,15-49,FEMALE,29.9
2001,Georgia,15-49,FEMALE,29.7
2002,Georgia,15-49,FEMALE,29.4
2003,Georgia,15-49,FEMALE,29.2
2004,Georgia,15-49,FEMALE,28.7
2005,Georgia,15-49,FEMALE,28.6
2006,Georgia,15-49,FEMALE,28.6
2007,Georgia,15-49,FEMALE,28.4
2008,Georgia,15-49,FEMALE,28.3
2009,Georgia,15-49,FEMALE,28.3
2010,Georgia,15-49,FEMALE,28.1
2011,Georgia,15-49,FEMALE,27.9
2012,Georgia,15-49,FEMALE,27.8
2013,Georgia,15-49,FEMALE,27.8
2014,Georgia,15-49,FEMALE,27.8
2015,Georgia,15-49,FEMALE,27.8
2016,Georgia,15-49,FEMALE,27.7
2017,Georgia,15-49,FEMALE,27.7
2018,Georgia,15-49,FEMALE,27.8
2019,Georgia,15-49,FEMALE,28.0
2000,Germany,15-49,FEMALE,16.2
2001,Germany,15-49,FEMALE,15.9
2002,Germany,15-49,FEMALE,15.7
2003,Germany,15-49,FEMALE,15.6
2004,Germany,15-49,FEMALE,15.4
2005,Germany,15-49,FEMALE,15.3
2006,Germany,15-49,FEMALE,15.2
2007,Germany,15-49,FEMALE,15.1
2008,Germany,15-49,FEMALE,15.0
2009,Germany,15-49,FEMALE,15.0
2010,Germany,15-49,FEMALE,14.9
2011,Germany,15-49,FEMALE,15.0
2012,Germany,15-49,FEMALE,15.0
2013,Germany,15-49,FEMALE,15.2
2014,Germany,15-49,FEMALE,15.3
2015,Germany,15-49,FEMALE,15.6
2016,Germany,15-49,FEMALE,15.8
2017,Germany,15-49,FEMALE,16.0
2018,Germany,15-49,FEMALE,16.3
2019,Germany,15-49,FEMALE,16.5
2000,Greece,15-49,FEMALE,20.2
2001,Greece,15-49,FEMALE,19.8
2002,Greece,15-49,FEMALE,19.5
2003,Greece,15-49,FEMALE,19.3
2004,Greece,15-49,FEMALE,19.2
2005,Greece,15-49,FEMALE,19.1
2006,Greece,15-49,FEMALE,19.0
2007,Greece,15-49,FEMALE,18.9
2008,Greece,15-49,FEMALE,18.9
2009,Greece,15-49,FEMALE,18.8
2010,Greece,15-49,FEMALE,18.8
2011,Greece,15-49,FEMALE,18.8
2012,Greece,15-49,FEMALE,19.0
2013,Greece,15-49,FEMALE,19.1
2014,Greece,15-49,FEMALE,19.4
2015,Greece,15-49,FEMALE,19.6
2016,Greece,15-49,FEMALE,19.8
2017,Greece,15-49,FEMALE,20.0
2006,Armenia,15-49,FEMALE,23.1
2007,Armenia,15-49,FEMALE,22.6
2008,Armenia,15-49,FEMALE,22.0
2009,Armenia,15-49,FEMALE,21.3
2010,Armenia,15-49,FEMALE,20.6
2011,Armenia,15-49,FEMALE,20.2
2012,Armenia,15-49,FEMALE,20.0
2013,Armenia,15-49,FEMALE,19.6
2014,Armenia,15-49,FEMALE,19.3
2015,Armenia,15-49,FEMALE,18.9
2016,Armenia,15-49,FEMALE,18.6
2017,Armenia,15-49,FEMALE,18.4
2018,Armenia,15-49,FEMALE,18.2
2019,Armenia,15-49,FEMALE,18.1
2000,Belgium,15-49,FEMALE,16.0
2001,Belgium,15-49,FEMALE,15.6
2002,Belgium,15-49,FEMALE,15.3
2003,Belgium,15-49,FEMALE,15.1
2004,Belgium,15-49,FEMALE,14.9
2005,Belgium,15-49,FEMALE,14.8
2006,Belgium,15-49,FEMALE,14.8
2007,Belgium,15-49,FEMALE,14.7
2008,Belgium,15-49,FEMALE,14.6
2009,Belgium,15-49,FEMALE,14.6
2010,Belgium,15-49,FEMALE,14.5
2011,Belgium,15-49,FEMALE,14.6
2012,Belgium,15-49,FEMALE,14.7
2013,Belgium,15-49,FEMALE,14.7
2014,Belgium,15-49,FEMALE,14.9
2015,Belgium,15-49,FEMALE,15.1
2016,Belgium,15-49,FEMALE,15.4
2017,Belgium,15-49,FEMALE,15.7
2018,Belgium,15-49,FEMALE,15.9
2018,Greece,15-49,FEMALE,20.2
2019,Greece,15-49,FEMALE,20.3
2000,Hungary,15-49,FEMALE,24.4
2001,Hungary,15-49,FEMALE,24.0
2002,Hungary,15-49,FEMALE,23.8
2003,Hungary,15-49,FEMALE,23.6
2004,Hungary,15-49,FEMALE,23.5
2005,Hungary,15-49,FEMALE,23.4
2006,Hungary,15-49,FEMALE,23.3
2007,Hungary,15-49,FEMALE,23.2
2008,Hungary,15-49,FEMALE,23.1
2019,Belgium,15-49,FEMALE,16.2
2000,Bosnia and Herzegovina,15-49,FEMALE,31.2
2001,Bosnia and Herzegovina,15-49,FEMALE,30.7
2002,Bosnia and Herzegovina,15-49,FEMALE,30.3
2003,Bosnia and Herzegovina,15-49,FEMALE,29.9
2004,Bosnia and Herzegovina,15-49,FEMALE,29.7
2005,Bosnia and Herzegovina,15-49,FEMALE,29.4
2006,Bosnia and Herzegovina,15-49,FEMALE,29.2
2007,Bosnia and Herzegovina,15-49,FEMALE,28.9
2008,Bosnia and Herzegovina,15-49,FEMALE,28.6
2009,Bosnia and Herzegovina,15-49,FEMALE,28.3
2010,Bosnia and Herzegovina,15-49,FEMALE,28.0
2011,Bosnia and Herzegovina,15-49,FEMALE,27.8
2012,Bosnia and Herzegovina,15-49,FEMALE,27.6
2013,Bosnia and Herzegovina,15-49,FEMALE,27.5
2014,Bosnia and Herzegovina,15-49,FEMALE,27.4
2015,Bosnia and Herzegovina,15-49,FEMALE,27.3
2016,Bosnia and Herzegovina,15-49,FEMALE,27.2
2017,Bosnia and Herzegovina,15-49,FEMALE,27.2
2018,Bosnia and Herzegovina,15-49,FEMALE,27.2
2019,Bosnia and Herzegovina,15-49,FEMALE,27.2
2000,Bulgaria,15-49,FEMALE,27.9
2001,Bulgaria,15-49,FEMALE,27.7
2002,Bulgaria,15-49,FEMALE,27.7
2003,Bulgaria,15-49,FEMALE,27.7
2004,Bulgaria,15-49,FEMALE,27.6
2005,Bulgaria,15-49,FEMALE,27.5
2006,Bulgaria,15-49,FEMALE,27.3
2007,Bulgaria,15-49,FEMALE,26.9
2008,Bulgaria,15-49,FEMALE,26.6
2009,Bulgaria,15-49,FEMALE,26.3
2010,Bulgaria,15-49,FEMALE,25.9
2011,Bulgaria,15-49,FEMALE,25.7
2012,Bulgaria,15-49,FEMALE,25.6
2013,Bulgaria,15-49,FEMALE,25.5
2014,Bulgaria,15-49,FEMALE,25.5
2015,Bulgaria,15-49,FEMALE,25.6
2016,Bulgaria,15-49,FEMALE,25.6
2017,Bulgaria,15-49,FEMALE,25.7
2018,Bulgaria,15-49,FEMALE,25.7
2019,Bulgaria,15-49,FEMALE,25.8
2000,Belarus,15-49,FEMALE,28.1
2001,Belarus,15-49,FEMALE,27.9
2002,Belarus,15-49,FEMALE,27.7
2003,Belarus,15-49,FEMALE,27.4
2004,Belarus,15-49,FEMALE,27.1
2005,Belarus,15-49,FEMALE,26.6
2006,Belarus,15-49,FEMALE,26.1
2007,Belarus,15-49,FEMALE,25.6
2008,Belarus,15-49,FEMALE,25.0
2009,Belarus,15-49,FEMALE,24.4
2010,Belarus,15-49,FEMALE,24.0
2011,Belarus,15-49,FEMALE,23.8
2009,Hungary,15-49,FEMALE,23.0
2010,Hungary,15-49,FEMALE,23.0
2011,Hungary,15-49,FEMALE,23.0
2012,Hungary,15-49,FEMALE,22.9
2013,Hungary,15-49,FEMALE,22.9
2014,Hungary,15-49,FEMALE,22.9
2015,Hungary,15-49,FEMALE,22.8
2016,Hungary,15-49,FEMALE,22.7
2017,Hungary,15-49,FEMALE,22.5
2018,Hungary,15-49,FEMALE,22.5
2019,Hungary,15-49,FEMALE,22.5
2000,Iceland,15-49,FEMALE,16.3
2001,Iceland,15-49,FEMALE,15.8
2002,Iceland,15-49,FEMALE,15.4
2003,Iceland,15-49,FEMALE,15.2
2004,Iceland,15-49,FEMALE,15.0
2005,Iceland,15-49,FEMALE,14.9
2006,Iceland,15-49,FEMALE,14.8
2007,Iceland,15-49,FEMALE,14.8
2008,Iceland,15-49,FEMALE,14.7
2009,Iceland,15-49,FEMALE,14.6
2010,Iceland,15-49,FEMALE,14.5
2011,Iceland,15-49,FEMALE,14.6
2012,Iceland,15-49,FEMALE,14.6
2013,Iceland,15-49,FEMALE,14.7
2014,Iceland,15-49,FEMALE,14.7
2015,Iceland,15-49,FEMALE,14.7
2016,Iceland,15-49,FEMALE,14.8
2017,Iceland,15-49,FEMALE,15.0
2018,Iceland,15-49,FEMALE,15.1
2019,Iceland,15-49,FEMALE,15.3
2000,Ireland,15-49,FEMALE,17.5
2001,Ireland,15-49,FEMALE,17.1
2002,Ireland,15-49,FEMALE,16.8
2003,Ireland,15-49,FEMALE,16.6
2004,Ireland,15-49,FEMALE,16.4
2005,Ireland,15-49,FEMALE,16.4
2006,Ireland,15-49,FEMALE,16.3
2007,Ireland,15-49,FEMALE,16.4
2008,Ireland,15-49,FEMALE,16.4
2009,Ireland,15-49,FEMALE,16.4
2010,Ireland,15-49,FEMALE,16.4
2011,Ireland,15-49,FEMALE,16.5
2012,Ireland,15-49,FEMALE,16.5
2013,Ireland,15-49,FEMALE,16.5
2014,Ireland,15-49,FEMALE,16.6
2015,Ireland,15-49,FEMALE,16.6
2016,Ireland,15-49,FEMALE,16.7
2017,Ireland,15-49,FEMALE,16.8
2018,Ireland,15-49,FEMALE,16.9
2019,Ireland,15-49,FEMALE,17.0
2000,Italy,15-49,FEMALE,19.0
2001,Italy,15-49,FEMALE,18.7
2002,Italy,15-49,FEMALE,18.5
2003,Italy,15-49,FEMALE,18.4
2004,Italy,15-49,FEMALE,18.3
2005,Italy,15-49,FEMALE,18.2
2006,Italy,15-49,FEMALE,18.1
2007,Italy,15-49,FEMALE,18.1
2008,Italy,15-49,FEMALE,18.0
2009,Italy,15-49,FEMALE,18.0
2010,Italy,15-49,FEMALE,18.0
2011,Italy,15-49,FEMALE,18.1
2012,Italy,15-49,FEMALE,18.2
2013,Italy,15-49,FEMALE,18.4
2014,Italy,15-49,FEMALE,18.6
2015,Italy,15-49,FEMALE,18.7
2016,Italy,15-49,FEMALE,18.9
2017,Italy,15-49,FEMALE,19.0
2018,Italy,15-49,FEMALE,19.1
2019,Italy,15-49,FEMALE,19.2
2000,Kazakhstan,15-49,FEMALE,36.9
2001,Kazakhstan,15-49,FEMALE,36.4
2002,Kazakhstan,15-49,FEMALE,35.8
2003,Kazakhstan,15-49,FEMALE,35.2
2004,Kazakhstan,15-49,FEMALE,34.6
2005,Kazakhstan,15-49,FEMALE,34.0
2006,Kazakhstan,15-49,FEMALE,33.5
2007,Kazakhstan,15-49,FEMALE,32.9
2008,Kazakhstan,15-49,FEMALE,32.3
2009,Kazakhstan,15-49,FEMALE,31.8
2010,Kazakhstan,15-49,FEMALE,31.5
2011,Kazakhstan,15-49,FEMALE,31.4
2012,Kazakhstan,15-49,FEMALE,31.3
2013,Kazakhstan,15-49,FEMALE,31.3
2014,Kazakhstan,15-49,FEMALE,31.3
2015,Kazakhstan,15-49,FEMALE,31.3
2016,Kazakhstan,15-49,FEMALE,31.3
2017,Kazakhstan,15-49,FEMALE,31.4
2018,Kazakhstan,15-49,FEMALE,31.4
2019,Kazakhstan,15-49,FEMALE,31.4
2000,Kyrgyzstan,15-49,FEMALE,37.7
2001,Kyrgyzstan,15-49,FEMALE,37.5
2002,Kyrgyzstan,15-49,FEMALE,37.4
2003,Kyrgyzstan,15-49,FEMALE,37.3
2004,Kyrgyzstan,15-49,FEMALE,37.1
2005,Kyrgyzstan,15-49,FEMALE,37.1
2006,Kyrgyzstan,15-49,FEMALE,37.1
2007,Kyrgyzstan,15-49,FEMALE,36.9
2008,Kyrgyzstan,15-49,FEMALE,36.7
2009,Kyrgyzstan,15-49,FEMALE,36.6
2010,Kyrgyzstan,15-49,FEMALE,36.5
2011,Kyrgyzstan,15-49,FEMALE,36.3
2012,Kyrgyzstan,15-49,FEMALE,36.4
2013,Kyrgyzstan,15-49,FEMALE,36.4
2014,Kyrgyzstan,15-49,FEMALE,36.5
2015,Kyrgyzstan,15-49,FEMALE,36.6
2016,Kyrgyzstan,15-49,FEMALE,36.5
2017,Kyrgyzstan,15-49,FEMALE,36.4
2018,Kyrgyzstan,15-49,FEMALE,36.4
2019,Kyrgyzstan,15-49,FEMALE,36.3
2000,Latvia,15-49,FEMALE,27.4
2001,Latvia,15-49,FEMALE,27.0
2002,Latvia,15-49,FEMALE,26.6
2003,Latvia,15-49,FEMALE,26.1
2004,Latvia,15-49,FEMALE,25.6
2005,Latvia,15-49,FEMALE,25.1
2006,Latvia,15-49,FEMALE,24.6
2007,Latvia,15-49,FEMALE,24.2
2008,Latvia,15-49,FEMALE,23.7
2009,Latvia,15-49,FEMALE,23.4
2010,Latvia,15-49,FEMALE,23.2
2011,Latvia,15-49,FEMALE,23.2
2012,Latvia,15-49,FEMALE,23.2
2013,Latvia,15-49,FEMALE,23.1
2014,Latvia,15-49,FEMALE,23.2
2015,Latvia,15-49,FEMALE,23.3
2016,Latvia,15-49,FEMALE,23.3
2017,Latvia,15-49,FEMALE,23.2
2018,Latvia,15-49,FEMALE,23.2
2019,Latvia,15-49,FEMALE,23.2
2000,Lithuania,15-49,FEMALE,26.6
2001,Lithuania,15-49,FEMALE,26.1
2002,Lithuania,15-49,FEMALE,25.6
2003,Lithuania,15-49,FEMALE,25.1
2004,Lithuania,15-49,FEMALE,24.5
2005,Lithuania,15-49,FEMALE,23.7
2006,Lithuania,15-49,FEMALE,23.1
2007,Lithuania,15-49,FEMALE,22.7
2008,Lithuania,15-49,FEMALE,22.2
2009,Lithuania,15-49,FEMALE,21.9
2010,Lithuania,15-49,FEMALE,21.7
2011,Lithuania,15-49,FEMALE,21.6
2012,Lithuania,15-49,FEMALE,21.5
2013,Lithuania,15-49,FEMALE,21.5
2014,Lithuania,15-49,FEMALE,21.5
2015,Lithuania,15-49,FEMALE,21.4
2016,Lithuania,15-49,FEMALE,21.4
2017,Lithuania,15-49,FEMALE,21.4
2018,Lithuania,15-49,FEMALE,21.5
2019,Lithuania,15-49,FEMALE,21.6
2000,Luxembourg,15-49,FEMALE,14.2
2001,Luxembourg,15-49,FEMALE,13.9
2002,Luxembourg,15-49,FEMALE,13.7
2003,Luxembourg,15-49,FEMALE,13.6
2004,Luxembourg,15-49,FEMALE,13.5
2005,Luxembourg,15-49,FEMALE,13.5
2006,Luxembourg,15-49,FEMALE,13.5
2007,Luxembourg,15-49,FEMALE,13.5
2008,Luxembourg,15-49,FEMALE,13.5
2009,Luxembourg,15-49,FEMALE,13.6
2010,Luxembourg,15-49,FEMALE,13.6
2011,Luxembourg,15-49,FEMALE,13.7
2012,Luxembourg,15-49,FEMALE,13.8
2013,Luxembourg,15-49,FEMALE,13.9
2014,Luxembourg,15-49,FEMALE,14.0
2015,Luxembourg,15-49,FEMALE,14.2
2016,Luxembourg,15-49,FEMALE,14.4
2017,Luxembourg,15-49,FEMALE,14.6
2018,Luxembourg,15-49,FEMALE,14.8
2019,Luxembourg,15-49,FEMALE,15.0
2000,Malta,15-49,FEMALE,21.0
2001,Malta,15-49,FEMALE,20.6
2002,Malta,15-49,FEMALE,20.2
2003,Malta,15-49,FEMALE,19.9
2004,Malta,15-49,FEMALE,19.6
2005,Malta,15-49,FEMALE,19.4
2006,Malta,15-49,FEMALE,19.2
2007,Malta,15-49,FEMALE,19.0
2008,Malta,15-49,FEMALE,18.8
2009,Malta,15-49,FEMALE,18.7
2010,Malta,15-49,FEMALE,18.7
2011,Malta,15-49,FEMALE,18.6
2012,Malta,15-49,FEMALE,18.5
2013,Malta,15-49,FEMALE,18.6
2014,Malta,15-49,FEMALE,18.5
2015,Malta,15-49,FEMALE,18.6
2016,Malta,15-49,FEMALE,18.6
2017,Malta,15-49,FEMALE,18.7
2018,Malta,15-49,FEMALE,18.9
2019,Malta,15-49,FEMALE,19.0
2000,Republic of Moldova,15-49,FEMALE,33.0
2001,Republic of Moldova,15-49,FEMALE,32.9
2002,Republic of Moldova,15-49,FEMALE,32.7
2003,Republic of Moldova,15-49,FEMALE,32.3
2004,Republic of Moldova,15-49,FEMALE,31.9
2005,Republic of Moldova,15-49,FEMALE,31.4
2006,Republic of Moldova,15-49,FEMALE,31.0
