Year,GeoAreaName,Age,Value
2018,Armenia,25-54,0.9
2018,Armenia,15-64,1.1
2019,Armenia,25-54,0.7
2019,Armenia,15-24,1.1
2019,Armenia,15-64,0.9
2012,Albania,15-64,0.9
2013,Albania,15-64,1.1
2013,Albania,15-24,1.1
2013,Albania,25-54,0.8
2014,Albania,25-54,1
2014,Albania,15-24,1.1
2014,Albania,15-64,1
2015,Albania,15-64,1
2015,Albania,15-24,1.1
2015,Albania,25-54,0.9
2016,Albania,25-54,0.5
2016,Albania,15-24,1.1
2016,Albania,15-64,1
2017,Albania,15-64,0.9
2020,Armenia,15-64,0.9
2020,Armenia,15-24,1.1
2020,Armenia,25-54,1
2004,Belgium,15-64,1
2004,Belgium,15-24,1.1
2004,Belgium,55-64,0.8
2004,Belgium,25-54,1
2017,Albania,15-24,1.1
2017,Albania,25-54,0.7
2018,Albania,25-54,0.7
2018,Albania,15-24,1.2
2018,Albania,15-64,1.1
2019,Albania,15-64,1.1
2019,Albania,15-24,1.2
2018,Netherlands,55-64,1.1
2019,Netherlands,55-64,1.1
2019,Netherlands,25-54,1.1
2019,Netherlands,15-24,1
2019,Netherlands,15-64,1.1
2020,Netherlands,15-64,1.1
2020,Netherlands,15-24,1
2005,Belgium,25-54,1.1
2005,Belgium,55-64,1
2005,Belgium,15-24,1.1
2005,Belgium,15-64,1
2006,Belgium,15-64,1
2006,Belgium,15-24,1.1
2006,Belgium,55-64,1
2006,Belgium,25-54,1
2007,Belgium,25-54,1
2007,Belgium,55-64,1.1
2007,Belgium,15-24,1.1
2007,Belgium,15-64,1
2008,Belgium,15-64,1.1
2008,Belgium,15-24,1
2008,Belgium,55-64,1
2008,Belgium,25-54,1.1
2009,Belgium,25-54,1.1
2009,Belgium,55-64,1.1
2009,Belgium,15-24,1
2009,Belgium,15-64,1.1
2010,Belgium,15-64,1
2010,Belgium,15-24,1.1
2010,Belgium,55-64,1.1
2010,Belgium,25-54,1.1
2011,Belgium,25-54,1.1
2011,Belgium,55-64,1.1
2011,Belgium,15-24,1.1
2011,Belgium,15-64,1.1
2019,Albania,25-54,0.7
2004,Austria,25-54,1.1
2004,Austria,15-24,1
2004,Austria,15-64,1.1
2004,Austria,55-64,1.4
2005,Austria,55-64,1.2
2005,Austria,15-64,1.1
2012,Belgium,15-64,1.1
2012,Belgium,15-24,1.1
2012,Belgium,55-64,1
2012,Belgium,25-54,1.1
2013,Belgium,25-54,1.1
2013,Belgium,55-64,0.9
2013,Belgium,15-24,1.1
2020,Netherlands,25-54,1.1
2020,Netherlands,55-64,1
2004,Norway,15-24,1.1
2004,Norway,55-64,1
2004,Norway,25-54,1.1
2004,Norway,15-64,1.1
2005,Norway,15-64,1.1
2005,Austria,15-24,1
2005,Austria,25-54,1.1
2006,Austria,25-54,1.1
2006,Austria,15-24,1
2006,Austria,15-64,1.1
2006,Austria,55-64,1.2
2007,Austria,55-64,1.3
2005,Norway,25-54,1.2
2005,Norway,55-64,1
2005,Norway,15-24,1.1
2006,Norway,15-24,1.1
2006,Norway,55-64,0.9
2006,Norway,25-54,1.2
2006,Norway,15-64,1.1
2013,Belgium,15-64,1.1
2014,Belgium,15-64,1.1
2014,Belgium,15-24,1.1
2014,Belgium,55-64,1.1
2014,Belgium,25-54,1.1
2015,Belgium,25-54,1.1
2015,Belgium,55-64,1
2015,Belgium,15-24,1.1
2015,Belgium,15-64,1.1
2016,Belgium,15-64,1.1
2016,Belgium,15-24,1.1
2016,Belgium,55-64,1.1
2016,Belgium,25-54,1.1
2017,Belgium,25-54,1.2
2020,Georgia,15-24,1.1
2020,Georgia,25-54,1.2
2004,Germany,15-24,1
2004,Germany,25-54,0.9
2004,Germany,15-64,1
2004,Germany,55-64,0.9
2005,Germany,55-64,0.9
2017,Belgium,55-64,1.1
2017,Belgium,15-24,1.1
2017,Belgium,15-64,1.1
2018,Belgium,15-64,1.1
2018,Belgium,15-24,1.1
2018,Belgium,55-64,1.1
2018,Belgium,25-54,1.1
2007,Norway,15-64,1.1
2007,Norway,25-54,1.1
2007,Norway,55-64,1.1
2007,Norway,15-24,1.1
2008,Norway,15-24,1.1
2008,Norway,55-64,1
2008,Norway,25-54,1.1
2005,Germany,15-64,1
2005,Germany,25-54,0.9
2005,Germany,15-24,1
2006,Germany,15-24,1
2006,Germany,25-54,1
2006,Germany,15-64,1
2006,Germany,55-64,1
2019,Belgium,25-54,1.2
2019,Belgium,55-64,1
2019,Belgium,15-24,1
2019,Belgium,15-64,1.1
2020,Belgium,15-64,1
2020,Belgium,15-24,1.1
2020,Belgium,55-64,1.1
2008,Norway,15-64,1.1
2009,Norway,15-64,1.1
2009,Norway,25-54,1.1
2009,Norway,55-64,1.1
2009,Norway,15-24,1.1
2010,Norway,15-24,1.1
2010,Norway,55-64,1.2
2020,Belgium,25-54,1
2001,Bosnia and Herzegovina,15-24,1.1
2001,Bosnia and Herzegovina,15-64,1
2001,Bosnia and Herzegovina,25-54,1.1
2006,Bosnia and Herzegovina,25-54,0.9
2006,Bosnia and Herzegovina,15-64,1
2006,Bosnia and Herzegovina,15-24,1.1
2007,Germany,55-64,1
2007,Germany,15-64,1
2007,Germany,25-54,1
2007,Germany,15-24,1
2008,Germany,15-24,1
2008,Germany,25-54,0.9
2008,Germany,15-64,1
2010,Norway,25-54,1.2
2010,Norway,15-64,1.1
2011,Norway,15-64,1.1
2011,Norway,25-54,1.1
2011,Norway,55-64,1.1
2011,Norway,15-24,1.1
2012,Norway,15-24,1.1
2007,Bosnia and Herzegovina,15-24,1.1
2007,Bosnia and Herzegovina,15-64,1.1
2007,Bosnia and Herzegovina,25-54,0.9
2008,Bosnia and Herzegovina,25-54,1.1
2008,Bosnia and Herzegovina,15-64,1
2008,Bosnia and Herzegovina,15-24,1.1
2009,Bosnia and Herzegovina,15-24,1.2
2008,Germany,55-64,1
2009,Germany,55-64,1.1
2009,Germany,15-64,1
2009,Germany,25-54,1
2009,Germany,15-24,1
2010,Germany,15-24,1
2010,Germany,25-54,1.1
2012,Norway,55-64,1.2
2012,Norway,25-54,1.1
2012,Norway,15-64,1.1
2013,Norway,15-64,1.1
2013,Norway,25-54,1.2
2013,Norway,55-64,1.1
2013,Norway,15-24,1
2009,Bosnia and Herzegovina,15-64,1.1
2009,Bosnia and Herzegovina,25-54,1
2010,Bosnia and Herzegovina,25-54,0.9
2010,Bosnia and Herzegovina,15-24,1.1
2010,Bosnia and Herzegovina,15-64,1.1
2011,Bosnia and Herzegovina,15-64,1.1
2011,Bosnia and Herzegovina,15-24,1.2
2010,Germany,15-64,1
2010,Germany,55-64,1.2
2011,Germany,55-64,0.8
2011,Germany,15-64,1
2011,Germany,25-54,1
2011,Germany,15-24,1
2012,Germany,15-24,1
2014,Norway,15-24,1.1
2014,Norway,55-64,1.2
2014,Norway,25-54,1.2
2014,Norway,15-64,1.1
2015,Norway,15-64,1.1
2015,Norway,25-54,1.2
2015,Norway,55-64,1.1
2011,Bosnia and Herzegovina,25-54,1
2012,Bosnia and Herzegovina,25-54,1.1
2012,Bosnia and Herzegovina,15-24,1.2
2012,Bosnia and Herzegovina,15-64,1.1
2012,Bosnia and Herzegovina,55-64,0.9
2013,Bosnia and Herzegovina,55-64,0.9
2013,Bosnia and Herzegovina,15-64,1.1
2012,Germany,25-54,1
2012,Germany,15-64,1
2012,Germany,55-64,1
2013,Germany,55-64,1.1
2013,Germany,15-64,1
2013,Germany,25-54,1
2013,Germany,15-24,1
2015,Norway,15-24,1.1
2016,Norway,15-24,1
2016,Norway,55-64,1.2
2016,Norway,25-54,1.2
2016,Norway,15-64,1.1
2017,Norway,15-64,1.1
2017,Norway,25-54,1.2
2014,Germany,15-24,1
2014,Germany,25-54,1
2014,Germany,15-64,1
2014,Germany,55-64,1
2015,Germany,55-64,1.1
2015,Germany,15-64,1
2015,Germany,25-54,1
2015,Germany,15-24,1
2016,Germany,15-24,1
2016,Germany,25-54,0.9
2016,Germany,15-64,1
2016,Germany,55-64,1
2017,Germany,55-64,1.1
2017,Germany,15-64,1
2017,Norway,55-64,1
2017,Norway,15-24,1.1
2018,Norway,15-24,1.1
2018,Norway,55-64,1.2
2018,Norway,25-54,1.2
2018,Norway,15-64,1.2
2019,Norway,15-64,1.1
2019,Norway,25-54,1.2
2019,Norway,55-64,1
2019,Norway,15-24,1.1
2020,Norway,15-24,1.1
2020,Norway,55-64,1.3
2020,Norway,25-54,1.1
2020,Norway,15-64,1.1
2013,Bosnia and Herzegovina,15-24,1.2
2013,Bosnia and Herzegovina,25-54,1
2014,Bosnia and Herzegovina,25-54,0.9
2014,Bosnia and Herzegovina,15-24,1.1
2014,Bosnia and Herzegovina,15-64,1
2015,Bosnia and Herzegovina,15-64,1.1
2015,Bosnia and Herzegovina,15-24,1.2
2015,Bosnia and Herzegovina,25-54,1.2
2016,Bosnia and Herzegovina,25-54,1.2
2016,Bosnia and Herzegovina,15-24,1.2
2016,Bosnia and Herzegovina,15-64,1.1
2017,Bosnia and Herzegovina,15-64,1.1
2017,Bosnia and Herzegovina,15-24,1.2
2017,Bosnia and Herzegovina,25-54,1.2
2018,Bosnia and Herzegovina,25-54,1.2
2018,Bosnia and Herzegovina,15-24,1.2
2018,Bosnia and Herzegovina,15-64,1.2
2019,Bosnia and Herzegovina,15-64,1
2019,Bosnia and Herzegovina,15-24,1.1
2019,Bosnia and Herzegovina,25-54,1.1
2020,Bosnia and Herzegovina,25-54,1.1
2020,Bosnia and Herzegovina,15-24,1.1
2020,Bosnia and Herzegovina,15-64,1.1
2020,Bosnia and Herzegovina,55-64,0.8
2021,Bosnia and Herzegovina,15-64,1.1
2021,Bosnia and Herzegovina,15-24,1.2
2021,Bosnia and Herzegovina,25-54,1.1
2004,Bulgaria,15-64,1
2017,Germany,25-54,0.9
2017,Germany,15-24,1
2018,Germany,15-24,1
2018,Germany,25-54,0.9
2018,Germany,15-64,1
2018,Germany,55-64,1.1
2019,Germany,55-64,1.2
2004,Poland,15-24,1.1
2004,Poland,55-64,1.1
2004,Poland,25-54,1.3
2004,Poland,15-64,1.1
2005,Poland,15-64,1.1
2005,Poland,25-54,1.3
2005,Poland,55-64,0.6
2004,Bulgaria,15-24,1.1
2004,Bulgaria,25-54,1.3
2005,Bulgaria,25-54,0.9
2005,Bulgaria,15-24,1
2005,Bulgaria,15-64,1
2006,Bulgaria,15-64,1
2006,Bulgaria,55-64,1.3
2019,Germany,15-64,1
2019,Germany,25-54,1
2019,Germany,15-24,1
2020,Germany,15-24,1
2020,Germany,25-54,1
2020,Germany,15-64,1
2020,Germany,55-64,1
2005,Poland,15-24,1.1
2006,Poland,15-24,1.1
2006,Poland,55-64,0.8
2006,Poland,25-54,1.2
2006,Poland,15-64,1
2007,Poland,15-64,1
2007,Poland,25-54,1.2
2000,Greece,15-64,1
2000,Greece,25-54,1.1
2000,Greece,15-24,1
2001,Greece,15-24,1
2001,Greece,25-54,0.9
2001,Greece,15-64,1
2002,Greece,25-54,1
2002,Greece,15-64,1
2002,Greece,15-24,1
2003,Greece,15-24,1.1
2003,Greece,15-64,1
2003,Greece,25-54,0.9
2004,Greece,25-54,1.1
2004,Greece,15-64,1
2004,Greece,15-24,1
2004,Greece,55-64,1
2005,Greece,55-64,0.5
2005,Greece,15-24,1.1
2005,Greece,15-64,1
2005,Greece,25-54,0.9
2006,Greece,25-54,0.9
2006,Greece,15-64,1
2007,Poland,55-64,1
2007,Poland,15-24,1
2008,Poland,15-24,1
2008,Poland,55-64,1.1
2008,Poland,25-54,1.2
2008,Poland,15-64,1
2009,Poland,15-64,1.1
2006,Bulgaria,15-24,1
2006,Bulgaria,25-54,1
2007,Bulgaria,25-54,1
2007,Bulgaria,15-24,1.1
2007,Bulgaria,55-64,1.3
2007,Bulgaria,15-64,1
2008,Bulgaria,15-64,1
2006,Greece,15-24,1.1
2006,Greece,55-64,1.6
2007,Greece,55-64,1.2
2007,Greece,15-24,1.1
2007,Greece,15-64,1
2007,Greece,25-54,1
2008,Greece,25-54,1.1
2009,Poland,25-54,1.2
2009,Poland,55-64,0.7
2009,Poland,15-24,1.1
2010,Poland,15-24,1.1
2010,Poland,55-64,1
2010,Poland,25-54,1.2
2010,Poland,15-64,1.1
2008,Greece,15-64,1.1
2008,Greece,15-24,1.1
2008,Greece,55-64,0.9
2009,Greece,55-64,0.8
2009,Greece,15-24,1
2009,Greece,15-64,1
2009,Greece,25-54,1
2008,Bulgaria,15-24,1.1
2008,Bulgaria,25-54,1
2009,Bulgaria,25-54,1.1
2009,Bulgaria,15-24,1
2009,Bulgaria,15-64,1
2010,Bulgaria,15-64,1.1
2010,Bulgaria,15-24,1.1
2011,Poland,15-64,1.1
2011,Poland,25-54,1.2
2011,Poland,55-64,1
2011,Poland,15-24,1.1
2012,Poland,15-24,1.1
2012,Poland,55-64,1
2012,Poland,25-54,1.3
2010,Bulgaria,25-54,1.1
2011,Bulgaria,25-54,1.1
2011,Bulgaria,15-24,1.1
2011,Bulgaria,15-64,1.1
2012,Bulgaria,15-64,1.1
2012,Bulgaria,15-24,1.1
2012,Bulgaria,25-54,1.1
2013,Bulgaria,25-54,1.2
2013,Bulgaria,15-24,1.1
2013,Bulgaria,15-64,1.1
2014,Bulgaria,15-64,1.1
2014,Bulgaria,15-24,1.1
2014,Bulgaria,25-54,1.3
2015,Bulgaria,25-54,1.1
2012,Poland,15-64,1.1
2013,Poland,15-64,1.1
2013,Poland,25-54,1.2
2013,Poland,55-64,1.4
2013,Poland,15-24,1.1
2014,Poland,15-24,1.1
2014,Poland,55-64,1.3
2014,Poland,25-54,1.2
2014,Poland,15-64,1.1
2015,Poland,15-64,1.1
2015,Poland,25-54,1.2
2015,Poland,55-64,1.4
2015,Poland,15-24,1.1
2016,Poland,15-24,1.1
2016,Poland,55-64,1.3
2016,Poland,25-54,1.2
2016,Poland,15-64,1.1
2017,Poland,15-64,1.1
2017,Poland,25-54,1.2
2017,Poland,55-64,1.3
2017,Poland,15-24,1.1
2018,Poland,15-24,1.1
2018,Poland,55-64,1.4
2018,Poland,25-54,1.2
2018,Poland,15-64,1.1
2019,Poland,15-64,1.1
2019,Poland,25-54,1.2
2019,Poland,55-64,1.3
2015,Bulgaria,15-24,1.1
2015,Bulgaria,15-64,1.1
2016,Bulgaria,15-64,1.1
2016,Bulgaria,15-24,1.1
2016,Bulgaria,25-54,1.3
2017,Bulgaria,25-54,1.1
2017,Bulgaria,15-24,1.1
2010,Greece,25-54,1
2010,Greece,15-64,1
2010,Greece,15-24,1.1
2010,Greece,55-64,0.8
2011,Greece,55-64,0.9
2011,Greece,15-24,1.1
2011,Greece,15-64,1
2017,Bulgaria,15-64,1
2018,Bulgaria,15-64,1.1
2018,Bulgaria,55-64,0.6
2018,Bulgaria,15-24,1.1
2018,Bulgaria,25-54,1.2
2019,Bulgaria,25-54,1
2019,Bulgaria,15-24,1.1
2011,Greece,25-54,0.9
2012,Greece,25-54,0.9
2012,Greece,15-64,1
2012,Greece,15-24,1.1
2012,Greece,55-64,0.8
2013,Greece,55-64,0.6
2013,Greece,15-24,1.1
2019,Poland,15-24,1.1
2020,Poland,15-24,1.1
2020,Poland,55-64,1.4
2020,Poland,25-54,1.3
2020,Poland,15-64,1.1
2000,Portugal,15-64,1.1
2000,Portugal,55-64,1.9
2019,Bulgaria,15-64,1.1
2020,Bulgaria,15-64,1.1
2020,Bulgaria,15-24,1.1
2020,Bulgaria,25-54,1.4
2016,Belarus,15-64,1
2016,Belarus,15-24,1
2016,Belarus,25-54,1
2013,Greece,15-64,1.1
2013,Greece,25-54,1
2014,Greece,25-54,1
2014,Greece,15-64,1
2014,Greece,15-24,1.1
2014,Greece,55-64,0.5
2015,Greece,55-64,0.6
2016,Belarus,55-64,1
2017,Belarus,15-64,1
2017,Belarus,55-64,1
2017,Belarus,25-54,1
2017,Belarus,15-24,1
2018,Belarus,15-24,1
2018,Belarus,25-54,1
2018,Belarus,55-64,1
2018,Belarus,15-64,1
2019,Belarus,15-64,0.9
2019,Belarus,55-64,0.6
2019,Belarus,25-54,1
2019,Belarus,15-24,1
2020,Belarus,15-24,1
2000,Portugal,25-54,1.1
2000,Portugal,15-24,1.1
2001,Portugal,15-24,1.2
2001,Portugal,25-54,1.2
2001,Portugal,15-64,1.1
2002,Portugal,15-64,1.3
2002,Portugal,25-54,1.4
2015,Greece,15-24,1.1
2015,Greece,15-64,1
2015,Greece,25-54,1
2016,Greece,25-54,1
2016,Greece,15-64,1
2016,Greece,15-24,1.1
2016,Greece,55-64,1.1
2017,Greece,55-64,1
2017,Greece,15-24,1.1
2017,Greece,15-64,1
2017,Greece,25-54,1
2018,Greece,25-54,1
2018,Greece,15-64,1
2018,Greece,15-24,1.1
2003,Portugal,25-54,1.2
2003,Portugal,55-64,0.4
2003,Portugal,15-64,1.2
2004,Portugal,15-64,1.1
2004,Portugal,55-64,1.5
2004,Portugal,25-54,1.2
2004,Portugal,15-24,1.2
2018,Greece,55-64,1.2
2019,Greece,55-64,1.3
2019,Greece,15-24,1
2019,Greece,15-64,1.1
2019,Greece,25-54,1.2
2020,Greece,25-54,0.9
2020,Greece,15-64,1
2020,Belarus,25-54,1
2020,Belarus,55-64,0.6
2020,Belarus,15-64,0.9
2005,Croatia,15-64,1.1
2005,Croatia,15-24,1.2
2005,Croatia,25-54,1.1
2006,Croatia,25-54,0.9
2006,Croatia,15-24,1.1
2006,Croatia,15-64,1
2006,Croatia,55-64,1.2
2007,Croatia,55-64,1.5
2007,Croatia,15-64,1.1
2007,Croatia,15-24,1.1
2007,Croatia,25-54,1.3
2005,Portugal,15-24,1.1
2005,Portugal,25-54,1.1
2005,Portugal,55-64,1
2005,Portugal,15-64,1.1
2006,Portugal,15-64,1.1
2006,Portugal,25-54,1.1
2006,Portugal,55-64,1.3
2008,Croatia,25-54,1.2
2008,Croatia,15-24,1.2
2008,Croatia,15-64,1.1
2008,Croatia,55-64,1.2
2009,Croatia,15-64,1.1
2009,Croatia,15-24,1.2
2009,Croatia,25-54,0.9
2006,Portugal,15-24,1.1
2007,Portugal,15-24,1.1
2007,Portugal,55-64,1.1
2007,Portugal,25-54,1.1
2007,Portugal,15-64,1
2008,Portugal,15-64,1.1
2008,Portugal,55-64,1
2010,Croatia,25-54,1
2010,Croatia,15-24,1.2
2010,Croatia,15-64,1.1
2011,Croatia,15-64,1.1
2011,Croatia,15-24,1.2
2011,Croatia,25-54,1.2
2012,Croatia,25-54,1.3
2012,Croatia,15-24,1.1
2012,Croatia,15-64,1.1
2012,Croatia,55-64,0.6
2013,Croatia,55-64,0.7
2013,Croatia,15-64,1.1
2013,Croatia,15-24,1.1
2013,Croatia,25-54,1.1
2008,Portugal,25-54,1.1
2008,Portugal,15-24,1.1
2009,Portugal,15-24,1
2009,Portugal,25-54,1.1
2009,Portugal,55-64,1.4
2009,Portugal,15-64,1
2010,Portugal,15-64,1
2014,Croatia,25-54,1.1
2014,Croatia,15-24,1.2
2014,Croatia,15-64,1.1
2015,Croatia,15-64,1.2
2015,Croatia,15-24,1.2
2015,Croatia,25-54,1.3
2016,Croatia,25-54,1
2010,Portugal,55-64,1.1
2010,Portugal,25-54,1
2010,Portugal,15-24,1
2011,Portugal,15-24,1.1
2011,Portugal,25-54,1.1
2011,Portugal,55-64,1.1
2011,Portugal,15-64,1
2012,Portugal,15-64,1
2012,Portugal,55-64,1.2
2012,Portugal,25-54,1.1
2012,Portugal,15-24,1.1
2013,Portugal,15-24,1.1
2013,Portugal,25-54,1.1
2013,Portugal,55-64,1.2
2013,Portugal,15-64,1
2014,Portugal,15-64,1
2014,Portugal,55-64,1.2
2014,Portugal,25-54,1.1
2014,Portugal,15-24,1
2015,Portugal,15-24,1
2015,Portugal,55-64,1.1
2016,Croatia,15-64,1.1
2016,Croatia,15-24,1.2
2016,Croatia,55-64,1.2
2017,Croatia,15-24,1.1
2017,Croatia,15-64,1.1
2017,Croatia,25-54,1.2
2018,Croatia,25-54,1.3
2015,Portugal,25-54,1
2015,Portugal,15-64,1
2016,Portugal,15-64,1
2016,Portugal,25-54,1
2016,Portugal,55-64,1.1
2016,Portugal,15-24,1.1
2017,Portugal,15-24,1.1
2020,Greece,15-24,1
2020,Greece,55-64,1.2
2004,Hungary,15-64,1.1
2004,Hungary,25-54,1.3
2004,Hungary,15-24,1
2004,Hungary,55-64,1
2005,Hungary,55-64,1
2017,Portugal,55-64,1.1
2017,Portugal,25-54,1
2017,Portugal,15-64,1
2018,Portugal,15-64,1
2018,Portugal,25-54,1.1
2018,Portugal,55-64,1.2
2018,Portugal,15-24,1.1
2019,Portugal,15-24,1.1
2019,Portugal,55-64,1.2
2019,Portugal,25-54,1
2019,Portugal,15-64,1
2020,Portugal,15-64,1
2020,Portugal,25-54,1.1
2020,Portugal,55-64,1.1
2020,Portugal,15-24,1.1
2021,Portugal,15-24,1.1
2021,Portugal,55-64,1
2021,Portugal,25-54,1.2
2021,Portugal,15-64,1.1
2000,Romania,15-64,1.1
2000,Romania,25-54,0.9
2000,Romania,15-24,1.1
2001,Romania,15-24,1.1
2001,Romania,25-54,0.9
2001,Romania,15-64,1
2002,Romania,15-64,1
2002,Romania,25-54,1
2002,Romania,15-24,1.1
2018,Croatia,15-64,1.1
2018,Croatia,15-24,1.1
2018,Croatia,55-64,1.1
2019,Croatia,55-64,0.9
2019,Croatia,15-24,1.2
2019,Croatia,15-64,1.1
2019,Croatia,25-54,1.2
2005,Hungary,15-24,1
2005,Hungary,25-54,1.3
2005,Hungary,15-64,1.1
2006,Hungary,15-64,1.1
2006,Hungary,25-54,1.3
2006,Hungary,15-24,1.1
2006,Hungary,55-64,1.4
2020,Croatia,25-54,1.3
2020,Croatia,15-64,1.2
2020,Croatia,15-24,1.2
2020,Croatia,55-64,1.4
2000,Cyprus,15-24,1
2000,Cyprus,15-64,1.1
2000,Cyprus,25-54,1.1
2007,Hungary,55-64,1.2
2007,Hungary,15-24,1.1
2007,Hungary,25-54,1.3
2007,Hungary,15-64,1.1
2008,Hungary,15-64,1
2008,Hungary,25-54,1.3
2008,Hungary,15-24,1.1
2003,Romania,15-24,1.1
2003,Romania,25-54,1.1
2003,Romania,15-64,1.1
2004,Romania,15-64,1.1
2004,Romania,25-54,1
2004,Romania,15-24,1.1
2005,Romania,15-24,1.1
2005,Romania,25-54,1.1
2005,Romania,55-64,0.5
2005,Romania,15-64,1.1
2006,Romania,15-64,1.1
2006,Romania,55-64,0.2
2006,Romania,25-54,1.1
2006,Romania,15-24,1.1
2007,Romania,15-24,1.1
2007,Romania,25-54,1.2
2007,Romania,55-64,0.2
2007,Romania,15-64,1.1
2008,Romania,15-64,1.1
2008,Romania,55-64,1
2008,Romania,25-54,1.2
2008,Hungary,55-64,0.8
2009,Hungary,55-64,0.8
2009,Hungary,15-24,1
2009,Hungary,25-54,1.2
2009,Hungary,15-64,1
2010,Hungary,15-64,1
2010,Hungary,25-54,1.1
2008,Romania,15-24,1.1
2009,Romania,15-24,1.1
2009,Romania,25-54,1.2
2009,Romania,55-64,1
2009,Romania,15-64,1.1
2010,Romania,15-64,1
2010,Romania,55-64,0.8
2010,Romania,25-54,1.1
2010,Romania,15-24,1.1
2011,Romania,15-24,1.1
2011,Romania,25-54,1
2011,Romania,55-64,0.6
2011,Romania,15-64,1
2012,Romania,15-64,1
2010,Hungary,15-24,1
2010,Hungary,55-64,0.7
2011,Hungary,55-64,0.9
2011,Hungary,15-24,1
2011,Hungary,25-54,1.2
2011,Hungary,15-64,1
2012,Hungary,15-64,1
2001,Cyprus,25-54,1
2001,Cyprus,15-64,1
2001,Cyprus,15-24,1
2002,Cyprus,15-24,1
2002,Cyprus,15-64,1
2002,Cyprus,25-54,1
2003,Cyprus,25-54,1.2
2012,Romania,55-64,0.6
2012,Romania,25-54,1
2012,Romania,15-24,1.1
2013,Romania,15-24,1.1
2013,Romania,25-54,0.9
2013,Romania,55-64,0.5
2013,Romania,15-64,1
2003,Cyprus,15-64,1.1
2003,Cyprus,15-24,1
2003,Cyprus,55-64,1.4
2004,Cyprus,55-64,0.7
2004,Cyprus,15-24,1
2004,Cyprus,15-64,1.1
2004,Cyprus,25-54,1.1
2012,Hungary,25-54,1.2
2012,Hungary,15-24,1
2012,Hungary,55-64,1
2013,Hungary,55-64,1.2
2013,Hungary,15-24,1
2013,Hungary,25-54,1.1
2013,Hungary,15-64,1
2014,Romania,15-64,1
2014,Romania,55-64,0.5
2014,Romania,25-54,0.9
2014,Romania,15-24,1.1
2015,Romania,15-24,1.1
2015,Romania,25-54,1
2015,Romania,55-64,1
2005,Cyprus,25-54,1.2
2005,Cyprus,15-64,1.1
2005,Cyprus,15-24,1.1
2005,Cyprus,55-64,0.9
2006,Cyprus,55-64,1.3
2006,Cyprus,15-24,1.1
2006,Cyprus,15-64,1.1
2006,Cyprus,25-54,1.1
2007,Cyprus,25-54,1
2007,Cyprus,15-64,1.1
2007,Cyprus,15-24,1.1
2007,Cyprus,55-64,1.4
2008,Cyprus,55-64,1.4
