Year,GeoAreaName,Age,Location,Sex,Value
2006,Greece,10-14,,FEMALE,0.47
2006,Greece,15-19,,FEMALE,10.58
2007,Greece,15-19,,FEMALE,10.30
2007,Greece,10-14,,FEMALE,0.46
2008,Greece,10-14,,FEMALE,0.49
2010,Greece,10-14,,FEMALE,0.41
2019,Azerbaijan,10-14,,FEMALE,0.00
2019,Azerbaijan,15-19,,FEMALE,47.30
2020,Azerbaijan,15-19,,FEMALE,41.56
2020,Azerbaijan,10-14,,FEMALE,0.00
2000,Austria,10-14,,FEMALE,0.04
2001,Austria,10-14,,FEMALE,0.07
2001,Austria,15-19,,FEMALE,13.73
2002,Austria,10-14,,FEMALE,0.09
2002,Austria,15-19,,FEMALE,13.83
2003,Austria,15-19,,FEMALE,13.16
2006,Austria,15-19,,FEMALE,11.96
2007,Austria,15-19,,FEMALE,11.20
2000,Ukraine,10-14,,FEMALE,0.08
2001,Ukraine,10-14,,FEMALE,0.09
2001,Ukraine,15-19,,FEMALE,29.13
2002,Ukraine,10-14,,FEMALE,0.10
2002,Ukraine,15-19,,FEMALE,29.16
2003,Ukraine,10-14,,FEMALE,0.10
2004,Ukraine,10-14,,FEMALE,0.11
2007,Ukraine,15-19,,FEMALE,30.13
2008,Ukraine,10-14,,FEMALE,0.15
2011,Ukraine,15-19,,FEMALE,28.04
2012,Ukraine,15-19,,FEMALE,28.53
2013,Ukraine,15-19,,FEMALE,27.05
2011,Greece,10-14,,FEMALE,0.40
2011,Greece,15-19,,FEMALE,9.57
2012,Greece,10-14,,FEMALE,0.35
2013,Greece,10-14,,FEMALE,0.36
2016,Greece,15-19,,FEMALE,9.21
2017,Greece,15-19,,FEMALE,8.69
2018,Greece,15-19,,FEMALE,8.48
2018,Greece,10-14,,FEMALE,0.40
2019,Greece,10-14,,FEMALE,0.36
2019,Greece,15-19,,FEMALE,8.41
2020,Greece,15-19,,FEMALE,8.52
2020,Greece,10-14,,FEMALE,0.42
2014,Ukraine,15-19,,FEMALE,26.09
2015,Ukraine,15-19,,FEMALE,24.97
2016,Ukraine,15-19,,FEMALE,23.21
2016,Ukraine,10-14,,FEMALE,0.19
2017,Ukraine,10-14,,FEMALE,0.16
2017,Ukraine,15-19,,FEMALE,20.60
2018,Ukraine,15-19,,FEMALE,17.98
2019,Ukraine,10-14,,FEMALE,0.09
2019,Ukraine,15-19,,FEMALE,15.53
2020,Ukraine,15-19,,FEMALE,14.45
2020,Ukraine,10-14,,FEMALE,0.08
2000,North Macedonia,10-14,,FEMALE,0.37
2000,Hungary,10-14,,FEMALE,0.54
2000,Hungary,15-19,,FEMALE,23.31
2001,Hungary,15-19,,FEMALE,21.83
2001,Hungary,10-14,,FEMALE,0.57
2002,Hungary,15-19,,FEMALE,21.37
2003,Hungary,15-19,,FEMALE,20.57
2004,Hungary,15-19,,FEMALE,20.71
2005,Hungary,15-19,,FEMALE,19.96
2006,Hungary,15-19,,FEMALE,19.74
2007,Hungary,15-19,,FEMALE,19.37
2007,Hungary,10-14,,FEMALE,0.61
2008,Hungary,10-14,,FEMALE,0.62
2002,North Macedonia,15-19,,FEMALE,25.49
2003,North Macedonia,15-19,,FEMALE,25.42
2006,North Macedonia,10-14,,FEMALE,0.40
2007,North Macedonia,10-14,,FEMALE,0.34
2007,North Macedonia,15-19,,FEMALE,20.49
2008,North Macedonia,15-19,,FEMALE,19.76
2008,North Macedonia,10-14,,FEMALE,0.35
2009,North Macedonia,15-19,,FEMALE,19.87
2010,North Macedonia,10-14,,FEMALE,0.41
2010,North Macedonia,15-19,,FEMALE,19.57
2011,North Macedonia,15-19,,FEMALE,18.08
2011,North Macedonia,10-14,,FEMALE,0.37
2008,Hungary,15-19,,FEMALE,20.07
2009,Hungary,15-19,,FEMALE,19.47
2009,Hungary,10-14,,FEMALE,0.59
2011,Hungary,10-14,,FEMALE,0.56
2012,Hungary,10-14,,FEMALE,0.57
2012,Hungary,15-19,,FEMALE,19.23
2013,Hungary,15-19,,FEMALE,21.06
2015,Hungary,10-14,,FEMALE,0.56
2016,Hungary,10-14,,FEMALE,0.55
2017,Hungary,10-14,,FEMALE,0.48
2018,Hungary,15-19,,FEMALE,22.02
2019,Hungary,10-14,,FEMALE,0.40
2012,North Macedonia,10-14,,FEMALE,0.43
2013,North Macedonia,10-14,,FEMALE,0.43
2013,North Macedonia,15-19,,FEMALE,17.08
2015,North Macedonia,15-19,,FEMALE,16.40
2016,North Macedonia,15-19,,FEMALE,15.96
2017,North Macedonia,15-19,,FEMALE,15.82
2017,North Macedonia,10-14,,FEMALE,0.37
2018,North Macedonia,10-14,,FEMALE,0.35
2018,North Macedonia,15-19,,FEMALE,15.54
2019,North Macedonia,15-19,,FEMALE,15.58
2019,North Macedonia,10-14,,FEMALE,0.29
2020,North Macedonia,10-14,,FEMALE,0.35
2020,Hungary,10-14,,FEMALE,0.40
2020,Hungary,15-19,,FEMALE,21.39
2000,Iceland,10-14,,FEMALE,0.00
2001,Iceland,15-19,,FEMALE,20.01
2002,Iceland,15-19,,FEMALE,18.73
2002,Iceland,10-14,,FEMALE,0.00
2003,Iceland,10-14,,FEMALE,0.00
2005,Iceland,10-14,,FEMALE,0.00
2006,Iceland,10-14,,FEMALE,0.00
2007,Iceland,10-14,,FEMALE,0.00
2007,Iceland,15-19,,FEMALE,14.09
2008,Iceland,10-14,,FEMALE,0.00
2009,Iceland,10-14,,FEMALE,0.00
2011,Iceland,10-14,,FEMALE,0.00
2011,Iceland,15-19,,FEMALE,10.99
2012,Iceland,10-14,,FEMALE,0.00
2013,Iceland,10-14,,FEMALE,0.00
2015,Iceland,15-19,,FEMALE,8.03
2015,Iceland,10-14,,FEMALE,0.00
2016,Iceland,10-14,,FEMALE,0.00
2016,Iceland,15-19,,FEMALE,6.64
2017,Iceland,15-19,,FEMALE,6.01
2017,Iceland,10-14,,FEMALE,0.00
2018,Iceland,15-19,,FEMALE,5.34
2020,North Macedonia,15-19,,FEMALE,16.21
2000,Uzbekistan,10-14,,FEMALE,0.00
2000,Uzbekistan,15-19,,FEMALE,21.49
2001,Uzbekistan,15-19,,FEMALE,17.77
2001,Uzbekistan,10-14,,FEMALE,0.00
2003,Uzbekistan,10-14,,FEMALE,0.00
2003,Uzbekistan,15-19,,FEMALE,12.84
2006,Uzbekistan,10-14,,FEMALE,0.00
2007,Uzbekistan,10-14,,FEMALE,0.00
2010,Uzbekistan,10-14,,FEMALE,0.00
2012,Uzbekistan,10-14,,FEMALE,0.00
2013,Uzbekistan,10-14,,FEMALE,0.00
2013,Uzbekistan,15-19,,FEMALE,24.14
2014,Uzbekistan,15-19,,FEMALE,18.98
2015,Uzbekistan,15-19,,FEMALE,24.11
2015,Uzbekistan,10-14,,FEMALE,0.00
2016,Uzbekistan,10-14,,FEMALE,0.00
2016,Uzbekistan,15-19,,FEMALE,21.04
2017,Uzbekistan,10-14,,FEMALE,0.00
2018,Uzbekistan,10-14,,FEMALE,0.01
2019,Uzbekistan,15-19,,FEMALE,26.15
2019,Uzbekistan,10-14,,FEMALE,0.00
2019,Iceland,15-19,,FEMALE,4.39
2019,Iceland,10-14,,FEMALE,0.00
2020,Iceland,15-19,,FEMALE,4.76
2020,Iceland,10-14,,FEMALE,0.00
2021,Iceland,15-19,,FEMALE,3.28
2021,Iceland,10-14,,FEMALE,0.00
2000,Ireland,10-14,,FEMALE,0.11
2000,Ireland,15-19,,FEMALE,19.56
2001,Ireland,15-19,,FEMALE,19.80
2001,Ireland,10-14,,FEMALE,0.11
2002,Ireland,10-14,,FEMALE,0.10
2002,Ireland,15-19,,FEMALE,19.34
2009,Austria,15-19,,FEMALE,10.38
2009,Austria,10-14,,FEMALE,0.10
2011,Austria,10-14,,FEMALE,0.08
2011,Austria,15-19,,FEMALE,9.10
2012,Austria,15-19,,FEMALE,8.61
2013,Austria,10-14,,FEMALE,0.08
2013,Austria,15-19,,FEMALE,8.10
2016,Austria,10-14,,FEMALE,0.07
2017,Austria,10-14,,FEMALE,0.08
2019,Austria,10-14,,FEMALE,0.02
2019,Austria,15-19,,FEMALE,5.21
2020,Austria,15-19,,FEMALE,5.02
2020,Austria,10-14,,FEMALE,0.01
2000,Armenia,10-14,,FEMALE,0.00
2002,Armenia,10-14,,FEMALE,0.00
2002,Armenia,15-19,,FEMALE,28.16
2003,Armenia,10-14,,FEMALE,0.00
2003,Armenia,15-19,,FEMALE,29.31
2004,Armenia,15-19,,FEMALE,29.57
2004,Armenia,10-14,,FEMALE,0.00
2006,Armenia,10-14,,FEMALE,0.00
2007,Armenia,10-14,,FEMALE,0.00
2008,Armenia,10-14,,FEMALE,0.00
2009,Armenia,10-14,,FEMALE,0.00
2009,Armenia,15-19,,FEMALE,27.57
2010,Armenia,15-19,,FEMALE,27.12
2011,Armenia,10-14,,FEMALE,0.00
2012,Armenia,15-19,,FEMALE,26.00
2013,Armenia,10-14,,FEMALE,0.00
2013,Armenia,15-19,,FEMALE,24.88
2015,Armenia,10-14,,FEMALE,0.02
2017,Armenia,10-14,,FEMALE,0.02
2017,Armenia,15-19,,FEMALE,21.06
2018,Armenia,15-19,,FEMALE,18.91
2019,Armenia,15-19,,FEMALE,16.71
2019,Armenia,10-14,,FEMALE,0.03
2003,Ireland,15-19,,FEMALE,19.06
2005,Ireland,10-14,,FEMALE,0.09
2008,Ireland,10-14,,FEMALE,0.10
2011,Ireland,10-14,,FEMALE,0.06
2012,Ireland,15-19,,FEMALE,12.03
2013,Ireland,10-14,,FEMALE,0.04
2014,Ireland,10-14,,FEMALE,0.03
2015,Ireland,10-14,,FEMALE,0.03
2017,Ireland,15-19,,FEMALE,6.81
2017,Ireland,10-14,,FEMALE,0.03
2018,Ireland,15-19,,FEMALE,6.16
2018,Ireland,10-14,,FEMALE,0.01
2020,Armenia,15-19,,FEMALE,13.92
2000,Belgium,15-19,,FEMALE,11.50
2000,Belgium,10-14,,FEMALE,0.10
2001,Belgium,10-14,,FEMALE,0.12
2002,Belgium,10-14,,FEMALE,0.12
2005,Belgium,15-19,,FEMALE,10.55
2006,Belgium,15-19,,FEMALE,10.39
2006,Belgium,10-14,,FEMALE,0.13
2007,Belgium,15-19,,FEMALE,10.45
2008,Belgium,15-19,,FEMALE,10.26
2008,Belgium,10-14,,FEMALE,0.13
2009,Belgium,10-14,,FEMALE,0.13
2010,Belgium,10-14,,FEMALE,0.12
2010,Belgium,15-19,,FEMALE,9.37
2011,Belgium,10-14,,FEMALE,0.13
2011,Belgium,15-19,,FEMALE,9.12
2012,Belgium,10-14,,FEMALE,0.11
2012,Belgium,15-19,,FEMALE,8.52
2013,Belgium,10-14,,FEMALE,0.11
2016,Belgium,10-14,,FEMALE,0.09
2017,Belgium,10-14,,FEMALE,0.08
2017,Belgium,15-19,,FEMALE,5.85
2018,Belgium,15-19,,FEMALE,5.52
2019,Belgium,15-19,,FEMALE,5.07
2019,Belgium,10-14,,FEMALE,0.07
2020,Belgium,15-19,,FEMALE,4.91
2000,Bosnia and Herzegovina,15-19,,FEMALE,14.37
2001,Bosnia and Herzegovina,15-19,,FEMALE,15.02
2002,Bosnia and Herzegovina,15-19,,FEMALE,13.72
2002,Bosnia and Herzegovina,10-14,,FEMALE,0.10
2003,Bosnia and Herzegovina,10-14,,FEMALE,0.08
2004,Bosnia and Herzegovina,10-14,,FEMALE,0.08
2005,Bosnia and Herzegovina,10-14,,FEMALE,0.07
2005,Bosnia and Herzegovina,15-19,,FEMALE,13.65
2006,Bosnia and Herzegovina,15-19,,FEMALE,14.12
2019,Ireland,10-14,,FEMALE,0.02
2019,Ireland,15-19,,FEMALE,5.41
2020,Ireland,15-19,,FEMALE,4.91
2020,Ireland,10-14,,FEMALE,0.02
2000,Italy,10-14,,FEMALE,0.00
2001,Italy,15-19,,FEMALE,6.69
2001,Italy,10-14,,FEMALE,0.00
2002,Italy,10-14,,FEMALE,0.00
2003,Italy,10-14,,FEMALE,0.00
2003,Italy,15-19,,FEMALE,6.95
2005,Italy,15-19,,FEMALE,6.95
2006,Italy,10-14,,FEMALE,0.01
2009,Italy,15-19,,FEMALE,6.85
2010,Italy,15-19,,FEMALE,6.62
2011,Italy,15-19,,FEMALE,6.38
2012,Italy,15-19,,FEMALE,6.28
2012,Italy,10-14,,FEMALE,0.02
2013,Italy,10-14,,FEMALE,0.02
2013,Italy,15-19,,FEMALE,5.85
2014,Italy,10-14,,FEMALE,0.01
2014,Italy,15-19,,FEMALE,5.68
2015,Italy,10-14,,FEMALE,0.02
2016,Italy,10-14,,FEMALE,0.01
2016,Italy,15-19,,FEMALE,4.87
2007,Bosnia and Herzegovina,15-19,,FEMALE,14.47
2009,Bosnia and Herzegovina,10-14,,FEMALE,0.09
2010,Bosnia and Herzegovina,10-14,,FEMALE,0.07
2012,Bosnia and Herzegovina,10-14,,FEMALE,0.04
2012,Bosnia and Herzegovina,15-19,,FEMALE,13.41
2018,Bosnia and Herzegovina,15-19,,FEMALE,9.88
2018,Bosnia and Herzegovina,10-14,,FEMALE,0.06
2019,Bosnia and Herzegovina,10-14,,FEMALE,0.04
2019,Bosnia and Herzegovina,15-19,,FEMALE,9.74
2000,Bulgaria,10-14,,FEMALE,2.70
2001,Bulgaria,10-14,,FEMALE,2.48
2001,Bulgaria,15-19,,FEMALE,43.10
2002,Bulgaria,15-19,,FEMALE,40.38
2002,Bulgaria,10-14,,FEMALE,2.12
2005,Bulgaria,10-14,,FEMALE,3.19
2006,Bulgaria,10-14,,FEMALE,3.27
2007,Bulgaria,10-14,,FEMALE,3.70
2007,Bulgaria,15-19,,FEMALE,41.24
2008,Bulgaria,15-19,,FEMALE,43.35
2010,Bulgaria,15-19,,FEMALE,42.02
2011,Bulgaria,15-19,,FEMALE,41.66
2012,Bulgaria,15-19,,FEMALE,42.52
2013,Bulgaria,15-19,,FEMALE,42.02
2014,Bulgaria,15-19,,FEMALE,41.30
2014,Bulgaria,10-14,,FEMALE,2.10
2015,Bulgaria,10-14,,FEMALE,1.91
2015,Bulgaria,15-19,,FEMALE,39.36
2016,Bulgaria,10-14,,FEMALE,1.67
2017,Bulgaria,10-14,,FEMALE,1.71
2017,Bulgaria,15-19,,FEMALE,38.16
2018,Bulgaria,15-19,,FEMALE,38.91
2018,Bulgaria,10-14,,FEMALE,1.57
2019,Bulgaria,10-14,,FEMALE,1.54
2019,Bulgaria,15-19,,FEMALE,39.29
2020,Bulgaria,15-19,,FEMALE,37.85
2017,Italy,10-14,,FEMALE,0.01
2018,Italy,10-14,,FEMALE,0.01
2018,Italy,15-19,,FEMALE,4.15
2019,Italy,15-19,,FEMALE,3.69
2019,Italy,10-14,,FEMALE,0.01
2020,Italy,10-14,,FEMALE,0.00
2020,Italy,15-19,,FEMALE,3.27
2000,Kazakhstan,10-14,,FEMALE,0.04
2001,Kazakhstan,15-19,,FEMALE,27.44
2007,Kazakhstan,15-19,,FEMALE,27.87
2007,Kazakhstan,10-14,,FEMALE,0.03
2008,Kazakhstan,15-19,,FEMALE,29.52
2020,Bulgaria,10-14,,FEMALE,1.28
2000,Belarus,10-14,,FEMALE,0.06
2000,Belarus,15-19,,FEMALE,27.27
2001,Belarus,15-19,,FEMALE,26.25
2001,Belarus,10-14,,FEMALE,0.07
2002,Belarus,10-14,,FEMALE,0.08
2002,Belarus,15-19,,FEMALE,24.00
2003,Belarus,15-19,,FEMALE,23.76
2003,Belarus,10-14,,FEMALE,0.08
2006,Belarus,10-14,,FEMALE,0.06
2006,Belarus,15-19,,FEMALE,22.50
2007,Belarus,15-19,,FEMALE,22.05
2009,Kazakhstan,15-19,,FEMALE,29.35
2009,Kazakhstan,10-14,,FEMALE,0.04
2010,Kazakhstan,10-14,,FEMALE,0.04
2010,Kazakhstan,15-19,,FEMALE,28.50
2011,Kazakhstan,15-19,,FEMALE,29.39
2012,Kazakhstan,15-19,,FEMALE,31.02
2012,Kazakhstan,10-14,,FEMALE,0.03
2013,Kazakhstan,10-14,,FEMALE,0.04
2014,Kazakhstan,10-14,,FEMALE,0.04
2015,Kazakhstan,10-14,,FEMALE,0.03
2015,Kazakhstan,15-19,,FEMALE,30.07
2008,Belarus,15-19,,FEMALE,22.32
2008,Belarus,10-14,,FEMALE,0.09
2009,Belarus,15-19,,FEMALE,22.43
2011,Belarus,15-19,,FEMALE,20.87
2011,Belarus,10-14,,FEMALE,0.08
2014,Belarus,10-14,,FEMALE,0.11
2015,Belarus,15-19,,FEMALE,18.03
2016,Belarus,10-14,,FEMALE,0.09
2016,Belarus,15-19,,FEMALE,15.97
2017,Belarus,10-14,,FEMALE,0.09
