Year,GeoAreaName,Activity,Value
2006,Belarus,ISIC4_GTT,2.51
2007,Belarus,INDUSTRIES,1.62
2007,Belarus,ISIC4_GTT,2.37
2005,Azerbaijan,TOTAL,52.11
2005,Azerbaijan,INDUSTRIES,13.92
2005,Azerbaijan,ISIC4_A01_A0210_A0322,34.67
2005,Azerbaijan,ISIC4_GTT,3.52
2006,Azerbaijan,ISIC4_GTT,3.61
2006,Azerbaijan,TOTAL,53.63
2006,Azerbaijan,ISIC4_A01_A0210_A0322,35.29
2006,Azerbaijan,INDUSTRIES,14.73
2007,Azerbaijan,ISIC4_GTT,2.61
2007,Azerbaijan,INDUSTRIES,13.43
2007,Belarus,TOTAL,5.41
2007,Belarus,ISIC4_A01_A0210_A0322,1.43
2008,Belarus,ISIC4_A01_A0210_A0322,1.47
2008,Belarus,TOTAL,5.31
2008,Belarus,INDUSTRIES,1.62
2008,Belarus,ISIC4_GTT,2.22
2009,Belarus,ISIC4_GTT,2.08
2009,Belarus,INDUSTRIES,1.61
2009,Belarus,TOTAL,5.21
2009,Belarus,ISIC4_A01_A0210_A0322,1.51
2000,Albania,ISIC4_GTT,3.31
2000,Albania,ISIC4_A01_A0210_A0322,6.37
2000,Albania,TOTAL,11.04
2000,Albania,INDUSTRIES,1.37
2001,Albania,ISIC4_GTT,3.32
2001,Albania,INDUSTRIES,1.37
2001,Albania,TOTAL,10.52
2001,Albania,ISIC4_A01_A0210_A0322,5.83
2002,Albania,TOTAL,9.99
2002,Albania,INDUSTRIES,1.38
2002,Albania,ISIC4_GTT,3.33
2002,Albania,ISIC4_A01_A0210_A0322,5.28
2003,Albania,ISIC4_A01_A0210_A0322,4.74
2003,Albania,TOTAL,9.47
2003,Albania,INDUSTRIES,1.38
2003,Albania,ISIC4_GTT,3.35
2004,Albania,ISIC4_GTT,3.36
2004,Albania,INDUSTRIES,1.39
2004,Albania,TOTAL,8.94
2004,Albania,ISIC4_A01_A0210_A0322,4.2
2005,Albania,INDUSTRIES,1.39
2005,Albania,ISIC4_A01_A0210_A0322,3.65
2005,Albania,TOTAL,8.42
2005,Albania,ISIC4_GTT,3.37
2006,Albania,ISIC4_GTT,3.2
2006,Albania,TOTAL,7.65
2006,Albania,ISIC4_A01_A0210_A0322,3.11
2006,Albania,INDUSTRIES,1.33
2007,Albania,ISIC4_GTT,3.04
2007,Albania,TOTAL,7.5
2000,Estonia,TOTAL,15.13
2000,Estonia,INDUSTRIES,13.89
2000,Estonia,ISIC4_A01_A0210_A0322,0.37
2000,Estonia,ISIC4_GTT,0.87
2001,Estonia,TOTAL,15.21
2001,Estonia,ISIC4_GTT,0.84
2001,Estonia,ISIC4_A01_A0210_A0322,0.4
2001,Estonia,INDUSTRIES,13.97
2002,Estonia,ISIC4_GTT,0.88
2002,Estonia,TOTAL,15.3
2007,Albania,INDUSTRIES,1.27
2007,Albania,ISIC4_A01_A0210_A0322,3.19
2008,Albania,TOTAL,7.35
2008,Albania,INDUSTRIES,1.21
2008,Albania,ISIC4_GTT,2.87
2008,Albania,ISIC4_A01_A0210_A0322,3.27
2009,Albania,INDUSTRIES,1.15
2009,Albania,ISIC4_A01_A0210_A0322,3.36
2009,Albania,TOTAL,7.2
2009,Albania,ISIC4_GTT,2.7
2002,Estonia,INDUSTRIES,15.23
2002,Estonia,ISIC4_A01_A0210_A0322,0.32
2003,Estonia,INDUSTRIES,14.85
2003,Estonia,ISIC4_GTT,0.82
2003,Estonia,TOTAL,16.21
2003,Estonia,ISIC4_A01_A0210_A0322,0.53
2004,Estonia,ISIC4_A01_A0210_A0322,0.79
2004,Estonia,TOTAL,17.12
2004,Estonia,INDUSTRIES,15.51
2004,Estonia,ISIC4_GTT,0.82
2010,Belarus,ISIC4_A01_A0210_A0322,1.55
2010,Belarus,ISIC4_GTT,1.94
2010,Belarus,TOTAL,5.1
2010,Belarus,INDUSTRIES,1.61
2011,Belarus,ISIC4_GTT,1.9
2011,Belarus,TOTAL,5.06
2011,Belarus,ISIC4_A01_A0210_A0322,1.57
2011,Belarus,INDUSTRIES,1.6
2012,Belarus,ISIC4_A01_A0210_A0322,1.59
2012,Belarus,ISIC4_GTT,1.85
2010,Albania,TOTAL,7.05
2010,Albania,INDUSTRIES,1.09
2010,Albania,ISIC4_GTT,2.53
2010,Albania,ISIC4_A01_A0210_A0322,3.44
2011,Albania,INDUSTRIES,1.03
2011,Albania,TOTAL,6.91
2011,Albania,ISIC4_A01_A0210_A0322,3.52
2011,Albania,ISIC4_GTT,2.36
2012,Albania,ISIC4_A01_A0210_A0322,3.6
2012,Albania,ISIC4_GTT,2.19
2005,Estonia,ISIC4_GTT,0.87
2005,Estonia,INDUSTRIES,17.01
2005,Estonia,TOTAL,18.03
2005,Estonia,ISIC4_A01_A0210_A0322,0.15
2006,Estonia,INDUSTRIES,17.94
2006,Estonia,ISIC4_A01_A0210_A0322,0.12
2006,Estonia,TOTAL,18.94
2006,Estonia,ISIC4_GTT,0.88
2007,Estonia,ISIC4_GTT,0.77
2007,Estonia,TOTAL,19.85
2007,Estonia,INDUSTRIES,16.34
2007,Estonia,ISIC4_A01_A0210_A0322,0.08
2008,Estonia,ISIC4_A01_A0210_A0322,0.05
2008,Estonia,TOTAL,17.36
2008,Estonia,ISIC4_GTT,0.74
2008,Estonia,INDUSTRIES,16.57
2009,Estonia,ISIC4_GTT,0.69
2009,Estonia,TOTAL,14.91
2009,Estonia,INDUSTRIES,14.17
2009,Estonia,ISIC4_A01_A0210_A0322,0.05
2010,Estonia,INDUSTRIES,19.23
2010,Estonia,ISIC4_GTT,0.66
2010,Estonia,TOTAL,19.94
2010,Estonia,ISIC4_A01_A0210_A0322,0.05
2011,Estonia,ISIC4_GTT,0.65
2011,Estonia,TOTAL,20.28
2011,Estonia,INDUSTRIES,19.59
2011,Estonia,ISIC4_A01_A0210_A0322,0.05
2012,Estonia,ISIC4_GTT,0.66
2012,Estonia,TOTAL,17.65
2012,Estonia,ISIC4_A01_A0210_A0322,0.05
2012,Estonia,INDUSTRIES,16.94
2013,Estonia,ISIC4_GTT,0.65
2013,Estonia,INDUSTRIES,18.22
2013,Estonia,TOTAL,18.92
2013,Estonia,ISIC4_A01_A0210_A0322,0.05
2014,Estonia,TOTAL,18.61
2014,Estonia,ISIC4_GTT,0.65
2014,Estonia,ISIC4_A01_A0210_A0322,0.05
2014,Estonia,INDUSTRIES,17.91
2012,Albania,TOTAL,6.76
2012,Albania,INDUSTRIES,0.97
2013,Albania,INDUSTRIES,0.91
2013,Albania,ISIC4_A01_A0210_A0322,3.68
2013,Albania,ISIC4_GTT,2.02
2013,Albania,TOTAL,6.61
2014,Albania,ISIC4_A01_A0210_A0322,3.76
2014,Albania,INDUSTRIES,0.84
2014,Albania,TOTAL,6.46
2014,Albania,ISIC4_GTT,1.85
2015,Estonia,ISIC4_GTT,0.65
2015,Estonia,INDUSTRIES,16.78
2015,Estonia,TOTAL,17.48
2015,Estonia,ISIC4_A01_A0210_A0322,0.05
2016,Estonia,INDUSTRIES,18.25
2016,Estonia,TOTAL,18.95
2016,Estonia,ISIC4_A01_A0210_A0322,0.05
2016,Estonia,ISIC4_GTT,0.66
2017,Estonia,TOTAL,19.32
2017,Estonia,ISIC4_A01_A0210_A0322,0.05
2007,Azerbaijan,TOTAL,53.37
2007,Azerbaijan,ISIC4_A01_A0210_A0322,37.32
2008,Azerbaijan,ISIC4_A01_A0210_A0322,35.48
2008,Azerbaijan,TOTAL,50.92
2008,Azerbaijan,ISIC4_GTT,2.51
2008,Azerbaijan,INDUSTRIES,12.92
2009,Azerbaijan,INDUSTRIES,10.25
2009,Azerbaijan,ISIC4_A01_A0210_A0322,36.17
2009,Azerbaijan,TOTAL,49.19
2009,Azerbaijan,ISIC4_GTT,2.77
2015,Albania,INDUSTRIES,0.78
2015,Albania,ISIC4_A01_A0210_A0322,3.85
2015,Albania,ISIC4_GTT,1.68
2015,Albania,TOTAL,5.53
2016,Albania,ISIC4_GTT,1.95
2016,Albania,ISIC4_A01_A0210_A0322,4.61
2016,Albania,TOTAL,6.56
2016,Albania,INDUSTRIES,0.87
2017,Albania,ISIC4_A01_A0210_A0322,4.2
2017,Albania,INDUSTRIES,0.66
2017,Estonia,INDUSTRIES,18.63
2017,Estonia,ISIC4_GTT,0.64
2018,Estonia,TOTAL,17.41
2018,Estonia,ISIC4_GTT,0.67
2018,Estonia,INDUSTRIES,16.69
2018,Estonia,ISIC4_A01_A0210_A0322,0.05
2019,Estonia,ISIC4_GTT,0.84
2019,Estonia,TOTAL,10.89
2019,Estonia,INDUSTRIES,9.99
2019,Estonia,ISIC4_A01_A0210_A0322,0.05
2017,Albania,TOTAL,6.56
2017,Albania,ISIC4_GTT,1.7
2018,Albania,TOTAL,5.76
2018,Albania,ISIC4_GTT,1.24
2018,Albania,ISIC4_A01_A0210_A0322,3.92
2018,Albania,INDUSTRIES,0.59
2019,Albania,INDUSTRIES,1.21
2019,Albania,ISIC4_A01_A0210_A0322,4.16
2019,Albania,ISIC4_GTT,1.43
2019,Albania,TOTAL,6.8
2010,Azerbaijan,ISIC4_A01_A0210_A0322,34.96
2010,Azerbaijan,TOTAL,48.44
2010,Azerbaijan,INDUSTRIES,10.6
2010,Azerbaijan,ISIC4_GTT,2.88
2011,Azerbaijan,TOTAL,49.88
2011,Azerbaijan,INDUSTRIES,10.63
2011,Azerbaijan,ISIC4_GTT,2.8
2011,Azerbaijan,ISIC4_A01_A0210_A0322,36.45
2012,Azerbaijan,INDUSTRIES,13.74
2012,Azerbaijan,TOTAL,52.88
2012,Azerbaijan,ISIC4_A01_A0210_A0322,39.26
2012,Azerbaijan,ISIC4_GTT,2.16
2013,Azerbaijan,TOTAL,52.97
2013,Azerbaijan,ISIC4_GTT,2.34
2013,Azerbaijan,ISIC4_A01_A0210_A0322,37.73
2013,Azerbaijan,INDUSTRIES,12.89
2014,Azerbaijan,ISIC4_GTT,2.28
2014,Azerbaijan,TOTAL,51.19
2014,Azerbaijan,INDUSTRIES,13.22
2014,Azerbaijan,ISIC4_A01_A0210_A0322,35.69
2015,Azerbaijan,TOTAL,51.62
2015,Azerbaijan,ISIC4_GTT,1.88
2015,Azerbaijan,INDUSTRIES,2.69
2015,Azerbaijan,ISIC4_A01_A0210_A0322,47.05
2016,Azerbaijan,INDUSTRIES,2.94
2016,Azerbaijan,ISIC4_A01_A0210_A0322,47.78
2016,Azerbaijan,ISIC4_GTT,1.73
2016,Azerbaijan,TOTAL,52.45
2017,Azerbaijan,TOTAL,53.52
2017,Azerbaijan,INDUSTRIES,2.6
2020,Estonia,INDUSTRIES,8.5
2020,Estonia,ISIC4_A01_A0210_A0322,0.05
2020,Estonia,ISIC4_GTT,0.68
2020,Estonia,TOTAL,9.23
2000,Finland,ISIC4_A01_A0210_A0322,0.15
2000,Finland,INDUSTRIES,5.61
2000,Finland,TOTAL,6.96
2000,Finland,ISIC4_GTT,1.2
2001,Finland,TOTAL,8.4
2001,Finland,ISIC4_GTT,1.46
2020,Albania,TOTAL,4.72
2020,Albania,ISIC4_GTT,1.35
2020,Albania,INDUSTRIES,0.1
2020,Albania,ISIC4_A01_A0210_A0322,3.28
2000,Ireland,INDUSTRIES,1.43
2000,Ireland,ISIC4_GTT,2.57
2000,Ireland,TOTAL,4.67
2000,Ireland,ISIC4_A01_A0210_A0322,0.67
2001,Ireland,ISIC4_A01_A0210_A0322,0.67
2001,Ireland,ISIC4_GTT,2.6
2001,Finland,ISIC4_A01_A0210_A0322,0.18
2001,Finland,INDUSTRIES,6.76
2002,Finland,ISIC4_GTT,1.72
2002,Finland,ISIC4_A01_A0210_A0322,0.21
2002,Finland,INDUSTRIES,7.91
2002,Finland,TOTAL,9.84
2003,Finland,ISIC4_A01_A0210_A0322,0.25
2003,Finland,ISIC4_GTT,2
2003,Finland,TOTAL,11.27
2003,Finland,INDUSTRIES,9.03
2017,Azerbaijan,ISIC4_GTT,1.64
2017,Azerbaijan,ISIC4_A01_A0210_A0322,49.29
2018,Azerbaijan,ISIC4_GTT,1.77
2018,Azerbaijan,TOTAL,53.73
2018,Azerbaijan,ISIC4_A01_A0210_A0322,49.62
2018,Azerbaijan,INDUSTRIES,2.34
2019,Azerbaijan,INDUSTRIES,2.5
2019,Azerbaijan,ISIC4_A01_A0210_A0322,51.29
2019,Azerbaijan,TOTAL,55.6
2019,Azerbaijan,ISIC4_GTT,1.76
2001,Ireland,TOTAL,4.5
2001,Ireland,INDUSTRIES,1.24
2002,Ireland,TOTAL,4.34
2002,Ireland,ISIC4_GTT,2.66
2002,Ireland,ISIC4_A01_A0210_A0322,0.6
2002,Ireland,INDUSTRIES,1.08
2003,Ireland,TOTAL,4.17
2003,Ireland,ISIC4_A01_A0210_A0322,0.53
2003,Ireland,INDUSTRIES,0.85
2003,Ireland,ISIC4_GTT,2.8
2004,Finland,TOTAL,12.7
2004,Finland,ISIC4_GTT,2.27
2004,Finland,INDUSTRIES,10.15
2004,Finland,ISIC4_A01_A0210_A0322,0.28
2005,Finland,TOTAL,14.13
2005,Finland,INDUSTRIES,11.26
2005,Finland,ISIC4_GTT,2.56
2005,Finland,ISIC4_A01_A0210_A0322,0.31
2006,Finland,TOTAL,15.56
2006,Finland,ISIC4_GTT,0.97
2004,Ireland,TOTAL,4.01
2004,Ireland,ISIC4_A01_A0210_A0322,0.47
2004,Ireland,ISIC4_GTT,2.9
2004,Ireland,INDUSTRIES,0.64
2005,Ireland,TOTAL,3.85
2005,Ireland,ISIC4_A01_A0210_A0322,0.54
2005,Ireland,ISIC4_GTT,3.85
2005,Ireland,INDUSTRIES,0.6
2006,Ireland,ISIC4_GTT,2.91
2006,Ireland,INDUSTRIES,0.35
2006,Finland,ISIC4_A01_A0210_A0322,0.19
2006,Finland,INDUSTRIES,4.21
2007,Finland,INDUSTRIES,11.22
2007,Finland,ISIC4_A01_A0210_A0322,0.73
2007,Finland,ISIC4_GTT,2.6
2007,Finland,TOTAL,14.55
2008,Finland,ISIC4_A01_A0210_A0322,0.86
2008,Finland,ISIC4_GTT,2.4
2008,Finland,INDUSTRIES,10.28
2008,Finland,TOTAL,13.54
2006,Ireland,TOTAL,3.68
2006,Ireland,ISIC4_A01_A0210_A0322,0.42
2007,Ireland,ISIC4_A01_A0210_A0322,0.48
2007,Ireland,INDUSTRIES,0.25
2007,Ireland,TOTAL,3.51
2007,Ireland,ISIC4_GTT,3.27
2008,Ireland,INDUSTRIES,0.38
2008,Ireland,ISIC4_GTT,2.8
2008,Ireland,TOTAL,3.58
2008,Ireland,ISIC4_A01_A0210_A0322,0.39
2020,Azerbaijan,ISIC4_GTT,1.76
2020,Azerbaijan,ISIC4_A01_A0210_A0322,51.33
2020,Azerbaijan,INDUSTRIES,2.51
2020,Azerbaijan,TOTAL,55.6
2000,Austria,ISIC4_GTT,1.83
2000,Austria,INDUSTRIES,7.94
2000,Austria,ISIC4_A01_A0210_A0322,0.28
2000,Austria,TOTAL,10.05
2001,Austria,TOTAL,9.97
2001,Austria,ISIC4_A01_A0210_A0322,0.28
2009,Finland,INDUSTRIES,9.36
2009,Finland,ISIC4_A01_A0210_A0322,0.97
2009,Finland,ISIC4_GTT,2.2
2009,Finland,TOTAL,12.53
2010,Finland,TOTAL,11.52
2010,Finland,ISIC4_A01_A0210_A0322,1.04
2010,Finland,INDUSTRIES,8.47
2010,Finland,ISIC4_GTT,2.01
2011,Finland,ISIC4_A01_A0210_A0322,1.09
2011,Finland,INDUSTRIES,7.6
2009,Ireland,INDUSTRIES,0.65
2009,Ireland,ISIC4_A01_A0210_A0322,0.43
2009,Ireland,ISIC4_GTT,3.27
2009,Ireland,TOTAL,3.64
2010,Ireland,ISIC4_GTT,2.88
2010,Ireland,INDUSTRIES,0.77
2010,Ireland,TOTAL,4
2010,Ireland,ISIC4_A01_A0210_A0322,0.36
2011,Ireland,INDUSTRIES,1.01
2011,Ireland,ISIC4_GTT,2.99
2011,Finland,ISIC4_GTT,1.81
2011,Finland,TOTAL,10.51
2012,Finland,INDUSTRIES,6.73
2012,Finland,ISIC4_GTT,1.65
2012,Finland,ISIC4_A01_A0210_A0322,1.11
2012,Finland,TOTAL,9.5
2013,Finland,ISIC4_GTT,1.49
2013,Finland,INDUSTRIES,5.9
2013,Finland,ISIC4_A01_A0210_A0322,1.1
2013,Finland,TOTAL,8.49
2001,Austria,INDUSTRIES,7.88
2001,Austria,ISIC4_GTT,1.81
2002,Austria,TOTAL,9.88
2002,Austria,INDUSTRIES,7.82
2002,Austria,ISIC4_GTT,1.79
2002,Austria,ISIC4_A01_A0210_A0322,0.28
2003,Austria,INDUSTRIES,7.8
2003,Austria,ISIC4_A01_A0210_A0322,0.27
2003,Austria,ISIC4_GTT,1.78
2003,Austria,TOTAL,9.85
2004,Austria,TOTAL,9.82
2004,Austria,ISIC4_GTT,1.77
2004,Austria,INDUSTRIES,7.79
2004,Austria,ISIC4_A01_A0210_A0322,0.26
2005,Austria,INDUSTRIES,7.77
2005,Austria,ISIC4_A01_A0210_A0322,0.26
2005,Austria,TOTAL,9.79
2005,Austria,ISIC4_GTT,1.77
2006,Austria,ISIC4_A01_A0210_A0322,0.25
2006,Austria,INDUSTRIES,7.75
2006,Austria,ISIC4_GTT,1.76
2006,Austria,TOTAL,9.76
2007,Austria,ISIC4_GTT,1.75
2007,Austria,TOTAL,9.73
2007,Austria,ISIC4_A01_A0210_A0322,0.24
2007,Austria,INDUSTRIES,7.74
2008,Austria,ISIC4_GTT,1.74
2008,Austria,INDUSTRIES,7.72
2008,Austria,TOTAL,9.7
2008,Austria,ISIC4_A01_A0210_A0322,0.24
2011,Ireland,TOTAL,4.36
2011,Ireland,ISIC4_A01_A0210_A0322,0.35
2012,Ireland,ISIC4_GTT,3.09
2012,Ireland,INDUSTRIES,1.28
2012,Ireland,TOTAL,4.72
2012,Ireland,ISIC4_A01_A0210_A0322,0.35
2013,Ireland,ISIC4_A01_A0210_A0322,0.32
2013,Ireland,INDUSTRIES,1.52
2013,Ireland,TOTAL,5.08
2013,Ireland,ISIC4_GTT,3.23
2014,Finland,ISIC4_A01_A0210_A0322,1.07
2014,Finland,TOTAL,7.48
2014,Finland,INDUSTRIES,5.14
2014,Finland,ISIC4_GTT,1.27
2015,Finland,TOTAL,6.46
2015,Finland,ISIC4_GTT,1.09
2015,Finland,ISIC4_A01_A0210_A0322,1.01
2015,Finland,INDUSTRIES,4.37
2016,Finland,ISIC4_GTT,0.95
2016,Finland,TOTAL,5.45
2009,Austria,TOTAL,9.67
2009,Austria,INDUSTRIES,7.58
2009,Austria,ISIC4_GTT,1.87
2009,Austria,ISIC4_A01_A0210_A0322,0.22
2010,Austria,INDUSTRIES,7.44
2010,Austria,ISIC4_A01_A0210_A0322,0.21
2010,Austria,TOTAL,9.64
2010,Austria,ISIC4_GTT,1.99
2011,Austria,TOTAL,9.64
2011,Austria,ISIC4_A01_A0210_A0322,0.21
2014,Ireland,ISIC4_GTT,3.37
2014,Ireland,TOTAL,5.43
2014,Ireland,INDUSTRIES,1.76
2014,Ireland,ISIC4_A01_A0210_A0322,0.3
2015,Ireland,ISIC4_A01_A0210_A0322,0.29
2015,Ireland,ISIC4_GTT,3.41
2015,Ireland,TOTAL,5.79
2015,Ireland,INDUSTRIES,2.1
2016,Ireland,ISIC4_A01_A0210_A0322,0.26
2016,Ireland,TOTAL,6.15
2016,Finland,ISIC4_A01_A0210_A0322,0.95
2016,Finland,INDUSTRIES,3.56
2017,Finland,ISIC4_A01_A0210_A0322,0.95
2017,Finland,TOTAL,5.45
2017,Finland,INDUSTRIES,3.56
2017,Finland,ISIC4_GTT,0.95
2018,Finland,TOTAL,6.64
2018,Finland,ISIC4_GTT,0.95
2018,Finland,INDUSTRIES,4.74
2018,Finland,ISIC4_A01_A0210_A0322,0.95
2019,Finland,INDUSTRIES,4.07
2019,Finland,ISIC4_GTT,1.02
2019,Finland,TOTAL,7.11
2019,Finland,ISIC4_A01_A0210_A0322,2.03
2020,Finland,TOTAL,7.11
2020,Finland,ISIC4_GTT,1.02
2020,Finland,INDUSTRIES,4.07
2020,Finland,ISIC4_A01_A0210_A0322,2.03
2000,France,ISIC4_A01_A0210_A0322,4.26
2000,France,ISIC4_GTT,5.14
2016,Ireland,INDUSTRIES,2.38
2016,Ireland,ISIC4_GTT,3.51
2017,Ireland,INDUSTRIES,2.32
2017,Ireland,ISIC4_GTT,3.99
2017,Ireland,ISIC4_A01_A0210_A0322,0.2
2017,Ireland,TOTAL,6.51
2018,Ireland,ISIC4_GTT,12.88
2018,Ireland,TOTAL,20.04
2018,Ireland,ISIC4_A01_A0210_A0322,0.45
2018,Ireland,INDUSTRIES,6.71
2000,France,TOTAL,28.63
2000,France,INDUSTRIES,19.22
2001,France,ISIC4_GTT,5.15
2001,France,TOTAL,28.47
2001,France,INDUSTRIES,19.18
2001,France,ISIC4_A01_A0210_A0322,4.15
2002,France,ISIC4_GTT,5.22
2002,France,INDUSTRIES,19.35
2002,France,TOTAL,28.32
2002,France,ISIC4_A01_A0210_A0322,3.75
2019,Ireland,ISIC4_GTT,13.83
2019,Ireland,INDUSTRIES,7.24
2019,Ireland,TOTAL,21.57
2019,Ireland,ISIC4_A01_A0210_A0322,0.5
2020,Ireland,ISIC4_A01_A0210_A0322,0.53
2020,Ireland,TOTAL,21.64
2020,Ireland,ISIC4_GTT,13.84
2020,Ireland,INDUSTRIES,7.27
2000,Italy,TOTAL,39.7
2000,Italy,ISIC4_GTT,7.94
2003,France,ISIC4_A01_A0210_A0322,4.65
2003,France,TOTAL,28.64
2003,France,INDUSTRIES,18.97
2003,France,ISIC4_GTT,5.02
2004,France,TOTAL,28.96
2004,France,ISIC4_GTT,5.06
2004,France,INDUSTRIES,19.51
2004,France,ISIC4_A01_A0210_A0322,4.39
2005,France,TOTAL,29.28
2005,France,ISIC4_GTT,5.11
2000,Italy,INDUSTRIES,14.25
2000,Italy,ISIC4_A01_A0210_A0322,17.5
2001,Italy,TOTAL,38.24
2001,Italy,INDUSTRIES,13.68
2001,Italy,ISIC4_A01_A0210_A0322,16.63
2001,Italy,ISIC4_GTT,7.93
2002,Italy,ISIC4_A01_A0210_A0322,15.75
2002,Italy,ISIC4_GTT,7.91
2002,Italy,INDUSTRIES,13.11
2002,Italy,TOTAL,36.76
2011,Austria,INDUSTRIES,7.44
2011,Austria,ISIC4_GTT,1.99
2012,Austria,ISIC4_GTT,1.99
2012,Austria,TOTAL,9.64
2012,Austria,INDUSTRIES,7.44
2012,Austria,ISIC4_A01_A0210_A0322,0.21
2013,Austria,ISIC4_A01_A0210_A0322,0.21
2013,Austria,INDUSTRIES,7.44
2013,Austria,TOTAL,9.64
2013,Austria,ISIC4_GTT,1.99
2005,France,INDUSTRIES,20.11
2005,France,ISIC4_A01_A0210_A0322,4.06
2006,France,ISIC4_A01_A0210_A0322,4.06
2006,France,INDUSTRIES,19.21
2006,France,ISIC4_GTT,4.94
2006,France,TOTAL,28.21
2007,France,TOTAL,27.13
2007,France,ISIC4_A01_A0210_A0322,3.4
2007,France,ISIC4_GTT,4.91
2007,France,INDUSTRIES,18.82
2014,Austria,ISIC4_A01_A0210_A0322,0.21
2014,Austria,INDUSTRIES,7.44
2014,Austria,ISIC4_GTT,1.99
2014,Austria,TOTAL,9.64
2015,Austria,INDUSTRIES,7.44
2015,Austria,TOTAL,9.64
2015,Austria,ISIC4_A01_A0210_A0322,0.21
2015,Austria,ISIC4_GTT,1.99
2016,Austria,ISIC4_GTT,1.99
2016,Austria,TOTAL,9.64
2008,France,ISIC4_A01_A0210_A0322,2.23
2008,France,ISIC4_GTT,4.9
2008,France,INDUSTRIES,17.95
2008,France,TOTAL,25.09
2009,France,TOTAL,24.92
2009,France,ISIC4_A01_A0210_A0322,2.75
2009,France,INDUSTRIES,17.34
2009,France,ISIC4_GTT,4.83
2010,France,INDUSTRIES,17.42
2010,France,TOTAL,25.02
2010,France,ISIC4_GTT,4.94
2010,France,ISIC4_A01_A0210_A0322,2.66
2011,France,INDUSTRIES,18.93
2011,France,ISIC4_GTT,4.81
2011,France,TOTAL,26.39
2011,France,ISIC4_A01_A0210_A0322,2.66
2012,France,TOTAL,24.57
2012,France,ISIC4_GTT,4.71
2012,France,INDUSTRIES,17.31
2012,France,ISIC4_A01_A0210_A0322,2.55
2016,Austria,ISIC4_A01_A0210_A0322,0.21
2016,Austria,INDUSTRIES,7.44
2017,Austria,INDUSTRIES,7.44
2017,Austria,ISIC4_A01_A0210_A0322,0.21
2017,Austria,TOTAL,9.64
2017,Austria,ISIC4_GTT,1.99
2018,Austria,ISIC4_GTT,1.99
2018,Austria,TOTAL,9.64
2018,Austria,INDUSTRIES,7.44
2018,Austria,ISIC4_A01_A0210_A0322,0.21
2003,Italy,ISIC4_A01_A0210_A0322,14.87
2003,Italy,ISIC4_GTT,7.89
2003,Italy,INDUSTRIES,12.54
2003,Italy,TOTAL,35.3
2004,Italy,ISIC4_GTT,7.87
2004,Italy,INDUSTRIES,11.97
2004,Italy,ISIC4_A01_A0210_A0322,13.99
2004,Italy,TOTAL,33.83
2005,Italy,TOTAL,32.32
2005,Italy,ISIC4_A01_A0210_A0322,13.09
2019,Austria,TOTAL,9.64
2019,Austria,ISIC4_A01_A0210_A0322,0.21
2019,Austria,INDUSTRIES,7.44
2019,Austria,ISIC4_GTT,1.99
2020,Austria,ISIC4_GTT,1.99
2020,Austria,INDUSTRIES,7.44
2020,Austria,ISIC4_A01_A0210_A0322,0.21
2020,Austria,TOTAL,9.64
