Year,GeoAreaName,Age,Location,Sex,Value
2017,Kyrgyzstan,<1M,,BOTHSEX,13.6
2018,Kyrgyzstan,<1M,,BOTHSEX,13
2019,Kyrgyzstan,<1M,,BOTHSEX,12.5
2000,Azerbaijan,<1M,,BOTHSEX,34.3
2001,Azerbaijan,<1M,,BOTHSEX,32.8
2002,Azerbaijan,<1M,,BOTHSEX,31.3
2003,Azerbaijan,<1M,,BOTHSEX,29.7
2004,Azerbaijan,<1M,,BOTHSEX,28.2
2005,Azerbaijan,<1M,,BOTHSEX,26.8
2006,Azerbaijan,<1M,,BOTHSEX,25.4
2007,Azerbaijan,<1M,,BOTHSEX,24.1
2008,Azerbaijan,<1M,,BOTHSEX,22.9
2009,Azerbaijan,<1M,,BOTHSEX,21.6
2020,Kyrgyzstan,<1M,,BOTHSEX,12.2
2021,Kyrgyzstan,<1M,,BOTHSEX,11.9
2000,Latvia,<1M,,BOTHSEX,7.2
2001,Latvia,<1M,,BOTHSEX,6.6
2002,Latvia,<1M,,BOTHSEX,6.2
2003,Latvia,<1M,,BOTHSEX,5.8
2004,Latvia,<1M,,BOTHSEX,5.6
2005,Latvia,<1M,,BOTHSEX,5.4
2006,Latvia,<1M,,BOTHSEX,5.2
2007,Latvia,<1M,,BOTHSEX,5
2008,Latvia,<1M,,BOTHSEX,4.8
2010,Azerbaijan,<1M,,BOTHSEX,20.4
2011,Azerbaijan,<1M,,BOTHSEX,18.9
2012,Azerbaijan,<1M,,BOTHSEX,17.4
2013,Azerbaijan,<1M,,BOTHSEX,16
2014,Azerbaijan,<1M,,BOTHSEX,14.7
2015,Azerbaijan,<1M,,BOTHSEX,13.6
2016,Azerbaijan,<1M,,BOTHSEX,12.6
2017,Azerbaijan,<1M,,BOTHSEX,11.8
2018,Azerbaijan,<1M,,BOTHSEX,11.1
2019,Azerbaijan,<1M,,BOTHSEX,10.4
2009,Latvia,<1M,,BOTHSEX,4.5
2010,Latvia,<1M,,BOTHSEX,4.2
2011,Latvia,<1M,,BOTHSEX,3.9
2012,Latvia,<1M,,BOTHSEX,3.5
2013,Latvia,<1M,,BOTHSEX,3.2
2014,Latvia,<1M,,BOTHSEX,2.9
2015,Latvia,<1M,,BOTHSEX,2.7
2016,Latvia,<1M,,BOTHSEX,2.6
2017,Latvia,<1M,,BOTHSEX,2.4
2018,Latvia,<1M,,BOTHSEX,2.3
2019,Latvia,<1M,,BOTHSEX,2.2
2020,Latvia,<1M,,BOTHSEX,2.1
2021,Latvia,<1M,,BOTHSEX,2.1
2000,Lithuania,<1M,,BOTHSEX,4.5
2001,Lithuania,<1M,,BOTHSEX,4.4
2002,Lithuania,<1M,,BOTHSEX,4.3
2003,Lithuania,<1M,,BOTHSEX,4.3
2004,Lithuania,<1M,,BOTHSEX,4.4
2005,Lithuania,<1M,,BOTHSEX,4.3
2006,Lithuania,<1M,,BOTHSEX,4
2007,Lithuania,<1M,,BOTHSEX,3.7
2008,Lithuania,<1M,,BOTHSEX,3.4
2009,Lithuania,<1M,,BOTHSEX,3.1
2010,Lithuania,<1M,,BOTHSEX,2.8
2011,Lithuania,<1M,,BOTHSEX,2.7
2012,Lithuania,<1M,,BOTHSEX,2.5
2013,Lithuania,<1M,,BOTHSEX,2.4
2014,Lithuania,<1M,,BOTHSEX,2.4
2015,Lithuania,<1M,,BOTHSEX,2.3
2016,Lithuania,<1M,,BOTHSEX,2.3
2017,Lithuania,<1M,,BOTHSEX,2.2
2018,Lithuania,<1M,,BOTHSEX,2.2
2020,Azerbaijan,<1M,,BOTHSEX,10
2021,Azerbaijan,<1M,,BOTHSEX,9.5
2000,Austria,<1M,,BOTHSEX,3.1
2001,Austria,<1M,,BOTHSEX,3.1
2002,Austria,<1M,,BOTHSEX,3
2003,Austria,<1M,,BOTHSEX,3
2004,Austria,<1M,,BOTHSEX,2.9
2005,Austria,<1M,,BOTHSEX,2.8
2006,Austria,<1M,,BOTHSEX,2.7
2007,Austria,<1M,,BOTHSEX,2.7
2008,Austria,<1M,,BOTHSEX,2.6
2019,Lithuania,<1M,,BOTHSEX,2.1
2020,Lithuania,<1M,,BOTHSEX,2
2021,Lithuania,<1M,,BOTHSEX,1.9
2000,Luxembourg,<1M,,BOTHSEX,2.3
2001,Luxembourg,<1M,,BOTHSEX,2.1
2002,Luxembourg,<1M,,BOTHSEX,2
2003,Luxembourg,<1M,,BOTHSEX,1.9
2004,Luxembourg,<1M,,BOTHSEX,1.8
2005,Luxembourg,<1M,,BOTHSEX,1.7
2006,Luxembourg,<1M,,BOTHSEX,1.7
2009,Austria,<1M,,BOTHSEX,2.6
2010,Austria,<1M,,BOTHSEX,2.5
2011,Austria,<1M,,BOTHSEX,2.5
2012,Austria,<1M,,BOTHSEX,2.4
2013,Austria,<1M,,BOTHSEX,2.3
2014,Austria,<1M,,BOTHSEX,2.3
2015,Austria,<1M,,BOTHSEX,2.2
2016,Austria,<1M,,BOTHSEX,2.2
2017,Austria,<1M,,BOTHSEX,2.2
2018,Austria,<1M,,BOTHSEX,2.2
2019,Austria,<1M,,BOTHSEX,2.3
2007,Luxembourg,<1M,,BOTHSEX,1.6
2008,Luxembourg,<1M,,BOTHSEX,1.6
2009,Luxembourg,<1M,,BOTHSEX,1.6
2010,Luxembourg,<1M,,BOTHSEX,1.5
2011,Luxembourg,<1M,,BOTHSEX,1.5
2012,Luxembourg,<1M,,BOTHSEX,1.5
2013,Luxembourg,<1M,,BOTHSEX,1.6
2014,Luxembourg,<1M,,BOTHSEX,1.6
2015,Luxembourg,<1M,,BOTHSEX,1.6
2016,Luxembourg,<1M,,BOTHSEX,1.6
2020,Austria,<1M,,BOTHSEX,2.3
2021,Austria,<1M,,BOTHSEX,2.3
2000,Armenia,<1M,,BOTHSEX,16
2001,Armenia,<1M,,BOTHSEX,15.3
2002,Armenia,<1M,,BOTHSEX,14.6
2003,Armenia,<1M,,BOTHSEX,13.9
2004,Armenia,<1M,,BOTHSEX,13.2
2005,Armenia,<1M,,BOTHSEX,12.6
2006,Armenia,<1M,,BOTHSEX,11.9
2007,Armenia,<1M,,BOTHSEX,11.3
2008,Armenia,<1M,,BOTHSEX,10.8
2017,Luxembourg,<1M,,BOTHSEX,1.7
2018,Luxembourg,<1M,,BOTHSEX,1.7
2019,Luxembourg,<1M,,BOTHSEX,1.7
2020,Luxembourg,<1M,,BOTHSEX,1.7
2021,Luxembourg,<1M,,BOTHSEX,1.7
2000,Malta,<1M,,BOTHSEX,5.1
2001,Malta,<1M,,BOTHSEX,4.9
2002,Malta,<1M,,BOTHSEX,4.8
2003,Malta,<1M,,BOTHSEX,4.7
2004,Malta,<1M,,BOTHSEX,4.6
2005,Malta,<1M,,BOTHSEX,4.5
2009,Armenia,<1M,,BOTHSEX,10.2
2010,Armenia,<1M,,BOTHSEX,9.7
2011,Armenia,<1M,,BOTHSEX,9.3
2012,Armenia,<1M,,BOTHSEX,8.8
2013,Armenia,<1M,,BOTHSEX,8.4
2014,Armenia,<1M,,BOTHSEX,8
2015,Armenia,<1M,,BOTHSEX,7.6
2016,Armenia,<1M,,BOTHSEX,7.2
2017,Armenia,<1M,,BOTHSEX,6.9
2018,Armenia,<1M,,BOTHSEX,6.6
2019,Armenia,<1M,,BOTHSEX,6.2
2006,Malta,<1M,,BOTHSEX,4.5
2007,Malta,<1M,,BOTHSEX,4.5
2008,Malta,<1M,,BOTHSEX,4.5
2009,Malta,<1M,,BOTHSEX,4.6
2010,Malta,<1M,,BOTHSEX,4.6
2011,Malta,<1M,,BOTHSEX,4.5
2012,Malta,<1M,,BOTHSEX,4.5
2013,Malta,<1M,,BOTHSEX,4.5
2014,Malta,<1M,,BOTHSEX,4.4
2015,Malta,<1M,,BOTHSEX,4.4
2016,Malta,<1M,,BOTHSEX,4.3
2020,Armenia,<1M,,BOTHSEX,5.9
2021,Armenia,<1M,,BOTHSEX,5.6
2000,Belgium,<1M,,BOTHSEX,3
2001,Belgium,<1M,,BOTHSEX,2.9
2002,Belgium,<1M,,BOTHSEX,2.8
2003,Belgium,<1M,,BOTHSEX,2.7
2004,Belgium,<1M,,BOTHSEX,2.7
2005,Belgium,<1M,,BOTHSEX,2.6
2006,Belgium,<1M,,BOTHSEX,2.6
2007,Belgium,<1M,,BOTHSEX,2.5
2008,Belgium,<1M,,BOTHSEX,2.5
2009,Belgium,<1M,,BOTHSEX,2.4
2010,Belgium,<1M,,BOTHSEX,2.3
2011,Belgium,<1M,,BOTHSEX,2.3
2012,Belgium,<1M,,BOTHSEX,2.3
2013,Belgium,<1M,,BOTHSEX,2.3
2014,Belgium,<1M,,BOTHSEX,2.3
2015,Belgium,<1M,,BOTHSEX,2.3
2016,Belgium,<1M,,BOTHSEX,2.3
2017,Belgium,<1M,,BOTHSEX,2.3
2018,Belgium,<1M,,BOTHSEX,2.4
2019,Belgium,<1M,,BOTHSEX,2.4
2017,Malta,<1M,,BOTHSEX,4.3
2018,Malta,<1M,,BOTHSEX,4.2
2019,Malta,<1M,,BOTHSEX,4.1
2020,Malta,<1M,,BOTHSEX,4
2021,Malta,<1M,,BOTHSEX,3.9
2000,Republic of Moldova,<1M,,BOTHSEX,20.7
2001,Republic of Moldova,<1M,,BOTHSEX,18.8
2002,Republic of Moldova,<1M,,BOTHSEX,17.1
2003,Republic of Moldova,<1M,,BOTHSEX,15.7
2004,Republic of Moldova,<1M,,BOTHSEX,14.6
2005,Republic of Moldova,<1M,,BOTHSEX,13.8
2006,Republic of Moldova,<1M,,BOTHSEX,13.3
2007,Republic of Moldova,<1M,,BOTHSEX,13.1
2008,Republic of Moldova,<1M,,BOTHSEX,12.9
2009,Republic of Moldova,<1M,,BOTHSEX,12.8
2010,Republic of Moldova,<1M,,BOTHSEX,12.7
2011,Republic of Moldova,<1M,,BOTHSEX,12.6
2012,Republic of Moldova,<1M,,BOTHSEX,12.4
2013,Republic of Moldova,<1M,,BOTHSEX,12.2
2014,Republic of Moldova,<1M,,BOTHSEX,12
2020,Belgium,<1M,,BOTHSEX,2.4
2021,Belgium,<1M,,BOTHSEX,2.4
2000,Bosnia and Herzegovina,<1M,,BOTHSEX,6.9
2001,Bosnia and Herzegovina,<1M,,BOTHSEX,6.5
2002,Bosnia and Herzegovina,<1M,,BOTHSEX,6.2
2003,Bosnia and Herzegovina,<1M,,BOTHSEX,5.9
2004,Bosnia and Herzegovina,<1M,,BOTHSEX,5.7
2005,Bosnia and Herzegovina,<1M,,BOTHSEX,5.5
2006,Bosnia and Herzegovina,<1M,,BOTHSEX,5.4
2007,Bosnia and Herzegovina,<1M,,BOTHSEX,5.3
2015,Republic of Moldova,<1M,,BOTHSEX,11.8
2016,Republic of Moldova,<1M,,BOTHSEX,11.6
2017,Republic of Moldova,<1M,,BOTHSEX,11.4
2018,Republic of Moldova,<1M,,BOTHSEX,11.2
2019,Republic of Moldova,<1M,,BOTHSEX,11
2020,Republic of Moldova,<1M,,BOTHSEX,10.8
2021,Republic of Moldova,<1M,,BOTHSEX,10.5
2000,Montenegro,<1M,,BOTHSEX,8.5
2001,Montenegro,<1M,,BOTHSEX,8.4
2002,Montenegro,<1M,,BOTHSEX,8.2
2003,Montenegro,<1M,,BOTHSEX,7.9
2004,Montenegro,<1M,,BOTHSEX,7.5
2005,Montenegro,<1M,,BOTHSEX,7
2006,Montenegro,<1M,,BOTHSEX,6.4
2007,Montenegro,<1M,,BOTHSEX,5.9
2008,Montenegro,<1M,,BOTHSEX,5.4
2009,Montenegro,<1M,,BOTHSEX,5
2010,Montenegro,<1M,,BOTHSEX,4.5
2011,Montenegro,<1M,,BOTHSEX,4
2012,Montenegro,<1M,,BOTHSEX,3.5
2008,Bosnia and Herzegovina,<1M,,BOTHSEX,5.3
2009,Bosnia and Herzegovina,<1M,,BOTHSEX,5.2
2010,Bosnia and Herzegovina,<1M,,BOTHSEX,5.1
2011,Bosnia and Herzegovina,<1M,,BOTHSEX,5
2012,Bosnia and Herzegovina,<1M,,BOTHSEX,4.9
2013,Bosnia and Herzegovina,<1M,,BOTHSEX,4.8
2014,Bosnia and Herzegovina,<1M,,BOTHSEX,4.7
2015,Bosnia and Herzegovina,<1M,,BOTHSEX,4.6
2016,Bosnia and Herzegovina,<1M,,BOTHSEX,4.6
2017,Bosnia and Herzegovina,<1M,,BOTHSEX,4.5
2013,Montenegro,<1M,,BOTHSEX,3.1
2014,Montenegro,<1M,,BOTHSEX,2.6
2015,Montenegro,<1M,,BOTHSEX,2.3
2016,Montenegro,<1M,,BOTHSEX,1.9
2017,Montenegro,<1M,,BOTHSEX,1.6
2018,Montenegro,<1M,,BOTHSEX,1.4
2019,Montenegro,<1M,,BOTHSEX,1.2
2020,Montenegro,<1M,,BOTHSEX,1.1
2021,Montenegro,<1M,,BOTHSEX,1
2000,Netherlands,<1M,,BOTHSEX,3.8
2018,Bosnia and Herzegovina,<1M,,BOTHSEX,4.4
2019,Bosnia and Herzegovina,<1M,,BOTHSEX,4.3
2020,Bosnia and Herzegovina,<1M,,BOTHSEX,4.2
2021,Bosnia and Herzegovina,<1M,,BOTHSEX,4.1
2000,Bulgaria,<1M,,BOTHSEX,7.9
2001,Bulgaria,<1M,,BOTHSEX,7.6
2002,Bulgaria,<1M,,BOTHSEX,7.2
2003,Bulgaria,<1M,,BOTHSEX,6.8
2004,Bulgaria,<1M,,BOTHSEX,6.4
2005,Bulgaria,<1M,,BOTHSEX,6
2001,Netherlands,<1M,,BOTHSEX,3.8
2002,Netherlands,<1M,,BOTHSEX,3.7
2003,Netherlands,<1M,,BOTHSEX,3.6
2004,Netherlands,<1M,,BOTHSEX,3.5
2005,Netherlands,<1M,,BOTHSEX,3.4
2006,Netherlands,<1M,,BOTHSEX,3.3
2007,Netherlands,<1M,,BOTHSEX,3.2
2008,Netherlands,<1M,,BOTHSEX,3
2009,Netherlands,<1M,,BOTHSEX,2.9
2010,Netherlands,<1M,,BOTHSEX,2.8
2011,Netherlands,<1M,,BOTHSEX,2.7
2012,Netherlands,<1M,,BOTHSEX,2.7
2013,Netherlands,<1M,,BOTHSEX,2.7
2014,Netherlands,<1M,,BOTHSEX,2.7
2015,Netherlands,<1M,,BOTHSEX,2.6
2016,Netherlands,<1M,,BOTHSEX,2.6
2017,Netherlands,<1M,,BOTHSEX,2.6
2018,Netherlands,<1M,,BOTHSEX,2.6
2019,Netherlands,<1M,,BOTHSEX,2.6
2020,Netherlands,<1M,,BOTHSEX,2.7
2006,Bulgaria,<1M,,BOTHSEX,5.6
2007,Bulgaria,<1M,,BOTHSEX,5.3
2008,Bulgaria,<1M,,BOTHSEX,5.2
2009,Bulgaria,<1M,,BOTHSEX,5.2
2010,Bulgaria,<1M,,BOTHSEX,5.1
2011,Bulgaria,<1M,,BOTHSEX,5
2012,Bulgaria,<1M,,BOTHSEX,4.7
2013,Bulgaria,<1M,,BOTHSEX,4.5
2014,Bulgaria,<1M,,BOTHSEX,4.3
2015,Bulgaria,<1M,,BOTHSEX,4.1
2016,Bulgaria,<1M,,BOTHSEX,3.9
2017,Bulgaria,<1M,,BOTHSEX,3.7
2018,Bulgaria,<1M,,BOTHSEX,3.5
2019,Bulgaria,<1M,,BOTHSEX,3.3
2020,Bulgaria,<1M,,BOTHSEX,3.1
2021,Bulgaria,<1M,,BOTHSEX,3
2000,Belarus,<1M,,BOTHSEX,5.2
2001,Belarus,<1M,,BOTHSEX,4.4
2002,Belarus,<1M,,BOTHSEX,3.9
2003,Belarus,<1M,,BOTHSEX,3.6
2004,Belarus,<1M,,BOTHSEX,3.4
2021,Netherlands,<1M,,BOTHSEX,2.7
2000,Norway,<1M,,BOTHSEX,2.7
2001,Norway,<1M,,BOTHSEX,2.6
2002,Norway,<1M,,BOTHSEX,2.5
2003,Norway,<1M,,BOTHSEX,2.4
2004,Norway,<1M,,BOTHSEX,2.4
2005,Norway,<1M,,BOTHSEX,2.3
2006,Norway,<1M,,BOTHSEX,2.2
2007,Norway,<1M,,BOTHSEX,2.1
2008,Norway,<1M,,BOTHSEX,2
2009,Norway,<1M,,BOTHSEX,2
2005,Belarus,<1M,,BOTHSEX,3.2
2006,Belarus,<1M,,BOTHSEX,2.9
2007,Belarus,<1M,,BOTHSEX,2.6
2008,Belarus,<1M,,BOTHSEX,2.2
2009,Belarus,<1M,,BOTHSEX,2
2010,Belarus,<1M,,BOTHSEX,1.8
2011,Belarus,<1M,,BOTHSEX,1.7
2012,Belarus,<1M,,BOTHSEX,1.7
2013,Belarus,<1M,,BOTHSEX,1.7
2014,Belarus,<1M,,BOTHSEX,1.6
2015,Belarus,<1M,,BOTHSEX,1.6
2010,Norway,<1M,,BOTHSEX,1.9
2011,Norway,<1M,,BOTHSEX,1.8
2012,Norway,<1M,,BOTHSEX,1.8
2013,Norway,<1M,,BOTHSEX,1.7
2014,Norway,<1M,,BOTHSEX,1.7
2015,Norway,<1M,,BOTHSEX,1.6
2016,Norway,<1M,,BOTHSEX,1.6
2017,Norway,<1M,,BOTHSEX,1.5
2018,Norway,<1M,,BOTHSEX,1.4
2019,Norway,<1M,,BOTHSEX,1.4
2020,Norway,<1M,,BOTHSEX,1.3
2016,Belarus,<1M,,BOTHSEX,1.5
2017,Belarus,<1M,,BOTHSEX,1.4
2018,Belarus,<1M,,BOTHSEX,1.2
2019,Belarus,<1M,,BOTHSEX,1.1
2020,Belarus,<1M,,BOTHSEX,1
2021,Belarus,<1M,,BOTHSEX,0.9
2000,Croatia,<1M,,BOTHSEX,5.6
2001,Croatia,<1M,,BOTHSEX,5.3
2002,Croatia,<1M,,BOTHSEX,5
2003,Croatia,<1M,,BOTHSEX,4.7
2004,Croatia,<1M,,BOTHSEX,4.5
2005,Croatia,<1M,,BOTHSEX,4.2
2006,Croatia,<1M,,BOTHSEX,4
2007,Croatia,<1M,,BOTHSEX,3.9
2008,Croatia,<1M,,BOTHSEX,3.8
2009,Croatia,<1M,,BOTHSEX,3.7
2010,Croatia,<1M,,BOTHSEX,3.6
2011,Croatia,<1M,,BOTHSEX,3.4
2012,Croatia,<1M,,BOTHSEX,3.3
2013,Croatia,<1M,,BOTHSEX,3.2
2014,Croatia,<1M,,BOTHSEX,3.2
2015,Croatia,<1M,,BOTHSEX,3.1
2021,Norway,<1M,,BOTHSEX,1.3
2000,Poland,<1M,,BOTHSEX,5.8
2001,Poland,<1M,,BOTHSEX,5.4
2002,Poland,<1M,,BOTHSEX,5.2
2003,Poland,<1M,,BOTHSEX,5
2004,Poland,<1M,,BOTHSEX,4.8
2005,Poland,<1M,,BOTHSEX,4.6
2006,Poland,<1M,,BOTHSEX,4.4
2007,Poland,<1M,,BOTHSEX,4.2
2008,Poland,<1M,,BOTHSEX,4
2009,Poland,<1M,,BOTHSEX,3.8
2010,Poland,<1M,,BOTHSEX,3.6
2011,Poland,<1M,,BOTHSEX,3.4
2012,Poland,<1M,,BOTHSEX,3.2
2013,Poland,<1M,,BOTHSEX,3.1
2014,Poland,<1M,,BOTHSEX,3
2015,Poland,<1M,,BOTHSEX,2.9
2016,Poland,<1M,,BOTHSEX,2.9
2017,Poland,<1M,,BOTHSEX,2.8
2018,Poland,<1M,,BOTHSEX,2.8
2019,Poland,<1M,,BOTHSEX,2.7
2020,Poland,<1M,,BOTHSEX,2.7
2021,Poland,<1M,,BOTHSEX,2.8
2000,Portugal,<1M,,BOTHSEX,3.4
2001,Portugal,<1M,,BOTHSEX,3.2
2002,Portugal,<1M,,BOTHSEX,3
2003,Portugal,<1M,,BOTHSEX,2.8
2004,Portugal,<1M,,BOTHSEX,2.6
2005,Portugal,<1M,,BOTHSEX,2.3
2006,Portugal,<1M,,BOTHSEX,2.2
2007,Portugal,<1M,,BOTHSEX,2.1
2008,Portugal,<1M,,BOTHSEX,2.1
2016,Croatia,<1M,,BOTHSEX,3
2017,Croatia,<1M,,BOTHSEX,3
2018,Croatia,<1M,,BOTHSEX,2.9
2019,Croatia,<1M,,BOTHSEX,2.9
2020,Croatia,<1M,,BOTHSEX,2.9
2021,Croatia,<1M,,BOTHSEX,2.8
2000,Cyprus,<1M,,BOTHSEX,3.7
2001,Cyprus,<1M,,BOTHSEX,3.5
2002,Cyprus,<1M,,BOTHSEX,3.2
2003,Cyprus,<1M,,BOTHSEX,3
2004,Cyprus,<1M,,BOTHSEX,2.8
2009,Portugal,<1M,,BOTHSEX,2.1
2010,Portugal,<1M,,BOTHSEX,2.1
2011,Portugal,<1M,,BOTHSEX,2.1
2012,Portugal,<1M,,BOTHSEX,2.1
2013,Portugal,<1M,,BOTHSEX,2.1
2014,Portugal,<1M,,BOTHSEX,2.1
2015,Portugal,<1M,,BOTHSEX,2.1
2016,Portugal,<1M,,BOTHSEX,2.1
2017,Portugal,<1M,,BOTHSEX,2
2018,Portugal,<1M,,BOTHSEX,2
2005,Cyprus,<1M,,BOTHSEX,2.6
2006,Cyprus,<1M,,BOTHSEX,2.5
2007,Cyprus,<1M,,BOTHSEX,2.3
2008,Cyprus,<1M,,BOTHSEX,2.2
2009,Cyprus,<1M,,BOTHSEX,2.1
2010,Cyprus,<1M,,BOTHSEX,2
2011,Cyprus,<1M,,BOTHSEX,1.9
2012,Cyprus,<1M,,BOTHSEX,1.8
2013,Cyprus,<1M,,BOTHSEX,1.7
2014,Cyprus,<1M,,BOTHSEX,1.7
2015,Cyprus,<1M,,BOTHSEX,1.6
2019,Portugal,<1M,,BOTHSEX,1.9
2020,Portugal,<1M,,BOTHSEX,1.8
2021,Portugal,<1M,,BOTHSEX,1.7
2000,Romania,<1M,,BOTHSEX,10.5
2001,Romania,<1M,,BOTHSEX,10
2002,Romania,<1M,,BOTHSEX,9.7
2003,Romania,<1M,,BOTHSEX,9.5
2004,Romania,<1M,,BOTHSEX,9.1
2005,Romania,<1M,,BOTHSEX,8.5
2006,Romania,<1M,,BOTHSEX,7.7
2007,Romania,<1M,,BOTHSEX,6.9
2016,Cyprus,<1M,,BOTHSEX,1.6
2017,Cyprus,<1M,,BOTHSEX,1.6
2018,Cyprus,<1M,,BOTHSEX,1.6
2019,Cyprus,<1M,,BOTHSEX,1.6
2020,Cyprus,<1M,,BOTHSEX,1.6
2021,Cyprus,<1M,,BOTHSEX,1.6
2000,Czechia,<1M,,BOTHSEX,2.7
2001,Czechia,<1M,,BOTHSEX,2.6
2002,Czechia,<1M,,BOTHSEX,2.4
2003,Czechia,<1M,,BOTHSEX,2.4
2004,Czechia,<1M,,BOTHSEX,2.3
2008,Romania,<1M,,BOTHSEX,6.2
2009,Romania,<1M,,BOTHSEX,5.8
2010,Romania,<1M,,BOTHSEX,5.4
2011,Romania,<1M,,BOTHSEX,5.3
2012,Romania,<1M,,BOTHSEX,5.1
2013,Romania,<1M,,BOTHSEX,4.9
2014,Romania,<1M,,BOTHSEX,4.7
2015,Romania,<1M,,BOTHSEX,4.3
2016,Romania,<1M,,BOTHSEX,3.9
2017,Romania,<1M,,BOTHSEX,3.6
2018,Romania,<1M,,BOTHSEX,3.4
2005,Czechia,<1M,,BOTHSEX,2.2
2006,Czechia,<1M,,BOTHSEX,2.1
2007,Czechia,<1M,,BOTHSEX,2
2008,Czechia,<1M,,BOTHSEX,1.9
2009,Czechia,<1M,,BOTHSEX,1.8
2010,Czechia,<1M,,BOTHSEX,1.7
2011,Czechia,<1M,,BOTHSEX,1.6
2012,Czechia,<1M,,BOTHSEX,1.6
2013,Czechia,<1M,,BOTHSEX,1.6
2014,Czechia,<1M,,BOTHSEX,1.6
2015,Czechia,<1M,,BOTHSEX,1.6
2016,Czechia,<1M,,BOTHSEX,1.6
2017,Czechia,<1M,,BOTHSEX,1.6
2018,Czechia,<1M,,BOTHSEX,1.6
2019,Czechia,<1M,,BOTHSEX,1.6
2020,Czechia,<1M,,BOTHSEX,1.5
2021,Czechia,<1M,,BOTHSEX,1.4
2000,Denmark,<1M,,BOTHSEX,3.5
2001,Denmark,<1M,,BOTHSEX,3.3
2002,Denmark,<1M,,BOTHSEX,3.2
2003,Denmark,<1M,,BOTHSEX,3.2
2004,Denmark,<1M,,BOTHSEX,3.1
2005,Denmark,<1M,,BOTHSEX,3.1
2006,Denmark,<1M,,BOTHSEX,3
2007,Denmark,<1M,,BOTHSEX,2.9
2008,Denmark,<1M,,BOTHSEX,2.8
2009,Denmark,<1M,,BOTHSEX,2.8
2010,Denmark,<1M,,BOTHSEX,2.9
2011,Denmark,<1M,,BOTHSEX,2.9
2012,Denmark,<1M,,BOTHSEX,3
2013,Denmark,<1M,,BOTHSEX,3
2014,Denmark,<1M,,BOTHSEX,3.1
2015,Denmark,<1M,,BOTHSEX,3
