Year,GeoAreaName,Activity,Value
2012,Bosnia and Herzegovina,ISIC4_C,10.55
2013,Bosnia and Herzegovina,ISIC4_C,10.94
2014,Bosnia and Herzegovina,ISIC4_C,10.94
2015,Bosnia and Herzegovina,ISIC4_C,11.67
2016,Bosnia and Herzegovina,ISIC4_C,12.37
2017,Bosnia and Herzegovina,ISIC4_C,13.12
2018,Bosnia and Herzegovina,ISIC4_C,13.23
2019,Bosnia and Herzegovina,ISIC4_C,12.94
2020,Bosnia and Herzegovina,ISIC4_C,13.11
2021,Bosnia and Herzegovina,ISIC4_C,14.44
2000,Bulgaria,ISIC4_C,12.16
2001,Bulgaria,ISIC4_C,13.02
2008,Azerbaijan,ISIC4_C,4.71
2009,Azerbaijan,ISIC4_C,5.53
2010,Azerbaijan,ISIC4_C,4.74
2011,Azerbaijan,ISIC4_C,3.99
2012,Azerbaijan,ISIC4_C,4.24
2013,Azerbaijan,ISIC4_C,4.22
2014,Azerbaijan,ISIC4_C,4.71
2015,Azerbaijan,ISIC4_C,4.99
2016,Azerbaijan,ISIC4_C,4.89
2017,Azerbaijan,ISIC4_C,4.7
2002,Bulgaria,ISIC4_C,13.52
2003,Bulgaria,ISIC4_C,13.8
2004,Bulgaria,ISIC4_C,12.71
2005,Bulgaria,ISIC4_C,13.61
2006,Bulgaria,ISIC4_C,13.44
2007,Bulgaria,ISIC4_C,14
2008,Bulgaria,ISIC4_C,12.32
2009,Bulgaria,ISIC4_C,12.88
2010,Bulgaria,ISIC4_C,11.64
2011,Bulgaria,ISIC4_C,13.19
2012,Bulgaria,ISIC4_C,14.05
2013,Bulgaria,ISIC4_C,12.77
2014,Bulgaria,ISIC4_C,13.03
2015,Bulgaria,ISIC4_C,13.63
2016,Bulgaria,ISIC4_C,14.4
2017,Bulgaria,ISIC4_C,14.01
2018,Bulgaria,ISIC4_C,13.55
2019,Bulgaria,ISIC4_C,13.38
2020,Bulgaria,ISIC4_C,12.75
2021,Bulgaria,ISIC4_C,11.47
2000,Belarus,ISIC4_C,22.85
2001,Belarus,ISIC4_C,21.77
2002,Belarus,ISIC4_C,22.51
2003,Belarus,ISIC4_C,21.85
2004,Belarus,ISIC4_C,23.57
2005,Belarus,ISIC4_C,23.84
2006,Belarus,ISIC4_C,23.52
2007,Belarus,ISIC4_C,23.43
2008,Belarus,ISIC4_C,24.63
2009,Belarus,ISIC4_C,22.46
2010,Belarus,ISIC4_C,22.51
2011,Belarus,ISIC4_C,26.42
2012,Belarus,ISIC4_C,24.78
2013,Belarus,ISIC4_C,22
2014,Belarus,ISIC4_C,21.09
2015,Belarus,ISIC4_C,20.64
2016,Belarus,ISIC4_C,20.15
2017,Belarus,ISIC4_C,21.63
2018,Belarus,ISIC4_C,21.26
2019,Belarus,ISIC4_C,21.64
2018,Montenegro,ISIC4_C,3.98
2019,Montenegro,ISIC4_C,3.72
2020,Montenegro,ISIC4_C,4.11
2021,Montenegro,ISIC4_C,3.77
2000,Netherlands,ISIC4_C,13.35
2001,Netherlands,ISIC4_C,13.12
2002,Netherlands,ISIC4_C,12.54
2003,Netherlands,ISIC4_C,12.18
2004,Netherlands,ISIC4_C,12.27
2005,Netherlands,ISIC4_C,12.3
2020,Belarus,ISIC4_C,21.49
2021,Belarus,ISIC4_C,22.86
2000,Croatia,ISIC4_C,16.68
2001,Croatia,ISIC4_C,16.36
2002,Croatia,ISIC4_C,15.22
2003,Croatia,ISIC4_C,14.84
2004,Croatia,ISIC4_C,15.01
2005,Croatia,ISIC4_C,14.28
2006,Croatia,ISIC4_C,13.78
2007,Croatia,ISIC4_C,13.87
2008,Croatia,ISIC4_C,13.48
2009,Croatia,ISIC4_C,13.23
2010,Croatia,ISIC4_C,12.93
2011,Croatia,ISIC4_C,13.56
2012,Croatia,ISIC4_C,13.51
2013,Croatia,ISIC4_C,12.61
2014,Croatia,ISIC4_C,12.73
2015,Croatia,ISIC4_C,12.75
2016,Croatia,ISIC4_C,12.87
2017,Croatia,ISIC4_C,12.74
2006,Netherlands,ISIC4_C,11.93
2007,Netherlands,ISIC4_C,12
2008,Netherlands,ISIC4_C,11.46
2009,Netherlands,ISIC4_C,10.5
2010,Netherlands,ISIC4_C,10.47
2011,Netherlands,ISIC4_C,10.8
2012,Netherlands,ISIC4_C,10.74
2013,Netherlands,ISIC4_C,10.29
2014,Netherlands,ISIC4_C,10.36
2015,Netherlands,ISIC4_C,10.8
2018,Croatia,ISIC4_C,12.3
2019,Croatia,ISIC4_C,11.9
2020,Croatia,ISIC4_C,12.06
2021,Croatia,ISIC4_C,11.4
2000,Cyprus,ISIC4_C,8.15
2001,Cyprus,ISIC4_C,7.75
2002,Cyprus,ISIC4_C,7.73
2003,Cyprus,ISIC4_C,7.34
2004,Cyprus,ISIC4_C,7.21
2005,Cyprus,ISIC4_C,6.8
2006,Cyprus,ISIC4_C,6.13
2007,Cyprus,ISIC4_C,5.74
2008,Cyprus,ISIC4_C,5.48
2009,Cyprus,ISIC4_C,5.38
2010,Cyprus,ISIC4_C,5.05
2011,Cyprus,ISIC4_C,4.6
2012,Cyprus,ISIC4_C,4.19
2013,Cyprus,ISIC4_C,3.88
2014,Cyprus,ISIC4_C,4.08
2015,Cyprus,ISIC4_C,4.26
2016,Cyprus,ISIC4_C,4.57
2017,Cyprus,ISIC4_C,4.89
2018,Cyprus,ISIC4_C,5.33
2019,Cyprus,ISIC4_C,5.45
2020,Cyprus,ISIC4_C,5.67
2021,Cyprus,ISIC4_C,5.7
2000,Czechia,ISIC4_C,23.38
2001,Czechia,ISIC4_C,23.65
2002,Czechia,ISIC4_C,22.35
2003,Czechia,ISIC4_C,21.66
2004,Czechia,ISIC4_C,22.74
2005,Czechia,ISIC4_C,22.62
2006,Czechia,ISIC4_C,23.26
2007,Czechia,ISIC4_C,23.2
2008,Czechia,ISIC4_C,21.97
2009,Czechia,ISIC4_C,20.36
2010,Czechia,ISIC4_C,20.96
2011,Czechia,ISIC4_C,22.11
2012,Czechia,ISIC4_C,21.94
2013,Czechia,ISIC4_C,21.96
2014,Czechia,ISIC4_C,23.71
2015,Czechia,ISIC4_C,23.92
2016,Czechia,ISIC4_C,24.03
2017,Czechia,ISIC4_C,23.53
2018,Czechia,ISIC4_C,22.67
2019,Czechia,ISIC4_C,22.62
2020,Czechia,ISIC4_C,21.35
2021,Czechia,ISIC4_C,21.08
2000,Denmark,ISIC4_C,14.14
2001,Denmark,ISIC4_C,14.04
2016,Netherlands,ISIC4_C,10.85
2017,Netherlands,ISIC4_C,11.05
2018,Netherlands,ISIC4_C,11.06
2019,Netherlands,ISIC4_C,10.77
2020,Netherlands,ISIC4_C,10.83
2021,Netherlands,ISIC4_C,10.83
2000,Norway,ISIC4_C,8.85
2001,Norway,ISIC4_C,8.91
2002,Norway,ISIC4_C,8.9
2003,Norway,ISIC4_C,8.85
2002,Denmark,ISIC4_C,13.93
2003,Denmark,ISIC4_C,13.24
2004,Denmark,ISIC4_C,12.75
2005,Denmark,ISIC4_C,12.04
2006,Denmark,ISIC4_C,12.07
2007,Denmark,ISIC4_C,11.95
2008,Denmark,ISIC4_C,11.72
2009,Denmark,ISIC4_C,11.11
2010,Denmark,ISIC4_C,10.93
2011,Denmark,ISIC4_C,11.04
2012,Denmark,ISIC4_C,11.43
2013,Denmark,ISIC4_C,11.78
2014,Denmark,ISIC4_C,11.86
2015,Denmark,ISIC4_C,12.4
2016,Denmark,ISIC4_C,12.93
2017,Denmark,ISIC4_C,13.01
2018,Denmark,ISIC4_C,13.09
2019,Denmark,ISIC4_C,13.41
2020,Denmark,ISIC4_C,13.19
2021,Denmark,ISIC4_C,11.96
2004,Norway,ISIC4_C,8.53
2005,Norway,ISIC4_C,8.16
2006,Norway,ISIC4_C,8.3
2007,Norway,ISIC4_C,8.29
2008,Norway,ISIC4_C,7.74
2009,Norway,ISIC4_C,7.35
2010,Norway,ISIC4_C,7.19
2011,Norway,ISIC4_C,6.75
2012,Norway,ISIC4_C,6.61
2013,Norway,ISIC4_C,6.62
2000,Estonia,ISIC4_C,15.47
2001,Estonia,ISIC4_C,16.05
2002,Estonia,ISIC4_C,15.67
2003,Estonia,ISIC4_C,15.75
2004,Estonia,ISIC4_C,14.92
2005,Estonia,ISIC4_C,14.67
2006,Estonia,ISIC4_C,14.47
2007,Estonia,ISIC4_C,13.87
2008,Estonia,ISIC4_C,13.74
2009,Estonia,ISIC4_C,12.29
2014,Norway,ISIC4_C,6.81
2015,Norway,ISIC4_C,6.87
2016,Norway,ISIC4_C,6.56
2017,Norway,ISIC4_C,6.4
2018,Norway,ISIC4_C,6
2019,Norway,ISIC4_C,6.18
2020,Norway,ISIC4_C,6.51
2021,Norway,ISIC4_C,5.49
2000,Poland,ISIC4_C,16.05
2001,Poland,ISIC4_C,14.54
2010,Estonia,ISIC4_C,13.75
2011,Estonia,ISIC4_C,14.61
2012,Estonia,ISIC4_C,14.01
2013,Estonia,ISIC4_C,13.74
2014,Estonia,ISIC4_C,14.18
2015,Estonia,ISIC4_C,13.91
2016,Estonia,ISIC4_C,13.89
2017,Estonia,ISIC4_C,13.61
2018,Estonia,ISIC4_C,13.47
2019,Estonia,ISIC4_C,13.1
2002,Poland,ISIC4_C,14.31
2003,Poland,ISIC4_C,15.52
2004,Poland,ISIC4_C,16.43
2005,Poland,ISIC4_C,16.01
2006,Poland,ISIC4_C,16.3
2007,Poland,ISIC4_C,16.32
2008,Poland,ISIC4_C,16.1
2009,Poland,ISIC4_C,16.33
2010,Poland,ISIC4_C,15.47
2011,Poland,ISIC4_C,15.82
2020,Estonia,ISIC4_C,12.83
2021,Estonia,ISIC4_C,12.72
2000,Finland,ISIC4_C,24.15
2001,Finland,ISIC4_C,23.6
2002,Finland,ISIC4_C,22.87
2003,Finland,ISIC4_C,21.95
2004,Finland,ISIC4_C,21.54
2005,Finland,ISIC4_C,21.22
2006,Finland,ISIC4_C,21.81
2007,Finland,ISIC4_C,22.13
2008,Finland,ISIC4_C,20.79
2009,Finland,ISIC4_C,16.67
2010,Finland,ISIC4_C,16.97
2011,Finland,ISIC4_C,16.26
2012,Finland,ISIC4_C,14.46
2013,Finland,ISIC4_C,14.5
2014,Finland,ISIC4_C,14.46
2015,Finland,ISIC4_C,14.68
2016,Finland,ISIC4_C,14.57
2017,Finland,ISIC4_C,15.2
2018,Finland,ISIC4_C,14.59
2019,Finland,ISIC4_C,14.41
2020,Finland,ISIC4_C,14.25
2021,Finland,ISIC4_C,14.68
2000,France,ISIC4_C,14.48
2001,France,ISIC4_C,14.03
2002,France,ISIC4_C,13.59
2003,France,ISIC4_C,13.09
2004,France,ISIC4_C,12.68
2005,France,ISIC4_C,12.25
2006,France,ISIC4_C,11.73
2007,France,ISIC4_C,11.63
2008,France,ISIC4_C,11.1
2009,France,ISIC4_C,10.59
2010,France,ISIC4_C,10.33
2011,France,ISIC4_C,10.4
2012,France,ISIC4_C,10.36
2013,France,ISIC4_C,10.35
2014,France,ISIC4_C,10.28
2015,France,ISIC4_C,10.43
2012,Poland,ISIC4_C,16.18
2013,Poland,ISIC4_C,15.8
2014,Poland,ISIC4_C,16.64
2015,Poland,ISIC4_C,17.5
2016,Poland,ISIC4_C,18.07
2017,Poland,ISIC4_C,16.88
2018,Poland,ISIC4_C,16.69
2019,Poland,ISIC4_C,16.55
2020,Poland,ISIC4_C,16.47
2021,Poland,ISIC4_C,16.72
2016,France,ISIC4_C,10.28
2017,France,ISIC4_C,10.14
2018,France,ISIC4_C,9.97
2019,France,ISIC4_C,10.01
2020,France,ISIC4_C,9.27
2021,France,ISIC4_C,8.88
2000,Georgia,ISIC4_C,10.59
2001,Georgia,ISIC4_C,10.58
2002,Georgia,ISIC4_C,11.08
2003,Georgia,ISIC4_C,11.27
2004,Georgia,ISIC4_C,10.57
2005,Georgia,ISIC4_C,10.46
2006,Georgia,ISIC4_C,9.62
2007,Georgia,ISIC4_C,9.47
2008,Georgia,ISIC4_C,9.03
2009,Georgia,ISIC4_C,8.59
2010,Georgia,ISIC4_C,9.14
2011,Georgia,ISIC4_C,9.81
2012,Georgia,ISIC4_C,9.49
2013,Georgia,ISIC4_C,9.51
2000,Portugal,ISIC4_C,15.05
2001,Portugal,ISIC4_C,14.68
2002,Portugal,ISIC4_C,14.19
2003,Portugal,ISIC4_C,13.48
2004,Portugal,ISIC4_C,13.05
2005,Portugal,ISIC4_C,12.57
2006,Portugal,ISIC4_C,12.34
2007,Portugal,ISIC4_C,12.24
2008,Portugal,ISIC4_C,11.9
2009,Portugal,ISIC4_C,11.13
2014,Georgia,ISIC4_C,9.61
2015,Georgia,ISIC4_C,8.86
2016,Georgia,ISIC4_C,7.79
2017,Georgia,ISIC4_C,8.6
2018,Georgia,ISIC4_C,8.83
2019,Georgia,ISIC4_C,8.87
2020,Georgia,ISIC4_C,9.35
2021,Georgia,ISIC4_C,10.18
2000,Germany,ISIC4_C,20.55
2001,Germany,ISIC4_C,20.34
2002,Germany,ISIC4_C,19.79
2003,Germany,ISIC4_C,19.84
2004,Germany,ISIC4_C,20.03
2005,Germany,ISIC4_C,20.07
2006,Germany,ISIC4_C,20.66
2007,Germany,ISIC4_C,20.85
2008,Germany,ISIC4_C,20.05
2009,Germany,ISIC4_C,17.68
2010,Germany,ISIC4_C,19.7
2011,Germany,ISIC4_C,20.23
2012,Germany,ISIC4_C,20.16
2013,Germany,ISIC4_C,19.93
2014,Germany,ISIC4_C,20.22
2015,Germany,ISIC4_C,20.35
2016,Germany,ISIC4_C,20.66
2017,Germany,ISIC4_C,20.39
2018,Germany,ISIC4_C,20.04
2019,Germany,ISIC4_C,19.56
2020,Germany,ISIC4_C,18.7
2021,Germany,ISIC4_C,18.86
2000,Greece,ISIC4_C,9.49
2001,Greece,ISIC4_C,9.94
2002,Greece,ISIC4_C,9.84
2003,Greece,ISIC4_C,9.15
2004,Greece,ISIC4_C,8.75
2005,Greece,ISIC4_C,8.59
2006,Greece,ISIC4_C,8.46
2007,Greece,ISIC4_C,8.46
2008,Greece,ISIC4_C,8.5
2009,Greece,ISIC4_C,7.64
2010,Greece,ISIC4_C,7.85
2011,Greece,ISIC4_C,7.97
2012,Greece,ISIC4_C,7.79
2013,Greece,ISIC4_C,7.61
2014,Greece,ISIC4_C,7.63
2015,Greece,ISIC4_C,8.29
2016,Greece,ISIC4_C,8.1
2017,Greece,ISIC4_C,8.11
2018,Greece,ISIC4_C,8.17
2019,Greece,ISIC4_C,7.81
2010,Portugal,ISIC4_C,11.6
2011,Portugal,ISIC4_C,11.34
2012,Portugal,ISIC4_C,11.39
2013,Portugal,ISIC4_C,11.55
2014,Portugal,ISIC4_C,11.79
2015,Portugal,ISIC4_C,12.14
2016,Portugal,ISIC4_C,12.15
2017,Portugal,ISIC4_C,12.34
2018,Portugal,ISIC4_C,12.26
2019,Portugal,ISIC4_C,11.9
2020,Portugal,ISIC4_C,12.02
2021,Portugal,ISIC4_C,12.43
2000,Romania,ISIC4_C,19.81
2001,Romania,ISIC4_C,22.02
2002,Romania,ISIC4_C,21.81
2003,Romania,ISIC4_C,21.05
2004,Romania,ISIC4_C,21.24
2005,Romania,ISIC4_C,21.27
2006,Romania,ISIC4_C,21.11
2007,Romania,ISIC4_C,21.03
2020,Greece,ISIC4_C,8.72
2021,Greece,ISIC4_C,8.65
2000,Hungary,ISIC4_C,19.11
2001,Hungary,ISIC4_C,19.17
2002,Hungary,ISIC4_C,18.56
2003,Hungary,ISIC4_C,18.58
2004,Hungary,ISIC4_C,18.95
2005,Hungary,ISIC4_C,19.02
2006,Hungary,ISIC4_C,19.69
2007,Hungary,ISIC4_C,19.06
2008,Romania,ISIC4_C,21.95
2009,Romania,ISIC4_C,21.01
2010,Romania,ISIC4_C,23.36
2011,Romania,ISIC4_C,25.91
2012,Romania,ISIC4_C,21.28
2013,Romania,ISIC4_C,20.22
2014,Romania,ISIC4_C,21.51
2015,Romania,ISIC4_C,20.21
2016,Romania,ISIC4_C,20.12
2017,Romania,ISIC4_C,19.81
2008,Hungary,ISIC4_C,18.26
2009,Hungary,ISIC4_C,17.13
2010,Hungary,ISIC4_C,18.08
2011,Hungary,ISIC4_C,18.44
2012,Hungary,ISIC4_C,18.47
2013,Hungary,ISIC4_C,18.71
2014,Hungary,ISIC4_C,19.44
2015,Hungary,ISIC4_C,20.22
2016,Hungary,ISIC4_C,19.61
2017,Hungary,ISIC4_C,19.13
2018,Hungary,ISIC4_C,18.5
2019,Hungary,ISIC4_C,17.44
2020,Hungary,ISIC4_C,17.32
2021,Hungary,ISIC4_C,16.95
2000,Iceland,ISIC4_C,11.67
2001,Iceland,ISIC4_C,13.44
2002,Iceland,ISIC4_C,11.7
2003,Iceland,ISIC4_C,11.06
2004,Iceland,ISIC4_C,10.59
2005,Iceland,ISIC4_C,8.76
2006,Iceland,ISIC4_C,9.13
2007,Iceland,ISIC4_C,7.91
2008,Iceland,ISIC4_C,10.99
2009,Iceland,ISIC4_C,10.87
2010,Iceland,ISIC4_C,12.97
2011,Iceland,ISIC4_C,13.22
2012,Iceland,ISIC4_C,11.74
2013,Iceland,ISIC4_C,11.68
2014,Iceland,ISIC4_C,11.46
2015,Iceland,ISIC4_C,10.7
2016,Iceland,ISIC4_C,9.31
2017,Iceland,ISIC4_C,8.9
2018,Iceland,ISIC4_C,8.62
2019,Iceland,ISIC4_C,8.63
2020,Iceland,ISIC4_C,8.7
2021,Iceland,ISIC4_C,9.17
2000,Ireland,ISIC4_C,23.12
2001,Ireland,ISIC4_C,25.25
2002,Ireland,ISIC4_C,26.75
2003,Ireland,ISIC4_C,23.36
2018,Romania,ISIC4_C,18.94
2019,Romania,ISIC4_C,17.17
2020,Romania,ISIC4_C,15.86
2021,Romania,ISIC4_C,15.56
2000,Serbia,ISIC4_C,27.12
2001,Serbia,ISIC4_C,24.8
2002,Serbia,ISIC4_C,22.45
2003,Serbia,ISIC4_C,20.19
2004,Serbia,ISIC4_C,20.48
2005,Serbia,ISIC4_C,19.54
2004,Ireland,ISIC4_C,21.13
2005,Ireland,ISIC4_C,19.59
2006,Ireland,ISIC4_C,18.57
2007,Ireland,ISIC4_C,17.97
2008,Ireland,ISIC4_C,17.56
2009,Ireland,ISIC4_C,20.39
2010,Ireland,ISIC4_C,19.49
2011,Ireland,ISIC4_C,20.55
2012,Ireland,ISIC4_C,19.65
2013,Ireland,ISIC4_C,19.21
2014,Ireland,ISIC4_C,19.54
2015,Ireland,ISIC4_C,34.65
2016,Ireland,ISIC4_C,33.11
2017,Ireland,ISIC4_C,31.88
2018,Ireland,ISIC4_C,32.77
2019,Ireland,ISIC4_C,31.59
2020,Ireland,ISIC4_C,34.05
2021,Ireland,ISIC4_C,34.62
2000,Italy,ISIC4_C,17.57
2001,Italy,ISIC4_C,17.14
2002,Italy,ISIC4_C,16.81
2003,Italy,ISIC4_C,16.13
2004,Italy,ISIC4_C,15.9
2005,Italy,ISIC4_C,15.55
2006,Italy,ISIC4_C,15.61
2007,Italy,ISIC4_C,15.96
2008,Italy,ISIC4_C,15.47
2009,Italy,ISIC4_C,13.71
2010,Italy,ISIC4_C,14.23
2011,Italy,ISIC4_C,14.21
2012,Italy,ISIC4_C,13.85
2013,Italy,ISIC4_C,13.88
2014,Italy,ISIC4_C,13.98
2015,Italy,ISIC4_C,14.4
2016,Italy,ISIC4_C,14.79
2017,Italy,ISIC4_C,14.91
2018,Italy,ISIC4_C,15.01
2019,Italy,ISIC4_C,14.88
2020,Italy,ISIC4_C,14.58
2021,Italy,ISIC4_C,14.9
2006,Serbia,ISIC4_C,18.58
2007,Serbia,ISIC4_C,17.77
2008,Serbia,ISIC4_C,17.17
2009,Serbia,ISIC4_C,14.92
2010,Serbia,ISIC4_C,15.3
2011,Serbia,ISIC4_C,15.23
2012,Serbia,ISIC4_C,15.82
2013,Serbia,ISIC4_C,16.12
2014,Serbia,ISIC4_C,14.96
2015,Serbia,ISIC4_C,14.77
2000,Kazakhstan,ISIC4_C,16.5
2001,Kazakhstan,ISIC4_C,16.45
2002,Kazakhstan,ISIC4_C,14.5
2003,Kazakhstan,ISIC4_C,14.22
2004,Kazakhstan,ISIC4_C,13.31
2005,Kazakhstan,ISIC4_C,12.04
2006,Kazakhstan,ISIC4_C,11.63
2007,Kazakhstan,ISIC4_C,11.49
2008,Kazakhstan,ISIC4_C,11.77
2009,Kazakhstan,ISIC4_C,10.87
2010,Kazakhstan,ISIC4_C,11.32
2011,Kazakhstan,ISIC4_C,11.09
2012,Kazakhstan,ISIC4_C,11.08
2013,Kazakhstan,ISIC4_C,10.63
2014,Kazakhstan,ISIC4_C,10.32
2015,Kazakhstan,ISIC4_C,10.28
2016,Kazakhstan,ISIC4_C,11.33
2017,Kazakhstan,ISIC4_C,11.28
2018,Kazakhstan,ISIC4_C,11.43
2019,Kazakhstan,ISIC4_C,11.47
2016,Serbia,ISIC4_C,14.81
2017,Serbia,ISIC4_C,15.09
2018,Serbia,ISIC4_C,14.53
2019,Serbia,ISIC4_C,13.68
2020,Serbia,ISIC4_C,13.27
2021,Serbia,ISIC4_C,13.24
2000,Slovakia,ISIC4_C,19.98
2001,Slovakia,ISIC4_C,21.33
2002,Slovakia,ISIC4_C,19.41
2003,Slovakia,ISIC4_C,19.71
2020,Kazakhstan,ISIC4_C,13.07
2021,Kazakhstan,ISIC4_C,13.89
2000,Kyrgyzstan,ISIC4_C,18
2001,Kyrgyzstan,ISIC4_C,17.55
2002,Kyrgyzstan,ISIC4_C,12.98
2003,Kyrgyzstan,ISIC4_C,13.2
