Year,GeoAreaName,Type of product,Value
2018,Azerbaijan,TEX,4.86836
2019,Azerbaijan,AGR,3.71468
2019,Azerbaijan,ALP,0.80609
2019,Azerbaijan,TEX,4.86883
2019,Azerbaijan,OIL,0
2019,Azerbaijan,IND,1.5883
2019,Azerbaijan,CLO,11.12907
2019,Azerbaijan,ARM,2.03597
2020,Azerbaijan,TEX,4.86573
2020,Azerbaijan,OIL,0
2020,Azerbaijan,IND,1.62173
2020,Azerbaijan,CLO,11.12871
2020,Azerbaijan,ARM,2.03597
2020,Azerbaijan,ALP,0.82419
2000,Albania,TEX,8.58723
2000,Albania,OIL,0.24362
2000,Albania,IND,3.28706
2000,Albania,CLO,12.55197
2000,Albania,ARM,2.2333
2000,Albania,ALP,4.56821
2000,Albania,AGR,3.44299
2005,Albania,CLO,11.92519
2005,Albania,ARM,1.86909
2000,Croatia,ALP,3.38246
2000,Croatia,AGR,11.67452
2000,Croatia,TEX,8.1643
2000,Croatia,IND,2.66976
2000,Croatia,CLO,13.35219
2000,Croatia,ARM,2.55896
2005,Croatia,TEX,7.52581
2005,Croatia,IND,2.40955
2005,Croatia,CLO,12.6086
2020,Azerbaijan,AGR,3.72106
2021,Azerbaijan,CLO,11.12907
2021,Azerbaijan,ARM,2.03597
2021,Azerbaijan,ALP,0.82834
2021,Azerbaijan,AGR,3.72416
2021,Azerbaijan,TEX,4.86482
2021,Azerbaijan,OIL,0
2021,Azerbaijan,IND,1.62951
2000,Austria,CLO,13.57758
2000,Bulgaria,CLO,13.23607
2000,Bulgaria,ALP,4.38767
2000,Bulgaria,AGR,11.43257
2000,Bulgaria,ARM,2.16005
2000,Bulgaria,TEX,8.97273
2000,Bulgaria,IND,2.28925
2005,Bulgaria,TEX,7.97092
2005,Bulgaria,IND,1.73476
2005,Bulgaria,CLO,12.17955
2005,Albania,ALP,3.96964
2005,Albania,AGR,3.4373
2005,Albania,TEX,8.41945
2005,Albania,OIL,0.1243
2005,Albania,IND,2.81879
2010,Albania,TEX,8.49246
2010,Albania,OIL,0
2010,Albania,IND,2.20094
2010,Albania,ARM,1.90489
2005,Croatia,ARM,2.40894
2005,Croatia,ALP,3.22828
2005,Croatia,AGR,11.31461
2010,Croatia,IND,2.24131
2010,Croatia,TEX,7.41041
2010,Croatia,CLO,12.38654
2010,Croatia,ALP,3.13216
2010,Croatia,AGR,11.67256
2010,Croatia,ARM,3.13871
2000,Austria,ARM,2.53159
2000,Austria,ALP,2.09982
2000,Austria,AGR,9.17814
2000,Austria,TEX,7.18675
2000,Austria,IND,1.85554
2005,Austria,IND,1.62467
2005,Austria,CLO,12.17576
2005,Austria,ARM,2.36783
2005,Austria,ALP,1.91027
2010,Albania,ALP,3.78271
2010,Albania,CLO,12.17446
2010,Albania,AGR,3.30899
2011,Albania,TEX,8.49079
2011,Albania,OIL,0
2011,Albania,IND,2.20003
2011,Albania,CLO,12.16918
2011,Albania,ARM,1.89696
2011,Albania,ALP,3.7714
2011,Croatia,TEX,7.39459
2011,Croatia,IND,2.22892
2011,Croatia,CLO,12.35812
2011,Croatia,ARM,3.13832
2011,Croatia,ALP,3.1179
2011,Croatia,AGR,11.63669
2012,Croatia,CLO,12.3633
2012,Croatia,ARM,3.10214
2012,Croatia,ALP,3.2359
2005,Austria,AGR,9.72263
2005,Austria,TEX,5.72745
2010,Austria,IND,1.39062
2010,Austria,CLO,12.06798
2010,Austria,ARM,3.12081
2010,Austria,ALP,1.67203
2010,Austria,AGR,9.8285
2010,Austria,TEX,5.39511
2011,Austria,TEX,5.20705
2011,Albania,AGR,3.12962
2012,Albania,ARM,1.89696
2012,Albania,ALP,4.32097
2012,Albania,AGR,3.03511
2012,Albania,TEX,7.81334
2012,Albania,OIL,0
2012,Albania,IND,2.68609
2012,Albania,CLO,12.17582
2013,Albania,CLO,12.17363
2012,Croatia,AGR,11.30473
2012,Croatia,TEX,7.07472
2012,Croatia,IND,2.37161
2013,Croatia,TEX,7.15103
2013,Croatia,IND,2.25429
2013,Croatia,CLO,12.35401
2013,Croatia,ARM,3.10215
2013,Croatia,ALP,3.12721
2013,Croatia,AGR,11.27164
2013,Albania,ARM,1.89696
2013,Albania,ALP,4.00021
2013,Albania,AGR,3.06387
2013,Albania,TEX,7.96172
2013,Albania,IND,2.31309
2013,Albania,OIL,0
2014,Albania,TEX,7.86606
2014,Albania,OIL,0
2014,Albania,IND,2.69965
2011,Austria,IND,1.3881
2011,Austria,CLO,11.92985
2011,Austria,ARM,3.1208
2011,Austria,ALP,1.66768
2011,Austria,AGR,9.81804
2012,Austria,TEX,5.18611
2012,Austria,IND,1.40287
2012,Austria,CLO,11.94948
2012,Austria,ARM,3.12075
2014,Albania,CLO,12.17198
2014,Albania,ARM,1.89725
2014,Albania,AGR,3.06826
2014,Albania,ALP,4.33411
2015,Albania,ALP,3.99224
2015,Albania,AGR,3.06649
2015,Albania,TEX,7.80387
2015,Albania,OIL,0
2015,Albania,IND,2.32608
2014,Croatia,AGR,11.67032
2014,Croatia,CLO,12.35198
2014,Croatia,TEX,7.07611
2014,Croatia,ARM,3.10207
2014,Croatia,IND,2.37663
2014,Croatia,ALP,3.24619
2015,Croatia,TEX,7.05358
2015,Croatia,IND,2.33935
2015,Croatia,CLO,12.29207
2012,Austria,ALP,1.67094
2012,Austria,AGR,9.02372
2013,Austria,TEX,5.16161
2013,Austria,IND,1.39241
2013,Austria,CLO,11.93706
2013,Austria,ARM,3.12076
2013,Austria,ALP,1.66035
2013,Austria,AGR,9.23108
2014,Austria,ALP,1.67575
2014,Austria,AGR,9.24651
2014,Austria,TEX,5.12603
2014,Austria,IND,1.40566
2014,Austria,CLO,11.94773
2014,Austria,ARM,3.1206
2015,Austria,ALP,1.85212
2015,Austria,AGR,9.2427
2015,Austria,TEX,5.24378
2015,Austria,IND,1.57643
2015,Albania,CLO,12.11155
2015,Albania,ARM,1.89725
2016,Albania,TEX,7.80905
2016,Albania,OIL,0
2016,Albania,IND,2.30656
2016,Albania,CLO,12.10928
2016,Albania,ARM,1.89771
2016,Albania,ALP,3.97315
2016,Albania,AGR,3.06658
2015,Croatia,ARM,3.10208
2015,Croatia,ALP,3.2097
2015,Croatia,AGR,11.50618
2016,Croatia,TEX,7.04623
2016,Croatia,IND,2.32019
2016,Croatia,CLO,12.28851
2016,Croatia,ARM,3.1022
2016,Croatia,ALP,3.19063
2016,Croatia,AGR,11.52837
2015,Austria,CLO,11.84959
2015,Austria,ARM,3.1206
2016,Austria,TEX,5.25265
2016,Austria,IND,1.5523
2016,Austria,CLO,11.84477
2016,Austria,ARM,3.12071
2016,Austria,ALP,1.82518
2016,Austria,AGR,9.25592
2017,Austria,ALP,1.77447
2017,Albania,ARM,1.85431
2017,Albania,IND,2.54546
2017,Albania,TEX,7.70977
2017,Albania,OIL,0
2017,Albania,CLO,12.01631
2017,Albania,AGR,2.09032
2017,Albania,ALP,4.22041
2018,Albania,AGR,2.12238
2018,Albania,TEX,7.80819
2017,Croatia,AGR,10.54889
2017,Croatia,TEX,6.94936
2017,Croatia,IND,2.32162
2017,Croatia,CLO,12.14537
2017,Croatia,ARM,3.10129
2017,Croatia,ALP,3.21296
2018,Croatia,ARM,3.10225
2018,Croatia,ALP,3.18251
2018,Croatia,AGR,10.57357
2018,Croatia,TEX,7.04347
2018,Croatia,CLO,12.28664
2018,Croatia,IND,2.2808
2019,Croatia,ALP,3.11663
2019,Croatia,AGR,10.51881
2019,Croatia,TEX,7.07238
2019,Croatia,IND,2.24024
2019,Croatia,CLO,12.28704
2019,Croatia,ARM,3.10298
2017,Austria,AGR,8.89974
2017,Austria,TEX,5.07277
2017,Austria,IND,1.554
2017,Austria,CLO,11.60153
2017,Austria,ARM,3.11484
2018,Austria,AGR,9.11754
2018,Austria,ARM,3.1208
2018,Austria,TEX,5.24442
2018,Austria,IND,1.54283
2018,Albania,OIL,0
2018,Albania,IND,2.30531
2018,Albania,CLO,12.10348
2018,Albania,ARM,1.89719
2018,Albania,ALP,4.00082
2019,Albania,TEX,7.85738
2019,Albania,OIL,0
2019,Albania,IND,2.29676
2019,Albania,CLO,12.10392
2020,Croatia,TEX,7.02342
2020,Croatia,IND,2.23517
2020,Croatia,CLO,12.28534
2020,Croatia,ARM,3.10298
2020,Croatia,ALP,3.11185
2020,Croatia,AGR,10.59098
2021,Croatia,ARM,3.10241
2021,Croatia,ALP,3.11473
2021,Croatia,AGR,10.63376
2021,Croatia,TEX,7.0247
2021,Croatia,IND,2.23673
2021,Croatia,CLO,12.28699
2000,Cyprus,OIL,0.24362
2000,Cyprus,IND,3.40843
2000,Cyprus,CLO,13.45124
2000,Cyprus,ARM,2.37131
2000,Cyprus,ALP,4.56342
2000,Cyprus,TEX,8.53523
2018,Austria,CLO,11.83871
2018,Austria,ALP,1.75318
2019,Austria,CLO,11.83992
2019,Austria,ARM,3.12159
2019,Austria,ALP,1.71864
2019,Austria,AGR,9.12253
2019,Austria,TEX,5.25082
2019,Austria,IND,1.49935
2020,Austria,TEX,5.16982
2019,Albania,ARM,1.89719
2019,Albania,ALP,3.95915
2019,Albania,AGR,2.15474
2020,Albania,ALP,3.95032
2020,Albania,AGR,2.15473
2020,Albania,OIL,0
2020,Albania,TEX,7.80381
2020,Albania,IND,2.29093
2020,Albania,CLO,12.0941
2020,Austria,IND,1.49396
2020,Austria,CLO,11.82188
2020,Austria,ARM,3.12159
2020,Austria,ALP,1.71215
2020,Austria,AGR,9.1227
2021,Austria,IND,1.49444
2021,Austria,CLO,11.83921
2021,Austria,ARM,3.121
2021,Austria,ALP,1.71291
2000,Cyprus,AGR,10.64836
2005,Cyprus,IND,3.21405
2005,Cyprus,CLO,12.48915
2005,Cyprus,ALP,4.31796
2005,Cyprus,ARM,2.29434
2005,Cyprus,AGR,11.15517
2005,Cyprus,TEX,7.3084
2005,Cyprus,OIL,0.1243
2010,Cyprus,TEX,6.97522
2021,Austria,AGR,9.12566
2021,Austria,TEX,5.1738
2000,Armenia,TEX,3.99107
2000,Armenia,IND,1.74176
2000,Armenia,CLO,13.76638
2000,Armenia,ALP,2.80292
2000,Armenia,AGR,10.03216
2005,Armenia,AGR,10.67648
2005,Armenia,TEX,4.69592
2005,Armenia,IND,1.55548
2005,Armenia,CLO,12.71018
2005,Armenia,ALP,2.55882
2010,Armenia,CLO,12.60986
2010,Armenia,ALP,2.46284
2010,Armenia,AGR,10.65046
2010,Armenia,IND,1.49944
2010,Armenia,TEX,4.68746
2011,Armenia,AGR,10.61032
2011,Armenia,TEX,4.68741
2011,Armenia,IND,1.49775
2011,Armenia,CLO,12.60986
2011,Armenia,ALP,2.46054
2012,Armenia,TEX,4.68524
2012,Armenia,IND,1.52269
2012,Armenia,CLO,12.62277
2012,Armenia,ALP,2.46952
2012,Armenia,AGR,10.36997
2020,Albania,ARM,1.89719
2021,Albania,AGR,2.15304
2021,Albania,ALP,3.95385
2021,Albania,TEX,7.80486
2021,Albania,OIL,0
2021,Albania,IND,2.29305
2021,Albania,CLO,12.10361
2021,Albania,ARM,1.89719
2010,France,ALP,1.31518
2010,Cyprus,OIL,0
2010,Cyprus,IND,2.87034
2010,Cyprus,CLO,12.40199
2010,Cyprus,ARM,2.3024
2010,Cyprus,ALP,3.96537
2010,Cyprus,AGR,11.24165
2011,Cyprus,IND,2.85657
2011,Cyprus,CLO,12.39568
2011,Cyprus,ARM,2.3003
2013,Armenia,TEX,4.68517
2013,Armenia,IND,1.51782
2013,Armenia,CLO,12.60279
2013,Armenia,ALP,2.46702
2013,Armenia,AGR,10.61409
2014,Armenia,IND,1.51464
2014,Armenia,CLO,12.60126
2014,Armenia,ALP,2.46359
2014,Armenia,AGR,10.60005
2011,Cyprus,ALP,3.94913
2011,Cyprus,AGR,11.23231
2011,Cyprus,TEX,6.95502
2011,Cyprus,OIL,0
2012,Cyprus,TEX,6.93496
2012,Cyprus,CLO,12.39623
2012,Cyprus,ARM,2.3003
2012,Cyprus,ALP,3.92829
2012,Cyprus,AGR,11.53251
2014,Armenia,TEX,4.68515
2015,Armenia,CLO,12.53615
2015,Armenia,IND,1.517
2015,Armenia,TEX,4.72713
2015,Armenia,ALP,2.45989
2015,Armenia,AGR,10.58828
2016,Armenia,CLO,12.5348
2016,Armenia,ALP,2.45451
2016,Armenia,AGR,10.59273
2016,Armenia,TEX,4.72686
2016,Armenia,IND,1.51155
2017,Armenia,TEX,4.68833
2017,Armenia,IND,1.45136
2017,Armenia,CLO,12.39902
2017,Armenia,ALP,2.3929
2017,Armenia,AGR,11.00458
2018,Armenia,ALP,2.46029
2018,Armenia,AGR,10.62366
2012,Cyprus,OIL,0
2012,Cyprus,IND,2.83973
2013,Cyprus,TEX,6.91897
2013,Cyprus,OIL,0
2013,Cyprus,IND,2.79468
2013,Cyprus,CLO,12.37134
2013,Cyprus,ARM,2.3003
2013,Cyprus,ALP,3.88705
2013,Cyprus,AGR,11.28197
2010,France,TEX,7.94921
2010,France,OIL,0
2010,France,IND,0.95406
2010,France,CLO,11.19939
2011,France,TEX,7.93228
2011,France,OIL,0
2011,France,IND,0.94964
2011,France,CLO,11.11601
2011,France,ARM,1.723
2018,Armenia,TEX,4.73628
2018,Armenia,IND,1.51508
2018,Armenia,CLO,12.59929
2019,Armenia,TEX,4.74424
2019,Armenia,IND,1.49791
2019,Armenia,CLO,12.6009
2019,Armenia,ALP,2.45579
2019,Armenia,AGR,10.76042
2020,Armenia,CLO,12.59934
2014,Cyprus,CLO,12.39645
2014,Cyprus,ARM,2.29265
2014,Cyprus,ALP,3.91615
2014,Cyprus,AGR,11.29325
2014,Cyprus,TEX,6.90962
2014,Cyprus,OIL,0
2014,Cyprus,IND,2.82694
2015,Cyprus,TEX,6.90095
2015,Cyprus,OIL,0
2020,Armenia,ALP,2.45422
2020,Armenia,AGR,10.75154
2020,Armenia,IND,1.49769
2020,Armenia,TEX,4.74367
2021,Armenia,AGR,10.74075
2021,Armenia,TEX,4.74371
2021,Armenia,IND,1.4978
2021,Armenia,CLO,12.60087
2021,Armenia,ALP,2.45433
2011,France,ALP,1.31066
2011,France,AGR,7.55901
2012,France,CLO,11.12856
2012,France,ARM,1.7674
2012,France,ALP,1.31351
2012,France,AGR,7.11443
2012,France,TEX,7.91863
2012,France,OIL,0
2012,France,IND,0.95697
2013,France,ALP,1.3168
2013,France,AGR,7.38926
2013,France,ARM,1.7674
2013,France,CLO,11.10725
2013,France,OIL,0
2013,France,TEX,7.91406
2013,France,IND,0.95464
2014,France,TEX,7.79674
2014,France,OIL,0
2000,Belgium,TEX,7.48825
2000,Belgium,IND,1.67243
2000,Belgium,CLO,12.67958
2000,Belgium,ARM,1.80688
2000,Belgium,ALP,2.09846
2000,Belgium,AGR,14.28351
2005,Belgium,IND,1.48792
2005,Belgium,ALP,1.79685
2005,Belgium,TEX,5.36944
2015,Cyprus,IND,3.11814
2015,Cyprus,CLO,12.30566
2015,Cyprus,ARM,2.29266
2015,Cyprus,ALP,4.21789
2015,Cyprus,AGR,11.36919
2016,Cyprus,AGR,11.16442
2016,Cyprus,ARM,2.30251
2016,Cyprus,CLO,12.30298
2016,Cyprus,ALP,4.19976
2014,France,IND,0.95154
2014,France,CLO,11.03841
2014,France,ARM,1.74163
2014,France,ALP,1.30624
2014,France,AGR,7.22746
2015,France,ARM,1.74165
2015,France,ALP,1.40055
2015,France,AGR,7.19767
2015,France,TEX,7.81927
2005,Belgium,CLO,11.32105
2005,Belgium,AGR,13.51839
2005,Belgium,ARM,1.71325
2010,Belgium,TEX,4.93417
2010,Belgium,IND,1.23885
2010,Belgium,CLO,11.21988
2010,Belgium,ARM,1.77524
2010,Belgium,ALP,1.542
2010,Belgium,AGR,14.28561
2016,Cyprus,TEX,6.92181
2016,Cyprus,OIL,0
2016,Cyprus,IND,3.10758
2017,Cyprus,ARM,2.25421
2017,Cyprus,ALP,4.24902
2017,Cyprus,AGR,11.70789
2017,Cyprus,TEX,6.81985
2017,Cyprus,OIL,0
2017,Cyprus,IND,3.24431
2015,France,OIL,0
2015,France,IND,1.06329
2015,France,CLO,10.94386
2016,France,OIL,0
2016,France,IND,1.04579
2016,France,CLO,10.94117
2016,France,ARM,1.7423
2016,France,ALP,1.39652
2016,France,AGR,7.20976
2011,Belgium,IND,1.22783
2011,Belgium,CLO,11.04633
2011,Belgium,ARM,1.77524
2011,Belgium,ALP,1.53089
2011,Belgium,AGR,14.24319
2011,Belgium,TEX,4.90838
2012,Belgium,TEX,4.86574
2012,Belgium,IND,1.22233
2012,Belgium,CLO,11.05835
2017,Cyprus,CLO,12.14928
2018,Cyprus,TEX,6.92852
2018,Cyprus,OIL,0
2018,Cyprus,IND,3.06824
2018,Cyprus,CLO,12.30035
2018,Cyprus,ARM,2.30043
2018,Cyprus,ALP,4.0437
2018,Cyprus,AGR,11.39114
2019,Cyprus,TEX,6.92061
2016,France,TEX,8.57282
2017,France,ALP,1.35168
2017,France,TEX,8.36138
2017,France,OIL,0
2017,France,IND,0.98923
2017,France,CLO,10.68194
2017,France,ARM,1.72294
2017,France,AGR,7.55667
2018,France,ALP,1.39577
2019,Cyprus,IND,3.06882
2019,Cyprus,CLO,12.30084
2019,Cyprus,ARM,2.30043
2019,Cyprus,ALP,4.03179
2019,Cyprus,OIL,0
2019,Cyprus,AGR,11.12582
2020,Cyprus,ARM,2.30043
2020,Cyprus,AGR,10.97867
2020,Cyprus,ALP,4.02485
2018,France,AGR,7.73961
2018,France,TEX,8.66143
2018,France,OIL,0
2018,France,IND,1.02931
2018,France,CLO,11.0184
2018,France,ARM,1.76728
2019,France,TEX,8.66395
2019,France,OIL,0
2019,France,IND,1.02103
2012,Belgium,ARM,2.01491
2012,Belgium,ALP,1.52825
2012,Belgium,AGR,13.24809
2013,Belgium,ALP,1.54578
2013,Belgium,AGR,13.70784
2013,Belgium,IND,1.23602
2013,Belgium,ARM,2.01492
2013,Belgium,CLO,11.0481
2013,Belgium,TEX,4.84528
2020,Cyprus,TEX,6.87033
2020,Cyprus,OIL,0
2020,Cyprus,IND,3.0684
2020,Cyprus,CLO,12.29664
2021,Cyprus,TEX,6.8724
2021,Cyprus,OIL,0
2021,Cyprus,IND,3.06999
2021,Cyprus,CLO,12.30089
2021,Cyprus,ARM,2.30043
2014,Belgium,AGR,13.74646
2014,Belgium,TEX,4.83296
2014,Belgium,IND,1.22739
2014,Belgium,CLO,11.05447
2014,Belgium,ARM,2.01479
2014,Belgium,ALP,1.5371
2015,Belgium,TEX,4.95212
2015,Belgium,IND,1.3918
2015,Belgium,CLO,10.9608
2015,Belgium,ARM,2.01481
2015,Belgium,ALP,1.70241
2015,Belgium,AGR,13.63099
2016,Belgium,ALP,1.69404
2016,Belgium,AGR,13.67858
2016,Belgium,TEX,4.98189
2016,Belgium,IND,1.38337
2016,Belgium,CLO,10.95509
2016,Belgium,ARM,2.01483
2005,Bulgaria,ARM,2.04262
2005,Bulgaria,ALP,3.69921
2005,Bulgaria,AGR,11.587
2010,Bulgaria,ARM,2.08144
2010,Bulgaria,ALP,3.5247
2010,Bulgaria,AGR,11.61232
2010,Bulgaria,TEX,7.79504
2010,Bulgaria,IND,1.546
2010,Bulgaria,CLO,12.1008
2021,Cyprus,ALP,4.03245
2021,Cyprus,AGR,11.13627
2000,Czechia,IND,2.62421
2000,Czechia,CLO,12.82444
2000,Czechia,ARM,2.07505
2000,Czechia,ALP,2.90811
2000,Czechia,AGR,9.29657
2000,Czechia,TEX,7.77492
2000,Czechia,OIL,0.24362
2019,France,CLO,11.02005
2019,France,ARM,1.76751
2019,France,ALP,1.3803
2019,France,AGR,7.4198
2020,France,AGR,7.42286
2020,France,CLO,11.00912
2020,France,OIL,0
2020,France,IND,1.01703
2020,France,TEX,8.63411
2005,Czechia,OIL,0.1243
2005,Czechia,ALP,2.7145
2005,Czechia,AGR,9.76383
2005,Czechia,CLO,11.7815
2005,Czechia,TEX,6.71135
2005,Czechia,IND,2.43001
2005,Czechia,ARM,2.01851
2010,Czechia,TEX,6.43761
2010,Czechia,OIL,0
2010,Czechia,IND,2.15961
2010,Czechia,CLO,11.74232
2010,Czechia,ARM,2.13439
2010,Czechia,ALP,2.44911
2010,Czechia,AGR,10.37876
2011,Czechia,CLO,11.69738
2011,Czechia,ARM,2.12762
2011,Czechia,ALP,2.44478
2011,Czechia,AGR,10.36999
2017,Belgium,CLO,10.70439
2017,Belgium,IND,1.37504
2017,Belgium,ARM,1.94591
2017,Belgium,ALP,1.64589
2017,Belgium,AGR,13.23543
2017,Belgium,TEX,4.84772
2018,Belgium,ARM,2.0148
2018,Belgium,ALP,1.5413
2018,Belgium,AGR,13.5766
2011,Czechia,TEX,6.42042
2011,Czechia,OIL,0
2011,Czechia,IND,2.15579
2012,Czechia,TEX,6.3603
2012,Czechia,OIL,0
2012,Czechia,IND,2.1723
2012,Czechia,CLO,11.70485
2012,Czechia,ARM,2.13035
2012,Czechia,ALP,2.4522
2020,France,ARM,1.76751
2020,France,ALP,1.37598
2021,France,AGR,7.42363
2021,France,TEX,8.63457
2021,France,OIL,0
2021,France,IND,1.01592
2021,France,CLO,11.01989
2021,France,ARM,1.76751
2021,France,ALP,1.37489
2018,Belgium,TEX,4.96535
2018,Belgium,IND,1.30888
2018,Belgium,CLO,10.95517
2019,Belgium,TEX,4.96444
2019,Belgium,IND,1.30418
2019,Belgium,CLO,10.9577
2019,Belgium,ARM,2.01783
2019,Belgium,ALP,1.5285
2019,Belgium,AGR,13.06904
2012,Czechia,AGR,9.44376
2013,Czechia,TEX,6.35794
2013,Czechia,OIL,0
2013,Czechia,IND,2.16694
2013,Czechia,CLO,11.69339
2013,Czechia,ALP,2.44676
2013,Czechia,AGR,9.55235
2013,Czechia,ARM,2.13035
2014,Czechia,ARM,2.12963
2014,Czechia,ALP,2.44819
2014,Czechia,AGR,9.58276
2014,Czechia,TEX,6.33669
2014,Czechia,OIL,0
2014,Czechia,IND,2.168
2014,Czechia,CLO,11.69693
2015,Czechia,TEX,6.36487
2015,Czechia,OIL,0
2015,Czechia,IND,2.37436
2020,Belgium,CLO,10.93941
2020,Belgium,ARM,2.01783
2020,Belgium,ALP,1.52502
2020,Belgium,AGR,13.06215
2020,Belgium,TEX,4.89784
2020,Belgium,IND,1.3015
2021,Belgium,CLO,10.95739
2021,Belgium,ARM,2.01778
2021,Belgium,ALP,1.5255
2015,Czechia,CLO,11.63491
2015,Czechia,ARM,2.12963
2015,Czechia,ALP,2.66344
2015,Czechia,AGR,9.47274
2016,Czechia,ALP,2.64624
2016,Czechia,AGR,9.53094
2016,Czechia,CLO,11.63124
2016,Czechia,IND,2.35733
2016,Czechia,TEX,6.36085
2016,Czechia,ARM,2.13109
2016,Czechia,OIL,0
2017,Czechia,ALP,2.6794
2017,Czechia,AGR,9.53937
2017,Czechia,TEX,6.25369
2017,Czechia,OIL,0
2017,Czechia,IND,2.51051
2017,Czechia,CLO,11.45811
2017,Czechia,ARM,2.11122
2000,Georgia,OIL,0.29983
2000,Georgia,IND,1.90421
2000,Georgia,CLO,12.12184
2000,Georgia,ARM,1.14658
2000,Georgia,ALP,1.92445
2000,Georgia,TEX,5.7804
2000,Georgia,AGR,4.27726
2005,Georgia,ALP,1.60121
2005,Georgia,AGR,8.62204
2021,Belgium,AGR,13.07495
2021,Belgium,TEX,4.89928
2021,Belgium,IND,1.30169
2000,Bosnia and Herzegovina,IND,2.61536
2000,Bosnia and Herzegovina,CLO,13.09122
2000,Bosnia and Herzegovina,ARM,1.89483
2000,Bosnia and Herzegovina,ALP,3.31452
2000,Bosnia and Herzegovina,AGR,8.32327
2000,Bosnia and Herzegovina,TEX,7.77645
2018,Czechia,TEX,6.34905
2018,Czechia,OIL,0
2018,Czechia,IND,2.43437
2018,Czechia,CLO,11.63918
2018,Czechia,ARM,2.1305
2018,Czechia,ALP,2.58488
2018,Czechia,AGR,9.44567
2019,Czechia,IND,2.3927
2019,Czechia,CLO,11.64256
2005,Georgia,TEX,5.06053
2005,Georgia,OIL,0.16938
2005,Georgia,IND,1.65656
2005,Georgia,CLO,11.08904
2005,Georgia,ARM,1.06449
2010,Georgia,CLO,10.96852
2010,Georgia,IND,1.47032
2010,Georgia,TEX,4.92271
2010,Georgia,ARM,1.06449
2019,Czechia,ARM,2.13078
2019,Czechia,ALP,2.5529
2019,Czechia,AGR,10.09898
2019,Czechia,TEX,6.3638
2019,Czechia,OIL,0
2020,Czechia,CLO,11.6309
2020,Czechia,TEX,6.29829
2020,Czechia,OIL,0
2020,Czechia,IND,2.3839
2000,Bosnia and Herzegovina,OIL,0.24362
2005,Bosnia and Herzegovina,AGR,5.31583
2005,Bosnia and Herzegovina,TEX,7.44452
2005,Bosnia and Herzegovina,OIL,0.1243
2005,Bosnia and Herzegovina,IND,2.46985
2005,Bosnia and Herzegovina,CLO,12.00739
