Year,GeoAreaName,Bioclimatic belt,Land cover,Value
2005,Albania,ALPINE,MGCI,6.25
2005,Albania,TOTAL,ARTIFICIAL,21.61
2005,Albania,ALPINE,GRASSLAND,6.25
2005,Albania,REMAIN_MOUNT,SHRUB_COVERED,9.64
2005,Albania,TOTAL,GRASSLAND,1498.24
2005,Albania,REMAIN_MOUNT,MGCI,218.4
2005,Albania,TOTAL,CROPLAND,8352.46
2005,Albania,MONTANE,HERB_AQUA_FLOOD,10.28
2005,Albania,TOTAL,SPARSE_NAT_VEG,369.98
2005,Albania,TOTAL,TREE_COVERED,8766.54
2005,Albania,REMAIN_MOUNT,TERRESTRIAL_BARREN,2.46
2005,Albania,MONTANE,CROPLAND,8174.89
2005,Albania,REMAIN_MOUNT,CROPLAND,177.57
2005,Albania,ALPINE,ARTIFICIAL,0.07
2005,Albania,TOTAL,INLAND_WATER,179.09
2005,Albania,TOTAL,HERB_AQUA_FLOOD,10.28
2005,Albania,MONTANE,INLAND_WATER,178.84
2005,Albania,MONTANE,GRASSLAND,1484.6
2005,Albania,ALPINE,SPARSE_NAT_VEG,5.88
2005,Albania,TOTAL,MGCI,19389.56
2005,Albania,TOTAL,TERRESTRIAL_BARREN,307.22
2005,Albania,MONTANE,TREE_COVERED,8742.74
2005,Albania,MONTANE,SPARSE_NAT_VEG,364.1
2010,Albania,TOTAL,SPARSE_NAT_VEG,368.01
2010,Albania,TOTAL,SHRUB_COVERED,738.59
2010,Albania,MONTANE,TREE_COVERED,9088.64
2010,Albania,REMAIN_MOUNT,TREE_COVERED,25.16
2010,Albania,ALPINE,TERRESTRIAL_BARREN,0.68
2010,Albania,TOTAL,GRASSLAND,1489.69
2010,Albania,TOTAL,TREE_COVERED,9113.8
2010,Albania,TOTAL,HERB_AQUA_FLOOD,10.28
2010,Albania,ALPINE,SPARSE_NAT_VEG,5.88
2010,Albania,MONTANE,TERRESTRIAL_BARREN,306.87
2010,Albania,MONTANE,SHRUB_COVERED,729.03
2010,Albania,TOTAL,MGCI,19386.38
2010,Albania,ALPINE,MGCI,6.25
2010,Albania,REMAIN_MOUNT,TERRESTRIAL_BARREN,2.46
2010,Albania,REMAIN_MOUNT,ARTIFICIAL,0.14
2010,Albania,MONTANE,CROPLAND,7857.88
2010,Albania,ALPINE,GRASSLAND,6.25
2010,Albania,REMAIN_MOUNT,GRASSLAND,7.39
2010,Albania,REMAIN_MOUNT,INLAND_WATER,0.24
2010,Albania,REMAIN_MOUNT,MGCI,218.25
2010,Albania,MONTANE,MGCI,19161.88
2010,Albania,MONTANE,SPARSE_NAT_VEG,362.13
2010,Albania,MONTANE,INLAND_WATER,179.55
2010,Albania,REMAIN_MOUNT,SHRUB_COVERED,9.57
2010,Albania,TOTAL,CROPLAND,8034.02
2010,Albania,ALPINE,ARTIFICIAL,0.07
2010,Albania,TOTAL,ARTIFICIAL,23.26
2010,Albania,MONTANE,GRASSLAND,1476.06
2010,Albania,MONTANE,ARTIFICIAL,23.04
2010,Albania,TOTAL,TERRESTRIAL_BARREN,310.01
2010,Albania,REMAIN_MOUNT,CROPLAND,176.14
2010,Albania,MONTANE,HERB_AQUA_FLOOD,10.28
2010,Albania,TOTAL,INLAND_WATER,179.79
2015,Albania,ALPINE,TERRESTRIAL_BARREN,0.68
2015,Albania,ALPINE,ARTIFICIAL,0.07
2015,Albania,REMAIN_MOUNT,SHRUB_COVERED,9.57
2015,Albania,MONTANE,MGCI,19149.31
2015,Albania,TOTAL,GRASSLAND,1494.74
2015,Albania,ALPINE,MGCI,6.25
2015,Albania,TOTAL,MGCI,19373.74
2015,Albania,REMAIN_MOUNT,ARTIFICIAL,0.21
2015,Albania,TOTAL,CROPLAND,8049.12
2015,Albania,REMAIN_MOUNT,INLAND_WATER,0.24
2015,Albania,REMAIN_MOUNT,MGCI,218.18
2015,Albania,MONTANE,TERRESTRIAL_BARREN,306.86
2015,Albania,TOTAL,TERRESTRIAL_BARREN,310
2015,Albania,ALPINE,SPARSE_NAT_VEG,5.88
2015,Albania,ALPINE,GRASSLAND,6.25
2015,Albania,MONTANE,SPARSE_NAT_VEG,362.92
2015,Albania,MONTANE,GRASSLAND,1481.1
2015,Albania,TOTAL,SHRUB_COVERED,746.37
2015,Albania,TOTAL,TREE_COVERED,9073.38
2015,Albania,TOTAL,INLAND_WATER,181.51
2015,Albania,MONTANE,TREE_COVERED,9048.22
2015,Albania,TOTAL,ARTIFICIAL,33.41
2015,Albania,MONTANE,INLAND_WATER,181.27
2015,Albania,MONTANE,ARTIFICIAL,33.12
2015,Albania,REMAIN_MOUNT,CROPLAND,176.07
2015,Albania,MONTANE,SHRUB_COVERED,736.8
2015,Albania,MONTANE,CROPLAND,7873.06
2015,Albania,TOTAL,HERB_AQUA_FLOOD,10.14
2015,Albania,REMAIN_MOUNT,GRASSLAND,7.39
2015,Albania,REMAIN_MOUNT,TERRESTRIAL_BARREN,2.46
2015,Albania,MONTANE,HERB_AQUA_FLOOD,10.14
2015,Albania,TOTAL,SPARSE_NAT_VEG,368.8
2015,Albania,REMAIN_MOUNT,TREE_COVERED,25.16
2018,Albania,ALPINE,TERRESTRIAL_BARREN,0.54
2018,Albania,TOTAL,TERRESTRIAL_BARREN,303.15
2018,Albania,ALPINE,GRASSLAND,6.91
2018,Albania,ALPINE,MGCI,6.91
2018,Albania,TOTAL,ARTIFICIAL,35.93
2018,Albania,MONTANE,MGCI,19155.93
2018,Albania,REMAIN_MOUNT,MGCI,218.26
2018,Albania,REMAIN_MOUNT,INLAND_WATER,0.24
2018,Albania,ALPINE,ARTIFICIAL,0.07
2018,Albania,TOTAL,SHRUB_COVERED,719.1
2018,Albania,REMAIN_MOUNT,TERRESTRIAL_BARREN,2.38
2018,Albania,ALPINE,SPARSE_NAT_VEG,5.36
2018,Albania,MONTANE,SHRUB_COVERED,711.42
2018,Albania,TOTAL,HERB_AQUA_FLOOD,9.85
2018,Albania,REMAIN_MOUNT,GRASSLAND,7.1
2018,Albania,TOTAL,CROPLAND,7827.89
2018,Albania,REMAIN_MOUNT,TREE_COVERED,37.73
2018,Albania,REMAIN_MOUNT,SHRUB_COVERED,7.68
2018,Albania,MONTANE,SPARSE_NAT_VEG,360.27
2018,Albania,MONTANE,INLAND_WATER,181.41
2018,Albania,REMAIN_MOUNT,CROPLAND,165.75
2018,Albania,MONTANE,HERB_AQUA_FLOOD,9.85
2018,Albania,MONTANE,CROPLAND,7662.15
2018,Albania,MONTANE,GRASSLAND,1442.84
2018,Albania,TOTAL,MGCI,19381.09
2018,Albania,REMAIN_MOUNT,ARTIFICIAL,0.21
2018,Albania,TOTAL,INLAND_WATER,181.65
2018,Albania,TOTAL,GRASSLAND,1456.85
2018,Albania,MONTANE,ARTIFICIAL,35.64
2018,Albania,MONTANE,TREE_COVERED,9329.67
2018,Albania,TOTAL,SPARSE_NAT_VEG,365.63
2018,Albania,TOTAL,TREE_COVERED,9367.4
2018,Albania,MONTANE,TERRESTRIAL_BARREN,300.23
2000,Azerbaijan,REMAIN_MOUNT,MGCI,784.76
2000,Azerbaijan,TOTAL,SHRUB_COVERED,2960.55
2000,Azerbaijan,ALPINE,SPARSE_NAT_VEG,34.26
2000,Azerbaijan,TOTAL,SPARSE_NAT_VEG,3124.99
2000,Azerbaijan,MONTANE,MGCI,36495.29
2000,Azerbaijan,ALPINE,SHRUB_COVERED,74.53
2000,Azerbaijan,ALPINE,TERRESTRIAL_BARREN,89.73
2000,Azerbaijan,MONTANE,GRASSLAND,3295.98
2000,Azerbaijan,MONTANE,HERB_AQUA_FLOOD,6.76
2000,Azerbaijan,MONTANE,SHRUB_COVERED,2825.09
2000,Azerbaijan,TOTAL,ARTIFICIAL,71.97
2000,Azerbaijan,REMAIN_MOUNT,CROPLAND,632.44
2000,Azerbaijan,REMAIN_MOUNT,GRASSLAND,27.77
2000,Azerbaijan,ALPINE,TREE_COVERED,34.47
2000,Azerbaijan,REMAIN_MOUNT,INLAND_WATER,5.72
2000,Azerbaijan,TOTAL,HERB_AQUA_FLOOD,6.76
2000,Azerbaijan,NIVAL,SPARSE_NAT_VEG,5.55
2000,Azerbaijan,REMAIN_MOUNT,TERRESTRIAL_BARREN,299.15
2000,Azerbaijan,TOTAL,TERRESTRIAL_BARREN,1007.45
2000,Azerbaijan,REMAIN_MOUNT,TREE_COVERED,63.63
2000,Azerbaijan,MONTANE,TREE_COVERED,8533.54
2000,Azerbaijan,TOTAL,TREE_COVERED,8631.65
2000,Azerbaijan,TOTAL,MGCI,37434.81
2000,Azerbaijan,TOTAL,CROPLAND,22474.36
2000,Azerbaijan,TOTAL,GRASSLAND,3361.49
2000,Azerbaijan,MONTANE,TERRESTRIAL_BARREN,613.54
2000,Azerbaijan,MONTANE,CROPLAND,21833.92
2000,Azerbaijan,MONTANE,INLAND_WATER,31.98
2000,Azerbaijan,REMAIN_MOUNT,SPARSE_NAT_VEG,732.22
2000,Azerbaijan,MONTANE,ARTIFICIAL,59.49
2000,Azerbaijan,MONTANE,SPARSE_NAT_VEG,2352.96
2000,Azerbaijan,TOTAL,INLAND_WATER,37.7
2000,Azerbaijan,ALPINE,MGCI,154.76
2000,Azerbaijan,ALPINE,GRASSLAND,37.75
2000,Azerbaijan,REMAIN_MOUNT,ARTIFICIAL,12.48
2000,Azerbaijan,ALPINE,CROPLAND,8
2000,Azerbaijan,NIVAL,TERRESTRIAL_BARREN,5.03
2000,Azerbaijan,REMAIN_MOUNT,SHRUB_COVERED,60.92
2005,Azerbaijan,MONTANE,GRASSLAND,3311.89
2005,Azerbaijan,MONTANE,SHRUB_COVERED,2826.2
2005,Azerbaijan,TOTAL,ARTIFICIAL,92.05
2005,Azerbaijan,REMAIN_MOUNT,SHRUB_COVERED,58.4
2005,Azerbaijan,REMAIN_MOUNT,CROPLAND,703.67
2005,Azerbaijan,TOTAL,INLAND_WATER,39.33
2005,Azerbaijan,REMAIN_MOUNT,INLAND_WATER,7.35
2005,Azerbaijan,MONTANE,CROPLAND,21936.6
2005,Azerbaijan,TOTAL,SHRUB_COVERED,2959.14
2005,Azerbaijan,TOTAL,CROPLAND,22648.34
2005,Azerbaijan,MONTANE,TERRESTRIAL_BARREN,604.05
2005,Azerbaijan,REMAIN_MOUNT,SPARSE_NAT_VEG,666.85
2005,Azerbaijan,ALPINE,SPARSE_NAT_VEG,34.26
2005,Azerbaijan,NIVAL,TERRESTRIAL_BARREN,5.03
2005,Azerbaijan,ALPINE,GRASSLAND,37.68
2005,Azerbaijan,ALPINE,CROPLAND,8.08
2005,Azerbaijan,MONTANE,TREE_COVERED,8433.45
2005,Azerbaijan,REMAIN_MOUNT,TERRESTRIAL_BARREN,293.69
2005,Azerbaijan,REMAIN_MOUNT,TREE_COVERED,63.71
2005,Azerbaijan,TOTAL,TERRESTRIAL_BARREN,992.5
2005,Azerbaijan,TOTAL,GRASSLAND,3375.97
2005,Azerbaijan,MONTANE,ARTIFICIAL,77.8
2005,Azerbaijan,REMAIN_MOUNT,ARTIFICIAL,14.25
2005,Azerbaijan,TOTAL,MGCI,37521.85
2005,Azerbaijan,MONTANE,HERB_AQUA_FLOOD,6.76
2005,Azerbaijan,TOTAL,SPARSE_NAT_VEG,3031.2
2005,Azerbaijan,NIVAL,SPARSE_NAT_VEG,5.55
2005,Azerbaijan,ALPINE,MGCI,154.76
2005,Azerbaijan,MONTANE,MGCI,36514.9
2005,Azerbaijan,TOTAL,HERB_AQUA_FLOOD,6.76
2005,Azerbaijan,REMAIN_MOUNT,GRASSLAND,26.41
2005,Azerbaijan,ALPINE,TERRESTRIAL_BARREN,89.73
2005,Azerbaijan,REMAIN_MOUNT,MGCI,852.19
2005,Azerbaijan,ALPINE,TREE_COVERED,34.47
2005,Azerbaijan,TOTAL,TREE_COVERED,8531.63
2005,Azerbaijan,MONTANE,INLAND_WATER,31.98
2005,Azerbaijan,MONTANE,SPARSE_NAT_VEG,2324.54
2005,Azerbaijan,ALPINE,SHRUB_COVERED,74.53
2010,Azerbaijan,TOTAL,SPARSE_NAT_VEG,3032.04
2010,Azerbaijan,NIVAL,SPARSE_NAT_VEG,5.55
2010,Azerbaijan,REMAIN_MOUNT,SPARSE_NAT_VEG,663.9
2010,Azerbaijan,MONTANE,SPARSE_NAT_VEG,2328.34
2010,Azerbaijan,MONTANE,GRASSLAND,3301.6
2010,Azerbaijan,TOTAL,SHRUB_COVERED,2959.09
2010,Azerbaijan,REMAIN_MOUNT,INLAND_WATER,7.35
2010,Azerbaijan,MONTANE,INLAND_WATER,34.53
2010,Azerbaijan,MONTANE,HERB_AQUA_FLOOD,6.76
2010,Azerbaijan,TOTAL,GRASSLAND,3365.54
2010,Azerbaijan,MONTANE,MGCI,36479.22
2010,Azerbaijan,TOTAL,CROPLAND,22635.8
2010,Azerbaijan,MONTANE,SHRUB_COVERED,2826.15
2010,Azerbaijan,MONTANE,TERRESTRIAL_BARREN,597.76
2010,Azerbaijan,TOTAL,TREE_COVERED,8520.97
2010,Azerbaijan,ALPINE,MGCI,154.76
2010,Azerbaijan,ALPINE,TREE_COVERED,34.47
2010,Azerbaijan,TOTAL,HERB_AQUA_FLOOD,6.76
2010,Azerbaijan,TOTAL,ARTIFICIAL,131.73
2010,Azerbaijan,REMAIN_MOUNT,TERRESTRIAL_BARREN,290.6
2010,Azerbaijan,NIVAL,TERRESTRIAL_BARREN,5.03
2010,Azerbaijan,ALPINE,SHRUB_COVERED,74.53
2010,Azerbaijan,ALPINE,SPARSE_NAT_VEG,34.26
2010,Azerbaijan,TOTAL,TERRESTRIAL_BARREN,983.11
2010,Azerbaijan,REMAIN_MOUNT,GRASSLAND,26.26
2010,Azerbaijan,ALPINE,GRASSLAND,37.68
2010,Azerbaijan,REMAIN_MOUNT,SHRUB_COVERED,58.4
2010,Azerbaijan,REMAIN_MOUNT,MGCI,854.18
2010,Azerbaijan,MONTANE,CROPLAND,21921.98
2010,Azerbaijan,MONTANE,ARTIFICIAL,113.43
2010,Azerbaijan,TOTAL,MGCI,37488.16
2010,Azerbaijan,ALPINE,CROPLAND,8.08
2010,Azerbaijan,MONTANE,TREE_COVERED,8422.72
2010,Azerbaijan,TOTAL,INLAND_WATER,41.87
2010,Azerbaijan,REMAIN_MOUNT,TREE_COVERED,63.78
2010,Azerbaijan,ALPINE,TERRESTRIAL_BARREN,89.73
2010,Azerbaijan,REMAIN_MOUNT,CROPLAND,705.74
2010,Azerbaijan,REMAIN_MOUNT,ARTIFICIAL,18.3
2015,Azerbaijan,MONTANE,TREE_COVERED,8402.59
2015,Azerbaijan,NIVAL,TERRESTRIAL_BARREN,5.03
2015,Azerbaijan,ALPINE,TERRESTRIAL_BARREN,89.73
2015,Azerbaijan,REMAIN_MOUNT,SHRUB_COVERED,58.4
2015,Azerbaijan,TOTAL,ARTIFICIAL,222.49
2015,Azerbaijan,REMAIN_MOUNT,ARTIFICIAL,25.1
2015,Azerbaijan,ALPINE,GRASSLAND,37.68
2015,Azerbaijan,REMAIN_MOUNT,INLAND_WATER,7.35
2015,Azerbaijan,MONTANE,ARTIFICIAL,197.39
2015,Azerbaijan,ALPINE,SHRUB_COVERED,74.53
2015,Azerbaijan,TOTAL,SPARSE_NAT_VEG,3034.8
2015,Azerbaijan,TOTAL,CROPLAND,22577.69
2015,Azerbaijan,MONTANE,CROPLAND,21869.49
2015,Azerbaijan,REMAIN_MOUNT,SPARSE_NAT_VEG,665.08
2015,Azerbaijan,TOTAL,INLAND_WATER,41.87
2015,Azerbaijan,ALPINE,SPARSE_NAT_VEG,34.26
2015,Azerbaijan,REMAIN_MOUNT,TREE_COVERED,63.78
2015,Azerbaijan,TOTAL,TREE_COVERED,8500.84
2015,Azerbaijan,MONTANE,HERB_AQUA_FLOOD,6.76
2015,Azerbaijan,MONTANE,SHRUB_COVERED,2826.49
2015,Azerbaijan,TOTAL,HERB_AQUA_FLOOD,6.76
2015,Azerbaijan,TOTAL,SHRUB_COVERED,2959.42
2015,Azerbaijan,MONTANE,GRASSLAND,3299.37
2015,Azerbaijan,TOTAL,GRASSLAND,3363.3
2015,Azerbaijan,REMAIN_MOUNT,GRASSLAND,26.26
2015,Azerbaijan,ALPINE,MGCI,154.76
2015,Azerbaijan,REMAIN_MOUNT,CROPLAND,700.13
2015,Azerbaijan,MONTANE,INLAND_WATER,34.53
2015,Azerbaijan,ALPINE,CROPLAND,8.08
2015,Azerbaijan,REMAIN_MOUNT,MGCI,848.57
2015,Azerbaijan,TOTAL,MGCI,37408.02
2015,Azerbaijan,MONTANE,MGCI,36404.69
2015,Azerbaijan,NIVAL,SPARSE_NAT_VEG,5.55
2015,Azerbaijan,MONTANE,SPARSE_NAT_VEG,2329.91
2015,Azerbaijan,MONTANE,TERRESTRIAL_BARREN,586.76
2015,Azerbaijan,REMAIN_MOUNT,TERRESTRIAL_BARREN,288.23
2015,Azerbaijan,TOTAL,TERRESTRIAL_BARREN,969.74
2015,Azerbaijan,ALPINE,TREE_COVERED,34.47
2018,Azerbaijan,TOTAL,TREE_COVERED,9065.56
2018,Azerbaijan,REMAIN_MOUNT,TREE_COVERED,64.97
2018,Azerbaijan,REMAIN_MOUNT,INLAND_WATER,7.42
2018,Azerbaijan,REMAIN_MOUNT,TERRESTRIAL_BARREN,287.42
2018,Azerbaijan,MONTANE,SPARSE_NAT_VEG,2327.8
2018,Azerbaijan,ALPINE,SPARSE_NAT_VEG,34.26
2018,Azerbaijan,MONTANE,HERB_AQUA_FLOOD,6.76
2018,Azerbaijan,TOTAL,SPARSE_NAT_VEG,3032.77
2018,Azerbaijan,ALPINE,MGCI,155.05
2018,Azerbaijan,MONTANE,GRASSLAND,3258.79
2018,Azerbaijan,TOTAL,HERB_AQUA_FLOOD,6.76
2018,Azerbaijan,TOTAL,TERRESTRIAL_BARREN,962.22
2018,Azerbaijan,REMAIN_MOUNT,GRASSLAND,26.18
2018,Azerbaijan,ALPINE,GRASSLAND,37.68
2018,Azerbaijan,MONTANE,CROPLAND,21366.88
2018,Azerbaijan,TOTAL,CROPLAND,22074.18
2018,Azerbaijan,MONTANE,INLAND_WATER,35.09
2018,Azerbaijan,TOTAL,INLAND_WATER,42.51
2018,Azerbaijan,MONTANE,ARTIFICIAL,203.89
2018,Azerbaijan,ALPINE,CROPLAND,8.44
2018,Azerbaijan,TOTAL,ARTIFICIAL,229.81
2018,Azerbaijan,TOTAL,SHRUB_COVERED,2940.45
2018,Azerbaijan,ALPINE,TREE_COVERED,34.33
2018,Azerbaijan,NIVAL,TERRESTRIAL_BARREN,5.03
2018,Azerbaijan,REMAIN_MOUNT,SPARSE_NAT_VEG,665.16
2018,Azerbaijan,ALPINE,TERRESTRIAL_BARREN,89.43
2018,Azerbaijan,NIVAL,SPARSE_NAT_VEG,5.55
2018,Azerbaijan,ALPINE,SHRUB_COVERED,74.6
2018,Azerbaijan,MONTANE,MGCI,36406.14
2018,Azerbaijan,REMAIN_MOUNT,SHRUB_COVERED,58.4
2018,Azerbaijan,REMAIN_MOUNT,ARTIFICIAL,25.91
2018,Azerbaijan,TOTAL,MGCI,37409.61
2018,Azerbaijan,MONTANE,SHRUB_COVERED,2807.45
2018,Azerbaijan,REMAIN_MOUNT,MGCI,848.42
2018,Azerbaijan,REMAIN_MOUNT,CROPLAND,698.86
2018,Azerbaijan,TOTAL,GRASSLAND,3322.66
2018,Azerbaijan,MONTANE,TERRESTRIAL_BARREN,580.34
2018,Azerbaijan,MONTANE,TREE_COVERED,8966.26
2000,Austria,ALPINE,TERRESTRIAL_BARREN,544.55
2000,Austria,MONTANE,GRASSLAND,7996.29
2000,Austria,TOTAL,HERB_AQUA_FLOOD,7.29
2000,Austria,MONTANE,INLAND_WATER,319.79
2000,Austria,TOTAL,ARTIFICIAL,400.89
2000,Austria,TOTAL,GRASSLAND,11016.57
2000,Austria,MONTANE,TREE_COVERED,37946.7
2000,Austria,TOTAL,INLAND_WATER,332.82
2000,Austria,ALPINE,INLAND_WATER,7.3
2000,Austria,MONTANE,CROPLAND,4008.47
2000,Austria,ALPINE,CROPLAND,186.45
2000,Austria,TOTAL,MGCI,55671.14
2000,Austria,TOTAL,SPARSE_NAT_VEG,1166.96
2000,Austria,ALPINE,SPARSE_NAT_VEG,356.75
2000,Austria,ALPINE,TREE_COVERED,1996.91
2000,Austria,TOTAL,CROPLAND,4228.05
2000,Austria,NIVAL,GLACIERS,326.08
2000,Austria,MONTANE,GLACIERS,5.22
2000,Austria,TOTAL,GLACIERS,359.95
2000,Austria,NIVAL,SPARSE_NAT_VEG,515.75
2000,Austria,TOTAL,TREE_COVERED,40419.23
2000,Austria,NIVAL,TERRESTRIAL_BARREN,1043.28
2000,Austria,MONTANE,SPARSE_NAT_VEG,294.46
2000,Austria,TOTAL,TERRESTRIAL_BARREN,2020.36
2000,Austria,NIVAL,TREE_COVERED,475.62
2000,Austria,MONTANE,TERRESTRIAL_BARREN,432.54
2000,Austria,NIVAL,CROPLAND,33.13
2000,Austria,ALPINE,HERB_AQUA_FLOOD,0.26
2000,Austria,NIVAL,INLAND_WATER,5.74
2000,Austria,MONTANE,MGCI,49958.5
2000,Austria,ALPINE,MGCI,4098.16
2000,Austria,NIVAL,MGCI,1614.48
2000,Austria,ALPINE,GLACIERS,28.64
2000,Austria,ALPINE,GRASSLAND,1914.54
2000,Austria,NIVAL,GRASSLAND,1105.74
2000,Austria,MONTANE,ARTIFICIAL,400.89
2000,Austria,MONTANE,HERB_AQUA_FLOOD,7.03
2005,Austria,NIVAL,TREE_COVERED,470.61
2005,Austria,MONTANE,MGCI,49569.87
2005,Austria,NIVAL,TERRESTRIAL_BARREN,1044.71
2005,Austria,ALPINE,HERB_AQUA_FLOOD,0.26
2005,Austria,ALPINE,MGCI,4098.29
2005,Austria,MONTANE,GLACIERS,5.22
2005,Austria,ALPINE,TREE_COVERED,1974.63
2005,Austria,TOTAL,SPARSE_NAT_VEG,1168.35
2005,Austria,TOTAL,ARTIFICIAL,786.68
2005,Austria,NIVAL,CROPLAND,33.84
2005,Austria,MONTANE,CROPLAND,3964.8
2005,Austria,ALPINE,CROPLAND,185.74
2005,Austria,MONTANE,INLAND_WATER,318.95
2005,Austria,MONTANE,ARTIFICIAL,785.97
2005,Austria,TOTAL,TERRESTRIAL_BARREN,2024.6
2005,Austria,ALPINE,INLAND_WATER,7.3
2005,Austria,NIVAL,GRASSLAND,1107.94
2005,Austria,ALPINE,GRASSLAND,1937.66
2005,Austria,TOTAL,CROPLAND,4184.38
2005,Austria,MONTANE,TERRESTRIAL_BARREN,435.34
2005,Austria,NIVAL,SPARSE_NAT_VEG,516.27
2005,Austria,NIVAL,GLACIERS,326.08
2005,Austria,ALPINE,TERRESTRIAL_BARREN,544.55
2005,Austria,ALPINE,SPARSE_NAT_VEG,356.04
2005,Austria,MONTANE,GRASSLAND,8320.55
2005,Austria,TOTAL,GRASSLAND,11366.16
2005,Austria,TOTAL,GLACIERS,359.95
2005,Austria,MONTANE,SPARSE_NAT_VEG,296.04
2005,Austria,NIVAL,ARTIFICIAL,0.13
2005,Austria,MONTANE,HERB_AQUA_FLOOD,7.54
2005,Austria,NIVAL,MGCI,1612.4
2005,Austria,ALPINE,GLACIERS,28.64
2005,Austria,TOTAL,MGCI,55280.56
2005,Austria,NIVAL,INLAND_WATER,5.74
2005,Austria,TOTAL,TREE_COVERED,39722.22
2005,Austria,TOTAL,HERB_AQUA_FLOOD,7.8
2005,Austria,TOTAL,INLAND_WATER,331.98
2005,Austria,ALPINE,ARTIFICIAL,0.58
2005,Austria,MONTANE,TREE_COVERED,37276.98
2010,Austria,NIVAL,TREE_COVERED,470.48
2010,Austria,ALPINE,INLAND_WATER,7.3
2010,Austria,ALPINE,HERB_AQUA_FLOOD,0.26
2010,Austria,MONTANE,MGCI,49533.75
2010,Austria,MONTANE,INLAND_WATER,318.69
2010,Austria,NIVAL,INLAND_WATER,5.74
2010,Austria,ALPINE,GLACIERS,28.64
2010,Austria,MONTANE,HERB_AQUA_FLOOD,7.67
2010,Austria,TOTAL,ARTIFICIAL,824.04
2010,Austria,TOTAL,INLAND_WATER,331.73
2010,Austria,ALPINE,ARTIFICIAL,0.71
2010,Austria,TOTAL,MGCI,55246.15
2010,Austria,ALPINE,GRASSLAND,1947.65
2010,Austria,ALPINE,TREE_COVERED,1964.83
2010,Austria,TOTAL,SPARSE_NAT_VEG,1168.65
2010,Austria,ALPINE,TERRESTRIAL_BARREN,544.54
2010,Austria,ALPINE,SPARSE_NAT_VEG,357.07
2010,Austria,MONTANE,TERRESTRIAL_BARREN,434.44
2010,Austria,ALPINE,CROPLAND,184.39
2010,Austria,TOTAL,TREE_COVERED,39503.76
2010,Austria,MONTANE,TREE_COVERED,37068.44
2010,Austria,MONTANE,CROPLAND,3975.15
2010,Austria,MONTANE,ARTIFICIAL,823.13
2010,Austria,NIVAL,GRASSLAND,1110.62
2010,Austria,NIVAL,CROPLAND,34.17
2010,Austria,TOTAL,HERB_AQUA_FLOOD,7.93
2010,Austria,NIVAL,GLACIERS,326.08
2010,Austria,TOTAL,GLACIERS,359.95
2010,Austria,MONTANE,GRASSLAND,8482.49
2010,Austria,MONTANE,GLACIERS,5.22
2010,Austria,ALPINE,MGCI,4097.14
2010,Austria,NIVAL,ARTIFICIAL,0.2
2010,Austria,TOTAL,GRASSLAND,11540.76
2010,Austria,TOTAL,CROPLAND,4193.71
