Year,GeoAreaName,Activity,Value
2008,France,ISIC4_C,0.196
2009,France,ISIC4_C,0.163
2010,France,ISIC4_C,0.175
2011,France,ISIC4_C,0.187
2012,France,ISIC4_C,0.178
2013,France,ISIC4_C,0.183
2014,France,ISIC4_C,0.17
2015,France,ISIC4_C,0.161
2007,Bosnia and Herzegovina,ISIC4_C,0.797
2008,Bosnia and Herzegovina,ISIC4_C,0.792
2009,Bosnia and Herzegovina,ISIC4_C,0.89
2010,Bosnia and Herzegovina,ISIC4_C,0.977
2011,Bosnia and Herzegovina,ISIC4_C,1.087
2012,Bosnia and Herzegovina,ISIC4_C,1.109
2013,Bosnia and Herzegovina,ISIC4_C,1.238
2014,Bosnia and Herzegovina,ISIC4_C,1.074
2016,France,ISIC4_C,0.167
2017,France,ISIC4_C,0.145
2018,France,ISIC4_C,0.139
2019,France,ISIC4_C,0.129
2020,France,ISIC4_C,0.139
2000,Georgia,ISIC4_C,1.155
2001,Georgia,ISIC4_C,0.555
2002,Georgia,ISIC4_C,0.402
2003,Georgia,ISIC4_C,0.502
2004,Georgia,ISIC4_C,0.362
2005,Georgia,ISIC4_C,0.358
2006,Georgia,ISIC4_C,0.469
2007,Georgia,ISIC4_C,0.444
2008,Georgia,ISIC4_C,0.595
2009,Georgia,ISIC4_C,0.692
2010,Georgia,ISIC4_C,0.54
2001,Romania,ISIC4_C,0.893
2002,Romania,ISIC4_C,0.879
2003,Romania,ISIC4_C,0.815
2004,Romania,ISIC4_C,0.755
2005,Romania,ISIC4_C,0.73
2006,Romania,ISIC4_C,0.614
2007,Romania,ISIC4_C,0.596
2008,Romania,ISIC4_C,0.497
2009,Romania,ISIC4_C,0.361
2010,Romania,ISIC4_C,0.364
2011,Romania,ISIC4_C,0.338
2012,Romania,ISIC4_C,0.386
2013,Romania,ISIC4_C,0.365
2014,Romania,ISIC4_C,0.337
2015,Romania,ISIC4_C,0.318
2016,Romania,ISIC4_C,0.297
2011,Georgia,ISIC4_C,0.842
2012,Georgia,ISIC4_C,0.793
2013,Georgia,ISIC4_C,1.149
2014,Georgia,ISIC4_C,1.042
2015,Georgia,ISIC4_C,1.184
2016,Georgia,ISIC4_C,1.047
2017,Georgia,ISIC4_C,1.13
2018,Georgia,ISIC4_C,1.133
2019,Georgia,ISIC4_C,0.962
2020,Georgia,ISIC4_C,0.963
2000,Germany,ISIC4_C,0.185
2001,Germany,ISIC4_C,0.172
2002,Germany,ISIC4_C,0.175
2003,Germany,ISIC4_C,0.181
2004,Germany,ISIC4_C,0.171
2005,Germany,ISIC4_C,0.165
2006,Germany,ISIC4_C,0.155
2007,Germany,ISIC4_C,0.148
2008,Germany,ISIC4_C,0.157
2009,Germany,ISIC4_C,0.17
2010,Germany,ISIC4_C,0.159
2011,Germany,ISIC4_C,0.145
2012,Germany,ISIC4_C,0.144
2013,Germany,ISIC4_C,0.143
2014,Germany,ISIC4_C,0.132
2015,Germany,ISIC4_C,0.137
2016,Germany,ISIC4_C,0.129
2017,Germany,ISIC4_C,0.127
2018,Germany,ISIC4_C,0.125
2019,Germany,ISIC4_C,0.119
2020,Germany,ISIC4_C,0.126
2000,Greece,ISIC4_C,0.415
2017,Romania,ISIC4_C,0.278
2018,Romania,ISIC4_C,0.278
2019,Romania,ISIC4_C,0.288
2020,Romania,ISIC4_C,0.324
2000,Serbia,ISIC4_C,1.188
2001,Serbia,ISIC4_C,1.315
2002,Serbia,ISIC4_C,1.297
2003,Serbia,ISIC4_C,1.531
2001,Greece,ISIC4_C,0.383
2002,Greece,ISIC4_C,0.346
2003,Greece,ISIC4_C,0.329
2004,Greece,ISIC4_C,0.312
2005,Greece,ISIC4_C,0.304
2006,Greece,ISIC4_C,0.317
2007,Greece,ISIC4_C,0.347
2008,Greece,ISIC4_C,0.306
2009,Greece,ISIC4_C,0.236
2010,Greece,ISIC4_C,0.287
2011,Greece,ISIC4_C,0.29
2012,Greece,ISIC4_C,0.321
2013,Greece,ISIC4_C,0.331
2014,Greece,ISIC4_C,0.334
2015,Greece,ISIC4_C,0.349
2016,Greece,ISIC4_C,0.376
2004,Serbia,ISIC4_C,1.738
2005,Serbia,ISIC4_C,1.205
2006,Serbia,ISIC4_C,1.348
2007,Serbia,ISIC4_C,1.316
2008,Serbia,ISIC4_C,1.172
2009,Serbia,ISIC4_C,0.703
2010,Serbia,ISIC4_C,0.838
2011,Serbia,ISIC4_C,0.937
2012,Serbia,ISIC4_C,0.826
2013,Serbia,ISIC4_C,0.611
2014,Serbia,ISIC4_C,0.625
2015,Serbia,ISIC4_C,0.557
2016,Serbia,ISIC4_C,0.617
2017,Serbia,ISIC4_C,0.558
2018,Serbia,ISIC4_C,0.607
2019,Serbia,ISIC4_C,0.486
2017,Greece,ISIC4_C,0.284
2018,Greece,ISIC4_C,0.259
2019,Greece,ISIC4_C,0.236
2020,Greece,ISIC4_C,0.205
2000,Hungary,ISIC4_C,0.34
2001,Hungary,ISIC4_C,0.337
2002,Hungary,ISIC4_C,0.316
2003,Hungary,ISIC4_C,0.283
2020,Serbia,ISIC4_C,0.385
2000,Slovakia,ISIC4_C,2.074
2001,Slovakia,ISIC4_C,1.539
2002,Slovakia,ISIC4_C,1.6
2003,Slovakia,ISIC4_C,1.32
2004,Slovakia,ISIC4_C,1.033
2005,Slovakia,ISIC4_C,0.923
2006,Slovakia,ISIC4_C,0.818
2004,Hungary,ISIC4_C,0.264
2005,Hungary,ISIC4_C,0.254
2006,Hungary,ISIC4_C,0.231
2007,Hungary,ISIC4_C,0.216
2008,Hungary,ISIC4_C,0.217
2009,Hungary,ISIC4_C,0.192
2010,Hungary,ISIC4_C,0.188
2011,Hungary,ISIC4_C,0.238
2012,Hungary,ISIC4_C,0.21
2013,Hungary,ISIC4_C,0.238
2014,Hungary,ISIC4_C,0.208
2015,Hungary,ISIC4_C,0.207
2016,Hungary,ISIC4_C,0.206
2017,Hungary,ISIC4_C,0.223
2018,Hungary,ISIC4_C,0.222
2019,Hungary,ISIC4_C,0.214
2020,Hungary,ISIC4_C,0.229
2000,Iceland,ISIC4_C,0.487
2001,Iceland,ISIC4_C,0.475
2002,Iceland,ISIC4_C,0.525
2003,Iceland,ISIC4_C,0.473
2004,Iceland,ISIC4_C,0.455
2005,Iceland,ISIC4_C,0.451
2006,Iceland,ISIC4_C,0.392
2007,Slovakia,ISIC4_C,0.731
2008,Slovakia,ISIC4_C,0.688
2009,Slovakia,ISIC4_C,0.651
2010,Slovakia,ISIC4_C,0.537
2011,Slovakia,ISIC4_C,0.51
2012,Slovakia,ISIC4_C,0.523
2013,Slovakia,ISIC4_C,0.541
2014,Slovakia,ISIC4_C,0.463
2007,Iceland,ISIC4_C,0.376
2008,Iceland,ISIC4_C,0.296
2009,Iceland,ISIC4_C,0.278
2010,Iceland,ISIC4_C,0.279
2011,Iceland,ISIC4_C,0.252
2012,Iceland,ISIC4_C,0.256
2013,Iceland,ISIC4_C,0.275
2014,Iceland,ISIC4_C,0.275
2015,Slovakia,ISIC4_C,0.404
2016,Slovakia,ISIC4_C,0.42
2017,Slovakia,ISIC4_C,0.441
2018,Slovakia,ISIC4_C,0.419
2019,Slovakia,ISIC4_C,0.347
2020,Slovakia,ISIC4_C,0.395
2000,Slovenia,ISIC4_C,0.348
2001,Slovenia,ISIC4_C,0.307
2002,Slovenia,ISIC4_C,0.261
2003,Slovenia,ISIC4_C,0.293
2004,Slovenia,ISIC4_C,0.282
2005,Slovenia,ISIC4_C,0.284
2006,Slovenia,ISIC4_C,0.281
2007,Slovenia,ISIC4_C,0.238
2008,Slovenia,ISIC4_C,0.225
2009,Slovenia,ISIC4_C,0.228
2015,Iceland,ISIC4_C,0.235
2016,Iceland,ISIC4_C,0.022
2017,Iceland,ISIC4_C,0.011
2018,Iceland,ISIC4_C,0.01
2019,Iceland,ISIC4_C,0.011
2020,Iceland,ISIC4_C,0.017
2000,Ireland,ISIC4_C,0.11
2001,Ireland,ISIC4_C,0.104
2002,Ireland,ISIC4_C,0.087
2003,Ireland,ISIC4_C,0.091
2004,Ireland,ISIC4_C,0.093
2005,Ireland,ISIC4_C,0.09
2006,Ireland,ISIC4_C,0.088
2007,Ireland,ISIC4_C,0.076
2008,Ireland,ISIC4_C,0.083
2009,Ireland,ISIC4_C,0.065
2010,Slovenia,ISIC4_C,0.217
2011,Slovenia,ISIC4_C,0.193
2012,Slovenia,ISIC4_C,0.19
2013,Slovenia,ISIC4_C,0.193
2014,Slovenia,ISIC4_C,0.185
2015,Slovenia,ISIC4_C,0.176
2016,Slovenia,ISIC4_C,0.169
2017,Slovenia,ISIC4_C,0.168
2010,Ireland,ISIC4_C,0.065
2011,Ireland,ISIC4_C,0.055
2012,Ireland,ISIC4_C,0.057
2013,Ireland,ISIC4_C,0.063
2014,Ireland,ISIC4_C,0.061
2015,Ireland,ISIC4_C,0.033
2016,Ireland,ISIC4_C,0.035
2017,Ireland,ISIC4_C,0.035
2018,Ireland,ISIC4_C,0.033
2019,Ireland,ISIC4_C,0.032
2020,Ireland,ISIC4_C,0.025
2000,Italy,ISIC4_C,0.253
2001,Italy,ISIC4_C,0.245
2002,Italy,ISIC4_C,0.243
2003,Italy,ISIC4_C,0.271
2004,Italy,ISIC4_C,0.238
2018,Slovenia,ISIC4_C,0.174
2019,Slovenia,ISIC4_C,0.161
2020,Slovenia,ISIC4_C,0.157
2000,Spain,ISIC4_C,0.318
2001,Spain,ISIC4_C,0.335
2002,Spain,ISIC4_C,0.334
2003,Spain,ISIC4_C,0.346
2004,Spain,ISIC4_C,0.347
2005,Italy,ISIC4_C,0.23
2006,Italy,ISIC4_C,0.204
2007,Italy,ISIC4_C,0.194
2008,Italy,ISIC4_C,0.189
2009,Italy,ISIC4_C,0.176
2010,Italy,ISIC4_C,0.17
2011,Italy,ISIC4_C,0.162
2012,Italy,ISIC4_C,0.163
2005,Spain,ISIC4_C,0.345
2006,Spain,ISIC4_C,0.268
2007,Spain,ISIC4_C,0.292
2008,Spain,ISIC4_C,0.279
2009,Spain,ISIC4_C,0.259
2010,Spain,ISIC4_C,0.277
2011,Spain,ISIC4_C,0.275
2012,Spain,ISIC4_C,0.256
2013,Italy,ISIC4_C,0.145
2014,Italy,ISIC4_C,0.133
2015,Italy,ISIC4_C,0.129
2016,Italy,ISIC4_C,0.125
2017,Italy,ISIC4_C,0.111
2018,Italy,ISIC4_C,0.11
2019,Italy,ISIC4_C,0.107
2020,Italy,ISIC4_C,0.117
2013,Spain,ISIC4_C,0.249
2014,Spain,ISIC4_C,0.225
2015,Spain,ISIC4_C,0.198
2016,Spain,ISIC4_C,0.207
2017,Spain,ISIC4_C,0.204
2018,Spain,ISIC4_C,0.209
2019,Spain,ISIC4_C,0.207
2020,Spain,ISIC4_C,0.225
2000,Kazakhstan,ISIC4_C,2.169
2001,Kazakhstan,ISIC4_C,2.618
2002,Kazakhstan,ISIC4_C,1.739
2003,Kazakhstan,ISIC4_C,2.055
2004,Kazakhstan,ISIC4_C,2.483
2005,Kazakhstan,ISIC4_C,2.663
2006,Kazakhstan,ISIC4_C,1.693
2007,Kazakhstan,ISIC4_C,2.308
2000,Sweden,ISIC4_C,0.223
2001,Sweden,ISIC4_C,0.201
2002,Sweden,ISIC4_C,0.196
2003,Sweden,ISIC4_C,0.183
2004,Sweden,ISIC4_C,0.175
2005,Sweden,ISIC4_C,0.14
2006,Sweden,ISIC4_C,0.117
2007,Sweden,ISIC4_C,0.112
2008,Kazakhstan,ISIC4_C,4.123
2009,Kazakhstan,ISIC4_C,3.287
2010,Kazakhstan,ISIC4_C,3.166
2011,Kazakhstan,ISIC4_C,3.594
2012,Kazakhstan,ISIC4_C,3.161
2013,Kazakhstan,ISIC4_C,3.446
2014,Kazakhstan,ISIC4_C,2.241
2015,Kazakhstan,ISIC4_C,1.54
2008,Sweden,ISIC4_C,0.11
2009,Sweden,ISIC4_C,0.102
2010,Sweden,ISIC4_C,0.111
2011,Sweden,ISIC4_C,0.1
2012,Sweden,ISIC4_C,0.097
2013,Sweden,ISIC4_C,0.094
2014,Sweden,ISIC4_C,0.088
2015,Sweden,ISIC4_C,0.087
2016,Kazakhstan,ISIC4_C,1.258
2017,Kazakhstan,ISIC4_C,1.336
2018,Kazakhstan,ISIC4_C,1.226
2019,Kazakhstan,ISIC4_C,0.973
2020,Kazakhstan,ISIC4_C,0.964
2000,Kyrgyzstan,ISIC4_C,1
2001,Kyrgyzstan,ISIC4_C,0.677
2002,Kyrgyzstan,ISIC4_C,1.825
2003,Kyrgyzstan,ISIC4_C,1.746
2004,Kyrgyzstan,ISIC4_C,1.617
2005,Kyrgyzstan,ISIC4_C,0.88
2006,Kyrgyzstan,ISIC4_C,0.997
2007,Kyrgyzstan,ISIC4_C,1.259
2008,Kyrgyzstan,ISIC4_C,1.116
2009,Kyrgyzstan,ISIC4_C,0.475
2010,Kyrgyzstan,ISIC4_C,0.657
2016,Sweden,ISIC4_C,0.081
2017,Sweden,ISIC4_C,0.08
2018,Sweden,ISIC4_C,0.078
2019,Sweden,ISIC4_C,0.081
2020,Sweden,ISIC4_C,0.08
2000,Switzerland,ISIC4_C,0.063
2001,Switzerland,ISIC4_C,0.063
2002,Switzerland,ISIC4_C,0.055
2011,Kyrgyzstan,ISIC4_C,0.57
2012,Kyrgyzstan,ISIC4_C,2.119
2013,Kyrgyzstan,ISIC4_C,0.66
2014,Kyrgyzstan,ISIC4_C,1.259
2015,Kyrgyzstan,ISIC4_C,1.758
2016,Kyrgyzstan,ISIC4_C,0.775
2017,Kyrgyzstan,ISIC4_C,0.632
2018,Kyrgyzstan,ISIC4_C,0.934
2003,Switzerland,ISIC4_C,0.058
