Year,GeoAreaName,Education level,Type of skill,Value
2015,Czechia,LOWSEC,SKILL_READ,0.6559
2015,Czechia,PRIMAR,SKILL_MATH,0.68722
2016,Czechia,PRIMAR,SKILL_READ,0.8633
2018,Czechia,LOWSEC,SKILL_MATH,0.6636
2018,Czechia,LOWSEC,SKILL_READ,0.677
2019,Czechia,PRIMAR,SKILL_MATH,0.65603
2000,Denmark,LOWSEC,SKILL_MATH,0.75599
2000,Denmark,LOWSEC,SKILL_READ,0.70428
2003,Denmark,LOWSEC,SKILL_MATH,0.70837
2003,Denmark,LOWSEC,SKILL_READ,0.69907
2006,Denmark,LOWSEC,SKILL_READ,0.79214
2006,Denmark,GRAD23,SKILL_READ,0.9786
2006,Denmark,LOWSEC,SKILL_MATH,0.78438
2007,Denmark,GRAD23,SKILL_MATH,0.81605
2009,Denmark,LOWSEC,SKILL_MATH,0.73245
2009,Denmark,LOWSEC,SKILL_READ,0.75168
2011,Denmark,GRAD23,SKILL_READ,0.95941
2011,Denmark,GRAD23,SKILL_MATH,0.67631
2012,Denmark,LOWSEC,SKILL_MATH,0.72793
2012,Denmark,LOWSEC,SKILL_READ,0.76893
2015,Denmark,LOWSEC,SKILL_READ,0.81375
2015,Denmark,LOWSEC,SKILL_MATH,0.8176
2015,Denmark,GRAD23,SKILL_MATH,0.66041
2016,Denmark,GRAD23,SKILL_READ,0.96683
2018,Denmark,LOWSEC,SKILL_READ,0.78296
2018,Denmark,LOWSEC,SKILL_MATH,0.79653
2019,Denmark,GRAD23,SKILL_MATH,0.81865
2015,Estonia,LOWSEC,SKILL_READ,0.88529
2015,Estonia,LOWSEC,SKILL_MATH,0.84189
2018,Estonia,LOWSEC,SKILL_MATH,0.88171
2018,Estonia,LOWSEC,SKILL_READ,0.89544
2000,Finland,LOWSEC,SKILL_READ,0.91543
2000,Finland,LOWSEC,SKILL_MATH,0.90358
2003,Finland,LOWSEC,SKILL_MATH,0.89486
2003,Finland,LOWSEC,SKILL_READ,0.91311
2006,Finland,LOWSEC,SKILL_READ,0.93276
2006,Finland,LOWSEC,SKILL_MATH,0.90823
2009,Finland,LOWSEC,SKILL_MATH,0.90107
2009,Finland,LOWSEC,SKILL_READ,0.88569
2011,Finland,PRIMAR,SKILL_MATH,0.84481
2011,Finland,PRIMAR,SKILL_READ,0.99401
2012,Finland,LOWSEC,SKILL_MATH,0.82475
2012,Finland,LOWSEC,SKILL_READ,0.85039
2015,Finland,LOWSEC,SKILL_READ,0.85138
2015,Finland,PRIMAR,SKILL_MATH,1.02971
2015,Finland,LOWSEC,SKILL_MATH,0.81166
2016,Finland,PRIMAR,SKILL_READ,0.97918
2018,Finland,LOWSEC,SKILL_MATH,0.79928
2018,Finland,LOWSEC,SKILL_READ,0.84608
2019,Finland,PRIMAR,SKILL_MATH,0.73803
2000,France,LOWSEC,SKILL_READ,0.73027
2000,France,LOWSEC,SKILL_MATH,0.76076
2001,France,PRIMAR,SKILL_READ,0.87084
2003,France,LOWSEC,SKILL_MATH,0.68012
2003,France,LOWSEC,SKILL_READ,0.66267
2006,France,LOWSEC,SKILL_READ,0.6261
2006,France,LOWSEC,SKILL_MATH,0.58405
2006,France,PRIMAR,SKILL_READ,0.90458
2009,France,LOWSEC,SKILL_MATH,0.60431
2009,France,LOWSEC,SKILL_READ,0.65103
2011,France,PRIMAR,SKILL_READ,0.91014
2012,France,LOWSEC,SKILL_MATH,0.60273
2012,France,LOWSEC,SKILL_READ,0.66567
2015,France,PRIMAR,SKILL_MATH,0.5218
2015,France,LOWSEC,SKILL_READ,0.65857
2015,France,LOWSEC,SKILL_MATH,0.62166
2016,France,PRIMAR,SKILL_READ,0.91512
2018,France,LOWSEC,SKILL_MATH,0.64375
2018,France,LOWSEC,SKILL_READ,0.69706
2019,France,PRIMAR,SKILL_MATH,0.54467
2006,Georgia,PRIMAR,SKILL_READ,0.83485
2007,Georgia,PRIMAR,SKILL_MATH,1.05089
2009,Georgia,LOWSEC,SKILL_READ,0.36177
2009,Georgia,LOWSEC,SKILL_MATH,0.32446
2011,Georgia,PRIMAR,SKILL_MATH,0.7492
2011,Georgia,PRIMAR,SKILL_READ,0.9659
2015,Georgia,PRIMAR,SKILL_MATH,0.65155
2015,Georgia,LOWSEC,SKILL_READ,0.44882
2015,Georgia,LOWSEC,SKILL_MATH,0.3699
2016,Georgia,PRIMAR,SKILL_READ,0.96618
2018,Georgia,LOWSEC,SKILL_MATH,0.39693
2018,Georgia,LOWSEC,SKILL_READ,0.39097
2019,Georgia,PRIMAR,SKILL_MATH,0.84561
2000,Germany,LOWSEC,SKILL_MATH,0.49902
2000,Germany,LOWSEC,SKILL_READ,0.55181
2001,Germany,PRIMAR,SKILL_READ,0.92116
2003,Germany,LOWSEC,SKILL_MATH,0.60117
2003,Germany,LOWSEC,SKILL_READ,0.60627
2006,Germany,LOWSEC,SKILL_READ,0.63257
2006,Germany,LOWSEC,SKILL_MATH,0.62424
2006,Germany,PRIMAR,SKILL_READ,0.75452
2007,Germany,PRIMAR,SKILL_MATH,0.5534
2009,Germany,LOWSEC,SKILL_READ,0.64786
2009,Germany,LOWSEC,SKILL_MATH,0.62906
2011,Germany,PRIMAR,SKILL_MATH,0.55013
2011,Germany,PRIMAR,SKILL_READ,0.88339
2012,Germany,LOWSEC,SKILL_READ,0.76668
2012,Germany,LOWSEC,SKILL_MATH,0.69128
2015,Germany,LOWSEC,SKILL_MATH,0.75515
2015,Germany,LOWSEC,SKILL_READ,0.79995
2015,Germany,PRIMAR,SKILL_MATH,0.67866
2016,Germany,PRIMAR,SKILL_READ,0.81756
2018,Germany,LOWSEC,SKILL_READ,0.705
2018,Germany,LOWSEC,SKILL_MATH,0.68252
2019,Germany,PRIMAR,SKILL_MATH,0.5206
2000,Greece,LOWSEC,SKILL_READ,0.68283
2000,Greece,LOWSEC,SKILL_MATH,0.50983
2001,Greece,PRIMAR,SKILL_READ,0.95322
2003,Greece,LOWSEC,SKILL_MATH,0.48128
2003,Greece,LOWSEC,SKILL_READ,0.6766
2006,Greece,LOWSEC,SKILL_READ,0.6309
2006,Greece,LOWSEC,SKILL_MATH,0.5089
2009,Greece,LOWSEC,SKILL_MATH,0.59668
2009,Greece,LOWSEC,SKILL_READ,0.6695
2012,Greece,LOWSEC,SKILL_READ,0.68064
2012,Greece,LOWSEC,SKILL_MATH,0.52051
2015,Greece,LOWSEC,SKILL_MATH,0.60008
2015,Greece,LOWSEC,SKILL_READ,0.63769
2018,Greece,LOWSEC,SKILL_READ,0.63257
2018,Greece,LOWSEC,SKILL_MATH,0.57279
2000,Hungary,LOWSEC,SKILL_READ,0.54199
2001,Hungary,PRIMAR,SKILL_READ,0.96317
2003,Hungary,LOWSEC,SKILL_READ,0.60329
2003,Hungary,PRIMAR,SKILL_MATH,0.7844
2003,Hungary,LOWSEC,SKILL_MATH,0.76782
2006,Hungary,LOWSEC,SKILL_READ,0.59983
2006,Hungary,PRIMAR,SKILL_READ,0.92399
2007,Hungary,LOWSEC,SKILL_MATH,0.67982
2007,Hungary,PRIMAR,SKILL_MATH,0.58794
2009,Hungary,LOWSEC,SKILL_READ,0.59894
2011,Hungary,PRIMAR,SKILL_READ,0.88068
2011,Hungary,PRIMAR,SKILL_MATH,0.6002
2011,Hungary,LOWSEC,SKILL_MATH,0.5147
2012,Hungary,LOWSEC,SKILL_READ,0.60651
2015,Hungary,LOWSEC,SKILL_READ,0.55173
2015,Hungary,LOWSEC,SKILL_MATH,0.52673
2015,Hungary,PRIMAR,SKILL_MATH,0.59845
2016,Hungary,PRIMAR,SKILL_READ,0.93555
2018,Hungary,LOWSEC,SKILL_READ,0.58132
2019,Hungary,PRIMAR,SKILL_MATH,0.48292
2019,Hungary,LOWSEC,SKILL_MATH,0.42186
2000,Iceland,LOWSEC,SKILL_MATH,0.86593
2000,Iceland,LOWSEC,SKILL_READ,0.85946
2001,Iceland,GRAD23,SKILL_READ,1.06839
2003,Iceland,LOWSEC,SKILL_MATH,0.82745
2003,Iceland,LOWSEC,SKILL_READ,0.85186
2006,Iceland,LOWSEC,SKILL_READ,0.79961
2006,Iceland,LOWSEC,SKILL_MATH,0.78843
2006,Iceland,GRAD23,SKILL_READ,0.94164
2009,Iceland,LOWSEC,SKILL_MATH,0.79746
2009,Iceland,LOWSEC,SKILL_READ,0.8372
2012,Iceland,LOWSEC,SKILL_READ,0.78555
2012,Iceland,LOWSEC,SKILL_MATH,0.75299
2015,Iceland,LOWSEC,SKILL_MATH,0.77992
2015,Iceland,LOWSEC,SKILL_READ,0.82258
2018,Iceland,LOWSEC,SKILL_READ,0.7323
2018,Iceland,LOWSEC,SKILL_MATH,0.76399
2000,Ireland,LOWSEC,SKILL_MATH,0.766
2000,Ireland,LOWSEC,SKILL_READ,0.84724
2003,Ireland,LOWSEC,SKILL_READ,0.79212
2003,Ireland,LOWSEC,SKILL_MATH,0.69692
2006,Ireland,LOWSEC,SKILL_MATH,0.74327
2006,Ireland,LOWSEC,SKILL_READ,0.81699
2009,Ireland,LOWSEC,SKILL_READ,0.75565
2009,Ireland,LOWSEC,SKILL_MATH,0.68837
2011,Ireland,GRAD23,SKILL_MATH,0.75275
2011,Ireland,GRAD23,SKILL_READ,0.95633
2012,Ireland,LOWSEC,SKILL_MATH,0.71223
2012,Ireland,LOWSEC,SKILL_READ,0.81359
2015,Ireland,LOWSEC,SKILL_READ,0.84597
2015,Ireland,LOWSEC,SKILL_MATH,0.77805
2015,Ireland,GRAD23,SKILL_MATH,0.79886
2016,Ireland,GRAD23,SKILL_READ,0.96489
2018,Ireland,LOWSEC,SKILL_MATH,0.77503
2018,Ireland,LOWSEC,SKILL_READ,0.83875
2019,Ireland,GRAD23,SKILL_MATH,0.83688
2000,Italy,LOWSEC,SKILL_READ,0.75306
2001,Italy,PRIMAR,SKILL_READ,0.90706
2003,Italy,LOWSEC,SKILL_READ,0.6255
2003,Italy,LOWSEC,SKILL_MATH,0.59755
2003,Italy,PRIMAR,SKILL_MATH,0.87789
2006,Italy,PRIMAR,SKILL_READ,0.9864
2006,Italy,LOWSEC,SKILL_READ,0.6998
2007,Italy,LOWSEC,SKILL_MATH,0.41431
2007,Italy,PRIMAR,SKILL_MATH,0.80953
2009,Italy,LOWSEC,SKILL_READ,0.70057
2011,Italy,PRIMAR,SKILL_READ,0.99055
2011,Italy,PRIMAR,SKILL_MATH,0.954
2011,Italy,LOWSEC,SKILL_MATH,0.60151
2012,Italy,LOWSEC,SKILL_READ,0.73417
2015,Italy,LOWSEC,SKILL_READ,0.70419
2015,Italy,LOWSEC,SKILL_MATH,0.63853
2015,Italy,PRIMAR,SKILL_MATH,0.76093
2016,Italy,PRIMAR,SKILL_READ,0.97895
2018,Italy,LOWSEC,SKILL_READ,0.71899
2019,Italy,PRIMAR,SKILL_MATH,0.8168
2019,Italy,LOWSEC,SKILL_MATH,0.613
2007,Kazakhstan,PRIMAR,SKILL_MATH,1.17026
2009,Kazakhstan,LOWSEC,SKILL_MATH,0.41805
2009,Kazakhstan,LOWSEC,SKILL_READ,0.3808
2011,Kazakhstan,PRIMAR,SKILL_MATH,0.79132
2012,Kazakhstan,LOWSEC,SKILL_MATH,0.55877
2012,Kazakhstan,LOWSEC,SKILL_READ,0.36688
2015,Kazakhstan,PRIMAR,SKILL_MATH,0.81732
2016,Kazakhstan,PRIMAR,SKILL_READ,1.0008
2018,Kazakhstan,LOWSEC,SKILL_READ,0.56165
2018,Kazakhstan,LOWSEC,SKILL_MATH,0.74628
2019,Kazakhstan,PRIMAR,SKILL_MATH,0.83746
2000,Latvia,LOWSEC,SKILL_MATH,0.65548
2000,Latvia,LOWSEC,SKILL_READ,0.65382
2001,Latvia,PRIMAR,SKILL_READ,0.99584
2003,Latvia,LOWSEC,SKILL_READ,0.81215
2003,Latvia,LOWSEC,SKILL_MATH,0.7103
2003,Latvia,PRIMAR,SKILL_MATH,0.76397
2006,Latvia,LOWSEC,SKILL_MATH,0.7156
2006,Latvia,LOWSEC,SKILL_READ,0.73914
2006,Latvia,PRIMAR,SKILL_READ,0.982
2007,Latvia,PRIMAR,SKILL_MATH,0.72646
2009,Latvia,LOWSEC,SKILL_READ,0.7754
2009,Latvia,LOWSEC,SKILL_MATH,0.67667
2012,Latvia,LOWSEC,SKILL_MATH,0.7148
2012,Latvia,LOWSEC,SKILL_READ,0.74428
2015,Latvia,LOWSEC,SKILL_READ,0.80293
2015,Latvia,LOWSEC,SKILL_MATH,0.73995
2016,Latvia,PRIMAR,SKILL_READ,0.97786
2018,Latvia,LOWSEC,SKILL_MATH,0.77905
2018,Latvia,LOWSEC,SKILL_READ,0.78214
2019,Latvia,PRIMAR,SKILL_MATH,0.67224
2001,Lithuania,PRIMAR,SKILL_READ,0.95785
2003,Lithuania,PRIMAR,SKILL_MATH,0.77248
2006,Lithuania,LOWSEC,SKILL_READ,0.6435
2006,Lithuania,PRIMAR,SKILL_READ,0.98652
2006,Lithuania,LOWSEC,SKILL_MATH,0.63854
2009,Lithuania,LOWSEC,SKILL_MATH,0.59473
2009,Lithuania,LOWSEC,SKILL_READ,0.667
2011,Lithuania,PRIMAR,SKILL_READ,0.94784
2011,Lithuania,PRIMAR,SKILL_MATH,0.80367
2012,Lithuania,LOWSEC,SKILL_READ,0.71039
2012,Lithuania,LOWSEC,SKILL_MATH,0.60835
2015,Lithuania,LOWSEC,SKILL_MATH,0.68326
2015,Lithuania,LOWSEC,SKILL_READ,0.69735
2015,Lithuania,PRIMAR,SKILL_MATH,0.79332
2016,Lithuania,PRIMAR,SKILL_READ,0.91455
2018,Lithuania,LOWSEC,SKILL_READ,0.67645
2018,Lithuania,LOWSEC,SKILL_MATH,0.64529
2019,Lithuania,PRIMAR,SKILL_MATH,0.65034
2000,Luxembourg,LOWSEC,SKILL_MATH,0.48294
2000,Luxembourg,LOWSEC,SKILL_READ,0.4216
2003,Luxembourg,LOWSEC,SKILL_READ,0.58502
2003,Luxembourg,LOWSEC,SKILL_MATH,0.64653
2006,Luxembourg,LOWSEC,SKILL_MATH,0.61544
2006,Luxembourg,LOWSEC,SKILL_READ,0.56862
2009,Luxembourg,LOWSEC,SKILL_READ,0.55272
2009,Luxembourg,LOWSEC,SKILL_MATH,0.60713
2012,Luxembourg,LOWSEC,SKILL_MATH,0.58649
2012,Luxembourg,LOWSEC,SKILL_READ,0.6411
2015,Luxembourg,LOWSEC,SKILL_MATH,0.60661
2015,Luxembourg,LOWSEC,SKILL_READ,0.60261
2018,Luxembourg,LOWSEC,SKILL_READ,0.58258
2018,Luxembourg,LOWSEC,SKILL_MATH,0.59476
2009,Malta,LOWSEC,SKILL_READ,0.56898
2011,Malta,PRIMAR,SKILL_READ,0.66731
2011,Malta,PRIMAR,SKILL_MATH,0.67663
2015,Malta,LOWSEC,SKILL_READ,0.59718
2016,Malta,PRIMAR,SKILL_READ,0.92722
2018,Malta,LOWSEC,SKILL_READ,0.64493
2019,Malta,PRIMAR,SKILL_MATH,0.6128
2001,Republic of Moldova,PRIMAR,SKILL_READ,1.02064
2003,Republic of Moldova,PRIMAR,SKILL_MATH,1.10897
2006,Republic of Moldova,PRIMAR,SKILL_READ,1.00406
2009,Republic of Moldova,LOWSEC,SKILL_READ,0.37892
2009,Republic of Moldova,LOWSEC,SKILL_MATH,0.35052
2015,Republic of Moldova,LOWSEC,SKILL_MATH,0.4761
2015,Republic of Moldova,LOWSEC,SKILL_READ,0.48289
2018,Republic of Moldova,LOWSEC,SKILL_MATH,0.38107
2018,Republic of Moldova,LOWSEC,SKILL_READ,0.43878
2015,Montenegro,LOWSEC,SKILL_MATH,0.59865
2015,Montenegro,LOWSEC,SKILL_READ,0.64496
2018,Montenegro,LOWSEC,SKILL_READ,0.62797
2018,Montenegro,LOWSEC,SKILL_MATH,0.59556
2019,Montenegro,PRIMAR,SKILL_MATH,0.80506
2000,Netherlands,LOWSEC,SKILL_READ,0.82798
2000,Netherlands,LOWSEC,SKILL_MATH,0.86085
2001,Netherlands,PRIMAR,SKILL_READ,0.95058
2003,Netherlands,LOWSEC,SKILL_READ,0.81559
2003,Netherlands,LOWSEC,SKILL_MATH,0.81466
2003,Netherlands,PRIMAR,SKILL_MATH,0.71909
2006,Netherlands,LOWSEC,SKILL_MATH,0.78907
2006,Netherlands,PRIMAR,SKILL_READ,0.97408
2006,Netherlands,LOWSEC,SKILL_READ,0.76204
2007,Netherlands,PRIMAR,SKILL_MATH,0.63959
2009,Netherlands,LOWSEC,SKILL_READ,0.82515
2009,Netherlands,LOWSEC,SKILL_MATH,0.77643
2011,Netherlands,PRIMAR,SKILL_READ,0.98737
2011,Netherlands,PRIMAR,SKILL_MATH,0.81099
2012,Netherlands,LOWSEC,SKILL_READ,0.79348
2012,Netherlands,LOWSEC,SKILL_MATH,0.78697
2015,Netherlands,LOWSEC,SKILL_MATH,0.77436
2015,Netherlands,LOWSEC,SKILL_READ,0.77432
2015,Netherlands,PRIMAR,SKILL_MATH,0.93638
2016,Netherlands,PRIMAR,SKILL_READ,0.91728
2018,Netherlands,LOWSEC,SKILL_READ,0.73254
2018,Netherlands,LOWSEC,SKILL_MATH,0.77903
2019,Netherlands,PRIMAR,SKILL_MATH,0.84945
2000,Norway,LOWSEC,SKILL_MATH,0.77691
2000,Norway,LOWSEC,SKILL_READ,0.78945
2003,Norway,LOWSEC,SKILL_READ,0.75011
2003,Norway,LOWSEC,SKILL_MATH,0.71594
2006,Norway,LOWSEC,SKILL_READ,0.74986
2006,Norway,LOWSEC,SKILL_MATH,0.7371
2009,Norway,LOWSEC,SKILL_MATH,0.74858
2009,Norway,LOWSEC,SKILL_READ,0.80514
2011,Norway,GRAD23,SKILL_MATH,0.69581
2011,Norway,GRAD23,SKILL_READ,0.96525
2012,Norway,LOWSEC,SKILL_MATH,0.73659
2012,Norway,LOWSEC,SKILL_READ,0.83795
2015,Norway,LOWSEC,SKILL_READ,0.85418
2015,Norway,LOWSEC,SKILL_MATH,0.79911
2015,Norway,PRIMAR,SKILL_MATH,0.79076
2018,Norway,LOWSEC,SKILL_MATH,0.78398
2018,Norway,LOWSEC,SKILL_READ,0.80612
2019,Norway,GRAD23,SKILL_MATH,0.75237
2019,Norway,PRIMAR,SKILL_MATH,0.7246
2000,Poland,LOWSEC,SKILL_READ,0.68496
2000,Poland,LOWSEC,SKILL_MATH,0.58845
2003,Poland,LOWSEC,SKILL_MATH,0.63895
2003,Poland,LOWSEC,SKILL_READ,0.71388
2006,Poland,LOWSEC,SKILL_READ,0.74897
2006,Poland,PRIMAR,SKILL_READ,1.05173
2006,Poland,LOWSEC,SKILL_MATH,0.68218
2009,Poland,LOWSEC,SKILL_MATH,0.66571
2009,Poland,LOWSEC,SKILL_READ,0.75815
2011,Poland,PRIMAR,SKILL_READ,0.92972
2011,Poland,PRIMAR,SKILL_MATH,0.65872
2012,Poland,LOWSEC,SKILL_MATH,0.74024
2012,Poland,LOWSEC,SKILL_READ,0.82607
2015,Poland,LOWSEC,SKILL_READ,0.79174
2015,Poland,LOWSEC,SKILL_MATH,0.76216
2015,Poland,PRIMAR,SKILL_MATH,0.81375
2016,Poland,PRIMAR,SKILL_READ,0.9616
2018,Poland,LOWSEC,SKILL_READ,0.81008
2018,Poland,LOWSEC,SKILL_MATH,0.77565
2019,Poland,PRIMAR,SKILL_MATH,0.6495
2000,Portugal,LOWSEC,SKILL_MATH,0.53342
2000,Portugal,LOWSEC,SKILL_READ,0.63549
2003,Portugal,LOWSEC,SKILL_READ,0.6538
2003,Portugal,LOWSEC,SKILL_MATH,0.52417
2006,Portugal,LOWSEC,SKILL_MATH,0.55864
2006,Portugal,LOWSEC,SKILL_READ,0.61023
2009,Portugal,LOWSEC,SKILL_READ,0.72571
2009,Portugal,LOWSEC,SKILL_MATH,0.6247
2011,Portugal,PRIMAR,SKILL_MATH,0.78742
2011,Portugal,PRIMAR,SKILL_READ,0.96094
2012,Portugal,LOWSEC,SKILL_READ,0.67333
2012,Portugal,LOWSEC,SKILL_MATH,0.59721
2015,Portugal,LOWSEC,SKILL_MATH,0.67143
2015,Portugal,PRIMAR,SKILL_MATH,0.84736
2015,Portugal,LOWSEC,SKILL_READ,0.75535
2016,Portugal,PRIMAR,SKILL_READ,0.97159
2018,Portugal,LOWSEC,SKILL_READ,0.714
2018,Portugal,LOWSEC,SKILL_MATH,0.64781
2019,Portugal,PRIMAR,SKILL_MATH,0.81788
2001,Romania,PRIMAR,SKILL_READ,1.16366
2006,Romania,PRIMAR,SKILL_READ,0.80894
2006,Romania,LOWSEC,SKILL_READ,0.40922
2006,Romania,LOWSEC,SKILL_MATH,0.33588
2009,Romania,LOWSEC,SKILL_MATH,0.45031
2009,Romania,LOWSEC,SKILL_READ,0.49135
2011,Romania,PRIMAR,SKILL_READ,0.89925
2011,Romania,PRIMAR,SKILL_MATH,0.75789
2012,Romania,LOWSEC,SKILL_MATH,0.4425
2012,Romania,LOWSEC,SKILL_READ,0.49213
2015,Romania,LOWSEC,SKILL_READ,0.53503
2015,Romania,LOWSEC,SKILL_MATH,0.51317
2018,Romania,LOWSEC,SKILL_MATH,0.40135
2018,Romania,LOWSEC,SKILL_READ,0.46564
2011,Serbia,PRIMAR,SKILL_MATH,0.84558
2015,Serbia,PRIMAR,SKILL_MATH,0.886
2018,Serbia,LOWSEC,SKILL_MATH,0.59935
2018,Serbia,LOWSEC,SKILL_READ,0.62287
2019,Serbia,PRIMAR,SKILL_MATH,0.69734
2001,Slovakia,PRIMAR,SKILL_READ,0.93481
