Year,GeoAreaName,Age,Freq,Location,Sex,Type of speed,Value
2018,Malta,,,,,2MT10MBPS,0.10639
2018,Malta,,,,,256KT2MBPS,0
2005,Bosnia and Herzegovina,,,,,ANYS,0.33466
2006,Bosnia and Herzegovina,,,,,ANYS,0.98569
2007,Bosnia and Herzegovina,,,,,ANYS,2.11311
2008,Bosnia and Herzegovina,,,,,ANYS,4.77913
2009,Bosnia and Herzegovina,,,,,ANYS,7.53305
2010,Bosnia and Herzegovina,,,,,2MT10MBPS,3.11748
2010,Bosnia and Herzegovina,,,,,256KT2MBPS,7.00829
2010,Bosnia and Herzegovina,,,,,ANYS,10.25697
2010,Bosnia and Herzegovina,,,,,10MBPS,0.1312
2011,Bosnia and Herzegovina,,,,,10MBPS,0.19497
2011,Bosnia and Herzegovina,,,,,2MT10MBPS,6.02929
2011,Bosnia and Herzegovina,,,,,ANYS,11.49427
2011,Bosnia and Herzegovina,,,,,256KT2MBPS,3.51392
2012,Bosnia and Herzegovina,,,,,ANYS,12.77488
2012,Bosnia and Herzegovina,,,,,10MBPS,0.21919
2012,Bosnia and Herzegovina,,,,,256KT2MBPS,2.73255
2012,Bosnia and Herzegovina,,,,,2MT10MBPS,8.11888
2013,Bosnia and Herzegovina,,,,,10MBPS,1.98822
2018,Georgia,,,,,2MT10MBPS,5.16199
2019,Georgia,,,,,ANYS,24.8502
2019,Georgia,,,,,10MBPS,20.72016
2019,Georgia,,,,,2MT10MBPS,3.98753
2019,Georgia,,,,,256KT2MBPS,0.14252
2020,Georgia,,,,,ANYS,25.71369
2020,Georgia,,,,,10MBPS,22.1839
2020,Georgia,,,,,2MT10MBPS,3.40029
2020,Georgia,,,,,256KT2MBPS,0.12937
2019,Malta,,,,,ANYS,40.21035
2019,Malta,,,,,10MBPS,40.12914
2019,Malta,,,,,2MT10MBPS,0.08121
2019,Malta,,,,,256KT2MBPS,0
2020,Malta,,,,,256KT2MBPS,0
2020,Malta,,,,,2MT10MBPS,0.07005
2020,Malta,,,,,10MBPS,41.26665
2020,Malta,,,,,ANYS,41.3367
2021,Malta,,,,,256KT2MBPS,0
2013,Bosnia and Herzegovina,,,,,256KT2MBPS,2.31841
2013,Bosnia and Herzegovina,,,,,2MT10MBPS,8.14041
2013,Bosnia and Herzegovina,,,,,ANYS,14.26664
2014,Bosnia and Herzegovina,,,,,ANYS,15.18887
2014,Bosnia and Herzegovina,,,,,256KT2MBPS,1.32207
2014,Bosnia and Herzegovina,,,,,10MBPS,2.63143
2014,Bosnia and Herzegovina,,,,,2MT10MBPS,11.23538
2015,Bosnia and Herzegovina,,,,,2MT10MBPS,13.62553
2015,Bosnia and Herzegovina,,,,,ANYS,18.01727
2021,Georgia,,,,,ANYS,26.86198
2021,Georgia,,,,,10MBPS,23.98911
2021,Georgia,,,,,2MT10MBPS,2.76047
2021,Georgia,,,,,256KT2MBPS,0.11285
2000,Germany,,,,,ANYS,0.32495
2001,Germany,,,,,ANYS,2.57623
2002,Germany,,,,,ANYS,3.93525
2003,Germany,,,,,ANYS,5.49499
2004,Germany,,,,,ANYS,8.61362
2005,Germany,,,,,ANYS,13.28225
2006,Germany,,,,,ANYS,18.44987
2007,Germany,,,,,ANYS,24.32923
2007,Germany,,,,,10MBPS,7.39063
2008,Germany,,,,,256KT2MBPS,3.62443
2008,Germany,,,,,ANYS,27.96213
2008,Germany,,,,,2MT10MBPS,15.61294
2008,Germany,,,,,10MBPS,8.64288
2009,Germany,,,,,ANYS,30.72165
2021,Malta,,,,,ANYS,41.99314
2021,Malta,,,,,10MBPS,41.94264
2021,Malta,,,,,2MT10MBPS,0.0505
2001,Republic of Moldova,,,,,ANYS,0.00569
2002,Republic of Moldova,,,,,ANYS,0.01008
2003,Republic of Moldova,,,,,ANYS,0.01458
2004,Republic of Moldova,,,,,ANYS,0.06002
2005,Republic of Moldova,,,,,ANYS,0.25979
2006,Republic of Moldova,,,,,ANYS,0.55271
2015,Bosnia and Herzegovina,,,,,256KT2MBPS,0.91121
2015,Bosnia and Herzegovina,,,,,10MBPS,3.48055
2016,Bosnia and Herzegovina,,,,,256KT2MBPS,0.91465
2016,Bosnia and Herzegovina,,,,,10MBPS,5.61867
2016,Bosnia and Herzegovina,,,,,2MT10MBPS,12.49772
2016,Bosnia and Herzegovina,,,,,ANYS,19.03104
2017,Bosnia and Herzegovina,,,,,2MT10MBPS,9.86271
2017,Bosnia and Herzegovina,,,,,ANYS,20.35876
2017,Bosnia and Herzegovina,,,,,256KT2MBPS,0.80267
2009,Germany,,,,,2MT10MBPS,17.13029
2009,Germany,,,,,10MBPS,9.51261
2009,Germany,,,,,256KT2MBPS,3.98916
2010,Germany,,,,,ANYS,32.16959
2010,Germany,,,,,2MT10MBPS,18.1637
2010,Germany,,,,,10MBPS,9.80172
2010,Germany,,,,,256KT2MBPS,4.11545
2011,Germany,,,,,256KT2MBPS,4.00035
2011,Germany,,,,,ANYS,33.47576
2007,Republic of Moldova,,,,,ANYS,1.36209
2008,Republic of Moldova,,,,,ANYS,3.02241
2009,Republic of Moldova,,,,,ANYS,5.00508
2010,Republic of Moldova,,,,,ANYS,7.36113
2011,Republic of Moldova,,,,,ANYS,9.91131
2012,Republic of Moldova,,,,,2MT10MBPS,5.21366
2012,Republic of Moldova,,,,,256KT2MBPS,1.57502
2012,Republic of Moldova,,,,,10MBPS,5.10622
2012,Republic of Moldova,,,,,ANYS,11.93317
2013,Republic of Moldova,,,,,ANYS,13.73812
2013,Republic of Moldova,,,,,10MBPS,6.65754
2013,Republic of Moldova,,,,,2MT10MBPS,5.35139
2013,Republic of Moldova,,,,,256KT2MBPS,1.66201
2014,Republic of Moldova,,,,,10MBPS,9.08617
2014,Republic of Moldova,,,,,ANYS,15.25296
2014,Republic of Moldova,,,,,2MT10MBPS,4.89232
2014,Republic of Moldova,,,,,256KT2MBPS,1.22333
2015,Republic of Moldova,,,,,10MBPS,13.61587
2017,Bosnia and Herzegovina,,,,,10MBPS,9.69338
2018,Bosnia and Herzegovina,,,,,2MT10MBPS,10.18373
2018,Bosnia and Herzegovina,,,,,ANYS,21.06879
2018,Bosnia and Herzegovina,,,,,256KT2MBPS,0.89352
2018,Bosnia and Herzegovina,,,,,10MBPS,9.99153
2019,Bosnia and Herzegovina,,,,,10MBPS,11.93164
2019,Bosnia and Herzegovina,,,,,ANYS,22.19431
2019,Bosnia and Herzegovina,,,,,256KT2MBPS,0.97164
2019,Bosnia and Herzegovina,,,,,2MT10MBPS,9.29104
2011,Germany,,,,,2MT10MBPS,18.93661
2011,Germany,,,,,10MBPS,10.45125
2012,Germany,,,,,ANYS,34.28353
2012,Germany,,,,,10MBPS,18.55254
2012,Germany,,,,,2MT10MBPS,14.01912
2012,Germany,,,,,256KT2MBPS,2.19944
2013,Germany,,,,,ANYS,35.06581
2013,Germany,,,,,10MBPS,19.39435
2013,Germany,,,,,2MT10MBPS,13.76394
2013,Germany,,,,,256KT2MBPS,1.92222
2014,Germany,,,,,10MBPS,20.44326
2014,Germany,,,,,ANYS,36.12661
2014,Germany,,,,,2MT10MBPS,14.14949
2014,Germany,,,,,256KT2MBPS,1.53386
2015,Germany,,,,,2MT10MBPS,9.6219
2015,Germany,,,,,ANYS,37.41467
2015,Germany,,,,,10MBPS,26.62988
2015,Germany,,,,,256KT2MBPS,1.16238
2015,Republic of Moldova,,,,,2MT10MBPS,1.60341
2015,Republic of Moldova,,,,,256KT2MBPS,0.71377
2015,Republic of Moldova,,,,,ANYS,16.30545
2016,Republic of Moldova,,,,,ANYS,17.28315
2016,Republic of Moldova,,,,,10MBPS,15.53122
2016,Republic of Moldova,,,,,2MT10MBPS,1.01308
2016,Republic of Moldova,,,,,256KT2MBPS,0.73886
2017,Republic of Moldova,,,,,ANYS,18.37223
2017,Republic of Moldova,,,,,256KT2MBPS,0.67106
2016,Germany,,,,,ANYS,38.69956
2016,Germany,,,,,10MBPS,30.56172
2016,Germany,,,,,2MT10MBPS,7.28762
2016,Germany,,,,,256KT2MBPS,0.85022
2017,Germany,,,,,2MT10MBPS,6.00537
2017,Germany,,,,,10MBPS,33.70974
2017,Germany,,,,,ANYS,40.22094
2017,Germany,,,,,256KT2MBPS,0.50583
2018,Germany,,,,,ANYS,41.1983
2020,Bosnia and Herzegovina,,,,,2MT10MBPS,8.70876
2020,Bosnia and Herzegovina,,,,,10MBPS,13.71354
2020,Bosnia and Herzegovina,,,,,ANYS,23.21668
2020,Bosnia and Herzegovina,,,,,256KT2MBPS,0.79439
2021,Bosnia and Herzegovina,,,,,10MBPS,14.83597
2021,Bosnia and Herzegovina,,,,,ANYS,24.39336
2021,Bosnia and Herzegovina,,,,,256KT2MBPS,0.74107
2021,Bosnia and Herzegovina,,,,,2MT10MBPS,8.81633
2004,Bulgaria,,,,,ANYS,0.08456
2017,Republic of Moldova,,,,,2MT10MBPS,0.82537
2017,Republic of Moldova,,,,,10MBPS,16.51344
2018,Republic of Moldova,,,,,10MBPS,18.96693
2018,Republic of Moldova,,,,,256KT2MBPS,0.60032
2018,Republic of Moldova,,,,,2MT10MBPS,0.26621
2018,Republic of Moldova,,,,,ANYS,19.83346
2019,Republic of Moldova,,,,,ANYS,21.56398
2019,Republic of Moldova,,,,,256KT2MBPS,0.48133
2019,Republic of Moldova,,,,,2MT10MBPS,0.24785
2018,Germany,,,,,10MBPS,36.28008
2018,Germany,,,,,2MT10MBPS,4.59121
2018,Germany,,,,,256KT2MBPS,0.32701
2019,Germany,,,,,10MBPS,38.824
2019,Germany,,,,,2MT10MBPS,3.30971
2019,Germany,,,,,256KT2MBPS,0.19005
2019,Germany,,,,,ANYS,42.32376
2020,Germany,,,,,256KT2MBPS,0.2675
2020,Germany,,,,,ANYS,43.46063
2019,Republic of Moldova,,,,,10MBPS,20.83479
2020,Republic of Moldova,,,,,256KT2MBPS,0.37626
2020,Republic of Moldova,,,,,ANYS,23.30751
2020,Republic of Moldova,,,,,10MBPS,22.69886
2020,Republic of Moldova,,,,,2MT10MBPS,0.23239
2021,Republic of Moldova,,,,,10MBPS,24.4317
2021,Republic of Moldova,,,,,256KT2MBPS,0.27111
2021,Republic of Moldova,,,,,2MT10MBPS,0.19778
2021,Republic of Moldova,,,,,ANYS,24.90059
2005,Bulgaria,,,,,ANYS,2.11727
2006,Bulgaria,,,,,ANYS,4.95326
2007,Bulgaria,,,,,ANYS,8.14967
2008,Bulgaria,,,,,256KT2MBPS,1.50989
2008,Bulgaria,,,,,2MT10MBPS,4.13352
2008,Bulgaria,,,,,10MBPS,5.02285
2008,Bulgaria,,,,,ANYS,10.99103
2009,Bulgaria,,,,,256KT2MBPS,0.42786
2009,Bulgaria,,,,,2MT10MBPS,4.48365
2005,Montenegro,,,,,ANYS,1.21114
2007,Montenegro,,,,,ANYS,2.82503
2008,Montenegro,,,,,ANYS,6.29472
2009,Montenegro,,,,,ANYS,9.39967
2010,Montenegro,,,,,ANYS,10.2473
2011,Montenegro,,,,,ANYS,10.24268
2012,Montenegro,,,,,ANYS,13.86429
2013,Montenegro,,,,,ANYS,15.09924
2014,Montenegro,,,,,ANYS,16.37458
2009,Bulgaria,,,,,10MBPS,7.63909
2009,Bulgaria,,,,,ANYS,13.07229
2010,Bulgaria,,,,,256KT2MBPS,0.27566
2010,Bulgaria,,,,,2MT10MBPS,3.29847
2010,Bulgaria,,,,,10MBPS,10.75999
2010,Bulgaria,,,,,ANYS,14.81405
2011,Bulgaria,,,,,256KT2MBPS,0.19843
2011,Bulgaria,,,,,2MT10MBPS,1.74901
2011,Bulgaria,,,,,10MBPS,14.28811
2020,Germany,,,,,10MBPS,40.64761
2020,Germany,,,,,2MT10MBPS,2.54551
2021,Germany,,,,,ANYS,44.21676
2021,Germany,,,,,10MBPS,41.71989
2021,Germany,,,,,2MT10MBPS,2.2511
2021,Germany,,,,,256KT2MBPS,0.24577
2003,Greece,,,,,ANYS,0.09429
2004,Greece,,,,,ANYS,0.46293
2005,Greece,,,,,ANYS,1.44071
2014,Montenegro,,,,,2MT10MBPS,9.21891
2014,Montenegro,,,,,256KT2MBPS,5.65747
2014,Montenegro,,,,,10MBPS,1.4982
2015,Montenegro,,,,,ANYS,17.72871
2015,Montenegro,,,,,2MT10MBPS,10.79143
2015,Montenegro,,,,,256KT2MBPS,5.10753
2015,Montenegro,,,,,10MBPS,1.82975
2016,Montenegro,,,,,ANYS,18.13588
2016,Montenegro,,,,,2MT10MBPS,9.46935
2016,Montenegro,,,,,10MBPS,5.58866
2016,Montenegro,,,,,256KT2MBPS,3.07786
2017,Montenegro,,,,,ANYS,21.72956
2017,Montenegro,,,,,10MBPS,11.24569
2017,Montenegro,,,,,2MT10MBPS,8.75706
2017,Montenegro,,,,,256KT2MBPS,1.72681
2018,Montenegro,,,,,ANYS,25.18453
2018,Montenegro,,,,,10MBPS,18.97079
2018,Montenegro,,,,,2MT10MBPS,5.29919
2011,Bulgaria,,,,,ANYS,16.66147
2012,Bulgaria,,,,,ANYS,17.78425
2012,Bulgaria,,,,,2MT10MBPS,1.09167
2012,Bulgaria,,,,,256KT2MBPS,0.06322
2012,Bulgaria,,,,,10MBPS,16.28892
2013,Bulgaria,,,,,10MBPS,17.7927
2013,Bulgaria,,,,,256KT2MBPS,0.01963
2013,Bulgaria,,,,,2MT10MBPS,0.98121
2013,Bulgaria,,,,,ANYS,19.12959
2018,Montenegro,,,,,256KT2MBPS,0.91455
2019,Montenegro,,,,,ANYS,28.36011
2019,Montenegro,,,,,10MBPS,22.22016
2019,Montenegro,,,,,2MT10MBPS,5.7099
2019,Montenegro,,,,,256KT2MBPS,0.43005
2020,Montenegro,,,,,2MT10MBPS,4.29156
2020,Montenegro,,,,,10MBPS,24.57682
2020,Montenegro,,,,,ANYS,29.27853
2020,Montenegro,,,,,256KT2MBPS,0.41014
2006,Greece,,,,,ANYS,4.39561
2007,Greece,,,,,ANYS,9.17347
2008,Greece,,,,,ANYS,13.60891
2009,Greece,,,,,2MT10MBPS,10.27741
2009,Greece,,,,,10MBPS,6.0344
2009,Greece,,,,,256KT2MBPS,0.4389
2009,Greece,,,,,ANYS,17.33645
2010,Greece,,,,,ANYS,20.41596
2010,Greece,,,,,256KT2MBPS,0.00268
