Year,GeoAreaName,Custom Breakdown,Value
2020,Belarus,C10,91.4
2020,Spain,C25,98.44
2020,Spain,C24,98.5
2020,Spain,C30,80.08
2020,Spain,C29,97.45
2020,Spain,C23,97.17
2020,Belarus,C08,86.2
2020,Croatia,C05,89.09
2020,Croatia,C04,80.77
2020,Croatia,C03,91.56
2020,Croatia,C02,92.3
2020,Spain,C22,99.33
2020,Spain,C08,93.38
2020,Spain,C20,98.47
2020,Spain,C19,93.57
2020,Spain,C18,98.97
2020,Spain,C33,95.79
2020,Spain,C32,99.07
2020,Spain,C12,90.86
2020,Spain,C11,98.95
2020,Spain,C50,98.43
2020,Spain,C55,98.43
2020,Spain,C52,93.4
2020,Spain,C51,86.85
2020,Spain,C61,98.93
2020,Spain,C47,98.44
2020,Spain,C48,97.73
2020,Spain,C49,89.77
2020,Spain,C40,98.2
2020,Spain,C39,98.67
2020,Spain,C60,97.93
2020,Spain,C59,99.02
2020,Spain,C56,99.09
2020,Spain,C35,99.12
2020,Spain,C58,98.42
2020,Spain,C57,96.9
2020,Spain,C01,97.19
2020,Spain,C31,98.48
2020,Spain,C14,97.11
2020,Spain,C13,97.72
2020,Spain,C43,78
2020,Croatia,C01,89.87
2020,Cyprus,C01,90.16
2020,Czechia,C05,60.85
2020,Czechia,C04,94.37
2020,Czechia,C10,92.94
2020,Czechia,C16,92.99
2020,Czechia,C15,93.73
2020,Czechia,C14,87.09
2020,Czechia,C13,96.33
2020,Czechia,C12,92.91
2020,Czechia,C07,97.34
2020,Czechia,C06,92.64
2020,Czechia,C03,84.76
2020,Czechia,C02,92.23
2020,Czechia,C01,92.35
2020,Spain,C42,98.57
2020,Spain,C17,97.87
2020,Spain,C16,93.91
2020,Spain,C15,98.02
2020,Spain,C46,98
2020,Spain,C45,95.71
2020,Spain,C44,98.74
2020,Spain,C38,84.17
2020,Spain,C37,98.36
2020,Spain,C36,91.69
2020,Czechia,C11,91.67
2020,Czechia,C09,91.53
2020,Czechia,C08,92.16
2020,Denmark,C03,77.14
2020,Denmark,C05,91.6
2020,Denmark,C04,92.67
2020,Denmark,C02,93.2
2020,Denmark,C01,94.13
2020,Estonia,C03,97.18
2020,Estonia,C02,95.38
2020,Estonia,C01,97.99
2020,Finland,C06,95.78
2020,Finland,C03,92.08
2020,Finland,C02,93.45
2020,Finland,C05,93.76
2020,Finland,C04,97.04
2020,Finland,C01,95.84
2020,France,C37,97.51
2020,France,C36,89.5
2020,France,C19,93
2020,France,C18,96.93
2020,France,C64,92.54
2020,France,C63,96.02
2020,France,C60,95.37
2020,France,C04,97.47
2020,France,C03,94.67
2020,France,C02,90.66
2020,France,C01,95.38
2020,France,C09,97.25
2020,France,C41,95.95
2020,France,C30,86.07
2020,France,C29,97.13
2020,France,C35,95.12
2020,France,C34,95.14
2020,France,C28,96.76
2020,France,C27,92.67
2020,France,C26,97.77
2020,France,C25,91.16
2020,France,C24,96.24
2020,France,C23,94.58
2020,France,C42,97.4
2020,France,C43,97.35
2020,France,C17,97.92
2020,France,C16,97.14
2020,France,C44,94.28
2020,France,C45,91.82
2020,France,C10,95.86
2020,France,C11,96.36
2020,France,C12,97.53
2020,France,C68,90.22
2020,France,C56,97.11
2020,France,C55,95.76
2020,France,C62,94.17
2020,France,C61,98.15
2020,France,C54,95.66
2020,France,C53,94.36
2020,France,C52,96.93
2020,France,C51,97.66
2020,France,C50,93.23
2020,France,C49,93.96
2020,France,C06,91.08
2020,France,C05,97.77
2020,France,C08,92.09
2020,France,C07,97.98
2020,France,C40,96.48
2020,France,C39,98.7
2020,France,C38,94.35
2020,France,C33,94.14
2020,France,C32,95.79
2020,France,C31,98.43
2020,France,C22,94.04
2020,France,C21,96.12
2020,France,C20,92.09
2020,France,C15,95.87
2020,France,C14,98.79
2020,France,C13,96.28
2020,France,C59,96.65
2020,France,C58,87.13
2020,France,C57,98.5
2020,France,C67,97.01
2020,France,C66,97.21
2020,France,C65,95.82
2020,France,C48,94.56
2020,France,C47,97.33
2020,France,C46,97.75
2020,Germany,C34,95.17
2020,Germany,C33,93.31
2020,Germany,C39,90.79
2020,Germany,C38,95.24
2020,Germany,C32,97.52
2020,Germany,C31,94
2020,Germany,C30,85.72
2020,Germany,C29,94.94
2020,Germany,C28,90.87
2020,Germany,C27,94.96
2020,Germany,C16,94.86
2020,Germany,C15,93.8
2020,Germany,C21,94.7
2020,Germany,C20,94.33
2020,Germany,C14,94.02
2020,Germany,C13,90.47
2020,Germany,C12,89.83
2020,Germany,C11,91.8
2020,Germany,C40,90.5
2020,Germany,C41,94.07
2020,Germany,C65,97.04
2020,Germany,C64,91.91
2020,Germany,C70,88.77
2020,Germany,C69,86.98
2020,Germany,C63,92.66
2020,Germany,C62,92.01
2020,Germany,C61,93.9
2020,Germany,C60,92.04
2020,Germany,C10,93.02
2020,Germany,C59,90.66
2020,Germany,C47,95.26
2020,Germany,C46,96.36
2020,Germany,C52,90.05
2020,Germany,C51,95.88
2020,Germany,C45,93.15
2020,Germany,C44,91.36
2020,Germany,C58,95.12
2020,Germany,C09,93.6
2020,Germany,C07,92.88
2020,Germany,C06,95.13
2020,Germany,C104,94.39
2020,Germany,C103,95.38
2020,Germany,C08,93.66
2020,Germany,C74,89.32
2020,Germany,C102,87.86
2020,Germany,C101,94.95
2020,Germany,C100,96.85
2020,Germany,C99,96.72
2020,Germany,C98,89.87
2020,Germany,C97,94.5
2020,Germany,C86,88.85
2020,Germany,C85,78.8
2020,Germany,C91,93.68
2020,Germany,C90,98.22
2020,Germany,C84,86.46
2020,Germany,C83,98.75
2020,Germany,C82,97.69
2020,Germany,C81,94.28
2020,Germany,C80,91.09
2020,Germany,C79,92.45
2020,Germany,C78,94.5
2020,Germany,C76,93.62
2020,Germany,C23,94.25
2020,Germany,C22,89.7
2020,Germany,C72,86.32
2020,Germany,C71,91.7
2020,Germany,C54,91.69
2020,Germany,C53,98.83
2020,Germany,C02,92.91
2020,Germany,C01,95.86
2020,Germany,C93,95.46
2020,Germany,C92,93.53
2020,Germany,C42,96.92
2020,Germany,C43,91.99
2020,Germany,C73,93.62
2020,Germany,C37,95.02
2020,Germany,C36,79.69
2020,Germany,C35,96
2020,Germany,C26,94.15
2020,Germany,C25,91.81
2020,Germany,C24,92.26
2020,Germany,C19,93.57
2020,Germany,C18,94.17
2020,Germany,C17,94.22
2020,Germany,C68,93.73
2020,Germany,C67,95.89
2020,Germany,C66,95.77
2020,Germany,C57,94.05
2020,Germany,C56,96.64
2020,Germany,C55,95.28
2020,Germany,C50,96.55
2020,Germany,C49,94.84
2020,Germany,C48,93.78
2020,Germany,C05,99.16
2020,Germany,C04,97.1
2020,Germany,C03,84.59
2020,Germany,C75,96.39
2020,Germany,C77,93.94
2020,Germany,C105,94.31
2020,Germany,C96,95.02
2020,Germany,C95,97.89
2020,Germany,C94,96.5
2020,Germany,C89,84.69
2020,Germany,C88,97.23
2020,Germany,C87,95.49
2020,Greece,C01,97.02
2020,Greece,C02,78.17
2020,Greece,C03,74.79
2020,Greece,C04,94.24
2020,Uzbekistan,C04,8.2
2020,Uzbekistan,C05,10.2
2020,Spain,C54,87.95
2020,Spain,C53,97.48
2020,Greece,C06,98.8
2020,Greece,C05,99.29
2020,Greece,C05,99.29
