Year,GeoAreaName,Age,Value
2001,Ukraine,<5Y,464.5
2002,Ukraine,<5Y,446.2
2003,Ukraine,<5Y,429.6
2004,Ukraine,<5Y,417.2
2005,Ukraine,<5Y,412.1
2011,Estonia,<5Y,1.0
2012,Estonia,<5Y,1.0
2013,Estonia,<5Y,1.0
2014,Estonia,<5Y,0.9
2015,Estonia,<5Y,0.9
2016,Estonia,<5Y,0.9
2017,Estonia,<5Y,0.8
2018,Estonia,<5Y,0.8
2002,Azerbaijan,<5Y,158.4
2003,Azerbaijan,<5Y,154.9
2004,Azerbaijan,<5Y,152.3
2005,Azerbaijan,<5Y,148.5
2006,Azerbaijan,<5Y,146.1
2007,Azerbaijan,<5Y,141.0
2008,Azerbaijan,<5Y,135.5
2009,Azerbaijan,<5Y,131.4
2006,Ukraine,<5Y,410.4
2007,Ukraine,<5Y,416.2
2008,Ukraine,<5Y,428.0
2009,Ukraine,<5Y,444.6
2010,Ukraine,<5Y,458.0
2011,Ukraine,<5Y,488.3
2012,Ukraine,<5Y,485.5
2013,Ukraine,<5Y,472.2
2014,Ukraine,<5Y,459.8
2015,Ukraine,<5Y,469.2
2016,Ukraine,<5Y,458.0
2017,Ukraine,<5Y,437.5
2018,Ukraine,<5Y,412.9
2019,Ukraine,<5Y,382.7
2020,Ukraine,<5Y,336.5
2000,North Macedonia,<5Y,12.0
2001,North Macedonia,<5Y,11.6
2002,North Macedonia,<5Y,11.4
2003,North Macedonia,<5Y,11.3
2004,North Macedonia,<5Y,11.1
2005,North Macedonia,<5Y,10.8
2006,North Macedonia,<5Y,10.4
2007,North Macedonia,<5Y,9.7
2010,Azerbaijan,<5Y,129.5
2011,Azerbaijan,<5Y,130.3
2012,Azerbaijan,<5Y,132.9
2013,Azerbaijan,<5Y,136.7
2014,Azerbaijan,<5Y,140.1
2015,Azerbaijan,<5Y,142.4
2016,Azerbaijan,<5Y,145.9
2017,Azerbaijan,<5Y,145.6
2008,North Macedonia,<5Y,8.9
2009,North Macedonia,<5Y,8.1
2010,North Macedonia,<5Y,7.5
2011,North Macedonia,<5Y,6.9
2012,North Macedonia,<5Y,6.5
2013,North Macedonia,<5Y,6.2
2014,North Macedonia,<5Y,6.0
2015,North Macedonia,<5Y,5.8
2019,Estonia,<5Y,0.9
2020,Estonia,<5Y,0.9
2000,Georgia,<5Y,41.8
2001,Georgia,<5Y,40.4
2002,Georgia,<5Y,38.6
2003,Georgia,<5Y,36.4
2004,Georgia,<5Y,34.7
2005,Georgia,<5Y,33.2
2016,North Macedonia,<5Y,5.6
2017,North Macedonia,<5Y,5.4
2018,North Macedonia,<5Y,5.1
2019,North Macedonia,<5Y,4.8
2020,North Macedonia,<5Y,4.6
2000,Uzbekistan,<5Y,839.8
2001,Uzbekistan,<5Y,749.4
2002,Uzbekistan,<5Y,677.0
2003,Uzbekistan,<5Y,619.7
2004,Uzbekistan,<5Y,575.0
2005,Uzbekistan,<5Y,538.7
2006,Uzbekistan,<5Y,515.1
2007,Uzbekistan,<5Y,497.9
2008,Uzbekistan,<5Y,486.4
2009,Uzbekistan,<5Y,476.9
2010,Uzbekistan,<5Y,466.9
2011,Uzbekistan,<5Y,461.7
2012,Uzbekistan,<5Y,450.4
2013,Uzbekistan,<5Y,434.2
2014,Uzbekistan,<5Y,416.6
2015,Uzbekistan,<5Y,397.8
2016,Uzbekistan,<5Y,383.7
2017,Uzbekistan,<5Y,372.6
2006,Georgia,<5Y,31.8
2007,Georgia,<5Y,30.2
2008,Georgia,<5Y,29.0
2009,Georgia,<5Y,28.0
2010,Georgia,<5Y,26.9
2011,Georgia,<5Y,26.5
2012,Georgia,<5Y,25.7
2013,Georgia,<5Y,24.4
2018,Azerbaijan,<5Y,142.6
2019,Azerbaijan,<5Y,138.3
2020,Azerbaijan,<5Y,134.4
2000,Armenia,<5Y,34.8
2001,Armenia,<5Y,34.2
2002,Armenia,<5Y,34.4
2003,Armenia,<5Y,35.1
2014,Georgia,<5Y,23.0
2015,Georgia,<5Y,21.8
2016,Georgia,<5Y,20.2
2017,Georgia,<5Y,18.8
2018,Georgia,<5Y,17.5
2019,Georgia,<5Y,16.3
2020,Georgia,<5Y,15.2
2000,Germany,<5Y,60.5
2001,Germany,<5Y,58.6
2002,Germany,<5Y,56.9
2003,Germany,<5Y,54.8
2004,Germany,<5Y,53.0
2005,Germany,<5Y,51.6
2006,Germany,<5Y,50.0
2007,Germany,<5Y,49.1
2004,Armenia,<5Y,35.8
2005,Armenia,<5Y,36.0
2006,Armenia,<5Y,36.8
2007,Armenia,<5Y,35.9
2008,Armenia,<5Y,34.3
2009,Armenia,<5Y,32.7
2010,Armenia,<5Y,31.5
2011,Armenia,<5Y,30.3
2008,Germany,<5Y,48.7
2009,Germany,<5Y,48.7
2010,Germany,<5Y,48.9
2011,Germany,<5Y,49.2
2012,Germany,<5Y,49.6
2013,Germany,<5Y,50.2
2014,Germany,<5Y,51.2
2015,Germany,<5Y,52.8
2012,Armenia,<5Y,29.2
2013,Armenia,<5Y,28.1
2014,Armenia,<5Y,26.9
2015,Armenia,<5Y,25.7
2016,Armenia,<5Y,23.9
2017,Armenia,<5Y,22.5
2018,Armenia,<5Y,21.2
2019,Armenia,<5Y,19.9
2016,Germany,<5Y,55.0
2017,Germany,<5Y,57.5
2018,Germany,<5Y,60.2
2019,Germany,<5Y,62.6
2020,Germany,<5Y,64.4
2000,Greece,<5Y,14.3
2001,Greece,<5Y,13.9
2002,Greece,<5Y,13.4
2003,Greece,<5Y,13.0
2004,Greece,<5Y,12.6
2005,Greece,<5Y,12.2
2006,Greece,<5Y,12.0
2007,Greece,<5Y,11.8
2008,Greece,<5Y,11.8
2009,Greece,<5Y,11.8
2020,Armenia,<5Y,18.7
2000,Belgium,<5Y,22.9
2001,Belgium,<5Y,22.1
2002,Belgium,<5Y,21.3
2003,Belgium,<5Y,20.7
2004,Belgium,<5Y,20.2
2005,Belgium,<5Y,19.7
2006,Belgium,<5Y,19.3
2007,Belgium,<5Y,18.9
2008,Belgium,<5Y,18.5
2009,Belgium,<5Y,18.1
2010,Belgium,<5Y,17.8
2011,Belgium,<5Y,17.6
2012,Belgium,<5Y,17.2
2013,Belgium,<5Y,16.8
2010,Greece,<5Y,11.6
2011,Greece,<5Y,11.6
2012,Greece,<5Y,11.3
2013,Greece,<5Y,10.9
2014,Greece,<5Y,10.5
2015,Greece,<5Y,10.1
2016,Greece,<5Y,9.6
2017,Greece,<5Y,9.4
2014,Belgium,<5Y,16.5
2015,Belgium,<5Y,16.1
2016,Belgium,<5Y,15.7
2017,Belgium,<5Y,15.4
2018,Belgium,<5Y,15.2
2019,Belgium,<5Y,15.0
2020,Belgium,<5Y,14.7
2000,Bosnia and Herzegovina,<5Y,29.9
2001,Bosnia and Herzegovina,<5Y,28.2
2002,Bosnia and Herzegovina,<5Y,25.8
2003,Bosnia and Herzegovina,<5Y,23.2
2004,Bosnia and Herzegovina,<5Y,20.9
2005,Bosnia and Herzegovina,<5Y,19.3
2006,Bosnia and Herzegovina,<5Y,17.8
2007,Bosnia and Herzegovina,<5Y,17.2
2018,Greece,<5Y,9.2
2019,Greece,<5Y,9.0
2020,Greece,<5Y,8.8
2000,Kazakhstan,<5Y,195.6
2001,Kazakhstan,<5Y,185.4
2002,Kazakhstan,<5Y,181.3
2003,Kazakhstan,<5Y,181.3
2004,Kazakhstan,<5Y,185.6
2005,Kazakhstan,<5Y,188.1
2006,Kazakhstan,<5Y,191.4
2007,Kazakhstan,<5Y,193.8
2008,Kazakhstan,<5Y,195.3
2009,Kazakhstan,<5Y,194.4
2010,Kazakhstan,<5Y,195.4
2011,Kazakhstan,<5Y,198.0
2008,Bosnia and Herzegovina,<5Y,17.2
2009,Bosnia and Herzegovina,<5Y,17.2
2010,Bosnia and Herzegovina,<5Y,16.9
2011,Bosnia and Herzegovina,<5Y,17.3
2012,Bosnia and Herzegovina,<5Y,17.0
2013,Bosnia and Herzegovina,<5Y,16.3
2014,Bosnia and Herzegovina,<5Y,15.6
2015,Bosnia and Herzegovina,<5Y,15.1
2012,Kazakhstan,<5Y,197.0
2013,Kazakhstan,<5Y,193.0
2014,Kazakhstan,<5Y,186.8
2015,Kazakhstan,<5Y,178.6
2016,Kazakhstan,<5Y,169.3
2017,Kazakhstan,<5Y,158.8
2018,Kazakhstan,<5Y,148.6
2019,Kazakhstan,<5Y,138.4
2020,Kazakhstan,<5Y,129.1
2000,Kyrgyzstan,<5Y,160.8
2001,Kyrgyzstan,<5Y,149.6
2002,Kyrgyzstan,<5Y,138.4
2003,Kyrgyzstan,<5Y,127.5
2004,Kyrgyzstan,<5Y,118.1
2005,Kyrgyzstan,<5Y,111.7
2016,Bosnia and Herzegovina,<5Y,13.9
2017,Bosnia and Herzegovina,<5Y,13.3
2018,Bosnia and Herzegovina,<5Y,12.9
2019,Bosnia and Herzegovina,<5Y,12.6
2020,Bosnia and Herzegovina,<5Y,12.1
2000,Bulgaria,<5Y,32.2
2001,Bulgaria,<5Y,30.8
2006,Kyrgyzstan,<5Y,108.6
2007,Kyrgyzstan,<5Y,106.5
2008,Kyrgyzstan,<5Y,105.6
2009,Kyrgyzstan,<5Y,106.0
2010,Kyrgyzstan,<5Y,107.4
2011,Kyrgyzstan,<5Y,108.7
2012,Kyrgyzstan,<5Y,109.7
2013,Kyrgyzstan,<5Y,109.5
2002,Bulgaria,<5Y,30.2
2003,Bulgaria,<5Y,30.1
2004,Bulgaria,<5Y,30.1
2005,Bulgaria,<5Y,30.0
2006,Bulgaria,<5Y,30.9
2007,Bulgaria,<5Y,31.0
2008,Bulgaria,<5Y,31.1
2009,Bulgaria,<5Y,30.5
2014,Kyrgyzstan,<5Y,107.9
2015,Kyrgyzstan,<5Y,105.0
2016,Kyrgyzstan,<5Y,103.2
2017,Kyrgyzstan,<5Y,99.4
2018,Kyrgyzstan,<5Y,95.1
2019,Kyrgyzstan,<5Y,90.5
2020,Kyrgyzstan,<5Y,86.7
2010,Bulgaria,<5Y,29.5
2011,Bulgaria,<5Y,29.0
2012,Bulgaria,<5Y,28.0
2013,Bulgaria,<5Y,26.5
2014,Bulgaria,<5Y,25.2
2015,Bulgaria,<5Y,24.1
2016,Bulgaria,<5Y,22.4
2017,Bulgaria,<5Y,21.6
2018,Bulgaria,<5Y,21.2
2019,Bulgaria,<5Y,20.7
2020,Bulgaria,<5Y,20.1
2000,Belarus,<5Y,22.6
2001,Belarus,<5Y,21.8
2002,Belarus,<5Y,21.0
2003,Belarus,<5Y,21.0
2004,Belarus,<5Y,20.4
2005,Belarus,<5Y,20.3
2006,Belarus,<5Y,20.6
2007,Belarus,<5Y,21.0
2008,Belarus,<5Y,20.5
2009,Belarus,<5Y,20.6
2010,Belarus,<5Y,20.8
2011,Belarus,<5Y,21.4
2000,Republic of Moldova,<5Y,29.7
2001,Republic of Moldova,<5Y,27.7
2002,Republic of Moldova,<5Y,25.6
2003,Republic of Moldova,<5Y,23.5
2004,Republic of Moldova,<5Y,21.7
2005,Republic of Moldova,<5Y,20.3
2006,Republic of Moldova,<5Y,19.4
2007,Republic of Moldova,<5Y,18.7
2012,Belarus,<5Y,21.8
2013,Belarus,<5Y,22.1
2014,Belarus,<5Y,22.3
2015,Belarus,<5Y,22.4
2016,Belarus,<5Y,22.6
2017,Belarus,<5Y,22.4
2018,Belarus,<5Y,22.0
2019,Belarus,<5Y,21.6
2008,Republic of Moldova,<5Y,18.1
2009,Republic of Moldova,<5Y,17.6
2010,Republic of Moldova,<5Y,17.1
2011,Republic of Moldova,<5Y,16.5
2012,Republic of Moldova,<5Y,15.9
2013,Republic of Moldova,<5Y,15.2
2014,Republic of Moldova,<5Y,14.5
2015,Republic of Moldova,<5Y,13.7
2016,Republic of Moldova,<5Y,12.9
2017,Republic of Moldova,<5Y,12.1
2018,Republic of Moldova,<5Y,11.3
2019,Republic of Moldova,<5Y,10.5
2020,Republic of Moldova,<5Y,9.8
2000,Montenegro,<5Y,3.6
2001,Montenegro,<5Y,3.6
2002,Montenegro,<5Y,3.5
2003,Montenegro,<5Y,3.5
2004,Montenegro,<5Y,3.5
2005,Montenegro,<5Y,3.4
2006,Montenegro,<5Y,3.4
2007,Montenegro,<5Y,3.4
2008,Montenegro,<5Y,3.4
2009,Montenegro,<5Y,3.3
2010,Montenegro,<5Y,3.3
2011,Montenegro,<5Y,3.3
2012,Montenegro,<5Y,3.2
2013,Montenegro,<5Y,3.1
2014,Montenegro,<5Y,3.0
2015,Montenegro,<5Y,3.0
2016,Montenegro,<5Y,2.9
2017,Montenegro,<5Y,2.9
2018,Montenegro,<5Y,3.0
2019,Montenegro,<5Y,3.0
2020,Montenegro,<5Y,3.0
2000,Netherlands,<5Y,13.1
2001,Netherlands,<5Y,13.1
2002,Netherlands,<5Y,13.4
2003,Netherlands,<5Y,13.8
2004,Netherlands,<5Y,14.1
2005,Netherlands,<5Y,14.3
2006,Netherlands,<5Y,14.4
2007,Netherlands,<5Y,14.3
2008,Netherlands,<5Y,14.1
2009,Netherlands,<5Y,13.9
2010,Netherlands,<5Y,13.7
2011,Netherlands,<5Y,13.4
2012,Netherlands,<5Y,13.3
2013,Netherlands,<5Y,13.4
2014,Netherlands,<5Y,13.5
2015,Netherlands,<5Y,13.6
2016,Netherlands,<5Y,13.7
2017,Netherlands,<5Y,13.7
2018,Netherlands,<5Y,13.6
2019,Netherlands,<5Y,13.6
2020,Netherlands,<5Y,13.6
2000,Poland,<5Y,68.1
2001,Poland,<5Y,61.3
2002,Poland,<5Y,56.2
2003,Poland,<5Y,52.5
2004,Poland,<5Y,49.9
2005,Poland,<5Y,48.2
2006,Poland,<5Y,47.5
2007,Poland,<5Y,47.8
2008,Poland,<5Y,48.4
2009,Poland,<5Y,48.7
2010,Poland,<5Y,48.4
2011,Poland,<5Y,48.9
2012,Poland,<5Y,47.8
2013,Poland,<5Y,45.8
2014,Poland,<5Y,44.1
2015,Poland,<5Y,43.2
2016,Poland,<5Y,41.6
2017,Poland,<5Y,41.6
2018,Poland,<5Y,42.6
2019,Poland,<5Y,43.5
2020,Poland,<5Y,43.7
2000,Portugal,<5Y,26.0
2001,Portugal,<5Y,25.8
2002,Portugal,<5Y,25.7
2003,Portugal,<5Y,25.7
2004,Portugal,<5Y,25.5
2005,Portugal,<5Y,24.9
2006,Portugal,<5Y,24.2
2007,Portugal,<5Y,23.2
2008,Portugal,<5Y,22.0
2009,Portugal,<5Y,20.7
2010,Portugal,<5Y,19.6
2011,Portugal,<5Y,18.8
2012,Portugal,<5Y,17.9
2013,Portugal,<5Y,17.1
2014,Portugal,<5Y,16.4
2015,Portugal,<5Y,15.8
2016,Portugal,<5Y,15.1
2017,Portugal,<5Y,14.5
2018,Portugal,<5Y,14.0
2019,Portugal,<5Y,13.5
2020,Portugal,<5Y,13.1
2000,Romania,<5Y,150.7
2001,Romania,<5Y,156.2
2002,Romania,<5Y,153.7
2003,Romania,<5Y,146.2
2004,Romania,<5Y,137.1
2005,Romania,<5Y,132.3
2006,Romania,<5Y,127.9
2007,Romania,<5Y,126.2
2008,Romania,<5Y,127.0
2009,Romania,<5Y,126.3
2010,Romania,<5Y,122.9
2011,Romania,<5Y,122.0
2012,Romania,<5Y,116.8
2013,Romania,<5Y,109.4
2014,Romania,<5Y,104.2
2015,Romania,<5Y,100.2
2016,Romania,<5Y,94.9
2017,Romania,<5Y,93.2
2018,Romania,<5Y,93.1
2019,Romania,<5Y,92.8
2018,Uzbekistan,<5Y,363.1
2019,Uzbekistan,<5Y,352.8
2020,Uzbekistan,<5Y,340.9
2020,Romania,<5Y,91.3
2020,Belarus,<5Y,21.3
2020,Belarus,<5Y,21.3
