Year,GeoAreaName,Education level,Value
2014,Poland,PRIMAR,100.0
2015,Poland,PRIMAR,100.0
2015,Poland,UPPSEC,100.0
2015,Poland,LOWSEC,100.0
2016,Poland,LOWSEC,100.0
2016,Poland,UPPSEC,100.0
2016,Poland,PRIMAR,100.0
2000,Portugal,PRIMAR,100.0
2000,Portugal,UPPSEC,100.0
2000,Portugal,LOWSEC,100.0
2001,Portugal,LOWSEC,100.0
2001,Portugal,UPPSEC,100.0
2001,Portugal,PRIMAR,100.0
2002,Portugal,PRIMAR,100.0
2002,Portugal,UPPSEC,100.0
2002,Portugal,LOWSEC,100.0
2003,Portugal,LOWSEC,100.0
2003,Portugal,UPPSEC,100.0
2003,Portugal,PRIMAR,100.0
2004,Portugal,PRIMAR,100.0
2004,Portugal,UPPSEC,100.0
2004,Portugal,LOWSEC,100.0
2005,Portugal,LOWSEC,100.0
2005,Portugal,UPPSEC,100.0
2005,Portugal,PRIMAR,100.0
2006,Portugal,PRIMAR,100.0
2006,Portugal,UPPSEC,100.0
2006,Portugal,LOWSEC,100.0
2007,Portugal,LOWSEC,100.0
2007,Portugal,UPPSEC,100.0
2007,Portugal,PRIMAR,100.0
2008,Portugal,PRIMAR,100.0
2008,Portugal,UPPSEC,100.0
2008,Portugal,LOWSEC,100.0
2009,Portugal,LOWSEC,100.0
2009,Portugal,UPPSEC,100.0
2009,Portugal,PRIMAR,100.0
2010,Portugal,PRIMAR,100.0
2010,Portugal,UPPSEC,100.0
2010,Portugal,LOWSEC,100.0
2011,Portugal,LOWSEC,100.0
2011,Portugal,UPPSEC,100.0
2011,Portugal,PRIMAR,100.0
2012,Portugal,PRIMAR,100.0
2020,Armenia,LOWSEC,97.97823
2021,Armenia,LOWSEC,97.97823
2021,Armenia,UPPSEC,96.42185
2021,Armenia,PRIMAR,97.73967
2003,Belgium,LOWSEC,100.0
2003,Belgium,PRIMAR,100.0
2003,Belgium,UPPSEC,100.0
2004,Belgium,LOWSEC,100.0
2004,Belgium,UPPSEC,100.0
2004,Belgium,PRIMAR,100.0
2005,Belgium,PRIMAR,100.0
2012,Portugal,UPPSEC,100.0
2012,Portugal,LOWSEC,100.0
2013,Portugal,LOWSEC,100.0
2013,Portugal,UPPSEC,100.0
2013,Portugal,PRIMAR,100.0
2014,Portugal,PRIMAR,100.0
2014,Portugal,UPPSEC,100.0
2014,Portugal,LOWSEC,100.0
2015,Portugal,LOWSEC,100.0
2015,Portugal,UPPSEC,100.0
2015,Portugal,PRIMAR,100.0
2005,Belgium,UPPSEC,100.0
2005,Belgium,LOWSEC,100.0
2006,Belgium,LOWSEC,100.0
2006,Belgium,PRIMAR,100.0
2006,Belgium,UPPSEC,100.0
2007,Belgium,UPPSEC,100.0
2007,Belgium,PRIMAR,100.0
2007,Belgium,LOWSEC,100.0
2008,Belgium,LOWSEC,100.0
2008,Belgium,PRIMAR,100.0
2008,Belgium,UPPSEC,100.0
2009,Belgium,UPPSEC,100.0
2009,Belgium,PRIMAR,100.0
2009,Belgium,LOWSEC,100.0
2010,Belgium,LOWSEC,100.0
2010,Belgium,PRIMAR,100.0
2010,Belgium,UPPSEC,100.0
2011,Belgium,UPPSEC,100.0
2011,Belgium,PRIMAR,100.0
2011,Belgium,LOWSEC,100.0
2012,Belgium,LOWSEC,100.0
2012,Belgium,PRIMAR,100.0
2012,Belgium,UPPSEC,100.0
2013,Belgium,UPPSEC,100.0
2013,Belgium,PRIMAR,100.0
2013,Belgium,LOWSEC,100.0
2014,Belgium,LOWSEC,100.0
2014,Belgium,PRIMAR,100.0
2014,Belgium,UPPSEC,100.0
2015,Belgium,UPPSEC,100.0
2015,Belgium,PRIMAR,100.0
2015,Belgium,LOWSEC,100.0
2016,Belgium,LOWSEC,100.0
2016,Portugal,PRIMAR,100.0
2016,Portugal,UPPSEC,100.0
2016,Portugal,LOWSEC,100.0
2017,Portugal,LOWSEC,100.0
2017,Portugal,UPPSEC,100.0
2018,Portugal,UPPSEC,100.0
2018,Portugal,PRIMAR,100.0
2018,Portugal,LOWSEC,100.0
2014,Slovakia,PRIMAR,100.0
2014,Slovakia,UPPSEC,100.0
2014,Slovakia,LOWSEC,100.0
2016,Belgium,PRIMAR,100.0
2016,Belgium,UPPSEC,100.0
2017,Belgium,UPPSEC,100.0
2017,Belgium,PRIMAR,100.0
2017,Belgium,LOWSEC,100.0
2018,Belgium,LOWSEC,100.0
2018,Belgium,PRIMAR,100.0
2018,Belgium,UPPSEC,100.0
2016,Belarus,PRIMAR,100.0
2016,Belarus,UPPSEC,100.0
2016,Belarus,LOWSEC,100.0
2015,Slovakia,LOWSEC,100.0
2015,Slovakia,UPPSEC,100.0
2015,Slovakia,PRIMAR,100.0
2016,Slovakia,PRIMAR,100.0
2016,Slovakia,UPPSEC,100.0
2016,Slovakia,LOWSEC,100.0
2017,Slovakia,LOWSEC,100.0
2017,Slovakia,UPPSEC,100.0
2017,Slovakia,PRIMAR,100.0
2018,Slovakia,PRIMAR,100.0
2018,Slovakia,UPPSEC,100.0
2017,Belarus,LOWSEC,100.0
2017,Belarus,UPPSEC,100.0
2017,Belarus,PRIMAR,100.0
2018,Belarus,PRIMAR,100.0
2018,Belarus,UPPSEC,100.0
2018,Belarus,LOWSEC,100.0
2019,Belarus,LOWSEC,100.0
2019,Belarus,UPPSEC,100.0
2019,Belarus,PRIMAR,100.0
2020,Belarus,PRIMAR,100.0
2020,Belarus,UPPSEC,100.0
2018,Slovakia,LOWSEC,100.0
2019,Slovakia,LOWSEC,100.0
2019,Slovakia,UPPSEC,100.0
2019,Slovakia,PRIMAR,100.0
2020,Slovakia,PRIMAR,100.0
2020,Slovakia,UPPSEC,100.0
2020,Slovakia,LOWSEC,100.0
2021,Slovakia,LOWSEC,100.0
2021,Slovakia,UPPSEC,100.0
2021,Slovakia,PRIMAR,100.0
2000,Slovenia,PRIMAR,100.0
2000,Slovenia,LOWSEC,100.0
2001,Slovenia,LOWSEC,100.0
2001,Slovenia,PRIMAR,100.0
2002,Slovenia,PRIMAR,100.0
2002,Slovenia,LOWSEC,100.0
2003,Slovenia,LOWSEC,100.0
2003,Slovenia,PRIMAR,100.0
2004,Slovenia,PRIMAR,100.0
2004,Slovenia,LOWSEC,100.0
2004,Slovenia,UPPSEC,100.0
2005,Slovenia,UPPSEC,100.0
2020,Belarus,LOWSEC,100.0
2021,Belarus,LOWSEC,100.0
2021,Belarus,UPPSEC,100.0
2021,Belarus,PRIMAR,100.0
2001,Denmark,PRIMAR,100.0
2001,Denmark,LOWSEC,100.0
2002,Denmark,LOWSEC,100.0
2002,Denmark,PRIMAR,100.0
2003,Denmark,PRIMAR,100.0
2003,Denmark,LOWSEC,100.0
2004,Denmark,LOWSEC,100.0
2004,Denmark,PRIMAR,100.0
2005,Denmark,PRIMAR,100.0
2005,Denmark,LOWSEC,100.0
2006,Denmark,PRIMAR,100.0
2006,Denmark,LOWSEC,100.0
2007,Denmark,PRIMAR,100.0
2007,Denmark,LOWSEC,100.0
2008,Denmark,LOWSEC,100.0
2008,Denmark,PRIMAR,100.0
2009,Denmark,PRIMAR,100.0
2009,Denmark,LOWSEC,100.0
2010,Denmark,LOWSEC,100.0
2010,Denmark,PRIMAR,100.0
2011,Denmark,PRIMAR,100.0
2011,Denmark,LOWSEC,100.0
2012,Denmark,LOWSEC,100.0
2012,Denmark,PRIMAR,100.0
2013,Denmark,PRIMAR,100.0
2013,Denmark,LOWSEC,100.0
2014,Denmark,LOWSEC,100.0
2014,Denmark,PRIMAR,100.0
2015,Denmark,PRIMAR,100.0
2015,Denmark,LOWSEC,100.0
2015,Denmark,UPPSEC,100.0
2016,Denmark,LOWSEC,100.0
2016,Denmark,PRIMAR,100.0
2000,Estonia,PRIMAR,99.25706
2001,Estonia,PRIMAR,99.21997
2002,Estonia,PRIMAR,99.04
2003,Estonia,PRIMAR,99.5122
2004,Estonia,PRIMAR,98.82353
2005,Estonia,PRIMAR,99.31624
2006,Estonia,PRIMAR,99.12892
2005,Slovenia,LOWSEC,100.0
2005,Slovenia,PRIMAR,100.0
2006,Slovenia,LOWSEC,100.0
2006,Slovenia,UPPSEC,100.0
2006,Slovenia,PRIMAR,100.0
2007,Slovenia,PRIMAR,100.0
2007,Slovenia,UPPSEC,100.0
2007,Slovenia,LOWSEC,100.0
2008,Slovenia,LOWSEC,100.0
2008,Slovenia,UPPSEC,100.0
2008,Slovenia,PRIMAR,100.0
2007,Estonia,PRIMAR,99.11348
2008,Estonia,PRIMAR,99.45946
2009,Estonia,PRIMAR,98.90511
2010,Estonia,PRIMAR,100.0
2011,Estonia,PRIMAR,99.62193
2012,Estonia,PRIMAR,99.80695
2013,Estonia,PRIMAR,99.23664
2000,Finland,PRIMAR,100.0
2000,Finland,UPPSEC,100.0
2000,Finland,LOWSEC,100.0
2001,Finland,LOWSEC,100.0
2009,Slovenia,PRIMAR,100.0
2009,Slovenia,UPPSEC,100.0
2009,Slovenia,LOWSEC,100.0
2010,Slovenia,LOWSEC,100.0
2010,Slovenia,UPPSEC,100.0
2010,Slovenia,PRIMAR,100.0
2011,Slovenia,PRIMAR,100.0
2011,Slovenia,UPPSEC,100.0
2011,Slovenia,LOWSEC,100.0
2012,Slovenia,LOWSEC,100.0
2012,Slovenia,UPPSEC,100.0
2012,Slovenia,PRIMAR,100.0
2013,Slovenia,PRIMAR,100.0
2013,Slovenia,UPPSEC,100.0
2013,Slovenia,LOWSEC,100.0
2014,Slovenia,LOWSEC,100.0
2014,Slovenia,UPPSEC,100.0
2014,Slovenia,PRIMAR,100.0
2015,Slovenia,PRIMAR,100.0
2015,Slovenia,UPPSEC,100.0
2015,Slovenia,LOWSEC,100.0
2016,Slovenia,LOWSEC,100.0
2016,Slovenia,UPPSEC,100.0
2016,Slovenia,PRIMAR,100.0
2000,Spain,PRIMAR,100.0
2000,Spain,LOWSEC,100.0
2001,Spain,LOWSEC,100.0
2001,Spain,PRIMAR,100.0
2002,Spain,PRIMAR,100.0
2002,Spain,LOWSEC,100.0
2003,Spain,LOWSEC,100.0
2003,Spain,PRIMAR,100.0
2004,Spain,PRIMAR,100.0
2004,Spain,LOWSEC,100.0
2005,Spain,LOWSEC,100.0
2005,Spain,PRIMAR,100.0
2006,Spain,PRIMAR,100.0
2006,Spain,LOWSEC,100.0
2007,Spain,LOWSEC,100.0
2007,Spain,PRIMAR,100.0
2007,Spain,UPPSEC,100.0
2008,Spain,UPPSEC,100.0
2008,Spain,PRIMAR,100.0
2008,Spain,LOWSEC,100.0
2001,Finland,UPPSEC,100.0
2001,Finland,PRIMAR,100.0
2002,Finland,PRIMAR,100.0
2002,Finland,UPPSEC,100.0
2002,Finland,LOWSEC,100.0
2003,Finland,LOWSEC,100.0
2003,Finland,UPPSEC,100.0
2003,Finland,PRIMAR,100.0
2004,Finland,PRIMAR,100.0
2004,Finland,UPPSEC,100.0
2004,Finland,LOWSEC,100.0
2009,Spain,LOWSEC,100.0
2009,Spain,PRIMAR,100.0
2009,Spain,UPPSEC,100.0
2010,Spain,UPPSEC,100.0
2010,Spain,PRIMAR,100.0
2010,Spain,LOWSEC,100.0
2011,Spain,LOWSEC,100.0
2011,Spain,PRIMAR,100.0
2011,Spain,UPPSEC,100.0
2012,Spain,UPPSEC,100.0
2012,Spain,PRIMAR,100.0
2012,Spain,LOWSEC,100.0
2013,Spain,LOWSEC,100.0
2013,Spain,PRIMAR,100.0
2013,Spain,UPPSEC,100.0
2014,Spain,UPPSEC,100.0
2014,Spain,PRIMAR,100.0
2014,Spain,LOWSEC,100.0
2015,Spain,LOWSEC,100.0
2015,Spain,PRIMAR,100.0
2015,Spain,UPPSEC,100.0
2016,Spain,UPPSEC,100.0
2016,Spain,PRIMAR,100.0
2016,Spain,LOWSEC,100.0
2017,Spain,LOWSEC,100.0
2017,Spain,PRIMAR,100.0
2017,Spain,UPPSEC,100.0
2018,Spain,UPPSEC,100.0
2018,Spain,PRIMAR,100.0
2018,Spain,LOWSEC,100.0
2019,Spain,LOWSEC,100.0
2019,Spain,PRIMAR,100.0
2019,Spain,UPPSEC,100.0
2020,Spain,UPPSEC,100.0
2020,Spain,PRIMAR,100.0
2020,Spain,LOWSEC,100.0
2021,Spain,LOWSEC,100.0
2021,Spain,PRIMAR,100.0
2021,Spain,UPPSEC,100.0
2011,Switzerland,UPPSEC,100.0
2011,Switzerland,PRIMAR,100.0
2011,Switzerland,LOWSEC,100.0
2012,Switzerland,LOWSEC,100.0
2012,Switzerland,PRIMAR,100.0
2012,Switzerland,UPPSEC,100.0
2013,Switzerland,UPPSEC,100.0
2013,Switzerland,PRIMAR,100.0
2013,Switzerland,LOWSEC,100.0
2014,Switzerland,LOWSEC,100.0
2014,Switzerland,PRIMAR,100.0
2014,Switzerland,UPPSEC,100.0
2015,Switzerland,UPPSEC,100.0
2015,Switzerland,PRIMAR,100.0
2015,Switzerland,LOWSEC,100.0
2016,Switzerland,LOWSEC,100.0
2005,Finland,LOWSEC,100.0
2005,Finland,UPPSEC,100.0
2005,Finland,PRIMAR,100.0
2006,Finland,PRIMAR,100.0
2006,Finland,UPPSEC,100.0
2006,Finland,LOWSEC,100.0
2007,Finland,LOWSEC,100.0
2007,Finland,PRIMAR,100.0
2007,Finland,UPPSEC,100.0
2008,Finland,UPPSEC,100.0
2008,Finland,PRIMAR,100.0
2008,Finland,LOWSEC,100.0
2009,Finland,LOWSEC,100.0
2009,Finland,PRIMAR,100.0
2009,Finland,UPPSEC,100.0
2010,Finland,UPPSEC,100.0
2010,Finland,PRIMAR,100.0
2010,Finland,LOWSEC,100.0
2011,Finland,LOWSEC,100.0
2011,Finland,PRIMAR,100.0
2011,Finland,UPPSEC,100.0
2012,Finland,UPPSEC,100.0
2012,Finland,PRIMAR,100.0
2012,Finland,LOWSEC,100.0
2013,Finland,LOWSEC,100.0
2013,Finland,PRIMAR,100.0
2013,Finland,UPPSEC,100.0
2014,Finland,UPPSEC,100.0
2014,Finland,PRIMAR,100.0
2014,Finland,LOWSEC,100.0
2015,Finland,LOWSEC,100.0
2015,Finland,UPPSEC,100.0
2015,Finland,PRIMAR,100.0
2016,Finland,PRIMAR,100.0
2016,Finland,UPPSEC,100.0
2016,Finland,LOWSEC,100.0
2017,Finland,LOWSEC,100.0
2017,Finland,UPPSEC,100.0
2017,Finland,PRIMAR,100.0
2018,Finland,PRIMAR,100.0
2018,Finland,UPPSEC,100.0
2018,Finland,LOWSEC,100.0
2019,Finland,LOWSEC,100.0
2019,Finland,PRIMAR,100.0
2016,Switzerland,PRIMAR,100.0
2016,Switzerland,UPPSEC,100.0
2019,Turkmenistan,PRIMAR,100.0
2019,Turkmenistan,UPPSEC,100.0
2019,Turkmenistan,LOWSEC,100.0
2020,Turkmenistan,LOWSEC,100.0
2020,Turkmenistan,PRIMAR,100.0
2020,Turkmenistan,UPPSEC,100.0
2021,Turkmenistan,UPPSEC,100.0
2021,Turkmenistan,PRIMAR,100.0
2021,Turkmenistan,LOWSEC,100.0
2019,Finland,UPPSEC,100.0
2000,France,UPPSEC,100.0
2000,France,LOWSEC,100.0
2001,France,LOWSEC,100.0
2001,France,UPPSEC,100.0
2001,France,PRIMAR,100.0
2002,France,UPPSEC,100.0
2002,France,PRIMAR,100.0
2002,France,LOWSEC,100.0
2003,France,LOWSEC,100.0
2003,France,PRIMAR,100.0
2003,France,UPPSEC,100.0
2004,France,UPPSEC,100.0
2004,France,PRIMAR,100.0
2004,France,LOWSEC,100.0
2005,France,LOWSEC,100.0
2005,France,PRIMAR,100.0
2005,France,UPPSEC,100.0
2006,France,UPPSEC,100.0
2006,France,PRIMAR,100.0
2006,France,LOWSEC,100.0
2007,France,LOWSEC,100.0
2007,France,PRIMAR,100.0
2007,France,UPPSEC,100.0
2008,France,UPPSEC,100.0
2008,France,PRIMAR,100.0
2008,France,LOWSEC,100.0
2009,France,LOWSEC,100.0
2009,France,PRIMAR,100.0
2009,France,UPPSEC,100.0
2010,France,PRIMAR,100.0
2010,France,UPPSEC,100.0
2010,France,LOWSEC,100.0
2011,France,LOWSEC,100.0
2011,France,UPPSEC,100.0
2011,France,PRIMAR,100.0
2012,France,UPPSEC,100.0
2012,France,LOWSEC,100.0
2012,France,PRIMAR,100.0
2013,France,PRIMAR,100.0
2013,France,LOWSEC,100.0
2013,France,UPPSEC,100.0
2014,France,UPPSEC,100.0
2014,France,PRIMAR,100.0
2014,France,LOWSEC,100.0
2015,France,LOWSEC,100.0
2015,France,PRIMAR,100.0
2015,France,UPPSEC,100.0
2016,France,UPPSEC,100.0
2016,France,PRIMAR,100.0
2016,France,LOWSEC,100.0
2017,France,LOWSEC,100.0
2017,France,PRIMAR,100.0
2017,France,UPPSEC,100.0
2018,France,UPPSEC,100.0
2018,France,PRIMAR,100.0
2018,France,LOWSEC,100.0
2019,France,LOWSEC,100.0
2019,France,UPPSEC,100.0
2019,France,PRIMAR,100.0
2016,Georgia,PRIMAR,100.0
2016,Georgia,UPPSEC,100.0
2016,Georgia,LOWSEC,100.0
2017,Georgia,LOWSEC,100.0
2017,Georgia,UPPSEC,100.0
2017,Georgia,PRIMAR,99.74026
2018,Georgia,PRIMAR,100.0
2018,Georgia,UPPSEC,100.0
2018,Georgia,LOWSEC,100.0
2019,Georgia,LOWSEC,100.0
2019,Georgia,UPPSEC,100.0
2019,Georgia,PRIMAR,100.0
2020,Georgia,UPPSEC,100.0
2020,Georgia,LOWSEC,100.0
2020,Georgia,PRIMAR,100.0
2021,Georgia,PRIMAR,100.0
2021,Georgia,LOWSEC,100.0
2016,Ukraine,PRIMAR,69.33419
2016,Ukraine,UPPSEC,96.98488
2016,Ukraine,LOWSEC,89.57137
2017,Ukraine,LOWSEC,90.55229
2017,Ukraine,UPPSEC,96.88683
2017,Ukraine,PRIMAR,74.30025
2018,Ukraine,PRIMAR,78.3115
2018,Ukraine,UPPSEC,97.24311
2018,Ukraine,LOWSEC,91.32948
2019,Ukraine,LOWSEC,92.90742
2019,Ukraine,UPPSEC,97.67259
2021,Georgia,UPPSEC,100.0
2000,Germany,PRIMAR,100.0
2000,Germany,UPPSEC,100.0
2000,Germany,LOWSEC,100.0
2001,Germany,LOWSEC,100.0
2001,Germany,PRIMAR,100.0
2001,Germany,UPPSEC,100.0
2002,Germany,UPPSEC,100.0
2002,Germany,PRIMAR,100.0
2002,Germany,LOWSEC,100.0
2003,Germany,LOWSEC,100.0
2019,Ukraine,PRIMAR,80.88597
2020,Ukraine,PRIMAR,83.03411
2020,Ukraine,UPPSEC,97.76896
2020,Ukraine,LOWSEC,93.83026
2021,Ukraine,LOWSEC,94.74279
2021,Ukraine,PRIMAR,86.82171
2021,Ukraine,UPPSEC,98.2168
2018,Uzbekistan,LOWSEC,88.75502
2018,Uzbekistan,PRIMAR,90.18604
2019,Uzbekistan,PRIMAR,84.76451
2019,Uzbekistan,LOWSEC,84.9835
2003,Germany,UPPSEC,100.0
2003,Germany,PRIMAR,100.0
2004,Germany,UPPSEC,100.0
2004,Germany,PRIMAR,100.0
2004,Germany,LOWSEC,100.0
2005,Germany,PRIMAR,100.0
2005,Germany,UPPSEC,100.0
2005,Germany,LOWSEC,100.0
2006,Germany,UPPSEC,100.0
2006,Germany,PRIMAR,100.0
2006,Germany,LOWSEC,100.0
2007,Germany,LOWSEC,100.0
2007,Germany,PRIMAR,100.0
2007,Germany,UPPSEC,100.0
2008,Germany,UPPSEC,100.0
2008,Germany,LOWSEC,100.0
2008,Germany,PRIMAR,100.0
2009,Germany,PRIMAR,100.0
2009,Germany,LOWSEC,100.0
2009,Germany,UPPSEC,100.0
2010,Germany,UPPSEC,100.0
2010,Germany,LOWSEC,100.0
2010,Germany,PRIMAR,100.0
2011,Germany,PRIMAR,100.0
2011,Germany,LOWSEC,100.0
2011,Germany,UPPSEC,100.0
2012,Germany,UPPSEC,100.0
2012,Germany,LOWSEC,100.0
2012,Germany,PRIMAR,100.0
2013,Germany,PRIMAR,100.0
2013,Germany,LOWSEC,100.0
2013,Germany,UPPSEC,100.0
2014,Germany,UPPSEC,100.0
2014,Germany,LOWSEC,100.0
2014,Germany,PRIMAR,100.0
2015,Germany,PRIMAR,100.0
2015,Germany,LOWSEC,100.0
2015,Germany,UPPSEC,100.0
2016,Germany,UPPSEC,100.0
2016,Germany,LOWSEC,100.0
2016,Germany,PRIMAR,100.0
2017,Germany,PRIMAR,100.0
2017,Germany,LOWSEC,100.0
2017,Germany,UPPSEC,100.0
2018,Germany,UPPSEC,100.0
2018,Germany,LOWSEC,100.0
2018,Germany,PRIMAR,100.0
2019,Germany,PRIMAR,100.0
2019,Germany,LOWSEC,100.0
2019,Germany,UPPSEC,100.0
2000,Hungary,PRIMAR,100.0
2000,Hungary,UPPSEC,100.0
2000,Hungary,LOWSEC,100.0
2001,Hungary,LOWSEC,100.0
2001,Hungary,UPPSEC,100.0
2001,Hungary,PRIMAR,100.0
2002,Hungary,PRIMAR,100.0
2002,Hungary,UPPSEC,100.0
2002,Hungary,LOWSEC,100.0
2003,Hungary,LOWSEC,100.0
2003,Hungary,UPPSEC,100.0
2003,Hungary,PRIMAR,100.0
2004,Hungary,PRIMAR,100.0
2004,Hungary,UPPSEC,100.0
2004,Hungary,LOWSEC,100.0
2005,Hungary,UPPSEC,100.0
2005,Hungary,PRIMAR,100.0
2005,Hungary,LOWSEC,100.0
2006,Hungary,LOWSEC,100.0
2006,Hungary,PRIMAR,100.0
2006,Hungary,UPPSEC,100.0
2007,Hungary,UPPSEC,100.0
2007,Hungary,PRIMAR,100.0
2007,Hungary,LOWSEC,100.0
2008,Hungary,LOWSEC,100.0
2008,Hungary,PRIMAR,100.0
2008,Hungary,UPPSEC,100.0
2009,Hungary,UPPSEC,100.0
2009,Hungary,LOWSEC,100.0
2009,Hungary,PRIMAR,100.0
2010,Hungary,PRIMAR,100.0
2010,Hungary,LOWSEC,100.0
2010,Hungary,UPPSEC,100.0
2011,Hungary,UPPSEC,100.0
2011,Hungary,LOWSEC,100.0
2011,Hungary,PRIMAR,100.0
2012,Hungary,PRIMAR,100.0
2012,Hungary,LOWSEC,100.0
2012,Hungary,UPPSEC,100.0
2013,Hungary,UPPSEC,100.0
2013,Hungary,LOWSEC,100.0
2013,Hungary,PRIMAR,100.0
2014,Hungary,PRIMAR,100.0
2014,Hungary,LOWSEC,100.0
2014,Hungary,UPPSEC,100.0
2015,Hungary,UPPSEC,100.0
2015,Hungary,LOWSEC,100.0
2015,Hungary,PRIMAR,100.0
2016,Hungary,PRIMAR,100.0
2016,Hungary,LOWSEC,100.0
2016,Hungary,UPPSEC,100.0
2000,Italy,UPPSEC,100.0
2000,Italy,LOWSEC,100.0
2000,Italy,PRIMAR,100.0
2001,Italy,PRIMAR,100.0
2001,Italy,LOWSEC,100.0
2001,Italy,UPPSEC,100.0
2002,Italy,UPPSEC,100.0
2002,Italy,LOWSEC,100.0
2002,Italy,PRIMAR,100.0
2003,Italy,PRIMAR,100.0
2003,Italy,LOWSEC,100.0
2003,Italy,UPPSEC,100.0
2004,Italy,UPPSEC,100.0
2004,Italy,LOWSEC,100.0
2004,Italy,PRIMAR,100.0
2005,Italy,PRIMAR,100.0
2005,Italy,LOWSEC,100.0
2005,Italy,UPPSEC,100.0
2006,Italy,UPPSEC,100.0
2006,Italy,LOWSEC,100.0
2006,Italy,PRIMAR,100.0
2007,Italy,PRIMAR,100.0
2007,Italy,LOWSEC,100.0
2007,Italy,UPPSEC,100.0
2008,Italy,UPPSEC,100.0
2008,Italy,LOWSEC,100.0
2008,Italy,PRIMAR,100.0
2009,Italy,PRIMAR,100.0
2009,Italy,LOWSEC,100.0
2009,Italy,UPPSEC,100.0
2010,Italy,UPPSEC,100.0
2010,Italy,LOWSEC,100.0
2010,Italy,PRIMAR,100.0
2011,Italy,PRIMAR,100.0
2011,Italy,LOWSEC,100.0
2011,Italy,UPPSEC,100.0
2012,Italy,UPPSEC,100.0
2012,Italy,LOWSEC,100.0
2012,Italy,PRIMAR,100.0
2013,Italy,PRIMAR,100.0
2013,Italy,LOWSEC,100.0
2013,Italy,UPPSEC,100.0
2014,Italy,UPPSEC,100.0
2014,Italy,LOWSEC,100.0
2014,Italy,PRIMAR,100.0
2015,Italy,PRIMAR,100.0
2015,Italy,LOWSEC,100.0
2015,Italy,UPPSEC,100.0
2016,Italy,UPPSEC,100.0
2016,Italy,LOWSEC,100.0
2016,Italy,PRIMAR,100.0
2016,Kyrgyzstan,UPPSEC,100.0
2017,Kyrgyzstan,UPPSEC,100.0
2017,Kyrgyzstan,LOWSEC,100.0
2017,Kyrgyzstan,PRIMAR,100.0
2018,Kyrgyzstan,UPPSEC,100.0
2019,Kyrgyzstan,UPPSEC,100.0
2020,Kyrgyzstan,UPPSEC,100.0
2021,Kyrgyzstan,UPPSEC,100.0
2016,Latvia,LOWSEC,100.0
