Year,GeoAreaName,Activity,Value
2019,Azerbaijan,ISIC4_C,11.28
2020,Azerbaijan,ISIC4_C,15.23
2000,Austria,ISIC4_C,38.72
2001,Austria,ISIC4_C,38.15
2016,Georgia,ISIC4_C,12.14
2017,Georgia,ISIC4_C,13.42
2018,Georgia,ISIC4_C,12.78
2019,Georgia,ISIC4_C,12.43
2020,Georgia,ISIC4_C,12.45
2000,Germany,ISIC4_C,53.95
2001,Germany,ISIC4_C,54.33
2002,Germany,ISIC4_C,55.07
2003,Germany,ISIC4_C,56.11
2004,Germany,ISIC4_C,55.86
2005,Germany,ISIC4_C,56.5
2002,Austria,ISIC4_C,38.23
2003,Austria,ISIC4_C,39.59
2004,Austria,ISIC4_C,39.75
2005,Austria,ISIC4_C,41.58
2006,Austria,ISIC4_C,42.05
2007,Austria,ISIC4_C,42.52
2008,Austria,ISIC4_C,43.71
2009,Austria,ISIC4_C,41.61
2010,Austria,ISIC4_C,43.78
2011,Austria,ISIC4_C,45.0
2012,Austria,ISIC4_C,44.64
2006,Germany,ISIC4_C,57.0
2007,Germany,ISIC4_C,57.98
2008,Germany,ISIC4_C,59.44
2009,Germany,ISIC4_C,56.07
2010,Germany,ISIC4_C,59.08
2011,Germany,ISIC4_C,59.18
2012,Germany,ISIC4_C,59.18
2013,Germany,ISIC4_C,59.29
2014,Germany,ISIC4_C,60.59
2015,Germany,ISIC4_C,60.7
2016,Germany,ISIC4_C,60.91
2017,Germany,ISIC4_C,60.87
2018,Germany,ISIC4_C,59.86
2019,Germany,ISIC4_C,60.38
2020,Germany,ISIC4_C,61.25
2000,Greece,ISIC4_C,24.12
2001,Greece,ISIC4_C,20.45
2002,Greece,ISIC4_C,20.45
2003,Greece,ISIC4_C,17.45
2004,Greece,ISIC4_C,17.75
2005,Greece,ISIC4_C,15.9
2006,Greece,ISIC4_C,16.64
2007,Greece,ISIC4_C,17.16
2008,Greece,ISIC4_C,19.29
2009,Greece,ISIC4_C,18.14
2010,Greece,ISIC4_C,14.71
2011,Greece,ISIC4_C,18.31
2012,Greece,ISIC4_C,18.76
2013,Greece,ISIC4_C,22.18
2014,Greece,ISIC4_C,20.73
2015,Greece,ISIC4_C,18.85
2016,Greece,ISIC4_C,18.31
2017,Greece,ISIC4_C,18.1
2018,Greece,ISIC4_C,18.07
2019,Greece,ISIC4_C,19.98
2020,Greece,ISIC4_C,21.74
2000,Hungary,ISIC4_C,48.12
2001,Hungary,ISIC4_C,45.95
2002,Hungary,ISIC4_C,45.54
2003,Hungary,ISIC4_C,50.24
2004,Hungary,ISIC4_C,51.96
2005,Hungary,ISIC4_C,53.11
2006,Hungary,ISIC4_C,53.41
2007,Hungary,ISIC4_C,52.44
2008,Hungary,ISIC4_C,51.94
2009,Hungary,ISIC4_C,52.64
2010,Hungary,ISIC4_C,54.63
2011,Hungary,ISIC4_C,56.39
2012,Hungary,ISIC4_C,55.65
2013,Hungary,ISIC4_C,56.52
2014,Hungary,ISIC4_C,58.5
2015,Hungary,ISIC4_C,59.45
2016,Hungary,ISIC4_C,56.3
2017,Hungary,ISIC4_C,56.97
2018,Hungary,ISIC4_C,51.54
2013,Austria,ISIC4_C,44.98
2014,Austria,ISIC4_C,45.4
2015,Austria,ISIC4_C,45.12
2016,Austria,ISIC4_C,45.43
2017,Austria,ISIC4_C,45.43
2018,Austria,ISIC4_C,45.26
2019,Austria,ISIC4_C,45.07
2020,Austria,ISIC4_C,45.14
2000,Armenia,ISIC4_C,9.53
2001,Armenia,ISIC4_C,9.96
2002,Armenia,ISIC4_C,7.75
2019,Hungary,ISIC4_C,51.7
2020,Hungary,ISIC4_C,53.3
2000,Iceland,ISIC4_C,11.09
2001,Iceland,ISIC4_C,11.42
2002,Iceland,ISIC4_C,12.59
2003,Iceland,ISIC4_C,14.55
2004,Iceland,ISIC4_C,16.99
2005,Iceland,ISIC4_C,14.18
2006,Iceland,ISIC4_C,16.57
2007,Iceland,ISIC4_C,16.57
2008,Iceland,ISIC4_C,16.57
2009,Iceland,ISIC4_C,16.57
2010,Iceland,ISIC4_C,16.57
2011,Iceland,ISIC4_C,14.51
2012,Iceland,ISIC4_C,14.51
2013,Iceland,ISIC4_C,14.51
2014,Iceland,ISIC4_C,14.51
2015,Iceland,ISIC4_C,11.27
2016,Iceland,ISIC4_C,11.52
2017,Iceland,ISIC4_C,2.29
2018,Iceland,ISIC4_C,12.62
2019,Iceland,ISIC4_C,14.92
2020,Iceland,ISIC4_C,14.92
2000,Ireland,ISIC4_C,64.65
2001,Ireland,ISIC4_C,64.62
2002,Ireland,ISIC4_C,65.4
2003,Ireland,ISIC4_C,62.09
2004,Ireland,ISIC4_C,57.9
2005,Ireland,ISIC4_C,59.57
2006,Ireland,ISIC4_C,58.31
2007,Ireland,ISIC4_C,60.88
2008,Ireland,ISIC4_C,58.25
2009,Ireland,ISIC4_C,63.02
2010,Ireland,ISIC4_C,61.69
2011,Ireland,ISIC4_C,60.13
2012,Ireland,ISIC4_C,61.06
2013,Ireland,ISIC4_C,55.93
2014,Ireland,ISIC4_C,55.21
2015,Ireland,ISIC4_C,54.35
2016,Ireland,ISIC4_C,54.31
2017,Ireland,ISIC4_C,54.51
2018,Ireland,ISIC4_C,54.51
2019,Ireland,ISIC4_C,54.79
2020,Ireland,ISIC4_C,54.8
2003,Armenia,ISIC4_C,7.55
2004,Armenia,ISIC4_C,4.08
2005,Armenia,ISIC4_C,3.91
2006,Armenia,ISIC4_C,3.9
2007,Armenia,ISIC4_C,3.91
2008,Armenia,ISIC4_C,3.91
2009,Armenia,ISIC4_C,4.51
2010,Armenia,ISIC4_C,4.51
2011,Armenia,ISIC4_C,4.51
2012,Armenia,ISIC4_C,4.51
2013,Armenia,ISIC4_C,4.51
2000,Italy,ISIC4_C,36.93
2001,Italy,ISIC4_C,36.26
2002,Italy,ISIC4_C,36.09
2003,Italy,ISIC4_C,35.86
2004,Italy,ISIC4_C,35.47
2005,Italy,ISIC4_C,36.15
2006,Italy,ISIC4_C,36.9
2007,Italy,ISIC4_C,36.44
2008,Italy,ISIC4_C,37.84
2009,Italy,ISIC4_C,39.07
2010,Italy,ISIC4_C,41.11
2011,Italy,ISIC4_C,40.69
2012,Italy,ISIC4_C,41.64
2013,Italy,ISIC4_C,42.22
2014,Italy,ISIC4_C,41.93
2015,Italy,ISIC4_C,42.09
2016,Italy,ISIC4_C,41.98
2017,Italy,ISIC4_C,42.69
2018,Italy,ISIC4_C,42.01
2019,Italy,ISIC4_C,41.63
2020,Italy,ISIC4_C,42.89
2000,Kazakhstan,ISIC4_C,5.13
2001,Kazakhstan,ISIC4_C,5.92
2002,Kazakhstan,ISIC4_C,7.04
2003,Kazakhstan,ISIC4_C,7.88
2004,Kazakhstan,ISIC4_C,6.64
2005,Kazakhstan,ISIC4_C,6.86
2006,Kazakhstan,ISIC4_C,6.5
2007,Kazakhstan,ISIC4_C,6.84
2008,Kazakhstan,ISIC4_C,12.38
2009,Kazakhstan,ISIC4_C,11.5
2010,Kazakhstan,ISIC4_C,12.75
2011,Kazakhstan,ISIC4_C,12.92
2012,Kazakhstan,ISIC4_C,14.01
2013,Kazakhstan,ISIC4_C,16.48
2014,Kazakhstan,ISIC4_C,16.59
2015,Kazakhstan,ISIC4_C,14.18
2016,Kazakhstan,ISIC4_C,12.5
2017,Kazakhstan,ISIC4_C,13.8
2018,Kazakhstan,ISIC4_C,14.13
2019,Kazakhstan,ISIC4_C,15.9
2020,Kazakhstan,ISIC4_C,16.91
2000,Kyrgyzstan,ISIC4_C,5.92
2001,Kyrgyzstan,ISIC4_C,5.92
2002,Kyrgyzstan,ISIC4_C,5.7
2003,Kyrgyzstan,ISIC4_C,4.92
2004,Kyrgyzstan,ISIC4_C,7.78
2005,Kyrgyzstan,ISIC4_C,5.96
2006,Kyrgyzstan,ISIC4_C,6.64
2007,Kyrgyzstan,ISIC4_C,8.9
2008,Kyrgyzstan,ISIC4_C,6.13
2009,Kyrgyzstan,ISIC4_C,4.36
2010,Kyrgyzstan,ISIC4_C,3.45
2011,Kyrgyzstan,ISIC4_C,3.71
2012,Kyrgyzstan,ISIC4_C,6.74
2013,Kyrgyzstan,ISIC4_C,6.61
2014,Kyrgyzstan,ISIC4_C,4.13
2015,Kyrgyzstan,ISIC4_C,2.96
2016,Kyrgyzstan,ISIC4_C,2.71
2017,Kyrgyzstan,ISIC4_C,2.78
2018,Kyrgyzstan,ISIC4_C,2.37
2019,Kyrgyzstan,ISIC4_C,2.21
2020,Kyrgyzstan,ISIC4_C,2.22
2000,Latvia,ISIC4_C,11.68
2001,Latvia,ISIC4_C,12.33
2002,Latvia,ISIC4_C,11.41
2003,Latvia,ISIC4_C,13.47
2004,Latvia,ISIC4_C,13.98
2005,Latvia,ISIC4_C,14.65
2006,Latvia,ISIC4_C,14.59
2007,Latvia,ISIC4_C,15.8
2008,Latvia,ISIC4_C,20.7
2009,Latvia,ISIC4_C,20.77
2010,Latvia,ISIC4_C,16.61
2011,Latvia,ISIC4_C,16.9
2012,Latvia,ISIC4_C,16.59
2013,Latvia,ISIC4_C,16.74
2014,Latvia,ISIC4_C,17.73
2015,Latvia,ISIC4_C,18.87
2016,Latvia,ISIC4_C,18.53
2017,Latvia,ISIC4_C,19.01
2018,Latvia,ISIC4_C,20.22
2019,Latvia,ISIC4_C,20.27
2020,Latvia,ISIC4_C,21.45
2000,Lithuania,ISIC4_C,15.15
2001,Lithuania,ISIC4_C,18.19
2002,Lithuania,ISIC4_C,17.83
2003,Lithuania,ISIC4_C,18.13
2004,Lithuania,ISIC4_C,18.14
2005,Lithuania,ISIC4_C,16.41
2006,Lithuania,ISIC4_C,18.54
2007,Lithuania,ISIC4_C,20.23
2008,Lithuania,ISIC4_C,23.92
2009,Lithuania,ISIC4_C,16.11
2010,Lithuania,ISIC4_C,22.81
2011,Lithuania,ISIC4_C,23.29
2012,Lithuania,ISIC4_C,19.46
2013,Lithuania,ISIC4_C,17.84
2014,Lithuania,ISIC4_C,20.84
2015,Lithuania,ISIC4_C,23.62
2016,Lithuania,ISIC4_C,20.55
2017,Lithuania,ISIC4_C,22.26
2018,Lithuania,ISIC4_C,23.01
2019,Lithuania,ISIC4_C,24.68
2020,Lithuania,ISIC4_C,29.26
2000,Luxembourg,ISIC4_C,17.76
2001,Luxembourg,ISIC4_C,15.76
2002,Luxembourg,ISIC4_C,16.23
2003,Luxembourg,ISIC4_C,14.96
2004,Luxembourg,ISIC4_C,14.54
2005,Luxembourg,ISIC4_C,15.86
2006,Luxembourg,ISIC4_C,15.04
2007,Luxembourg,ISIC4_C,13.78
2008,Luxembourg,ISIC4_C,8.64
2009,Luxembourg,ISIC4_C,7.11
2010,Luxembourg,ISIC4_C,7.58
2011,Luxembourg,ISIC4_C,7.13
2012,Luxembourg,ISIC4_C,22.41
2013,Luxembourg,ISIC4_C,23.95
2014,Luxembourg,ISIC4_C,22.46
2015,Luxembourg,ISIC4_C,23.67
2016,Luxembourg,ISIC4_C,20.41
2017,Luxembourg,ISIC4_C,21.77
2018,Luxembourg,ISIC4_C,21.13
2019,Luxembourg,ISIC4_C,21.97
2020,Luxembourg,ISIC4_C,21.32
2000,Malta,ISIC4_C,44.81
2001,Malta,ISIC4_C,37.47
2002,Malta,ISIC4_C,35.17
2003,Malta,ISIC4_C,40.84
2004,Malta,ISIC4_C,40.98
2005,Malta,ISIC4_C,35.3
2006,Malta,ISIC4_C,41.95
2007,Malta,ISIC4_C,45.08
2008,Malta,ISIC4_C,44.92
2009,Malta,ISIC4_C,16.63
2010,Malta,ISIC4_C,19.16
2011,Malta,ISIC4_C,8.53
2012,Malta,ISIC4_C,5.37
2013,Malta,ISIC4_C,5.7
2014,Malta,ISIC4_C,17.57
2015,Malta,ISIC4_C,37.99
2016,Malta,ISIC4_C,36.99
2014,Armenia,ISIC4_C,4.51
2015,Armenia,ISIC4_C,4.09
2016,Armenia,ISIC4_C,4.33
2017,Armenia,ISIC4_C,4.63
2018,Armenia,ISIC4_C,7.05
2019,Armenia,ISIC4_C,8.21
2020,Armenia,ISIC4_C,8.21
2000,Belgium,ISIC4_C,43.65
2001,Belgium,ISIC4_C,43.85
2002,Belgium,ISIC4_C,44.0
2003,Belgium,ISIC4_C,42.86
2004,Belgium,ISIC4_C,42.4
2005,Belgium,ISIC4_C,43.37
2006,Belgium,ISIC4_C,44.81
2007,Belgium,ISIC4_C,41.89
2008,Belgium,ISIC4_C,42.97
2009,Belgium,ISIC4_C,41.92
2010,Belgium,ISIC4_C,34.39
2011,Belgium,ISIC4_C,36.93
2012,Belgium,ISIC4_C,47.38
2013,Belgium,ISIC4_C,50.04
2014,Belgium,ISIC4_C,49.16
2017,Malta,ISIC4_C,42.7
2018,Malta,ISIC4_C,27.84
2019,Malta,ISIC4_C,20.02
2020,Malta,ISIC4_C,31.48
2000,Republic of Moldova,ISIC4_C,6.87
2001,Republic of Moldova,ISIC4_C,6.8
2002,Republic of Moldova,ISIC4_C,7.21
2003,Republic of Moldova,ISIC4_C,7.28
2004,Republic of Moldova,ISIC4_C,6.9
2005,Republic of Moldova,ISIC4_C,6.89
2006,Republic of Moldova,ISIC4_C,7.73
2015,Belgium,ISIC4_C,48.98
2016,Belgium,ISIC4_C,49.27
2017,Belgium,ISIC4_C,49.23
2018,Belgium,ISIC4_C,50.59
2019,Belgium,ISIC4_C,51.29
2020,Belgium,ISIC4_C,51.56
2000,Bosnia and Herzegovina,ISIC4_C,29.17
2001,Bosnia and Herzegovina,ISIC4_C,14.99
2002,Bosnia and Herzegovina,ISIC4_C,14.99
2003,Bosnia and Herzegovina,ISIC4_C,14.99
2004,Bosnia and Herzegovina,ISIC4_C,14.99
2005,Bosnia and Herzegovina,ISIC4_C,14.99
2006,Bosnia and Herzegovina,ISIC4_C,14.99
2007,Bosnia and Herzegovina,ISIC4_C,14.99
2008,Bosnia and Herzegovina,ISIC4_C,14.99
2009,Bosnia and Herzegovina,ISIC4_C,14.99
2010,Bosnia and Herzegovina,ISIC4_C,14.99
2011,Bosnia and Herzegovina,ISIC4_C,16.33
2012,Bosnia and Herzegovina,ISIC4_C,18.03
2013,Bosnia and Herzegovina,ISIC4_C,17.2
2014,Bosnia and Herzegovina,ISIC4_C,17.35
2007,Republic of Moldova,ISIC4_C,7.82
2008,Republic of Moldova,ISIC4_C,9.84
2009,Republic of Moldova,ISIC4_C,8.68
2010,Republic of Moldova,ISIC4_C,8.91
2011,Republic of Moldova,ISIC4_C,8.96
2012,Republic of Moldova,ISIC4_C,12.28
2013,Republic of Moldova,ISIC4_C,14.46
2014,Republic of Moldova,ISIC4_C,18.76
2015,Republic of Moldova,ISIC4_C,16.33
2016,Republic of Moldova,ISIC4_C,19.46
2015,Bosnia and Herzegovina,ISIC4_C,18.35
2016,Bosnia and Herzegovina,ISIC4_C,17.18
2017,Bosnia and Herzegovina,ISIC4_C,17.93
2018,Bosnia and Herzegovina,ISIC4_C,19.07
2019,Bosnia and Herzegovina,ISIC4_C,17.63
2020,Bosnia and Herzegovina,ISIC4_C,17.86
2000,Bulgaria,ISIC4_C,27.8
2001,Bulgaria,ISIC4_C,31.13
2002,Bulgaria,ISIC4_C,30.7
2003,Bulgaria,ISIC4_C,27.38
2004,Bulgaria,ISIC4_C,22.64
2017,Republic of Moldova,ISIC4_C,17.73
2018,Republic of Moldova,ISIC4_C,17.6
2019,Republic of Moldova,ISIC4_C,22.95
2020,Republic of Moldova,ISIC4_C,22.99
2000,Montenegro,ISIC4_C,16.26
2001,Montenegro,ISIC4_C,16.26
2002,Montenegro,ISIC4_C,16.26
2003,Montenegro,ISIC4_C,16.26
2004,Montenegro,ISIC4_C,16.26
2005,Montenegro,ISIC4_C,16.26
2006,Montenegro,ISIC4_C,16.26
2007,Montenegro,ISIC4_C,16.26
2008,Montenegro,ISIC4_C,16.26
2009,Montenegro,ISIC4_C,16.26
2010,Montenegro,ISIC4_C,16.26
2011,Montenegro,ISIC4_C,13.99
2012,Montenegro,ISIC4_C,18.85
2013,Montenegro,ISIC4_C,15.88
2014,Montenegro,ISIC4_C,16.06
2015,Montenegro,ISIC4_C,14.86
2016,Montenegro,ISIC4_C,14.86
2017,Montenegro,ISIC4_C,14.86
2018,Montenegro,ISIC4_C,14.86
2019,Montenegro,ISIC4_C,14.86
2020,Montenegro,ISIC4_C,14.86
2000,Netherlands,ISIC4_C,38.17
2001,Netherlands,ISIC4_C,35.61
2002,Netherlands,ISIC4_C,37.72
2003,Netherlands,ISIC4_C,38.22
2004,Netherlands,ISIC4_C,40.28
2005,Netherlands,ISIC4_C,42.44
2006,Netherlands,ISIC4_C,39.73
2007,Netherlands,ISIC4_C,38.83
2008,Netherlands,ISIC4_C,40.07
2009,Netherlands,ISIC4_C,42.18
2010,Netherlands,ISIC4_C,45.62
2011,Netherlands,ISIC4_C,47.05
2012,Netherlands,ISIC4_C,47.44
2013,Netherlands,ISIC4_C,45.8
2014,Netherlands,ISIC4_C,46.79
2015,Netherlands,ISIC4_C,47.28
2016,Netherlands,ISIC4_C,47.44
2017,Netherlands,ISIC4_C,48.57
2018,Netherlands,ISIC4_C,50.51
2005,Bulgaria,ISIC4_C,24.15
2006,Bulgaria,ISIC4_C,24.2
2007,Bulgaria,ISIC4_C,24.39
2008,Bulgaria,ISIC4_C,25.02
2009,Bulgaria,ISIC4_C,24.04
2010,Bulgaria,ISIC4_C,24.7
2011,Bulgaria,ISIC4_C,25.44
2012,Bulgaria,ISIC4_C,29.27
2013,Bulgaria,ISIC4_C,31.72
2014,Bulgaria,ISIC4_C,28.09
2015,Bulgaria,ISIC4_C,28.17
2019,Netherlands,ISIC4_C,50.21
2020,Netherlands,ISIC4_C,51.19
2000,Norway,ISIC4_C,29.38
2001,Norway,ISIC4_C,29.3
2002,Norway,ISIC4_C,30.13
2003,Norway,ISIC4_C,28.12
2004,Norway,ISIC4_C,28.15
2005,Norway,ISIC4_C,28.48
2006,Norway,ISIC4_C,30.17
2007,Norway,ISIC4_C,30.99
2008,Norway,ISIC4_C,33.18
2009,Norway,ISIC4_C,36.73
2010,Norway,ISIC4_C,32.54
2011,Norway,ISIC4_C,32.45
2012,Norway,ISIC4_C,32.14
2013,Norway,ISIC4_C,35.22
2014,Norway,ISIC4_C,31.8
2015,Norway,ISIC4_C,32.26
2016,Norway,ISIC4_C,29.78
2017,Norway,ISIC4_C,28.94
2018,Norway,ISIC4_C,30.12
2019,Norway,ISIC4_C,35.03
2020,Norway,ISIC4_C,45.16
2000,Poland,ISIC4_C,26.6
2001,Poland,ISIC4_C,28.14
2002,Poland,ISIC4_C,26.08
2003,Poland,ISIC4_C,26.2
2004,Poland,ISIC4_C,26.61
2005,Poland,ISIC4_C,27.42
2006,Poland,ISIC4_C,32.51
2007,Poland,ISIC4_C,31.58
2008,Poland,ISIC4_C,33.66
2009,Poland,ISIC4_C,34.54
2010,Poland,ISIC4_C,35.88
2011,Poland,ISIC4_C,35.84
2012,Poland,ISIC4_C,34.31
2013,Poland,ISIC4_C,35.21
2014,Poland,ISIC4_C,33.94
2015,Poland,ISIC4_C,33.98
2016,Poland,ISIC4_C,32.99
2017,Poland,ISIC4_C,32.74
2018,Poland,ISIC4_C,32.23
2019,Poland,ISIC4_C,32.28
2020,Poland,ISIC4_C,33.25
2016,Bulgaria,ISIC4_C,25.68
2017,Bulgaria,ISIC4_C,26.85
2018,Bulgaria,ISIC4_C,30.62
2019,Bulgaria,ISIC4_C,30.54
2020,Bulgaria,ISIC4_C,32.63
2000,Belarus,ISIC4_C,42.0
2001,Belarus,ISIC4_C,42.0
2002,Belarus,ISIC4_C,42.0
2003,Belarus,ISIC4_C,42.0
2004,Belarus,ISIC4_C,42.0
2005,Belarus,ISIC4_C,42.0
2000,Portugal,ISIC4_C,24.89
2001,Portugal,ISIC4_C,24.33
2002,Portugal,ISIC4_C,23.86
2003,Portugal,ISIC4_C,23.51
2004,Portugal,ISIC4_C,23.89
2005,Portugal,ISIC4_C,24.46
2006,Portugal,ISIC4_C,23.8
2007,Portugal,ISIC4_C,20.41
2008,Portugal,ISIC4_C,25.26
2009,Portugal,ISIC4_C,23.42
2010,Portugal,ISIC4_C,23.96
2011,Portugal,ISIC4_C,24.65
2012,Portugal,ISIC4_C,24.72
2013,Portugal,ISIC4_C,24.51
2014,Portugal,ISIC4_C,24.62
2015,Portugal,ISIC4_C,24.41
2016,Portugal,ISIC4_C,23.9
2017,Portugal,ISIC4_C,24.42
2018,Portugal,ISIC4_C,24.47
2019,Portugal,ISIC4_C,25.96
2020,Portugal,ISIC4_C,27.13
2000,Romania,ISIC4_C,21.02
2001,Romania,ISIC4_C,21.01
2002,Romania,ISIC4_C,21.8
2003,Romania,ISIC4_C,27.24
2004,Romania,ISIC4_C,25.48
2005,Romania,ISIC4_C,25.01
2006,Romania,ISIC4_C,25.13
2007,Romania,ISIC4_C,27.1
2008,Romania,ISIC4_C,25.98
2009,Romania,ISIC4_C,33.99
2010,Romania,ISIC4_C,35.24
2011,Romania,ISIC4_C,36.02
2012,Romania,ISIC4_C,36.79
2013,Romania,ISIC4_C,37.7
2014,Romania,ISIC4_C,36.96
2015,Romania,ISIC4_C,41.39
2016,Romania,ISIC4_C,40.77
2017,Romania,ISIC4_C,42.9
2018,Romania,ISIC4_C,42.77
2019,Romania,ISIC4_C,40.95
2020,Romania,ISIC4_C,44.36
2000,Serbia,ISIC4_C,24.41
2001,Serbia,ISIC4_C,24.41
