Year,GeoAreaName,Education level,Quantile,Sex,Value
2016,Armenia,UPPSEC,_T,FEMALE,0.70946
2016,Armenia,PRIMAR,Q2,FEMALE,0.0
2016,Armenia,UPPSEC,_T,BOTHSEX,0.68071
2016,Armenia,UPPSEC,Q1,FEMALE,0.0
2016,Armenia,UPPSEC,_T,MALE,0.67928
2016,Armenia,PRIMAR,Q1,BOTHSEX,1.05013
2016,Armenia,UPPSEC,Q1,MALE,0.0
2016,Armenia,UPPSEC,Q3,BOTHSEX,0.65633
2016,Armenia,UPPSEC,Q3,MALE,0.62483
2016,Armenia,UPPSEC,Q2,BOTHSEX,0.76949
2016,Armenia,PRIMAR,_T,MALE,1.01035
2016,Armenia,UPPSEC,Q2,FEMALE,0.74662
2006,Estonia,LOWSEC,_T,BOTHSEX,0.9698
2006,Estonia,UPPSEC,_T,BOTHSEX,0.92323
2006,Estonia,PRIMAR,_T,BOTHSEX,1.02717
2007,Estonia,UPPSEC,_T,BOTHSEX,0.92152
2007,Estonia,LOWSEC,_T,BOTHSEX,0.95369
2007,Estonia,PRIMAR,_T,BOTHSEX,0.99789
2008,Estonia,PRIMAR,_T,BOTHSEX,0.9987
2008,Estonia,LOWSEC,_T,BOTHSEX,0.98499
2008,Estonia,UPPSEC,_T,BOTHSEX,0.93545
2009,Estonia,UPPSEC,_T,BOTHSEX,0.89972
2012,Croatia,UPPSEC,_T,BOTHSEX,0.9637
2012,Croatia,LOWSEC,_T,BOTHSEX,0.99479
2012,Croatia,PRIMAR,_T,BOTHSEX,1.0
2013,Croatia,PRIMAR,_T,BOTHSEX,1.0
2013,Croatia,LOWSEC,_T,BOTHSEX,1.01185
2013,Croatia,UPPSEC,_T,BOTHSEX,0.97339
2014,Croatia,UPPSEC,_T,BOTHSEX,0.98251
2014,Croatia,LOWSEC,_T,BOTHSEX,1.00152
2014,Croatia,PRIMAR,_T,BOTHSEX,0.9976
2015,Croatia,PRIMAR,_T,BOTHSEX,1.0
2009,Albania,PRIMAR,Q1,MALE,0.0
2009,Albania,UPPSEC,Q4,MALE,0.0
2009,Albania,UPPSEC,Q4,BOTHSEX,0.8065
2009,Albania,UPPSEC,Q5,MALE,0.0
2009,Albania,PRIMAR,_T,BOTHSEX,1.00622
2009,Albania,PRIMAR,_T,MALE,0.99389
2009,Albania,UPPSEC,Q2,FEMALE,0.0
2009,Albania,UPPSEC,Q2,BOTHSEX,1.09842
2009,Albania,UPPSEC,Q3,MALE,0.74877
2009,Albania,UPPSEC,Q3,BOTHSEX,0.70294
2009,Albania,LOWSEC,_T,BOTHSEX,0.64099
2009,Albania,LOWSEC,_T,FEMALE,0.5561
2009,Albania,PRIMAR,Q5,MALE,0.0
2009,Albania,LOWSEC,_T,MALE,0.73181
2009,Albania,PRIMAR,Q5,FEMALE,0.0
2009,Albania,UPPSEC,_T,BOTHSEX,0.36551
2016,Armenia,PRIMAR,Q5,MALE,0.0
2016,Armenia,LOWSEC,_T,FEMALE,0.98316
2016,Armenia,PRIMAR,Q5,FEMALE,0.0
2016,Armenia,LOWSEC,Q2,FEMALE,0.0
2016,Armenia,LOWSEC,Q4,FEMALE,0.0
2016,Armenia,LOWSEC,Q4,MALE,0.0
2016,Armenia,PRIMAR,Q3,FEMALE,1.03289
2016,Armenia,LOWSEC,Q4,BOTHSEX,0.0
2015,Croatia,LOWSEC,_T,BOTHSEX,0.99293
2015,Croatia,UPPSEC,_T,BOTHSEX,0.99844
2016,Croatia,UPPSEC,_T,BOTHSEX,0.9804
2016,Croatia,LOWSEC,_T,BOTHSEX,0.99394
2016,Croatia,PRIMAR,_T,BOTHSEX,1.0255
2017,Croatia,PRIMAR,_T,BOTHSEX,1.0271
2017,Croatia,LOWSEC,_T,BOTHSEX,1.00262
2017,Croatia,UPPSEC,_T,BOTHSEX,0.98277
2018,Croatia,UPPSEC,_T,BOTHSEX,0.96748
2018,Croatia,LOWSEC,_T,BOTHSEX,0.98914
2009,Albania,PRIMAR,Q2,FEMALE,0.0
2009,Albania,UPPSEC,_T,FEMALE,0.31823
2009,Albania,PRIMAR,Q2,BOTHSEX,1.10293
2009,Albania,PRIMAR,Q5,BOTHSEX,0.0
2009,Albania,LOWSEC,Q3,MALE,0.85538
2009,Albania,PRIMAR,Q3,MALE,1.02991
2009,Albania,LOWSEC,Q3,BOTHSEX,0.8458
2009,Albania,PRIMAR,Q3,FEMALE,1.02794
2016,Armenia,PRIMAR,Q5,BOTHSEX,0.0
2016,Armenia,LOWSEC,_T,MALE,0.91599
2016,Armenia,PRIMAR,Q2,MALE,1.0
2016,Armenia,LOWSEC,Q3,BOTHSEX,0.99491
2016,Armenia,PRIMAR,Q2,BOTHSEX,0.99667
2016,Armenia,UPPSEC,Q2,MALE,0.84368
2016,Armenia,UPPSEC,Q5,FEMALE,0.0
2016,Armenia,PRIMAR,_T,FEMALE,0.99757
2018,Croatia,PRIMAR,_T,BOTHSEX,1.0041
2019,Croatia,PRIMAR,_T,BOTHSEX,0.9925
2019,Croatia,LOWSEC,_T,BOTHSEX,0.98538
2019,Croatia,UPPSEC,_T,BOTHSEX,0.9671
2020,Croatia,UPPSEC,_T,BOTHSEX,0.97145
2020,Croatia,LOWSEC,_T,BOTHSEX,0.99564
2020,Croatia,PRIMAR,_T,BOTHSEX,1.0063
2021,Croatia,PRIMAR,_T,BOTHSEX,0.9913
2021,Croatia,LOWSEC,_T,BOTHSEX,0.9996
2021,Croatia,UPPSEC,_T,BOTHSEX,0.98683
2009,Albania,LOWSEC,Q4,MALE,0.0
2009,Albania,UPPSEC,Q1,FEMALE,0.0
2009,Albania,PRIMAR,Q1,BOTHSEX,0.0
2009,Albania,UPPSEC,_T,MALE,0.41859
2009,Albania,UPPSEC,Q1,BOTHSEX,0.0
2009,Albania,UPPSEC,Q5,FEMALE,0.0
2009,Albania,PRIMAR,_T,FEMALE,1.01825
2009,Albania,UPPSEC,Q2,MALE,0.0
2016,Armenia,UPPSEC,Q5,BOTHSEX,0.63301
2016,Armenia,PRIMAR,_T,BOTHSEX,1.00475
2018,Armenia,UPPSEC,_T,BOTHSEX,0.83899
2018,Armenia,LOWSEC,_T,BOTHSEX,0.98115
2018,Armenia,PRIMAR,_T,BOTHSEX,0.99609
2006,Belgium,LOWSEC,_T,BOTHSEX,0.95095
2006,Belgium,PRIMAR,_T,BOTHSEX,0.98006
2006,Belgium,UPPSEC,_T,BOTHSEX,1.00724
2007,Belgium,UPPSEC,_T,BOTHSEX,1.00868
2009,Albania,UPPSEC,Q5,BOTHSEX,0.0
2009,Albania,UPPSEC,Q3,FEMALE,0.68385
2009,Albania,LOWSEC,Q2,BOTHSEX,0.0
2009,Albania,PRIMAR,Q4,FEMALE,1.03382
2009,Albania,LOWSEC,Q2,MALE,0.0
2009,Albania,LOWSEC,Q2,FEMALE,0.0
2009,Albania,PRIMAR,Q4,BOTHSEX,0.99964
2009,Albania,LOWSEC,Q4,FEMALE,0.0
2007,Belgium,PRIMAR,_T,BOTHSEX,1.0048
2007,Belgium,LOWSEC,_T,BOTHSEX,0.99556
2008,Belgium,LOWSEC,_T,BOTHSEX,0.98092
2008,Belgium,PRIMAR,_T,BOTHSEX,1.02456
2008,Belgium,UPPSEC,_T,BOTHSEX,0.95
2009,Belgium,UPPSEC,_T,BOTHSEX,1.00314
2009,Belgium,PRIMAR,_T,BOTHSEX,0.82933
2009,Belgium,LOWSEC,_T,BOTHSEX,0.98921
2010,Belgium,LOWSEC,_T,BOTHSEX,1.05309
2010,Belgium,PRIMAR,_T,BOTHSEX,1.00094
2006,Cyprus,UPPSEC,_T,BOTHSEX,0.95106
2006,Cyprus,LOWSEC,_T,BOTHSEX,1.01862
2006,Cyprus,PRIMAR,_T,BOTHSEX,0.99269
2007,Cyprus,PRIMAR,_T,BOTHSEX,1.0041
2007,Cyprus,LOWSEC,_T,BOTHSEX,0.99866
2007,Cyprus,UPPSEC,_T,BOTHSEX,0.98979
2008,Cyprus,UPPSEC,_T,BOTHSEX,0.96644
2008,Cyprus,LOWSEC,_T,BOTHSEX,0.99938
2008,Cyprus,PRIMAR,_T,BOTHSEX,0.99078
2009,Cyprus,PRIMAR,_T,BOTHSEX,0.9953
2009,Albania,PRIMAR,Q3,BOTHSEX,1.02894
2009,Albania,LOWSEC,Q4,BOTHSEX,0.77031
2009,Albania,PRIMAR,Q1,FEMALE,0.0
2009,Albania,UPPSEC,Q1,MALE,0.0
2017,Albania,UPPSEC,Q5,MALE,0.0
2017,Albania,UPPSEC,Q4,BOTHSEX,0.88036
2017,Albania,PRIMAR,Q1,MALE,0.91096
2017,Albania,UPPSEC,Q4,MALE,1.01166
2010,Belgium,UPPSEC,_T,BOTHSEX,0.96898
2011,Belgium,UPPSEC,_T,BOTHSEX,0.98744
2011,Belgium,PRIMAR,_T,BOTHSEX,0.82063
2011,Belgium,LOWSEC,_T,BOTHSEX,1.07769
2012,Belgium,LOWSEC,_T,BOTHSEX,1.01416
2012,Belgium,PRIMAR,_T,BOTHSEX,1.00194
2012,Belgium,UPPSEC,_T,BOTHSEX,1.0407
2013,Belgium,UPPSEC,_T,BOTHSEX,1.01875
2013,Belgium,PRIMAR,_T,BOTHSEX,1.00315
2013,Belgium,LOWSEC,_T,BOTHSEX,1.01082
2017,Albania,UPPSEC,Q1,BOTHSEX,1.29014
2017,Albania,UPPSEC,_T,MALE,0.90627
2017,Albania,LOWSEC,Q4,FEMALE,0.97148
2017,Albania,LOWSEC,Q4,MALE,1.03877
2017,Albania,PRIMAR,Q3,FEMALE,1.02746
2017,Albania,PRIMAR,Q3,MALE,1.00717
2017,Albania,LOWSEC,Q3,BOTHSEX,1.06029
2017,Albania,LOWSEC,Q5,MALE,0.0
2009,Cyprus,LOWSEC,_T,BOTHSEX,1.00989
2009,Cyprus,UPPSEC,_T,BOTHSEX,0.91667
2010,Cyprus,UPPSEC,_T,BOTHSEX,0.94379
2010,Cyprus,LOWSEC,_T,BOTHSEX,1.01742
2010,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2011,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2011,Cyprus,LOWSEC,_T,BOTHSEX,0.96634
2011,Cyprus,UPPSEC,_T,BOTHSEX,0.90596
2012,Cyprus,UPPSEC,_T,BOTHSEX,0.96511
2012,Cyprus,LOWSEC,_T,BOTHSEX,0.99608
2014,Belgium,LOWSEC,_T,BOTHSEX,1.01589
2014,Belgium,PRIMAR,_T,BOTHSEX,0.98068
2014,Belgium,UPPSEC,_T,BOTHSEX,1.03738
2015,Belgium,UPPSEC,_T,BOTHSEX,1.02253
2015,Belgium,PRIMAR,_T,BOTHSEX,0.98574
2015,Belgium,LOWSEC,_T,BOTHSEX,1.03284
2016,Belgium,LOWSEC,_T,BOTHSEX,0.99883
2016,Belgium,PRIMAR,_T,BOTHSEX,1.00694
2016,Belgium,UPPSEC,_T,BOTHSEX,0.99917
2017,Belgium,UPPSEC,_T,BOTHSEX,1.04666
2017,Albania,PRIMAR,Q5,BOTHSEX,0.98645
2017,Albania,PRIMAR,Q2,BOTHSEX,1.00515
2017,Albania,UPPSEC,_T,FEMALE,0.7927
2017,Albania,LOWSEC,Q2,BOTHSEX,1.0664
2017,Albania,LOWSEC,_T,MALE,1.00255
2017,Albania,PRIMAR,Q5,FEMALE,0.0
2017,Albania,PRIMAR,Q5,MALE,0.0
2017,Albania,UPPSEC,Q3,BOTHSEX,1.07762
2017,Belgium,PRIMAR,_T,BOTHSEX,0.99939
2017,Belgium,LOWSEC,_T,BOTHSEX,1.03984
2018,Belgium,LOWSEC,_T,BOTHSEX,0.98675
2018,Belgium,PRIMAR,_T,BOTHSEX,1.00534
2018,Belgium,UPPSEC,_T,BOTHSEX,1.05788
2019,Belgium,UPPSEC,_T,BOTHSEX,1.05927
2019,Belgium,PRIMAR,_T,BOTHSEX,1.011
2019,Belgium,LOWSEC,_T,BOTHSEX,1.01975
2020,Belgium,LOWSEC,_T,BOTHSEX,0.9963
2020,Belgium,PRIMAR,_T,BOTHSEX,0.98376
2017,Albania,UPPSEC,Q3,MALE,1.17321
2017,Albania,UPPSEC,Q2,BOTHSEX,1.11391
2017,Albania,UPPSEC,Q2,FEMALE,1.00743
2017,Albania,PRIMAR,_T,BOTHSEX,0.96692
2017,Albania,UPPSEC,Q5,FEMALE,0.0
2017,Albania,LOWSEC,Q3,MALE,1.10116
2017,Albania,LOWSEC,Q3,FEMALE,1.0215
2017,Albania,LOWSEC,Q5,BOTHSEX,0.95729
2017,Albania,PRIMAR,Q2,MALE,0.99061
2017,Albania,LOWSEC,Q5,FEMALE,0.0
2017,Albania,PRIMAR,Q2,FEMALE,1.01815
2017,Albania,UPPSEC,_T,BOTHSEX,0.85091
2017,Albania,PRIMAR,Q4,BOTHSEX,0.86424
2017,Albania,LOWSEC,Q2,FEMALE,1.09355
2017,Albania,LOWSEC,Q2,MALE,1.03365
2017,Albania,PRIMAR,Q4,FEMALE,0.94177
2017,Albania,LOWSEC,_T,FEMALE,0.97554
2017,Albania,LOWSEC,_T,BOTHSEX,0.98894
2017,Albania,PRIMAR,Q4,MALE,0.79233
2017,Albania,LOWSEC,Q1,FEMALE,1.1779
2017,Albania,LOWSEC,Q1,MALE,1.26131
2017,Albania,LOWSEC,Q1,BOTHSEX,1.2235
2017,Albania,PRIMAR,Q1,BOTHSEX,0.95029
2017,Albania,UPPSEC,Q1,FEMALE,1.22229
2020,Belgium,UPPSEC,_T,BOTHSEX,1.02275
2021,Belgium,UPPSEC,_T,BOTHSEX,1.07607
2021,Belgium,PRIMAR,_T,BOTHSEX,0.99272
2021,Belgium,LOWSEC,_T,BOTHSEX,0.97464
2000,Bosnia and Herzegovina,LOWSEC,_T,BOTHSEX,0.97704
2000,Bosnia and Herzegovina,UPPSEC,_T,BOTHSEX,0.60731
2000,Bosnia and Herzegovina,PRIMAR,_T,BOTHSEX,0.99638
2006,Bosnia and Herzegovina,PRIMAR,_T,BOTHSEX,1.01804
2006,Bosnia and Herzegovina,UPPSEC,_T,BOTHSEX,0.60786
2006,Bosnia and Herzegovina,LOWSEC,_T,BOTHSEX,0.99838
2012,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2013,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2013,Cyprus,LOWSEC,_T,BOTHSEX,0.99445
2013,Cyprus,UPPSEC,_T,BOTHSEX,0.96924
2014,Cyprus,UPPSEC,_T,BOTHSEX,0.9544
2014,Cyprus,LOWSEC,_T,BOTHSEX,0.99656
2014,Cyprus,PRIMAR,_T,BOTHSEX,0.9965
2015,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2015,Cyprus,LOWSEC,_T,BOTHSEX,1.01156
2015,Cyprus,UPPSEC,_T,BOTHSEX,0.99453
2017,Albania,UPPSEC,Q1,MALE,1.34154
2017,Albania,PRIMAR,Q1,FEMALE,0.98804
2017,Albania,LOWSEC,Q4,BOTHSEX,1.00501
2017,Albania,PRIMAR,Q3,BOTHSEX,1.01562
2017,Albania,PRIMAR,_T,MALE,0.94551
2017,Albania,UPPSEC,Q3,FEMALE,0.95268
2017,Albania,UPPSEC,Q5,BOTHSEX,0.93179
2017,Albania,UPPSEC,Q2,MALE,1.23151
2011,Bosnia and Herzegovina,LOWSEC,_T,BOTHSEX,0.98437
2011,Bosnia and Herzegovina,UPPSEC,_T,BOTHSEX,0.93769
2011,Bosnia and Herzegovina,PRIMAR,_T,BOTHSEX,0.9975
2012,Bosnia and Herzegovina,UPPSEC,Q4,FEMALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q5,MALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q4,BOTHSEX,1.00836
2012,Bosnia and Herzegovina,PRIMAR,Q1,FEMALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q1,MALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q1,MALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,_T,BOTHSEX,0.9377
2012,Bosnia and Herzegovina,PRIMAR,Q2,FEMALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q2,BOTHSEX,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q3,BOTHSEX,0.98433
2012,Bosnia and Herzegovina,UPPSEC,_T,FEMALE,0.94017
2012,Bosnia and Herzegovina,LOWSEC,Q5,FEMALE,0.0
2017,Albania,UPPSEC,Q4,FEMALE,0.72804
2017,Albania,PRIMAR,_T,FEMALE,0.98968
2000,Azerbaijan,PRIMAR,_T,BOTHSEX,0.97465
2000,Azerbaijan,LOWSEC,_T,BOTHSEX,0.90848
2000,Azerbaijan,UPPSEC,_T,BOTHSEX,0.76409
2006,Azerbaijan,PRIMAR,Q1,MALE,0.0
2006,Azerbaijan,UPPSEC,Q5,MALE,0.0
2006,Azerbaijan,UPPSEC,Q4,BOTHSEX,1.15276
2006,Azerbaijan,PRIMAR,_T,FEMALE,0.95859
2006,Azerbaijan,UPPSEC,Q4,FEMALE,1.17614
2006,Azerbaijan,PRIMAR,Q2,FEMALE,0.96469
2006,Azerbaijan,PRIMAR,Q2,BOTHSEX,0.98152
2006,Azerbaijan,UPPSEC,_T,FEMALE,0.78883
2006,Azerbaijan,LOWSEC,Q3,BOTHSEX,1.03307
2006,Azerbaijan,UPPSEC,Q5,FEMALE,0.0
2006,Azerbaijan,UPPSEC,Q5,BOTHSEX,0.0
2016,Cyprus,UPPSEC,_T,BOTHSEX,0.95539
2016,Cyprus,LOWSEC,_T,BOTHSEX,0.98465
2016,Cyprus,PRIMAR,_T,BOTHSEX,1.004
2017,Cyprus,PRIMAR,_T,BOTHSEX,1.0
2017,Cyprus,LOWSEC,_T,BOTHSEX,0.99462
2017,Cyprus,UPPSEC,_T,BOTHSEX,1.0467
2018,Cyprus,UPPSEC,_T,BOTHSEX,1.0471
2018,Cyprus,LOWSEC,_T,BOTHSEX,1.01246
2018,Cyprus,PRIMAR,_T,BOTHSEX,1.0053
2019,Cyprus,PRIMAR,_T,BOTHSEX,1.017
2012,Bosnia and Herzegovina,LOWSEC,Q3,MALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q3,FEMALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q3,MALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q4,BOTHSEX,0.97623
2012,Bosnia and Herzegovina,LOWSEC,Q4,MALE,1.00324
2012,Bosnia and Herzegovina,LOWSEC,_T,FEMALE,0.98805
2012,Bosnia and Herzegovina,PRIMAR,Q5,FEMALE,1.0
2006,Azerbaijan,UPPSEC,Q2,MALE,1.20405
2006,Azerbaijan,UPPSEC,Q2,FEMALE,1.21715
2006,Azerbaijan,PRIMAR,_T,MALE,0.99845
2006,Azerbaijan,UPPSEC,_T,BOTHSEX,0.8523
2006,Azerbaijan,PRIMAR,Q2,MALE,0.99273
2006,Azerbaijan,LOWSEC,Q5,BOTHSEX,0.0
2006,Azerbaijan,PRIMAR,Q5,BOTHSEX,0.0
2006,Azerbaijan,LOWSEC,Q4,MALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,_T,MALE,0.98121
2012,Bosnia and Herzegovina,PRIMAR,Q5,MALE,1.0
2012,Bosnia and Herzegovina,LOWSEC,Q2,FEMALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q4,BOTHSEX,1.0
2012,Bosnia and Herzegovina,PRIMAR,_T,FEMALE,1.00079
2012,Bosnia and Herzegovina,UPPSEC,Q5,BOTHSEX,1.01963
2012,Bosnia and Herzegovina,UPPSEC,Q2,MALE,0.0
2006,Azerbaijan,LOWSEC,Q4,BOTHSEX,0.93368
2006,Azerbaijan,PRIMAR,Q3,BOTHSEX,0.99906
2006,Azerbaijan,LOWSEC,Q4,FEMALE,0.88997
2006,Azerbaijan,LOWSEC,_T,BOTHSEX,0.93799
2006,Azerbaijan,PRIMAR,Q4,FEMALE,0.94363
2006,Azerbaijan,LOWSEC,Q2,MALE,0.97825
2006,Azerbaijan,PRIMAR,Q4,BOTHSEX,0.95698
2006,Azerbaijan,LOWSEC,Q2,FEMALE,1.04485
2012,Bosnia and Herzegovina,UPPSEC,Q2,FEMALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q2,BOTHSEX,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q3,MALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,_T,BOTHSEX,0.99747
2012,Bosnia and Herzegovina,UPPSEC,Q4,MALE,0.0
2012,Bosnia and Herzegovina,UPPSEC,Q1,FEMALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q1,BOTHSEX,0.0
2012,Bosnia and Herzegovina,UPPSEC,_T,MALE,0.93559
2012,Bosnia and Herzegovina,UPPSEC,Q1,BOTHSEX,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q2,MALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q5,BOTHSEX,1.0
2012,Bosnia and Herzegovina,PRIMAR,Q5,BOTHSEX,1.0
2012,Bosnia and Herzegovina,LOWSEC,Q5,MALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q3,FEMALE,0.0
2006,Azerbaijan,PRIMAR,_T,BOTHSEX,0.98094
2006,Azerbaijan,UPPSEC,Q2,BOTHSEX,1.21097
2006,Azerbaijan,UPPSEC,Q3,FEMALE,0.92448
2006,Azerbaijan,UPPSEC,Q3,MALE,1.06214
2006,Azerbaijan,UPPSEC,Q3,BOTHSEX,0.99371
2006,Azerbaijan,LOWSEC,Q1,MALE,0.0
2006,Azerbaijan,PRIMAR,Q1,BOTHSEX,1.12919
2006,Azerbaijan,UPPSEC,_T,MALE,0.92594
2012,Bosnia and Herzegovina,PRIMAR,Q3,BOTHSEX,0.98717
2012,Bosnia and Herzegovina,LOWSEC,Q4,FEMALE,0.0
2012,Bosnia and Herzegovina,LOWSEC,_T,BOTHSEX,0.98434
2012,Bosnia and Herzegovina,LOWSEC,Q2,BOTHSEX,0.0
2012,Bosnia and Herzegovina,LOWSEC,Q2,MALE,0.0
2012,Bosnia and Herzegovina,PRIMAR,Q4,FEMALE,1.0
2012,Bosnia and Herzegovina,UPPSEC,Q5,FEMALE,0.0
2006,Azerbaijan,UPPSEC,Q1,FEMALE,0.0
2006,Azerbaijan,UPPSEC,Q1,BOTHSEX,0.93964
2006,Azerbaijan,UPPSEC,Q4,MALE,1.13297
2006,Azerbaijan,LOWSEC,Q5,FEMALE,0.0
2006,Azerbaijan,LOWSEC,Q5,MALE,0.0
2006,Azerbaijan,LOWSEC,Q3,FEMALE,1.07556
2006,Azerbaijan,LOWSEC,Q3,MALE,0.97725
2006,Azerbaijan,PRIMAR,Q3,MALE,1.02951
2019,Cyprus,LOWSEC,_T,BOTHSEX,1.04446
2019,Cyprus,UPPSEC,_T,BOTHSEX,1.04429
2020,Cyprus,UPPSEC,_T,BOTHSEX,1.02973
2020,Cyprus,LOWSEC,_T,BOTHSEX,1.05316
2020,Cyprus,PRIMAR,_T,BOTHSEX,1.0075
