Year,GeoAreaName,Activity,Value
2007,Denmark,ISIC4_C,11.33
2008,Denmark,ISIC4_C,11.01
2009,Denmark,ISIC4_C,11.69
2010,Denmark,ISIC4_C,11.02
2011,Denmark,ISIC4_C,9.27
2012,Denmark,ISIC4_C,8.9
2013,Denmark,ISIC4_C,8.74
2014,Denmark,ISIC4_C,8.43
2015,Denmark,ISIC4_C,8.08
2016,Denmark,ISIC4_C,9.58
2017,Denmark,ISIC4_C,8.41
2018,Denmark,ISIC4_C,7.78
2019,Denmark,ISIC4_C,9.58
2020,Denmark,ISIC4_C,8.27
2000,Estonia,ISIC3_D,10.27
2001,Estonia,ISIC3_D,10.9
2002,Estonia,ISIC3_D,12.04
2003,Estonia,ISIC3_D,11.21
2004,Estonia,ISIC3_D,10.76
2005,Estonia,ISIC4_C,10.41
2006,Estonia,ISIC4_C,11.35
2007,Estonia,ISIC4_C,12.33
2008,Estonia,ISIC4_C,12.31
2009,Estonia,ISIC4_C,12.52
2010,Estonia,ISIC4_C,13.99
2011,Estonia,ISIC4_C,13.17
2012,Estonia,ISIC4_C,13.33
2013,Estonia,ISIC4_C,13.03
2014,Estonia,ISIC4_C,13.17
2015,Estonia,ISIC4_C,14.34
2016,Estonia,ISIC4_C,14.4
2017,Estonia,ISIC4_C,15.29
2018,Estonia,ISIC4_C,14.9
2019,Estonia,ISIC4_C,15.37
2020,Estonia,ISIC4_C,15.73
2000,Finland,ISIC3_D,8.41
2001,Finland,ISIC3_D,8.79
2002,Finland,ISIC3_D,9.04
2003,Finland,ISIC3_D,9.21
2004,Finland,ISIC3_D,9.2
2005,Finland,ISIC3_D,9.91
2006,Finland,ISIC4_C,8.92
2007,Finland,ISIC4_C,9.18
2008,Finland,ISIC4_C,9.77
2009,Finland,ISIC4_C,12.26
2010,Finland,ISIC4_C,11.15
2011,Finland,ISIC4_C,11.98
2012,Finland,ISIC4_C,13.13
2013,Finland,ISIC4_C,12.44
2014,Finland,ISIC4_C,11.18
2015,Finland,ISIC4_C,10.71
2016,Finland,ISIC4_C,10.44
2017,Finland,ISIC4_C,9.69
2018,Finland,ISIC4_C,9.89
2019,Finland,ISIC4_C,10.08
2020,Finland,ISIC4_C,11.44
2000,France,ISIC3_D,12.08
2001,France,ISIC3_D,12.68
2002,France,ISIC3_D,12.79
2003,France,ISIC3_D,13.05
2004,France,ISIC3_D,11.64
2005,France,ISIC4_C,12.0
2006,France,ISIC4_C,13.3
2007,France,ISIC4_C,14.01
2008,France,ISIC4_C,15.91
2009,France,ISIC4_C,14.67
2010,France,ISIC4_C,15.35
2011,France,ISIC4_C,16.83
2012,France,ISIC4_C,14.28
2013,France,ISIC4_C,14.06
2014,France,ISIC4_C,13.23
2015,France,ISIC4_C,12.89
2016,France,ISIC4_C,12.86
2017,France,ISIC4_C,10.11
2018,France,ISIC4_C,10.06
2019,France,ISIC4_C,9.17
2020,France,ISIC4_C,9.37
2015,Georgia,ISIC4_C,13.73
2016,Georgia,ISIC4_C,17.45
2017,Georgia,ISIC4_C,14.45
2018,Georgia,ISIC4_C,13.94
2019,Georgia,ISIC4_C,13.84
2020,Georgia,ISIC4_C,14.4
2000,Germany,ISIC3_D,8.09
2001,Germany,ISIC3_D,8.97
2002,Germany,ISIC3_D,7.75
2003,Germany,ISIC3_D,8.03
2004,Germany,ISIC3_D,8.18
2005,Germany,ISIC4_C,8.67
2006,Germany,ISIC4_C,8.88
2007,Germany,ISIC4_C,8.53
2008,Germany,ISIC4_C,8.29
2009,Germany,ISIC4_C,8.28
2010,Germany,ISIC4_C,8.93
2011,Germany,ISIC4_C,9.01
2012,Germany,ISIC4_C,8.24
2013,Germany,ISIC4_C,8.28
2014,Germany,ISIC4_C,7.78
2015,Germany,ISIC4_C,7.3
2016,Germany,ISIC4_C,6.98
2017,Germany,ISIC4_C,6.76
2018,Germany,ISIC4_C,6.33
2019,Germany,ISIC4_C,6.4
2020,Germany,ISIC4_C,6.27
2003,Greece,ISIC3_D,33.8
2004,Greece,ISIC3_D,34.3
2005,Greece,ISIC3_D,34.88
2006,Greece,ISIC3_D,34.95
2007,Greece,ISIC3_D,34.58
2008,Greece,ISIC4_C,26.21
2009,Greece,ISIC4_C,32.96
2010,Greece,ISIC4_C,33.13
2011,Greece,ISIC4_C,32.19
2012,Greece,ISIC4_C,31.19
2013,Greece,ISIC4_C,28.04
2014,Greece,ISIC4_C,27.33
2015,Greece,ISIC4_C,17.3
2016,Greece,ISIC4_C,16.01
2017,Greece,ISIC4_C,14.78
2018,Greece,ISIC4_C,14.44
2019,Greece,ISIC4_C,15.0
2020,Greece,ISIC4_C,15.83
2000,Hungary,ISIC3_D,5.96
2001,Hungary,ISIC3_D,9.19
2002,Hungary,ISIC3_D,8.09
2003,Hungary,ISIC3_D,8.16
2004,Hungary,ISIC3_D,7.91
2005,Hungary,ISIC4_C,7.32
2006,Hungary,ISIC4_C,7.52
2007,Hungary,ISIC4_C,7.94
2008,Hungary,ISIC4_C,7.54
2009,Hungary,ISIC4_C,7.57
2010,Hungary,ISIC4_C,7.39
2011,Hungary,ISIC4_C,7.32
2012,Hungary,ISIC4_C,7.3
2013,Hungary,ISIC4_C,7.32
2014,Hungary,ISIC4_C,6.95
2015,Hungary,ISIC4_C,6.59
2016,Hungary,ISIC4_C,6.89
2017,Hungary,ISIC4_C,6.82
2018,Hungary,ISIC4_C,7.74
2019,Hungary,ISIC4_C,7.9
2020,Hungary,ISIC4_C,7.83
2015,Iceland,ISIC4_C,14.12
2016,Iceland,ISIC4_C,15.22
2017,Iceland,ISIC4_C,17.83
2018,Iceland,ISIC4_C,15.1
2019,Iceland,ISIC4_C,15.37
2020,Iceland,ISIC4_C,15.27
2005,Ireland,ISIC4_C,2.78
2008,Ireland,ISIC4_C,11.28
2009,Ireland,ISIC4_C,12.61
2010,Ireland,ISIC4_C,14.29
2011,Ireland,ISIC4_C,19.17
2012,Ireland,ISIC4_C,10.34
2013,Ireland,ISIC4_C,22.89
2014,Ireland,ISIC4_C,10.14
2015,Ireland,ISIC4_C,3.98
2016,Ireland,ISIC4_C,3.35
2017,Ireland,ISIC4_C,6.64
2019,Ireland,ISIC4_C,3.91
2020,Ireland,ISIC4_C,2.79
2000,Italy,ISIC3_D,25.93
2001,Italy,ISIC3_D,26.77
2002,Italy,ISIC3_D,27.08
2003,Italy,ISIC3_D,26.89
2004,Italy,ISIC3_D,26.59
2005,Italy,ISIC4_C,26.44
2006,Italy,ISIC4_C,26.5
2007,Italy,ISIC4_C,26.76
2008,Italy,ISIC4_C,24.95
2009,Italy,ISIC4_C,25.43
2010,Italy,ISIC4_C,23.35
2011,Italy,ISIC4_C,22.84
2012,Italy,ISIC4_C,23.69
2013,Italy,ISIC4_C,23.6
2014,Italy,ISIC4_C,23.4
2015,Italy,ISIC4_C,22.96
2016,Italy,ISIC4_C,22.55
2017,Italy,ISIC4_C,20.4
2018,Italy,ISIC4_C,20.38
2019,Italy,ISIC4_C,19.89
2020,Italy,ISIC4_C,19.0
2019,Kazakhstan,ISIC4_C,4.69
2020,Kazakhstan,ISIC4_C,4.35
2000,Latvia,ISIC3_D,9.13
2001,Latvia,ISIC3_D,13.2
2002,Latvia,ISIC3_D,10.66
2003,Latvia,ISIC3_D,9.88
2004,Latvia,ISIC3_D,8.03
2005,Latvia,ISIC4_C,10.19
2006,Latvia,ISIC4_C,11.43
2007,Latvia,ISIC4_C,12.03
2008,Latvia,ISIC4_C,12.4
2009,Latvia,ISIC4_C,12.13
2010,Latvia,ISIC4_C,11.82
2011,Latvia,ISIC4_C,9.73
2012,Latvia,ISIC4_C,10.78
2013,Latvia,ISIC4_C,11.9
2014,Latvia,ISIC4_C,10.79
2015,Latvia,ISIC4_C,11.19
2016,Latvia,ISIC4_C,11.46
2017,Latvia,ISIC4_C,11.2
2018,Latvia,ISIC4_C,11.86
2019,Latvia,ISIC4_C,11.34
2020,Latvia,ISIC4_C,11.64
2000,Lithuania,ISIC3_D,7.97
2001,Lithuania,ISIC3_D,5.01
2002,Lithuania,ISIC3_D,6.89
2003,Lithuania,ISIC3_D,6.86
2004,Lithuania,ISIC3_D,5.92
2005,Lithuania,ISIC4_C,6.37
2006,Lithuania,ISIC4_C,6.81
2007,Lithuania,ISIC4_C,6.68
2008,Lithuania,ISIC4_C,7.73
2009,Lithuania,ISIC4_C,6.45
2010,Lithuania,ISIC4_C,6.09
2011,Lithuania,ISIC4_C,6.06
2012,Lithuania,ISIC4_C,7.39
2013,Lithuania,ISIC4_C,8.6
2014,Lithuania,ISIC4_C,9.01
2015,Lithuania,ISIC4_C,8.13
2016,Lithuania,ISIC4_C,8.48
2017,Lithuania,ISIC4_C,8.62
2018,Lithuania,ISIC4_C,9.0
2019,Lithuania,ISIC4_C,8.82
2020,Lithuania,ISIC4_C,8.8
2003,Luxembourg,ISIC3_D,6.68
2004,Luxembourg,ISIC3_D,6.36
2005,Luxembourg,ISIC4_C,2.33
2006,Luxembourg,ISIC4_C,2.56
2007,Luxembourg,ISIC4_C,2.19
2008,Luxembourg,ISIC4_C,2.81
2009,Luxembourg,ISIC4_C,5.64
2010,Luxembourg,ISIC4_C,4.68
2011,Luxembourg,ISIC4_C,4.95
2012,Luxembourg,ISIC4_C,4.83
2013,Luxembourg,ISIC4_C,6.71
2014,Luxembourg,ISIC4_C,4.41
2015,Luxembourg,ISIC4_C,3.97
2016,Luxembourg,ISIC4_C,3.81
2017,Luxembourg,ISIC4_C,3.29
2018,Luxembourg,ISIC4_C,3.29
2019,Luxembourg,ISIC4_C,4.07
2020,Luxembourg,ISIC4_C,4.25
2000,Malta,ISIC3_D,12.09
2001,Malta,ISIC3_D,14.72
2002,Malta,ISIC3_D,15.12
2003,Malta,ISIC3_D,15.8
2004,Malta,ISIC3_D,15.82
2007,Malta,ISIC3_D,15.73
2009,Malta,ISIC4_C,47.52
2010,Malta,ISIC4_C,53.13
2011,Malta,ISIC4_C,89.59
2012,Malta,ISIC4_C,68.58
2013,Malta,ISIC4_C,61.0
2014,Malta,ISIC4_C,49.86
2015,Malta,ISIC4_C,35.27
2016,Malta,ISIC4_C,17.86
2017,Malta,ISIC4_C,28.49
2018,Malta,ISIC4_C,15.74
2019,Malta,ISIC4_C,17.35
2020,Malta,ISIC4_C,18.65
2000,Netherlands,ISIC3_D,14.46
2001,Netherlands,ISIC3_D,15.08
2002,Netherlands,ISIC3_D,14.72
2003,Netherlands,ISIC3_D,13.15
2004,Netherlands,ISIC3_D,12.78
2005,Netherlands,ISIC4_C,13.57
2006,Netherlands,ISIC4_C,12.99
2007,Netherlands,ISIC4_C,13.77
2008,Netherlands,ISIC4_C,10.49
2009,Netherlands,ISIC4_C,13.56
2010,Netherlands,ISIC4_C,14.22
2011,Netherlands,ISIC4_C,14.24
2012,Netherlands,ISIC4_C,13.48
2013,Netherlands,ISIC4_C,13.67
2014,Netherlands,ISIC4_C,13.95
2015,Netherlands,ISIC4_C,13.29
2016,Netherlands,ISIC4_C,12.73
2017,Netherlands,ISIC4_C,13.14
2018,Netherlands,ISIC4_C,12.78
2019,Netherlands,ISIC4_C,12.47
2020,Netherlands,ISIC4_C,12.71
2000,Norway,ISIC3_D,11.61
2002,Norway,ISIC3_D,13.76
2003,Norway,ISIC3_D,13.95
2004,Norway,ISIC3_D,14.48
2005,Norway,ISIC3_D,16.73
2006,Norway,ISIC3_D,15.81
2007,Norway,ISIC4_C,12.97
2008,Norway,ISIC4_C,13.24
2009,Norway,ISIC4_C,13.27
2010,Norway,ISIC4_C,12.74
2011,Norway,ISIC4_C,12.97
2012,Norway,ISIC4_C,12.71
2013,Norway,ISIC4_C,12.33
2014,Norway,ISIC4_C,11.75
2015,Norway,ISIC4_C,11.46
2016,Norway,ISIC4_C,12.57
2017,Norway,ISIC4_C,11.96
2018,Norway,ISIC4_C,11.05
2019,Norway,ISIC4_C,12.24
2020,Norway,ISIC4_C,12.02
2000,Poland,ISIC3_D,13.4
2001,Poland,ISIC3_D,4.51
2003,Poland,ISIC3_D,8.74
2004,Poland,ISIC3_D,8.32
2005,Poland,ISIC4_C,8.41
2006,Poland,ISIC4_C,8.86
2007,Poland,ISIC4_C,9.67
2008,Poland,ISIC4_C,10.2
2009,Poland,ISIC4_C,9.55
2010,Poland,ISIC4_C,9.47
2011,Poland,ISIC4_C,9.62
2012,Poland,ISIC4_C,9.56
2013,Poland,ISIC4_C,9.37
2014,Poland,ISIC4_C,10.05
2015,Poland,ISIC4_C,9.78
2016,Poland,ISIC4_C,9.31
2017,Poland,ISIC4_C,8.93
2018,Poland,ISIC4_C,10.05
2019,Poland,ISIC4_C,10.0
2020,Poland,ISIC4_C,10.5
2000,Portugal,ISIC3_D,16.56
2001,Portugal,ISIC3_D,17.02
2002,Portugal,ISIC3_D,17.83
2003,Portugal,ISIC3_D,18.69
2004,Portugal,ISIC3_D,19.18
2005,Portugal,ISIC4_C,18.28
2006,Portugal,ISIC4_C,17.87
2007,Portugal,ISIC4_C,17.62
2008,Portugal,ISIC4_C,19.31
2009,Portugal,ISIC4_C,20.58
2010,Portugal,ISIC4_C,19.11
2011,Portugal,ISIC4_C,18.62
2012,Portugal,ISIC4_C,18.61
2013,Portugal,ISIC4_C,18.73
2014,Portugal,ISIC4_C,19.34
2015,Portugal,ISIC4_C,18.77
2016,Portugal,ISIC4_C,18.49
2017,Portugal,ISIC4_C,17.42
2018,Portugal,ISIC4_C,17.72
2019,Portugal,ISIC4_C,15.84
2020,Portugal,ISIC4_C,17.57
2000,Romania,ISIC3_D,4.76
2001,Romania,ISIC3_D,4.94
2002,Romania,ISIC3_D,6.58
2003,Romania,ISIC3_D,7.53
2004,Romania,ISIC3_D,6.57
2005,Romania,ISIC4_C,8.5
2006,Romania,ISIC4_C,7.44
2007,Romania,ISIC4_C,7.31
2008,Romania,ISIC4_C,8.68
2009,Romania,ISIC4_C,9.22
2010,Romania,ISIC4_C,8.63
2011,Romania,ISIC4_C,8.32
2012,Romania,ISIC4_C,8.19
2013,Romania,ISIC4_C,8.55
2014,Romania,ISIC4_C,7.95
2015,Romania,ISIC4_C,7.19
2016,Romania,ISIC4_C,9.61
2017,Romania,ISIC4_C,10.65
2018,Romania,ISIC4_C,7.51
2019,Romania,ISIC4_C,9.74
2020,Romania,ISIC4_C,9.96
2016,Serbia,ISIC4_C,8.93
2017,Serbia,ISIC4_C,7.94
2018,Serbia,ISIC4_C,7.86
2019,Serbia,ISIC4_C,8.01
2020,Serbia,ISIC4_C,7.54
2000,Slovakia,ISIC3_D,7.38
2001,Slovakia,ISIC3_D,7.54
2002,Slovakia,ISIC3_D,6.43
2003,Slovakia,ISIC3_D,7.64
2004,Slovakia,ISIC3_D,7.02
2005,Slovakia,ISIC4_C,6.96
2006,Slovakia,ISIC4_C,7.93
2007,Slovakia,ISIC4_C,8.07
2008,Slovakia,ISIC4_C,9.64
2009,Slovakia,ISIC4_C,9.06
2010,Slovakia,ISIC4_C,15.73
2011,Slovakia,ISIC4_C,16.6
2012,Slovakia,ISIC4_C,15.15
2013,Slovakia,ISIC4_C,11.53
2014,Slovakia,ISIC4_C,12.43
2015,Slovakia,ISIC4_C,10.66
2016,Slovakia,ISIC4_C,9.39
2017,Slovakia,ISIC4_C,9.82
2018,Slovakia,ISIC4_C,10.4
2019,Slovakia,ISIC4_C,10.55
2020,Slovakia,ISIC4_C,10.93
2000,Slovenia,ISIC3_D,7.81
2001,Slovenia,ISIC3_D,14.31
2002,Slovenia,ISIC3_D,14.17
2003,Slovenia,ISIC3_D,13.58
2004,Slovenia,ISIC3_D,14.06
2005,Slovenia,ISIC4_C,14.13
2006,Slovenia,ISIC4_C,13.98
2007,Slovenia,ISIC4_C,15.36
2008,Slovenia,ISIC4_C,16.03
2009,Slovenia,ISIC4_C,16.54
2010,Slovenia,ISIC4_C,14.96
2011,Slovenia,ISIC4_C,15.4
2012,Slovenia,ISIC4_C,15.82
2013,Slovenia,ISIC4_C,15.64
2014,Slovenia,ISIC4_C,16.09
2015,Slovenia,ISIC4_C,15.76
2016,Slovenia,ISIC4_C,15.72
2017,Slovenia,ISIC4_C,15.25
2018,Slovenia,ISIC4_C,15.35
2019,Slovenia,ISIC4_C,15.43
2020,Slovenia,ISIC4_C,15.41
2000,Spain,ISIC3_D,19.52
2001,Spain,ISIC3_D,18.94
2002,Spain,ISIC3_D,18.22
2003,Spain,ISIC3_D,18.36
2004,Spain,ISIC3_D,18.07
2005,Spain,ISIC4_C,18.41
2006,Spain,ISIC4_C,17.59
2007,Spain,ISIC4_C,17.33
2008,Spain,ISIC4_C,20.31
2009,Spain,ISIC4_C,19.94
2010,Spain,ISIC4_C,18.74
2011,Spain,ISIC4_C,18.46
2012,Spain,ISIC4_C,18.12
2013,Spain,ISIC4_C,18.04
2014,Spain,ISIC4_C,16.57
2015,Spain,ISIC4_C,15.92
2016,Spain,ISIC4_C,14.23
2017,Spain,ISIC4_C,14.13
2018,Spain,ISIC4_C,13.53
2019,Spain,ISIC4_C,13.08
2020,Spain,ISIC4_C,13.7
2000,Sweden,ISIC3_D,10.33
2001,Sweden,ISIC3_D,11.11
2002,Sweden,ISIC3_D,10.67
2003,Sweden,ISIC3_D,11.37
2004,Sweden,ISIC3_D,10.35
2005,Sweden,ISIC4_C,10.09
2006,Sweden,ISIC4_C,10.21
2007,Sweden,ISIC4_C,10.12
2008,Sweden,ISIC4_C,10.99
2009,Sweden,ISIC4_C,11.09
2010,Sweden,ISIC4_C,9.99
2011,Sweden,ISIC4_C,10.54
2012,Sweden,ISIC4_C,10.64
2013,Sweden,ISIC4_C,10.95
2014,Sweden,ISIC4_C,10.6
2015,Sweden,ISIC4_C,10.58
2016,Sweden,ISIC4_C,10.5
2017,Sweden,ISIC4_C,10.34
2018,Sweden,ISIC4_C,10.16
2019,Sweden,ISIC4_C,9.92
2020,Sweden,ISIC4_C,7.27
2009,Switzerland,ISIC4_C,12.44
2010,Switzerland,ISIC4_C,9.84
2011,Switzerland,ISIC4_C,10.38
2012,Switzerland,ISIC4_C,10.02
2013,Switzerland,ISIC4_C,9.76
2014,Switzerland,ISIC4_C,9.9
2015,Switzerland,ISIC4_C,9.55
2016,Switzerland,ISIC4_C,8.47
2017,Switzerland,ISIC4_C,8.76
2018,Switzerland,ISIC4_C,8.85
2019,Switzerland,ISIC4_C,8.29
2020,Switzerland,ISIC4_C,7.95
2009,Türkiye,ISIC4_C,11.1
2010,Türkiye,ISIC4_C,10.38
2011,Türkiye,ISIC4_C,8.58
2012,Türkiye,ISIC4_C,9.84
2013,Türkiye,ISIC4_C,8.85
2014,Türkiye,ISIC4_C,7.92
2015,Türkiye,ISIC4_C,6.78
2017,Ukraine,ISIC4_C,5.18
2018,Ukraine,ISIC4_C,6.71
2019,Ukraine,ISIC4_C,7.75
2020,Ukraine,ISIC4_C,7.32
2009,North Macedonia,ISIC4_C,19.78
2010,North Macedonia,ISIC4_C,16.67
2011,North Macedonia,ISIC4_C,14.62
2012,North Macedonia,ISIC4_C,18.65
2013,North Macedonia,ISIC4_C,16.71
2014,North Macedonia,ISIC4_C,14.27
2015,North Macedonia,ISIC4_C,13.28
2016,North Macedonia,ISIC4_C,12.9
2017,North Macedonia,ISIC4_C,12.25
2018,North Macedonia,ISIC4_C,12.15
2019,North Macedonia,ISIC4_C,11.52
2020,North Macedonia,ISIC4_C,11.91
2020,North Macedonia,ISIC4_C,11.91
