Year,GeoAreaName,Location,Value
2013,Croatia,TSUB,19.511
2013,Croatia,URBAN,19.18616
2013,Croatia,ALLAREA,18.93214
2014,Croatia,CITY,19.0075
2014,Croatia,TSUB,19.7191
2014,Croatia,ALLAREA,19.0963
2014,Croatia,URBAN,19.33513
2014,Croatia,RURAL,18.86688
2015,Croatia,ALLAREA,18.64689
2015,Croatia,CITY,18.63872
2015,Croatia,RURAL,18.40069
2015,Croatia,TSUB,19.21169
2015,Croatia,URBAN,18.90209
2016,Croatia,CITY,17.70273
2016,Croatia,ALLAREA,17.72706
2016,Croatia,RURAL,17.49755
2016,Croatia,TSUB,18.27195
2016,Croatia,URBAN,17.96395
2017,Croatia,RURAL,17.98898
2017,Croatia,ALLAREA,18.22426
2017,Croatia,CITY,18.20374
2017,Croatia,TSUB,18.77633
2017,Croatia,URBAN,18.46606
2018,Croatia,TSUB,19.569
2018,Croatia,CITY,18.93503
2018,Croatia,ALLAREA,18.97625
2018,Croatia,RURAL,18.7332
2018,Croatia,URBAN,19.22498
2019,Croatia,TSUB,15.80971
2019,Croatia,URBAN,15.48858
2019,Croatia,RURAL,15.09122
2010,Kyrgyzstan,ALLAREA,44.68326
2010,Kyrgyzstan,CITY,46.2622
2010,Kyrgyzstan,RURAL,42.98589
2010,Kyrgyzstan,TSUB,48.66162
2010,Kyrgyzstan,URBAN,47.24589
2011,Kyrgyzstan,RURAL,48.78423
2011,Kyrgyzstan,TSUB,55.24518
2011,Kyrgyzstan,ALLAREA,50.69917
2011,Kyrgyzstan,CITY,52.43282
2011,Kyrgyzstan,URBAN,53.58408
2012,Kyrgyzstan,ALLAREA,50.3221
2012,Kyrgyzstan,CITY,52.0026
2012,Kyrgyzstan,RURAL,48.42564
2012,Kyrgyzstan,TSUB,54.86632
2012,Kyrgyzstan,URBAN,53.17308
2013,Kyrgyzstan,CITY,49.18831
2013,Kyrgyzstan,ALLAREA,47.60541
2013,Kyrgyzstan,RURAL,45.84769
2013,Kyrgyzstan,TSUB,51.77087
2013,Kyrgyzstan,URBAN,50.24222
2014,Kyrgyzstan,ALLAREA,44.59643
2014,Kyrgyzstan,TSUB,48.54577
2014,Kyrgyzstan,URBAN,47.05927
2014,Kyrgyzstan,CITY,46.03717
2019,Croatia,ALLAREA,15.28803
2019,Croatia,CITY,15.21878
2010,Cyprus,URBAN,19.78374
2010,Cyprus,RURAL,16.60361
2010,Cyprus,TSUB,18.47746
2010,Cyprus,CITY,20.8885
2010,Cyprus,ALLAREA,18.5258
2011,Cyprus,ALLAREA,17.56798
2011,Cyprus,RURAL,15.74257
2011,Cyprus,CITY,19.78852
2011,Cyprus,TSUB,17.54755
2011,Cyprus,URBAN,18.75764
2014,Kyrgyzstan,RURAL,42.95119
2015,Kyrgyzstan,ALLAREA,44.57756
2015,Kyrgyzstan,CITY,46.07863
2015,Kyrgyzstan,RURAL,42.90141
2015,Kyrgyzstan,TSUB,48.54368
2015,Kyrgyzstan,URBAN,47.08137
2016,Kyrgyzstan,ALLAREA,44.04963
2016,Kyrgyzstan,TSUB,47.98752
2016,Kyrgyzstan,URBAN,46.46112
2016,Kyrgyzstan,CITY,45.41732
2016,Kyrgyzstan,RURAL,42.43183
2017,Kyrgyzstan,URBAN,43.96377
2012,Austria,URBAN,15.41392
2012,Austria,RURAL,12.80749
2012,Austria,TSUB,14.00913
2012,Austria,CITY,16.53517
2012,Austria,ALLAREA,14.24784
2013,Austria,RURAL,12.54101
2013,Austria,TSUB,13.71557
2013,Austria,CITY,16.27007
2013,Austria,ALLAREA,13.98012
2013,Austria,URBAN,15.13865
2014,Austria,TSUB,12.70291
2014,Austria,RURAL,11.642
2010,Albania,TSUB,22.36809
2010,Albania,RURAL,21.38432
2010,Albania,CITY,22.2429
2010,Albania,ALLAREA,21.9487
2010,Albania,URBAN,22.3013
2011,Albania,URBAN,23.39359
2011,Albania,TSUB,23.37923
2011,Albania,RURAL,22.34071
2011,Albania,CITY,23.40579
2011,Albania,ALLAREA,22.9965
2012,Albania,ALLAREA,21.70175
2012,Albania,CITY,21.87917
2017,Kyrgyzstan,ALLAREA,41.60872
2017,Kyrgyzstan,CITY,42.99672
2017,Kyrgyzstan,RURAL,40.02542
2017,Kyrgyzstan,TSUB,45.38186
2018,Kyrgyzstan,ALLAREA,40.99721
2018,Kyrgyzstan,URBAN,43.27807
2018,Kyrgyzstan,TSUB,44.60996
2018,Kyrgyzstan,RURAL,39.46052
2018,Kyrgyzstan,CITY,42.3723
2019,Kyrgyzstan,RURAL,36.19292
2019,Kyrgyzstan,TSUB,40.93953
2019,Kyrgyzstan,ALLAREA,37.58464
2012,Albania,URBAN,21.99232
2012,Albania,TSUB,22.12932
2012,Albania,RURAL,21.20671
2013,Albania,ALLAREA,19.77038
2013,Albania,RURAL,19.15853
2013,Albania,CITY,20.1361
2013,Albania,URBAN,20.11856
2013,Albania,TSUB,20.09672
2014,Albania,ALLAREA,19.13142
2014,Albania,TSUB,19.46602
2014,Albania,RURAL,18.60202
2014,Albania,CITY,19.39041
2012,Cyprus,ALLAREA,16.22805
2012,Cyprus,CITY,18.26105
2012,Cyprus,TSUB,16.19967
2012,Cyprus,RURAL,14.56248
2012,Cyprus,URBAN,17.30909
2013,Cyprus,ALLAREA,16.11813
2013,Cyprus,CITY,18.10314
2013,Cyprus,TSUB,16.12215
2013,Cyprus,RURAL,14.46801
2013,Cyprus,URBAN,17.18475
2014,Cyprus,ALLAREA,14.88171
2014,Cyprus,RURAL,13.3494
2014,Albania,URBAN,19.42356
2015,Albania,URBAN,19.32013
2015,Albania,TSUB,19.25419
2015,Albania,RURAL,18.35211
2015,Albania,CITY,19.37016
2015,Albania,ALLAREA,18.98271
2016,Albania,CITY,18.43316
2016,Albania,ALLAREA,18.14981
2016,Albania,RURAL,17.59304
2016,Albania,URBAN,18.43861
2016,Albania,TSUB,18.44601
2017,Albania,ALLAREA,19.00622
2017,Albania,RURAL,18.4255
2017,Albania,CITY,19.32316
2017,Albania,TSUB,19.2632
2017,Albania,URBAN,19.29814
2018,Albania,URBAN,20.09473
2018,Albania,TSUB,19.97013
2018,Albania,RURAL,19.06685
2018,Albania,CITY,20.18141
2018,Albania,ALLAREA,19.75808
2019,Albania,URBAN,16.57698
2019,Albania,TSUB,16.39856
2019,Albania,RURAL,15.65032
2014,Austria,CITY,15.13407
2014,Austria,ALLAREA,12.98472
2014,Austria,URBAN,14.05963
2015,Austria,RURAL,12.12175
2015,Austria,CITY,16.05376
2015,Austria,ALLAREA,13.62845
2015,Austria,URBAN,14.82792
2015,Austria,TSUB,13.27401
2016,Austria,URBAN,13.27204
2016,Austria,TSUB,12.0548
2016,Austria,RURAL,11.0263
2016,Austria,CITY,14.22857
2019,Kyrgyzstan,CITY,38.76872
2019,Kyrgyzstan,URBAN,39.646
2010,Latvia,ALLAREA,16.47888
2010,Latvia,CITY,21.73351
2010,Latvia,RURAL,13.03746
2010,Latvia,TSUB,15.73853
2010,Latvia,URBAN,19.53024
2011,Latvia,URBAN,17.89551
2011,Latvia,TSUB,14.38162
2011,Latvia,ALLAREA,15.06489
2011,Latvia,CITY,19.9387
2011,Latvia,RURAL,11.87797
2014,Cyprus,TSUB,14.87766
2014,Cyprus,CITY,16.73039
2014,Cyprus,URBAN,15.86814
2015,Cyprus,ALLAREA,15.12686
2015,Cyprus,TSUB,15.12434
2015,Cyprus,URBAN,16.12571
2015,Cyprus,CITY,17.00377
2015,Cyprus,RURAL,13.56891
2016,Cyprus,CITY,15.37764
2016,Cyprus,URBAN,14.59729
2016,Cyprus,TSUB,13.71378
2016,Cyprus,RURAL,12.22693
2019,Albania,CITY,16.69757
2019,Albania,ALLAREA,16.27997
2010,Poland,ALLAREA,26.32189
2010,Poland,RURAL,23.99368
2010,Poland,TSUB,27.34682
2010,Poland,URBAN,28.01335
2010,Poland,CITY,28.79434
2011,Poland,TSUB,28.0841
2011,Poland,RURAL,24.705
2011,Poland,ALLAREA,27.01823
2011,Poland,CITY,29.42335
2011,Poland,URBAN,28.69989
2012,Latvia,CITY,18.91193
2012,Latvia,RURAL,11.37318
2012,Latvia,ALLAREA,14.35427
2012,Latvia,TSUB,13.73245
2012,Latvia,URBAN,17.00674
2013,Latvia,ALLAREA,15.05586
2013,Latvia,CITY,19.96644
2013,Latvia,RURAL,11.85074
2013,Latvia,TSUB,14.38593
2013,Latvia,URBAN,17.91281
2014,Latvia,ALLAREA,15.38506
2014,Latvia,CITY,20.35055
2016,Cyprus,ALLAREA,13.67356
2017,Cyprus,ALLAREA,14.60062
2017,Cyprus,RURAL,13.07751
2017,Cyprus,CITY,16.4039
2017,Cyprus,TSUB,14.63117
2017,Cyprus,URBAN,15.56928
2018,Cyprus,ALLAREA,15.38302
2018,Cyprus,TSUB,15.43545
2018,Cyprus,URBAN,16.40781
2018,Cyprus,CITY,17.27917
2018,Cyprus,RURAL,13.76519
2019,Cyprus,RURAL,13.01427
2012,Poland,ALLAREA,24.46697
2012,Poland,CITY,26.65667
2012,Poland,RURAL,22.38764
2012,Poland,TSUB,25.4044
2012,Poland,URBAN,25.9794
2013,Poland,ALLAREA,23.36101
2013,Poland,CITY,25.45038
2013,Poland,RURAL,21.37523
2013,Poland,TSUB,24.26025
2013,Poland,URBAN,24.80599
2014,Poland,ALLAREA,23.45474
2014,Poland,RURAL,21.46987
2014,Latvia,RURAL,12.14992
2014,Latvia,TSUB,14.71062
2014,Latvia,URBAN,18.2741
2015,Latvia,ALLAREA,13.39956
2015,Latvia,CITY,17.68492
2015,Latvia,RURAL,10.61456
2015,Latvia,TSUB,12.81558
2015,Latvia,URBAN,15.89134
2016,Latvia,ALLAREA,12.14769
2016,Latvia,CITY,16.04033
2016,Latvia,RURAL,9.62089
2016,Latvia,TSUB,11.624
2016,Austria,ALLAREA,12.27973
2017,Austria,RURAL,11.09168
2017,Austria,CITY,14.2169
2017,Austria,ALLAREA,12.31771
2017,Austria,TSUB,12.08992
2017,Austria,URBAN,13.28299
2018,Austria,TSUB,12.44812
2018,Austria,RURAL,11.41645
2018,Austria,CITY,14.60788
2018,Austria,ALLAREA,12.67567
2018,Austria,URBAN,13.66163
2019,Austria,RURAL,10.33679
2016,Latvia,URBAN,14.41287
2017,Latvia,ALLAREA,11.45575
2017,Latvia,RURAL,9.19028
2017,Latvia,TSUB,10.99331
2017,Latvia,CITY,14.94914
2017,Latvia,URBAN,13.49071
2018,Latvia,ALLAREA,12.84245
2018,Latvia,CITY,16.79921
2018,Latvia,RURAL,10.28002
2018,Latvia,TSUB,12.32468
2018,Latvia,URBAN,15.14882
2019,Latvia,ALLAREA,12.02183
2019,Cyprus,TSUB,14.5523
2019,Cyprus,URBAN,15.46381
2019,Cyprus,CITY,16.28652
2019,Cyprus,ALLAREA,14.51621
2010,Czechia,CITY,21.32802
2010,Czechia,ALLAREA,20.24895
2010,Czechia,TSUB,21.01672
2010,Czechia,URBAN,21.12715
2010,Czechia,RURAL,19.02696
2011,Czechia,CITY,21.85662
2011,Czechia,RURAL,19.57504
2011,Czechia,ALLAREA,20.80231
2014,Poland,TSUB,24.34543
2014,Poland,URBAN,24.8994
2014,Poland,CITY,25.55503
2015,Poland,ALLAREA,22.58791
2015,Poland,CITY,24.52465
2015,Poland,RURAL,20.74443
2015,Poland,TSUB,23.42813
2015,Poland,URBAN,23.92971
2016,Poland,ALLAREA,21.34448
2016,Poland,CITY,23.22013
2016,Poland,RURAL,19.55543
2016,Poland,TSUB,22.16375
2011,Czechia,URBAN,21.68338
2011,Czechia,TSUB,21.58774
2012,Czechia,URBAN,19.58363
2012,Czechia,CITY,19.74658
2012,Czechia,TSUB,19.49329
2012,Czechia,RURAL,17.70856
2012,Czechia,ALLAREA,18.80054
2013,Czechia,ALLAREA,18.07482
2013,Czechia,CITY,18.97932
2013,Czechia,RURAL,17.03058
2013,Czechia,URBAN,18.8228
2013,Czechia,TSUB,18.73569
2019,Latvia,CITY,15.64189
2019,Latvia,RURAL,9.68268
2019,Latvia,TSUB,11.54887
2019,Latvia,URBAN,14.13153
2010,Liechtenstein,ALLAREA,13.50184
2010,Liechtenstein,TSUB,13.50184
2010,Liechtenstein,URBAN,13.50184
2011,Liechtenstein,ALLAREA,13.85519
2011,Liechtenstein,TSUB,13.85519
2011,Liechtenstein,URBAN,13.85519
2012,Liechtenstein,ALLAREA,12.46848
2012,Liechtenstein,TSUB,12.46848
2014,Czechia,CITY,19.22915
2014,Czechia,RURAL,17.23083
2014,Czechia,URBAN,19.02739
2014,Czechia,ALLAREA,18.27818
2014,Czechia,TSUB,18.91466
2015,Czechia,CITY,18.36065
2015,Czechia,RURAL,16.55287
2015,Czechia,ALLAREA,17.5159
2015,Czechia,TSUB,18.1158
2015,Czechia,URBAN,18.20377
2016,Czechia,RURAL,15.68044
2016,Czechia,CITY,17.46906
2016,Poland,URBAN,22.64644
2017,Poland,CITY,23.81529
2017,Poland,RURAL,20.18332
2017,Poland,TSUB,22.78272
2017,Poland,URBAN,23.25404
2017,Poland,ALLAREA,21.9609
2018,Poland,ALLAREA,22.51081
2018,Poland,CITY,24.38553
2018,Poland,RURAL,20.70675
2018,Poland,TSUB,23.35066
2018,Poland,URBAN,23.82257
2019,Poland,ALLAREA,18.82808
2012,Liechtenstein,URBAN,12.46848
2013,Liechtenstein,ALLAREA,12.19262
2013,Liechtenstein,TSUB,12.19262
2013,Liechtenstein,URBAN,12.19262
2014,Liechtenstein,ALLAREA,11.19601
2014,Liechtenstein,TSUB,11.19601
2014,Liechtenstein,URBAN,11.19601
2015,Liechtenstein,ALLAREA,11.5944
2015,Liechtenstein,TSUB,11.5944
2015,Liechtenstein,URBAN,11.5944
2016,Liechtenstein,ALLAREA,10.75859
2016,Liechtenstein,TSUB,10.75859
2016,Czechia,ALLAREA,16.62194
2016,Czechia,URBAN,17.29326
2016,Czechia,TSUB,17.19436
2017,Czechia,RURAL,16.05124
2017,Czechia,CITY,17.81281
2017,Czechia,TSUB,17.57442
2017,Czechia,URBAN,17.66042
2017,Czechia,ALLAREA,16.99135
2018,Czechia,RURAL,16.57268
2018,Czechia,CITY,18.32546
2018,Czechia,URBAN,18.1646
2018,Czechia,TSUB,18.07354
2019,Poland,CITY,20.36161
2019,Poland,RURAL,17.35763
2019,Poland,TSUB,19.50755
2019,Poland,URBAN,19.89664
2010,Portugal,ALLAREA,10.54772
2010,Portugal,CITY,11.28693
2010,Portugal,RURAL,9.4659
2010,Portugal,TSUB,10.66839
2010,Portugal,URBAN,10.97538
2011,Portugal,ALLAREA,10.67923
2011,Portugal,CITY,11.4709
2011,Portugal,RURAL,9.60855
2016,Liechtenstein,URBAN,10.75859
2017,Liechtenstein,ALLAREA,10.72563
2017,Liechtenstein,TSUB,10.72563
2017,Liechtenstein,URBAN,10.72563
2018,Liechtenstein,ALLAREA,11.05258
2018,Liechtenstein,TSUB,11.05258
2018,Liechtenstein,URBAN,11.05258
2019,Liechtenstein,ALLAREA,9.85808
2019,Liechtenstein,TSUB,9.85808
2019,Liechtenstein,URBAN,9.85808
2010,Lithuania,ALLAREA,13.87189
2010,Lithuania,CITY,15.9079
2018,Czechia,ALLAREA,17.50349
2019,Czechia,CITY,15.03368
2019,Czechia,RURAL,13.55732
2019,Czechia,ALLAREA,14.34125
2019,Czechia,URBAN,14.89686
2019,Czechia,TSUB,14.8192
2010,Denmark,CITY,13.71884
2010,Denmark,TSUB,12.19666
2010,Denmark,ALLAREA,12.26529
2010,Denmark,RURAL,11.13184
2010,Denmark,URBAN,12.89799
2011,Denmark,TSUB,12.9326
2011,Portugal,TSUB,10.7353
2011,Portugal,URBAN,11.10047
2012,Portugal,ALLAREA,9.43022
2012,Portugal,TSUB,9.42871
2012,Portugal,URBAN,9.78787
2012,Portugal,RURAL,8.5168
2012,Portugal,CITY,10.15206
2013,Portugal,ALLAREA,9.44265
2013,Portugal,CITY,10.02719
2013,Portugal,RURAL,8.58581
2013,Portugal,TSUB,9.52923
2013,Portugal,URBAN,9.77652
2011,Denmark,URBAN,13.607
2011,Denmark,CITY,14.39046
2011,Denmark,RURAL,11.85956
2011,Denmark,ALLAREA,12.98285
2012,Denmark,ALLAREA,11.44257
2012,Denmark,CITY,12.70519
2012,Denmark,TSUB,11.38858
2012,Denmark,URBAN,12.00015
2012,Denmark,RURAL,10.43438
2013,Denmark,RURAL,10.00776
2013,Denmark,URBAN,11.49308
2013,Denmark,TSUB,10.9127
2014,Portugal,ALLAREA,7.8954
2014,Portugal,CITY,8.6321
2014,Portugal,RURAL,7.0506
2014,Portugal,TSUB,7.81921
2014,Portugal,URBAN,8.22298
2015,Portugal,ALLAREA,8.67534
2015,Portugal,CITY,9.393
2015,Portugal,RURAL,7.78259
2015,Portugal,TSUB,8.65144
2015,Portugal,URBAN,9.01982
2016,Portugal,ALLAREA,8.41931
2016,Portugal,CITY,8.91344
2013,Denmark,ALLAREA,10.96574
2013,Denmark,CITY,12.15687
2014,Denmark,RURAL,9.48952
2014,Denmark,URBAN,10.88491
2014,Denmark,TSUB,10.33908
2014,Denmark,CITY,11.5041
2014,Denmark,ALLAREA,10.39104
2015,Denmark,RURAL,9.82102
2015,Denmark,ALLAREA,10.72585
2015,Denmark,URBAN,11.21914
2015,Denmark,CITY,11.83353
2015,Denmark,TSUB,10.67291
2010,Lithuania,RURAL,12.56576
2010,Lithuania,TSUB,15.28673
2010,Lithuania,URBAN,15.59944
2011,Lithuania,ALLAREA,12.76746
2011,Lithuania,CITY,14.66141
2011,Lithuania,RURAL,11.54779
2011,Lithuania,URBAN,14.38045
2011,Lithuania,TSUB,14.09757
2012,Lithuania,ALLAREA,12.194
2012,Lithuania,CITY,13.99272
2012,Lithuania,RURAL,11.03782
2012,Lithuania,TSUB,13.45329
2016,Portugal,RURAL,7.60689
2016,Portugal,TSUB,8.55143
2016,Portugal,URBAN,8.73129
2017,Portugal,ALLAREA,9.03849
2017,Portugal,CITY,9.21998
2017,Portugal,URBAN,9.19209
2017,Portugal,TSUB,9.16454
2017,Portugal,RURAL,8.63656
2018,Portugal,ALLAREA,7.89586
2018,Portugal,CITY,8.54747
2018,Portugal,RURAL,7.07925
2018,Portugal,TSUB,7.86961
2016,Denmark,ALLAREA,9.77846
2016,Denmark,CITY,10.81463
2016,Denmark,URBAN,10.23719
2016,Denmark,RURAL,8.93284
2016,Denmark,TSUB,9.71925
2017,Denmark,ALLAREA,9.96918
2017,Denmark,CITY,11.0245
2017,Denmark,RURAL,9.1093
2017,Denmark,TSUB,9.8982
2017,Denmark,URBAN,10.4333
2018,Denmark,CITY,11.10137
2018,Denmark,ALLAREA,10.01519
2018,Portugal,URBAN,8.20642
2019,Portugal,ALLAREA,7.34244
2019,Portugal,CITY,7.97683
2019,Portugal,RURAL,6.58347
2019,Portugal,TSUB,7.28685
2019,Portugal,URBAN,7.6297
2010,Romania,TSUB,17.38667
2010,Romania,ALLAREA,18.05504
2010,Romania,CITY,20.96472
2010,Romania,RURAL,16.79783
2010,Romania,URBAN,19.44772
2011,Romania,ALLAREA,18.67849
2012,Lithuania,URBAN,13.72298
2013,Lithuania,ALLAREA,12.64978
2013,Lithuania,CITY,14.50664
2013,Lithuania,RURAL,11.4582
2013,Lithuania,TSUB,13.94674
2013,Lithuania,URBAN,14.22567
2014,Lithuania,ALLAREA,12.91686
2014,Lithuania,RURAL,11.698
2014,Lithuania,TSUB,14.25878
2014,Lithuania,URBAN,14.52901
2014,Lithuania,CITY,14.80321
2015,Lithuania,URBAN,12.88039
2011,Romania,TSUB,17.99886
2011,Romania,RURAL,17.38841
2011,Romania,CITY,21.64916
2011,Romania,URBAN,20.10072
2012,Romania,RURAL,15.74728
2012,Romania,TSUB,16.36804
2012,Romania,URBAN,18.28861
2012,Romania,ALLAREA,16.96099
2012,Romania,CITY,19.71257
2013,Romania,URBAN,17.16751
2013,Romania,CITY,18.47727
2013,Romania,ALLAREA,15.95671
2018,Denmark,URBAN,10.49197
2018,Denmark,RURAL,9.12737
2018,Denmark,TSUB,9.93528
2019,Denmark,URBAN,10.11519
2019,Denmark,CITY,10.7049
2019,Denmark,RURAL,8.7981
2019,Denmark,ALLAREA,9.65653
2019,Denmark,TSUB,9.57146
2010,Estonia,RURAL,7.76006
2010,Estonia,ALLAREA,8.46857
2010,Estonia,URBAN,8.82443
2010,Estonia,TSUB,8.75323
2015,Lithuania,ALLAREA,11.43758
2015,Lithuania,CITY,13.11591
2015,Lithuania,RURAL,10.34697
2015,Lithuania,TSUB,12.64998
2016,Lithuania,ALLAREA,10.30377
2016,Lithuania,CITY,11.80567
2016,Lithuania,RURAL,9.32952
2016,Lithuania,TSUB,11.3865
2016,Lithuania,URBAN,11.593
2017,Lithuania,RURAL,8.96653
2017,Lithuania,TSUB,10.98068
2017,Lithuania,URBAN,11.15885
2013,Romania,TSUB,15.43317
2013,Romania,RURAL,14.83374
2014,Romania,ALLAREA,15.96018
2014,Romania,CITY,18.33573
2014,Romania,TSUB,15.51791
2014,Romania,RURAL,14.87855
2014,Romania,URBAN,17.09804
2015,Romania,ALLAREA,15.41342
2015,Romania,RURAL,14.35287
2015,Romania,CITY,17.62479
2015,Romania,URBAN,16.48688
2015,Romania,TSUB,15.11834
2010,Estonia,CITY,8.89473
2011,Estonia,ALLAREA,7.65399
2011,Estonia,URBAN,7.97507
2011,Estonia,CITY,8.05108
2011,Estonia,TSUB,7.89846
2011,Estonia,RURAL,7.01102
2012,Estonia,CITY,7.75708
2012,Estonia,ALLAREA,7.37921
2012,Estonia,RURAL,6.76145
2012,Estonia,URBAN,7.68591
2012,Estonia,TSUB,7.61469
2013,Estonia,ALLAREA,7.63221
2016,Romania,RURAL,13.75783
2016,Romania,CITY,16.89355
2016,Romania,ALLAREA,14.84775
2016,Romania,URBAN,15.89161
2016,Romania,TSUB,14.78427
2017,Romania,RURAL,14.16426
2017,Romania,CITY,17.24056
2017,Romania,URBAN,16.35959
2017,Romania,TSUB,15.48072
2017,Romania,ALLAREA,15.3241
2018,Romania,ALLAREA,15.59612
2018,Romania,CITY,17.28376
2017,Lithuania,ALLAREA,9.90997
2017,Lithuania,CITY,11.34371
2018,Lithuania,ALLAREA,11.11935
2018,Lithuania,CITY,12.73238
2018,Lithuania,RURAL,10.07755
2018,Lithuania,TSUB,12.27567
2018,Lithuania,URBAN,12.49896
2019,Lithuania,TSUB,11.52105
2019,Lithuania,RURAL,9.38725
2019,Lithuania,ALLAREA,10.36907
2019,Lithuania,CITY,11.82647
2019,Lithuania,URBAN,11.6698
2013,Estonia,CITY,8.03642
2013,Estonia,RURAL,6.985
2013,Estonia,TSUB,7.86765
2013,Estonia,URBAN,7.95164
2014,Estonia,ALLAREA,7.84577
2014,Estonia,RURAL,7.17948
2014,Estonia,CITY,8.2414
2014,Estonia,URBAN,8.17257
2014,Estonia,TSUB,8.10528
2015,Estonia,ALLAREA,6.74558
2015,Estonia,TSUB,6.95769
2015,Estonia,RURAL,6.19011
2010,Luxembourg,ALLAREA,12.37609
2010,Luxembourg,CITY,11.9677
2010,Luxembourg,RURAL,11.78319
2010,Luxembourg,TSUB,12.88073
2010,Luxembourg,URBAN,12.64583
2011,Luxembourg,ALLAREA,12.6349
2011,Luxembourg,CITY,12.22061
2011,Luxembourg,RURAL,12.0207
2011,Luxembourg,TSUB,13.15693
2011,Luxembourg,URBAN,12.91447
2012,Luxembourg,CITY,10.97729
2012,Luxembourg,ALLAREA,11.32265
2012,Luxembourg,RURAL,10.77353
2012,Luxembourg,TSUB,11.78265
2012,Luxembourg,URBAN,11.57273
2013,Luxembourg,URBAN,11.27537
2013,Luxembourg,ALLAREA,11.02887
2013,Luxembourg,CITY,10.70756
2013,Luxembourg,RURAL,10.48791
2013,Luxembourg,TSUB,11.47735
2014,Luxembourg,ALLAREA,10.26854
2014,Luxembourg,CITY,9.96536
2014,Luxembourg,RURAL,9.7684
2014,Luxembourg,URBAN,10.49658
2015,Estonia,CITY,7.07704
2015,Estonia,URBAN,7.01618
2016,Estonia,CITY,6.51555
2016,Estonia,ALLAREA,6.19576
2016,Estonia,RURAL,5.66332
2016,Estonia,TSUB,6.39464
2016,Estonia,URBAN,6.45324
2017,Estonia,ALLAREA,5.89878
2017,Estonia,RURAL,5.40024
2017,Estonia,TSUB,6.08458
2017,Estonia,URBAN,6.13797
2017,Estonia,CITY,6.19618
2018,Estonia,URBAN,6.9833
2018,Estonia,TSUB,6.93372
2018,Estonia,ALLAREA,6.70458
2018,Estonia,RURAL,6.11875
2018,Estonia,CITY,7.03888
2019,Estonia,URBAN,6.6124
2019,Estonia,ALLAREA,6.35007
2019,Estonia,CITY,6.66542
2019,Estonia,TSUB,6.56649
2019,Estonia,RURAL,5.79388
