Year,GeoAreaName,Activity,Value
2022,Belarus,ISIC4_C,1352.88
2000,Croatia,ISIC4_C,1337.21
2001,Croatia,ISIC4_C,1368.8
2002,Croatia,ISIC4_C,1403.91
2003,Croatia,ISIC4_C,1470.51
2011,Albania,ISIC4_C,209.33
2012,Albania,ISIC4_C,177.07
2013,Albania,ISIC4_C,194.86
2014,Albania,ISIC4_C,213.34
2015,Albania,ISIC4_C,224.05
2016,Albania,ISIC4_C,234.34
2017,Albania,ISIC4_C,263.62
2018,Albania,ISIC4_C,280.35
2019,Albania,ISIC4_C,296.14
2020,Albania,ISIC4_C,278.52
2004,Croatia,ISIC4_C,1526.68
2005,Croatia,ISIC4_C,1568.15
2006,Croatia,ISIC4_C,1631.83
2007,Croatia,ISIC4_C,1747.39
2008,Croatia,ISIC4_C,1756.52
2009,Croatia,ISIC4_C,1539.82
2010,Croatia,ISIC4_C,1463.24
2011,Croatia,ISIC4_C,1475.38
2012,Croatia,ISIC4_C,1406.07
2013,Croatia,ISIC4_C,1378.34
2021,Norway,ISIC4_C,4909.18
2022,Norway,ISIC4_C,4993.55
2000,Poland,ISIC4_C,773.52
2001,Poland,ISIC4_C,761.07
2002,Poland,ISIC4_C,780.24
2003,Poland,ISIC4_C,874.58
2004,Poland,ISIC4_C,988.5
2005,Poland,ISIC4_C,1036.32
2006,Poland,ISIC4_C,1208.14
2007,Poland,ISIC4_C,1379.06
2008,Poland,ISIC4_C,1494.34
2014,Croatia,ISIC4_C,1435.66
2015,Croatia,ISIC4_C,1506.06
2016,Croatia,ISIC4_C,1614.88
2017,Croatia,ISIC4_C,1678.87
2018,Croatia,ISIC4_C,1690.8
2019,Croatia,ISIC4_C,1734.05
2020,Croatia,ISIC4_C,1647.53
2021,Croatia,ISIC4_C,1804.99
2022,Croatia,ISIC4_C,1910.74
2000,Cyprus,ISIC4_C,1253.16
2009,Poland,ISIC4_C,1520.06
2010,Poland,ISIC4_C,1729.67
2011,Poland,ISIC4_C,1824.62
2012,Poland,ISIC4_C,1873.98
2013,Poland,ISIC4_C,1809.52
2014,Poland,ISIC4_C,2021.34
2015,Poland,ISIC4_C,2165.98
2016,Poland,ISIC4_C,2281.29
2017,Poland,ISIC4_C,2323.97
2018,Poland,ISIC4_C,2459.4
2001,Cyprus,ISIC4_C,1202.5
2002,Cyprus,ISIC4_C,1206.47
2003,Cyprus,ISIC4_C,1216.87
2004,Cyprus,ISIC4_C,1196.99
2005,Cyprus,ISIC4_C,1165.65
2006,Cyprus,ISIC4_C,1114.3
2007,Cyprus,ISIC4_C,1110.91
2008,Cyprus,ISIC4_C,1130.76
2009,Cyprus,ISIC4_C,1035.47
2010,Cyprus,ISIC4_C,994.06
2011,Cyprus,ISIC4_C,892.14
2019,Poland,ISIC4_C,2523.05
2020,Poland,ISIC4_C,2474.89
2021,Poland,ISIC4_C,2530.18
2022,Poland,ISIC4_C,2566.67
2000,Portugal,ISIC4_C,2375.63
2001,Portugal,ISIC4_C,2395.15
2002,Portugal,ISIC4_C,2368.54
2003,Portugal,ISIC4_C,2333.1
2004,Portugal,ISIC4_C,2341.4
2005,Portugal,ISIC4_C,2308.8
2006,Portugal,ISIC4_C,2329.72
2007,Portugal,ISIC4_C,2376.55
2008,Portugal,ISIC4_C,2315.5
2009,Portugal,ISIC4_C,2064.52
2010,Portugal,ISIC4_C,2210.96
2011,Portugal,ISIC4_C,2228.86
2012,Portugal,ISIC4_C,2160.08
2013,Portugal,ISIC4_C,2189.04
2014,Portugal,ISIC4_C,2260.46
2015,Portugal,ISIC4_C,2334.12
2012,Cyprus,ISIC4_C,806.08
2013,Cyprus,ISIC4_C,666.88
2014,Cyprus,ISIC4_C,667.12
2015,Cyprus,ISIC4_C,714.04
2016,Cyprus,ISIC4_C,810.2
2017,Cyprus,ISIC4_C,917.78
2018,Cyprus,ISIC4_C,1061.42
2019,Cyprus,ISIC4_C,1134.93
2020,Cyprus,ISIC4_C,1102.13
2021,Cyprus,ISIC4_C,1170.85
2022,Cyprus,ISIC4_C,1172.22
2016,Portugal,ISIC4_C,2390.12
2017,Portugal,ISIC4_C,2540.27
2018,Portugal,ISIC4_C,2635.25
2019,Portugal,ISIC4_C,2650.19
2020,Portugal,ISIC4_C,2456.47
2021,Portugal,ISIC4_C,2623.58
2022,Portugal,ISIC4_C,2787.97
2000,Romania,ISIC4_C,885.88
2001,Romania,ISIC4_C,990.04
2002,Romania,ISIC4_C,1056.45
2021,Albania,ISIC4_C,325.76
2022,Albania,ISIC4_C,344.78
2000,Azerbaijan,ISIC4_C,134.14
2001,Azerbaijan,ISIC4_C,138.07
2002,Azerbaijan,ISIC4_C,147.78
2003,Azerbaijan,ISIC4_C,166.69
2004,Azerbaijan,ISIC4_C,182.15
2005,Azerbaijan,ISIC4_C,209.38
2006,Azerbaijan,ISIC4_C,225.45
2007,Azerbaijan,ISIC4_C,245.21
2003,Romania,ISIC4_C,1125.29
2004,Romania,ISIC4_C,1238.84
2005,Romania,ISIC4_C,1296.06
2006,Romania,ISIC4_C,1414.77
2007,Romania,ISIC4_C,1419.17
2008,Romania,ISIC4_C,1659.91
2009,Romania,ISIC4_C,1571.74
2010,Romania,ISIC4_C,1597.91
2011,Romania,ISIC4_C,1779.23
2012,Romania,ISIC4_C,1550.05
2013,Romania,ISIC4_C,1547.6
2014,Romania,ISIC4_C,1712.46
2015,Romania,ISIC4_C,1805.83
2016,Romania,ISIC4_C,1838.59
2017,Romania,ISIC4_C,2002.27
2018,Romania,ISIC4_C,2141.36
2019,Romania,ISIC4_C,2116.39
2020,Romania,ISIC4_C,1954.06
2021,Romania,ISIC4_C,2091.6
2022,Romania,ISIC4_C,2166.37
2008,Azerbaijan,ISIC4_C,259.09
2009,Azerbaijan,ISIC4_C,223.44
2010,Azerbaijan,ISIC4_C,235.54
2011,Azerbaijan,ISIC4_C,248.28
2012,Azerbaijan,ISIC4_C,256.41
2013,Azerbaijan,ISIC4_C,258.27
2014,Azerbaijan,ISIC4_C,264.36
2015,Azerbaijan,ISIC4_C,268.56
2016,Azerbaijan,ISIC4_C,262.22
2017,Azerbaijan,ISIC4_C,256.81
2000,Serbia,ISIC4_C,558.1
2001,Serbia,ISIC4_C,585.71
2002,Serbia,ISIC4_C,637.8
2003,Serbia,ISIC4_C,650.11
2004,Serbia,ISIC4_C,705.5
2005,Serbia,ISIC4_C,724.97
2006,Serbia,ISIC4_C,730.16
2007,Serbia,ISIC4_C,776.84
2008,Serbia,ISIC4_C,807.6
2009,Serbia,ISIC4_C,708.67
2010,Serbia,ISIC4_C,716.93
2018,Azerbaijan,ISIC4_C,271.11
2019,Azerbaijan,ISIC4_C,296.94
2020,Azerbaijan,ISIC4_C,323.88
2021,Azerbaijan,ISIC4_C,385.07
2022,Azerbaijan,ISIC4_C,390.03
2000,Austria,ISIC4_C,5907.72
2001,Austria,ISIC4_C,6046.96
2002,Austria,ISIC4_C,5936.28
2003,Austria,ISIC4_C,5945.59
2004,Austria,ISIC4_C,6087.35
2011,Serbia,ISIC4_C,730.78
2012,Serbia,ISIC4_C,751.55
2013,Serbia,ISIC4_C,802.0
2014,Serbia,ISIC4_C,752.82
2015,Serbia,ISIC4_C,778.82
2016,Serbia,ISIC4_C,804.83
2017,Serbia,ISIC4_C,844.34
2018,Serbia,ISIC4_C,860.4
2019,Serbia,ISIC4_C,864.74
2020,Serbia,ISIC4_C,871.43
2021,Serbia,ISIC4_C,924.69
2005,Austria,ISIC4_C,6316.17
2006,Austria,ISIC4_C,6783.3
2007,Austria,ISIC4_C,7287.62
2008,Austria,ISIC4_C,7343.49
2009,Austria,ISIC4_C,6245.7
2010,Austria,ISIC4_C,6736.71
2011,Austria,ISIC4_C,7199.37
2012,Austria,ISIC4_C,7312.64
2013,Austria,ISIC4_C,7288.52
2014,Austria,ISIC4_C,7393.58
2000,Czechia,ISIC4_C,2044.99
2001,Czechia,ISIC4_C,2131.19
2002,Czechia,ISIC4_C,2213.08
2003,Czechia,ISIC4_C,2217.1
2004,Czechia,ISIC4_C,2405.35
2005,Czechia,ISIC4_C,2747.72
2006,Czechia,ISIC4_C,3305.86
2007,Czechia,ISIC4_C,3509.84
2008,Czechia,ISIC4_C,3781.48
2009,Czechia,ISIC4_C,3296.53
2015,Austria,ISIC4_C,7373.57
2016,Austria,ISIC4_C,7611.95
2017,Austria,ISIC4_C,7802.94
2018,Austria,ISIC4_C,8111.33
2019,Austria,ISIC4_C,8153.6
2020,Austria,ISIC4_C,7655.5
2021,Austria,ISIC4_C,8369.41
2022,Austria,ISIC4_C,8979.46
2000,Armenia,ISIC4_C,120.09
2001,Armenia,ISIC4_C,124.69
2022,Serbia,ISIC4_C,962.15
2000,Slovakia,ISIC4_C,859.92
2001,Slovakia,ISIC4_C,1003.21
2002,Slovakia,ISIC4_C,1035.74
2003,Slovakia,ISIC4_C,1212.68
2004,Slovakia,ISIC4_C,1462.38
2005,Slovakia,ISIC4_C,1654.71
2006,Slovakia,ISIC4_C,1858.7
2007,Slovakia,ISIC4_C,2047.96
2008,Slovakia,ISIC4_C,2112.37
2002,Armenia,ISIC4_C,147.27
2003,Armenia,ISIC4_C,172.26
2004,Armenia,ISIC4_C,216.19
2005,Armenia,ISIC4_C,236.73
2006,Armenia,ISIC4_C,237.25
2007,Armenia,ISIC4_C,242.81
2008,Armenia,ISIC4_C,246.61
2009,Armenia,ISIC4_C,230.55
2010,Armenia,ISIC4_C,261.09
2011,Armenia,ISIC4_C,295.14
2009,Slovakia,ISIC4_C,1795.9
2010,Slovakia,ISIC4_C,2299.84
2011,Slovakia,ISIC4_C,2392.11
2012,Slovakia,ISIC4_C,2398.48
2013,Slovakia,ISIC4_C,2374.34
2014,Slovakia,ISIC4_C,2851.35
2015,Slovakia,ISIC4_C,3208.85
2016,Slovakia,ISIC4_C,3173.12
2017,Slovakia,ISIC4_C,3204.52
2018,Slovakia,ISIC4_C,3587.9
2012,Armenia,ISIC4_C,308.88
2013,Armenia,ISIC4_C,334.27
2014,Armenia,ISIC4_C,355.69
2015,Armenia,ISIC4_C,337.51
2016,Armenia,ISIC4_C,376.73
2017,Armenia,ISIC4_C,423.17
2018,Armenia,ISIC4_C,473.31
2019,Armenia,ISIC4_C,521.21
2020,Armenia,ISIC4_C,503.22
2021,Armenia,ISIC4_C,528.04
2019,Slovakia,ISIC4_C,3855.82
2020,Slovakia,ISIC4_C,3270.15
2021,Slovakia,ISIC4_C,3527.66
2022,Slovakia,ISIC4_C,3548.39
2000,Slovenia,ISIC4_C,2983.26
2001,Slovenia,ISIC4_C,3140.84
2002,Slovenia,ISIC4_C,3307.67
2003,Slovenia,ISIC4_C,3487.43
2004,Slovenia,ISIC4_C,3675.06
2005,Slovenia,ISIC4_C,3793.3
2010,Czechia,ISIC4_C,3665.28
2011,Czechia,ISIC4_C,4058.2
2012,Czechia,ISIC4_C,3889.24
2013,Czechia,ISIC4_C,3839.13
2014,Czechia,ISIC4_C,3975.4
2015,Czechia,ISIC4_C,4274.19
2016,Czechia,ISIC4_C,4468.05
2017,Czechia,ISIC4_C,4853.51
2018,Czechia,ISIC4_C,4943.53
2019,Czechia,ISIC4_C,5173.91
2022,Armenia,ISIC4_C,564.34
2000,Belgium,ISIC4_C,5117.73
2001,Belgium,ISIC4_C,5131.58
2002,Belgium,ISIC4_C,5130.01
2003,Belgium,ISIC4_C,5096.64
2004,Belgium,ISIC4_C,5328.61
2005,Belgium,ISIC4_C,5438.05
2006,Belgium,ISIC4_C,5278.7
2007,Belgium,ISIC4_C,5576.27
2008,Belgium,ISIC4_C,5353.26
2006,Slovenia,ISIC4_C,4041.37
2007,Slovenia,ISIC4_C,4375.05
2008,Slovenia,ISIC4_C,4400.07
2009,Slovenia,ISIC4_C,3693.43
2010,Slovenia,ISIC4_C,3904.56
2011,Slovenia,ISIC4_C,4014.6
2012,Slovenia,ISIC4_C,3892.15
2013,Slovenia,ISIC4_C,3857.73
2014,Slovenia,ISIC4_C,4027.42
2015,Slovenia,ISIC4_C,4129.02
2009,Belgium,ISIC4_C,4853.01
2010,Belgium,ISIC4_C,5112.58
2011,Belgium,ISIC4_C,5082.84
2012,Belgium,ISIC4_C,4968.7
2013,Belgium,ISIC4_C,4987.56
2014,Belgium,ISIC4_C,5109.21
2015,Belgium,ISIC4_C,5215.2
2016,Belgium,ISIC4_C,5098.39
2017,Belgium,ISIC4_C,5145.87
2018,Belgium,ISIC4_C,5117.12
2020,Czechia,ISIC4_C,4587.38
2021,Czechia,ISIC4_C,4823.98
2022,Czechia,ISIC4_C,5007.57
2000,Denmark,ISIC4_C,6582.16
2001,Denmark,ISIC4_C,6662.42
2002,Denmark,ISIC4_C,6478.97
2003,Denmark,ISIC4_C,6268.63
2004,Denmark,ISIC4_C,6353.64
2005,Denmark,ISIC4_C,6219.33
2006,Denmark,ISIC4_C,6526.99
2019,Belgium,ISIC4_C,5298.19
2020,Belgium,ISIC4_C,5056.68
2021,Belgium,ISIC4_C,5036.53
2022,Belgium,ISIC4_C,5119.69
2000,Bosnia and Herzegovina,ISIC4_C,211.1
2001,Bosnia and Herzegovina,ISIC4_C,223.93
2002,Bosnia and Herzegovina,ISIC4_C,242.43
2003,Bosnia and Herzegovina,ISIC4_C,250.64
2004,Bosnia and Herzegovina,ISIC4_C,264.86
2005,Bosnia and Herzegovina,ISIC4_C,293.19
2016,Slovenia,ISIC4_C,4339.56
2017,Slovenia,ISIC4_C,4657.17
2018,Slovenia,ISIC4_C,4792.12
2019,Slovenia,ISIC4_C,5168.23
2020,Slovenia,ISIC4_C,4996.6
2021,Slovenia,ISIC4_C,5562.01
2022,Slovenia,ISIC4_C,5989.56
2000,Spain,ISIC4_C,3560.74
2001,Spain,ISIC4_C,3662.19
2002,Spain,ISIC4_C,3622.0
2006,Bosnia and Herzegovina,ISIC4_C,338.17
2007,Bosnia and Herzegovina,ISIC4_C,378.83
2008,Bosnia and Herzegovina,ISIC4_C,409.7
2009,Bosnia and Herzegovina,ISIC4_C,393.88
2010,Bosnia and Herzegovina,ISIC4_C,429.67
2011,Bosnia and Herzegovina,ISIC4_C,437.29
2012,Bosnia and Herzegovina,ISIC4_C,441.9
2013,Bosnia and Herzegovina,ISIC4_C,471.32
2014,Bosnia and Herzegovina,ISIC4_C,497.97
2015,Bosnia and Herzegovina,ISIC4_C,536.83
2003,Spain,ISIC4_C,3610.26
2004,Spain,ISIC4_C,3563.16
2005,Spain,ISIC4_C,3551.37
2006,Spain,ISIC4_C,3575.05
2007,Spain,ISIC4_C,3545.45
2008,Spain,ISIC4_C,3400.34
2009,Spain,ISIC4_C,2985.27
2010,Spain,ISIC4_C,2961.75
2011,Spain,ISIC4_C,2904.55
2012,Spain,ISIC4_C,2733.1
2013,Spain,ISIC4_C,2713.59
2007,Denmark,ISIC4_C,6579.25
2008,Denmark,ISIC4_C,6511.09
2009,Denmark,ISIC4_C,5711.84
2010,Denmark,ISIC4_C,5901.88
2011,Denmark,ISIC4_C,6242.43
2012,Denmark,ISIC4_C,6468.29
2013,Denmark,ISIC4_C,6619.65
2014,Denmark,ISIC4_C,6678.53
2015,Denmark,ISIC4_C,6612.04
2016,Denmark,ISIC4_C,6973.3
2014,Spain,ISIC4_C,2778.0
2015,Spain,ISIC4_C,2908.38
2016,Spain,ISIC4_C,2972.53
2017,Spain,ISIC4_C,3133.96
2018,Spain,ISIC4_C,3084.37
2019,Spain,ISIC4_C,3076.0
2020,Spain,ISIC4_C,2589.89
2021,Spain,ISIC4_C,2813.23
2022,Spain,ISIC4_C,2925.02
2000,Sweden,ISIC4_C,6703.46
2001,Sweden,ISIC4_C,6626.03
2017,Denmark,ISIC4_C,7586.07
2018,Denmark,ISIC4_C,7773.42
2019,Denmark,ISIC4_C,8134.04
2020,Denmark,ISIC4_C,7877.2
2021,Denmark,ISIC4_C,8255.19
2022,Denmark,ISIC4_C,8502.52
2000,Estonia,ISIC4_C,1153.04
2001,Estonia,ISIC4_C,1312.67
2002,Estonia,ISIC4_C,1420.12
2003,Estonia,ISIC4_C,1536.06
2004,Estonia,ISIC4_C,1593.61
2005,Estonia,ISIC4_C,1758.39
2006,Estonia,ISIC4_C,1962.29
2007,Estonia,ISIC4_C,2067.72
2008,Estonia,ISIC4_C,1997.01
2009,Estonia,ISIC4_C,1537.74
2010,Estonia,ISIC4_C,1842.26
2011,Estonia,ISIC4_C,2122.63
2012,Estonia,ISIC4_C,2157.33
2013,Estonia,ISIC4_C,2232.02
2002,Sweden,ISIC4_C,6908.93
2003,Sweden,ISIC4_C,7118.53
2004,Sweden,ISIC4_C,7487.47
2005,Sweden,ISIC4_C,7663.03
2006,Sweden,ISIC4_C,8183.23
2007,Sweden,ISIC4_C,8463.23
2008,Sweden,ISIC4_C,8054.09
2009,Sweden,ISIC4_C,6137.56
2010,Sweden,ISIC4_C,7399.01
2011,Sweden,ISIC4_C,7759.34
2012,Sweden,ISIC4_C,7137.38
2013,Sweden,ISIC4_C,6824.06
2014,Sweden,ISIC4_C,6678.34
2015,Sweden,ISIC4_C,6977.13
2016,Sweden,ISIC4_C,6936.16
2017,Sweden,ISIC4_C,7121.96
2018,Sweden,ISIC4_C,7215.99
2019,Sweden,ISIC4_C,7010.97
2020,Sweden,ISIC4_C,6554.91
2021,Sweden,ISIC4_C,7081.89
2014,Estonia,ISIC4_C,2364.22
2015,Estonia,ISIC4_C,2420.34
2016,Estonia,ISIC4_C,2520.99
2017,Estonia,ISIC4_C,2619.15
2018,Estonia,ISIC4_C,2737.04
2019,Estonia,ISIC4_C,2772.5
2020,Estonia,ISIC4_C,2586.96
2021,Estonia,ISIC4_C,2764.28
2022,Estonia,ISIC4_C,2804.86
2000,Finland,ISIC4_C,6332.74
2001,Finland,ISIC4_C,6546.87
2002,Finland,ISIC4_C,6747.9
2003,Finland,ISIC4_C,6925.46
2004,Finland,ISIC4_C,7243.32
2005,Finland,ISIC4_C,7494.03
2006,Finland,ISIC4_C,8318.45
2007,Finland,ISIC4_C,9118.83
2008,Finland,ISIC4_C,8839.6
2009,Finland,ISIC4_C,6755.18
2010,Finland,ISIC4_C,7234.73
2011,Finland,ISIC4_C,7205.01
2012,Finland,ISIC4_C,6340.32
2013,Finland,ISIC4_C,6362.96
2014,Finland,ISIC4_C,6280.41
2015,Finland,ISIC4_C,6282.83
2016,Finland,ISIC4_C,6571.99
2017,Finland,ISIC4_C,7043.84
2018,Finland,ISIC4_C,6731.86
2019,Finland,ISIC4_C,6936.57
2020,Finland,ISIC4_C,6782.2
2022,Sweden,ISIC4_C,7284.24
2000,Switzerland,ISIC4_C,12269.0
2001,Switzerland,ISIC4_C,12889.0
2002,Switzerland,ISIC4_C,13086.18
2003,Switzerland,ISIC4_C,12946.38
2004,Switzerland,ISIC4_C,13065.92
2005,Switzerland,ISIC4_C,13606.36
2006,Switzerland,ISIC4_C,14403.46
2007,Switzerland,ISIC4_C,15021.95
2008,Switzerland,ISIC4_C,15305.72
2021,Finland,ISIC4_C,6836.92
2022,Finland,ISIC4_C,7072.92
2000,France,ISIC4_C,3896.66
2001,France,ISIC4_C,3917.42
2002,France,ISIC4_C,3887.45
2003,France,ISIC4_C,3949.21
2004,France,ISIC4_C,4020.06
2005,France,ISIC4_C,4060.02
2006,France,ISIC4_C,4139.5
2007,France,ISIC4_C,4194.46
2009,Switzerland,ISIC4_C,13263.21
2010,Switzerland,ISIC4_C,14063.39
2011,Switzerland,ISIC4_C,15163.38
2012,Switzerland,ISIC4_C,14634.36
2013,Switzerland,ISIC4_C,14790.7
2014,Switzerland,ISIC4_C,14880.09
2015,Switzerland,ISIC4_C,14815.31
2016,Switzerland,ISIC4_C,15301.28
2017,Switzerland,ISIC4_C,15891.47
2018,Switzerland,ISIC4_C,16578.05
2008,France,ISIC4_C,4032.5
2009,France,ISIC4_C,3774.3
2010,France,ISIC4_C,3841.66
2011,France,ISIC4_C,3975.87
2012,France,ISIC4_C,3947.48
2013,France,ISIC4_C,3926.53
2014,France,ISIC4_C,3974.11
2015,France,ISIC4_C,3986.76
2016,France,ISIC4_C,4009.64
2017,France,ISIC4_C,4089.52
2018,France,ISIC4_C,4148.77
2019,Switzerland,ISIC4_C,16952.16
2020,Switzerland,ISIC4_C,16328.7
2021,Switzerland,ISIC4_C,18043.9
2022,Switzerland,ISIC4_C,18544.1
2000,Tajikistan,ISIC4_C,178.33
2001,Tajikistan,ISIC4_C,194.95
2002,Tajikistan,ISIC4_C,212.42
2003,Tajikistan,ISIC4_C,227.83
2004,Tajikistan,ISIC4_C,219.18
2005,Tajikistan,ISIC4_C,228.81
2019,France,ISIC4_C,4226.37
2020,France,ISIC4_C,3686.08
2021,France,ISIC4_C,3877.86
2022,France,ISIC4_C,3981.16
2000,Georgia,ISIC4_C,119.78
2001,Georgia,ISIC4_C,121.77
2002,Georgia,ISIC4_C,140.92
2003,Georgia,ISIC4_C,153.71
2004,Georgia,ISIC4_C,166.44
2005,Georgia,ISIC4_C,190.31
2006,Georgia,ISIC4_C,222.36
2007,Georgia,ISIC4_C,259.39
2008,Georgia,ISIC4_C,255.49
2009,Georgia,ISIC4_C,239.83
2010,Georgia,ISIC4_C,270.19
2011,Georgia,ISIC4_C,313.88
2012,Georgia,ISIC4_C,354.58
2013,Georgia,ISIC4_C,386.09
2014,Georgia,ISIC4_C,401.9
2015,Georgia,ISIC4_C,351.51
2006,Tajikistan,ISIC4_C,234.09
2007,Tajikistan,ISIC4_C,209.82
2008,Tajikistan,ISIC4_C,187.59
2009,Tajikistan,ISIC4_C,172.02
2010,Tajikistan,ISIC4_C,155.57
2011,Tajikistan,ISIC4_C,94.58
2012,Tajikistan,ISIC4_C,104.56
2013,Tajikistan,ISIC4_C,80.92
2014,Tajikistan,ISIC4_C,82.19
2015,Tajikistan,ISIC4_C,97.81
2016,Georgia,ISIC4_C,364.61
2017,Georgia,ISIC4_C,370.79
2018,Georgia,ISIC4_C,386.08
2019,Georgia,ISIC4_C,391.38
2020,Georgia,ISIC4_C,364.08
2021,Georgia,ISIC4_C,397.77
2022,Georgia,ISIC4_C,446.16
2000,Germany,ISIC4_C,6614.72
2001,Germany,ISIC4_C,6709.88
2002,Germany,ISIC4_C,6552.23
2003,Germany,ISIC4_C,6627.18
2004,Germany,ISIC4_C,6875.73
2005,Germany,ISIC4_C,6997.23
2006,Germany,ISIC4_C,7602.54
2007,Germany,ISIC4_C,7923.32
2008,Germany,ISIC4_C,7754.39
2009,Germany,ISIC4_C,6253.5
2010,Germany,ISIC4_C,7441.82
2011,Germany,ISIC4_C,8051.82
2012,Germany,ISIC4_C,7895.71
2016,Tajikistan,ISIC4_C,123.41
2017,Tajikistan,ISIC4_C,149.45
2018,Tajikistan,ISIC4_C,165.08
2019,Tajikistan,ISIC4_C,180.68
2020,Tajikistan,ISIC4_C,224.34
2021,Tajikistan,ISIC4_C,244.97
2022,Tajikistan,ISIC4_C,251.68
2000,Türkiye,ISIC4_C,981.61
2001,Türkiye,ISIC4_C,883.84
2002,Türkiye,ISIC4_C,909.89
2013,Germany,ISIC4_C,7877.64
2014,Germany,ISIC4_C,8253.43
2015,Germany,ISIC4_C,8320.9
2016,Germany,ISIC4_C,8619.14
2017,Germany,ISIC4_C,8899.35
2018,Germany,ISIC4_C,8950.03
2019,Germany,ISIC4_C,8810.44
2020,Germany,ISIC4_C,8081.59
2021,Germany,ISIC4_C,8483.27
2022,Germany,ISIC4_C,8619.31
2003,Türkiye,ISIC4_C,985.33
2004,Türkiye,ISIC4_C,1102.97
2005,Türkiye,ISIC4_C,1191.86
2006,Türkiye,ISIC4_C,1289.47
2007,Türkiye,ISIC4_C,1359.07
2008,Türkiye,ISIC4_C,1349.02
2009,Türkiye,ISIC4_C,1212.81
2010,Türkiye,ISIC4_C,1306.52
2011,Türkiye,ISIC4_C,1550.16
2012,Türkiye,ISIC4_C,1560.54
2013,Türkiye,ISIC4_C,1684.62
2014,Türkiye,ISIC4_C,1744.18
2015,Türkiye,ISIC4_C,1811.86
2016,Türkiye,ISIC4_C,1852.57
2017,Türkiye,ISIC4_C,1997.82
2018,Türkiye,ISIC4_C,2004.74
2019,Türkiye,ISIC4_C,1939.69
2020,Türkiye,ISIC4_C,1989.67
2021,Türkiye,ISIC4_C,2339.38
2022,Türkiye,ISIC4_C,2458.95
2000,Turkmenistan,ISIC4_C,912.46
2001,Turkmenistan,ISIC4_C,943.98
2002,Turkmenistan,ISIC4_C,864.99
2003,Turkmenistan,ISIC4_C,879.62
2004,Turkmenistan,ISIC4_C,887.98
2005,Turkmenistan,ISIC4_C,958.73
