Year,GeoAreaName,Age,Location,Sex,Value
2002,Portugal,<5Y,,,5.9
2003,Portugal,<5Y,,,6.0
2006,Czechia,<5Y,,,5.3
2007,Czechia,<5Y,,,5.4
2008,Czechia,<5Y,,,5.5
2009,Czechia,<5Y,,,5.6
2010,Czechia,<5Y,,,5.7
2011,Czechia,<5Y,,,5.8
2012,Czechia,<5Y,,,5.9
2013,Czechia,<5Y,,,6.0
2004,Portugal,<5Y,,,6.2
2005,Portugal,<5Y,,,6.4
2006,Portugal,<5Y,,,6.6
2007,Portugal,<5Y,,,6.7
2008,Portugal,<5Y,,,6.9
2009,Portugal,<5Y,,,7.1
2010,Portugal,<5Y,,,7.3
2011,Portugal,<5Y,,,7.5
2012,Portugal,<5Y,,,7.6
2013,Portugal,<5Y,,,7.8
2014,Portugal,<5Y,,,8.0
2015,Portugal,<5Y,,,8.1
2016,Portugal,<5Y,,,8.2
2017,Portugal,<5Y,,,8.3
2018,Portugal,<5Y,,,8.4
2019,Portugal,<5Y,,,8.5
2014,Czechia,<5Y,,,6.1
2015,Czechia,<5Y,,,6.2
2016,Czechia,<5Y,,,6.2
2017,Czechia,<5Y,,,6.3
2018,Czechia,<5Y,,,6.4
2019,Czechia,<5Y,,,6.5
2020,Czechia,<5Y,,,6.6
2020,Portugal,<5Y,,,8.5
2000,Romania,<5Y,,,8.9
2001,Romania,<5Y,,,9.4
2002,Romania,<5Y,,,9.9
2003,Romania,<5Y,,,10.3
2004,Romania,<5Y,,,10.7
2005,Romania,<5Y,,,10.9
2006,Romania,<5Y,,,11.0
2007,Romania,<5Y,,,10.9
2008,Romania,<5Y,,,10.8
2009,Romania,<5Y,,,10.6
2010,Romania,<5Y,,,10.3
2011,Romania,<5Y,,,9.9
2012,Romania,<5Y,,,9.5
2013,Romania,<5Y,,,9.0
2014,Romania,<5Y,,,8.4
2015,Romania,<5Y,,,7.9
2016,Romania,<5Y,,,7.5
2017,Romania,<5Y,,,7.2
2018,Romania,<5Y,,,7.0
2019,Romania,<5Y,,,6.8
2020,Romania,<5Y,,,6.7
2000,Estonia,<5Y,,,4.0
2001,Estonia,<5Y,,,4.1
2002,Estonia,<5Y,,,4.1
2003,Estonia,<5Y,,,4.2
2004,Estonia,<5Y,,,4.3
2005,Estonia,<5Y,,,4.3
2006,Estonia,<5Y,,,4.4
2007,Estonia,<5Y,,,4.5
2000,Serbia,<5Y,,,13.7
2001,Serbia,<5Y,,,14.5
2002,Serbia,<5Y,,,15.4
2003,Serbia,<5Y,,,16.1
2004,Serbia,<5Y,,,16.8
2005,Serbia,<5Y,,,17.3
2006,Serbia,<5Y,,,17.6
2007,Serbia,<5Y,,,17.6
2008,Estonia,<5Y,,,4.6
2009,Estonia,<5Y,,,4.8
2010,Estonia,<5Y,,,4.9
2011,Estonia,<5Y,,,5.0
2012,Estonia,<5Y,,,5.1
2013,Estonia,<5Y,,,5.2
2014,Estonia,<5Y,,,5.2
2015,Estonia,<5Y,,,5.3
2008,Serbia,<5Y,,,17.5
2009,Serbia,<5Y,,,17.3
2010,Serbia,<5Y,,,16.8
2011,Serbia,<5Y,,,16.2
2012,Serbia,<5Y,,,15.5
2013,Serbia,<5Y,,,14.6
2014,Serbia,<5Y,,,13.8
2015,Serbia,<5Y,,,13.0
2016,Estonia,<5Y,,,5.3
2017,Estonia,<5Y,,,5.5
2018,Estonia,<5Y,,,5.6
2019,Estonia,<5Y,,,5.6
2020,Estonia,<5Y,,,5.7
2000,Georgia,<5Y,,,16.8
2001,Georgia,<5Y,,,17.6
2002,Georgia,<5Y,,,18.3
2003,Georgia,<5Y,,,18.9
2004,Georgia,<5Y,,,19.2
2005,Georgia,<5Y,,,19.2
2006,Georgia,<5Y,,,19.0
2007,Georgia,<5Y,,,18.6
2008,Georgia,<5Y,,,17.9
2009,Georgia,<5Y,,,17.0
2010,Georgia,<5Y,,,16.0
2011,Georgia,<5Y,,,14.9
2012,Georgia,<5Y,,,13.7
2013,Georgia,<5Y,,,12.6
2014,Georgia,<5Y,,,11.5
2015,Georgia,<5Y,,,10.5
2016,Georgia,<5Y,,,9.7
2017,Georgia,<5Y,,,9.0
2018,Georgia,<5Y,,,8.4
2019,Georgia,<5Y,,,8.0
2020,Georgia,<5Y,,,7.6
2000,Germany,<5Y,,,3.6
2001,Germany,<5Y,,,3.6
2002,Germany,<5Y,,,3.6
2003,Germany,<5Y,,,3.6
2016,Serbia,<5Y,,,12.3
2017,Serbia,<5Y,,,11.7
2018,Serbia,<5Y,,,11.3
2019,Serbia,<5Y,,,11.0
2020,Serbia,<5Y,,,10.8
2000,Tajikistan,<5Y,,,6.6
2001,Tajikistan,<5Y,,,6.9
2004,Germany,<5Y,,,3.5
2005,Germany,<5Y,,,3.5
2006,Germany,<5Y,,,3.6
2007,Germany,<5Y,,,3.6
2008,Germany,<5Y,,,3.6
2009,Germany,<5Y,,,3.6
2010,Germany,<5Y,,,3.6
2011,Germany,<5Y,,,3.7
2012,Germany,<5Y,,,3.7
2013,Germany,<5Y,,,3.8
2014,Germany,<5Y,,,3.8
2015,Germany,<5Y,,,3.8
2016,Germany,<5Y,,,3.9
2017,Germany,<5Y,,,3.9
2018,Germany,<5Y,,,4.0
2019,Germany,<5Y,,,4.1
2002,Tajikistan,<5Y,,,7.1
2003,Tajikistan,<5Y,,,7.3
2004,Tajikistan,<5Y,,,7.4
2005,Tajikistan,<5Y,,,7.5
2006,Tajikistan,<5Y,,,7.4
2007,Tajikistan,<5Y,,,7.2
2008,Tajikistan,<5Y,,,7.0
2009,Tajikistan,<5Y,,,6.7
2020,Germany,<5Y,,,4.1
2000,Greece,<5Y,,,10.7
2001,Greece,<5Y,,,11.0
2002,Greece,<5Y,,,11.4
2003,Greece,<5Y,,,11.8
2004,Greece,<5Y,,,12.1
2005,Greece,<5Y,,,12.5
2010,Tajikistan,<5Y,,,6.4
2011,Tajikistan,<5Y,,,6.0
2012,Tajikistan,<5Y,,,5.6
2013,Tajikistan,<5Y,,,5.2
2014,Tajikistan,<5Y,,,4.8
2015,Tajikistan,<5Y,,,4.4
2016,Tajikistan,<5Y,,,4.1
2017,Tajikistan,<5Y,,,3.9
2006,Greece,<5Y,,,12.8
2007,Greece,<5Y,,,13.1
2008,Greece,<5Y,,,13.3
2009,Greece,<5Y,,,13.6
2010,Greece,<5Y,,,13.8
2011,Greece,<5Y,,,14.0
2012,Greece,<5Y,,,14.2
2013,Greece,<5Y,,,14.3
2014,Greece,<5Y,,,14.3
2015,Greece,<5Y,,,14.3
2016,Greece,<5Y,,,14.3
2017,Greece,<5Y,,,14.2
2018,Greece,<5Y,,,14.1
2019,Greece,<5Y,,,14.1
2020,Greece,<5Y,,,13.9
2018,Tajikistan,<5Y,,,3.7
2019,Tajikistan,<5Y,,,3.6
2020,Tajikistan,<5Y,,,3.5
2000,Turkmenistan,<5Y,,,4.9
2001,Turkmenistan,<5Y,,,5.2
2002,Turkmenistan,<5Y,,,5.4
2003,Turkmenistan,<5Y,,,5.6
2004,Turkmenistan,<5Y,,,5.8
2005,Turkmenistan,<5Y,,,5.9
2006,Turkmenistan,<5Y,,,5.9
2007,Turkmenistan,<5Y,,,5.8
2008,Turkmenistan,<5Y,,,5.7
2009,Turkmenistan,<5Y,,,5.6
2010,Turkmenistan,<5Y,,,5.4
2011,Turkmenistan,<5Y,,,5.2
2012,Turkmenistan,<5Y,,,5.0
2013,Turkmenistan,<5Y,,,4.7
2014,Turkmenistan,<5Y,,,4.5
2015,Turkmenistan,<5Y,,,4.3
2016,Turkmenistan,<5Y,,,4.1
2017,Turkmenistan,<5Y,,,4.0
2018,Turkmenistan,<5Y,,,3.9
2019,Turkmenistan,<5Y,,,3.8
2020,Turkmenistan,<5Y,,,3.8
2000,Ukraine,<5Y,,,23.1
2001,Ukraine,<5Y,,,24.5
2002,Ukraine,<5Y,,,25.8
2003,Ukraine,<5Y,,,27.0
2004,Ukraine,<5Y,,,28.0
2005,Ukraine,<5Y,,,28.8
2006,Ukraine,<5Y,,,29.2
2007,Ukraine,<5Y,,,29.3
2008,Ukraine,<5Y,,,29.2
2009,Ukraine,<5Y,,,28.6
2010,Ukraine,<5Y,,,27.9
2011,Ukraine,<5Y,,,26.9
2012,Ukraine,<5Y,,,25.7
2013,Ukraine,<5Y,,,24.3
2014,Ukraine,<5Y,,,22.9
2015,Ukraine,<5Y,,,21.4
2016,Ukraine,<5Y,,,20.2
2017,Ukraine,<5Y,,,19.2
2018,Ukraine,<5Y,,,18.3
2019,Ukraine,<5Y,,,17.6
2020,Ukraine,<5Y,,,17.0
2000,North Macedonia,<5Y,,,11.3
2001,North Macedonia,<5Y,,,12.1
2002,North Macedonia,<5Y,,,12.9
2003,North Macedonia,<5Y,,,13.6
2004,North Macedonia,<5Y,,,14.2
2005,North Macedonia,<5Y,,,14.6
2006,North Macedonia,<5Y,,,14.8
2007,North Macedonia,<5Y,,,14.9
2008,North Macedonia,<5Y,,,14.9
2009,North Macedonia,<5Y,,,14.7
2010,North Macedonia,<5Y,,,14.4
2011,North Macedonia,<5Y,,,13.9
2012,North Macedonia,<5Y,,,13.4
2013,North Macedonia,<5Y,,,12.7
2014,North Macedonia,<5Y,,,12.1
2015,North Macedonia,<5Y,,,11.5
2016,North Macedonia,<5Y,,,11.0
2017,North Macedonia,<5Y,,,10.7
2018,North Macedonia,<5Y,,,10.4
2019,North Macedonia,<5Y,,,10.2
2020,North Macedonia,<5Y,,,10.0
2016,Uzbekistan,<5Y,,,6.1
2017,Uzbekistan,<5Y,,,5.7
2018,Uzbekistan,<5Y,,,5.4
2019,Uzbekistan,<5Y,,,5.2
2020,Uzbekistan,<5Y,,,5.0
2020,Uzbekistan,<5Y,,,5.0
