Year,GeoAreaName,Education level,Type of skill,Value
2019,Bosnia and Herzegovina,PRIMAR,SKILL_MATH,0.7634
2000,Bulgaria,LOWSEC,SKILL_READ,0.58138
2000,Bulgaria,LOWSEC,SKILL_MATH,0.55296
2001,Bulgaria,PRIMAR,SKILL_READ,0.91991
2006,Bulgaria,PRIMAR,SKILL_READ,0.931
2006,Bulgaria,LOWSEC,SKILL_MATH,0.48733
2006,Bulgaria,LOWSEC,SKILL_READ,0.50089
2009,Bulgaria,LOWSEC,SKILL_READ,0.6532
2009,Bulgaria,LOWSEC,SKILL_MATH,0.64969
2011,Bulgaria,PRIMAR,SKILL_READ,1.0414
2012,Bulgaria,LOWSEC,SKILL_MATH,0.54295
2012,Bulgaria,LOWSEC,SKILL_READ,0.5361
2015,Bulgaria,PRIMAR,SKILL_MATH,0.77671
2016,Bulgaria,PRIMAR,SKILL_READ,0.92403
2018,Bulgaria,LOWSEC,SKILL_MATH,0.37337
2018,Bulgaria,LOWSEC,SKILL_READ,0.25396
2019,Bulgaria,PRIMAR,SKILL_MATH,0.67304
2018,Belarus,LOWSEC,SKILL_READ,0.70371
2018,Belarus,LOWSEC,SKILL_MATH,0.64035
2006,Croatia,LOWSEC,SKILL_READ,0.92857
2006,Croatia,LOWSEC,SKILL_MATH,0.95947
2009,Croatia,LOWSEC,SKILL_MATH,0.90498
2009,Croatia,LOWSEC,SKILL_READ,0.98547
2011,Croatia,PRIMAR,SKILL_MATH,0.91856
2011,Croatia,PRIMAR,SKILL_READ,1.00567
2012,Croatia,LOWSEC,SKILL_READ,0.88219
2012,Croatia,LOWSEC,SKILL_MATH,0.84889
2015,Croatia,PRIMAR,SKILL_MATH,0.7989
2019,Croatia,PRIMAR,SKILL_MATH,0.73907
2015,Cyprus,PRIMAR,SKILL_MATH,0.95361
2018,Cyprus,LOWSEC,SKILL_READ,0.87597
2019,Cyprus,PRIMAR,SKILL_MATH,1.03598
2000,Czechia,LOWSEC,SKILL_READ,0.88612
2000,Czechia,LOWSEC,SKILL_MATH,0.93888
2001,Czechia,PRIMAR,SKILL_READ,0.98977
2003,Czechia,LOWSEC,SKILL_READ,0.92838
2003,Czechia,LOWSEC,SKILL_MATH,0.95691
2006,Czechia,LOWSEC,SKILL_MATH,0.96239
2006,Czechia,LOWSEC,SKILL_READ,0.96982
2007,Czechia,PRIMAR,SKILL_MATH,0.74039
2009,Czechia,LOWSEC,SKILL_READ,0.90297
2009,Czechia,LOWSEC,SKILL_MATH,0.88901
2011,Czechia,PRIMAR,SKILL_MATH,0.82759
2011,Czechia,PRIMAR,SKILL_READ,1.02438
2012,Czechia,LOWSEC,SKILL_READ,0.95982
2012,Czechia,LOWSEC,SKILL_MATH,0.97732
2015,Czechia,PRIMAR,SKILL_MATH,0.96648
2018,Czechia,LOWSEC,SKILL_READ,0.76414
2018,Czechia,LOWSEC,SKILL_MATH,0.78971
2019,Czechia,PRIMAR,SKILL_MATH,1.0068
2000,Denmark,LOWSEC,SKILL_READ,0.98701
2000,Denmark,LOWSEC,SKILL_MATH,1.0135
2003,Denmark,LOWSEC,SKILL_MATH,0.9711
2003,Denmark,LOWSEC,SKILL_READ,0.97388
2006,Denmark,LOWSEC,SKILL_READ,0.97105
2006,Denmark,GRAD23,SKILL_READ,0.9951
2006,Denmark,LOWSEC,SKILL_MATH,0.99046
2007,Denmark,GRAD23,SKILL_MATH,0.94379
2009,Denmark,LOWSEC,SKILL_MATH,1.00935
2009,Denmark,LOWSEC,SKILL_READ,0.98293
2011,Denmark,GRAD23,SKILL_READ,0.99057
2011,Denmark,GRAD23,SKILL_MATH,1.11626
2012,Denmark,LOWSEC,SKILL_MATH,1.01969
2012,Denmark,LOWSEC,SKILL_READ,0.98984
2015,Denmark,GRAD23,SKILL_MATH,0.89291
2016,Denmark,GRAD23,SKILL_READ,0.99027
2018,Denmark,LOWSEC,SKILL_READ,1.02919
2018,Denmark,LOWSEC,SKILL_MATH,1.03961
2019,Denmark,GRAD23,SKILL_MATH,0.96893
2018,Estonia,LOWSEC,SKILL_READ,0.95633
2018,Estonia,LOWSEC,SKILL_MATH,0.95751
2000,Finland,LOWSEC,SKILL_MATH,1.01474
2000,Finland,LOWSEC,SKILL_READ,0.9971
2003,Finland,LOWSEC,SKILL_READ,1.00402
2003,Finland,LOWSEC,SKILL_MATH,1.00417
2006,Finland,LOWSEC,SKILL_MATH,1.00994
2006,Finland,LOWSEC,SKILL_READ,0.99968
2009,Finland,LOWSEC,SKILL_READ,0.97659
2009,Finland,LOWSEC,SKILL_MATH,0.98887
2011,Finland,PRIMAR,SKILL_MATH,1.08463
2011,Finland,PRIMAR,SKILL_READ,1.00516
2012,Finland,LOWSEC,SKILL_READ,0.97983
2012,Finland,LOWSEC,SKILL_MATH,0.99261
2015,Finland,PRIMAR,SKILL_MATH,1.04322
2016,Finland,PRIMAR,SKILL_READ,0.99828
2018,Finland,LOWSEC,SKILL_READ,1.00683
2018,Finland,LOWSEC,SKILL_MATH,0.9826
2019,Finland,PRIMAR,SKILL_MATH,1.04002
2001,France,PRIMAR,SKILL_READ,0.99082
2006,France,PRIMAR,SKILL_READ,1.01047
2011,France,PRIMAR,SKILL_READ,0.97472
2015,France,PRIMAR,SKILL_MATH,0.84213
2016,France,PRIMAR,SKILL_READ,1.05639
2018,France,LOWSEC,SKILL_READ,0.71617
2018,France,LOWSEC,SKILL_MATH,0.78506
2019,France,PRIMAR,SKILL_MATH,1.00862
2006,Georgia,PRIMAR,SKILL_READ,0.86753
2007,Georgia,PRIMAR,SKILL_MATH,1.03881
2009,Georgia,LOWSEC,SKILL_READ,0.63746
2009,Georgia,LOWSEC,SKILL_MATH,0.60493
2011,Georgia,PRIMAR,SKILL_MATH,0.6635
2011,Georgia,PRIMAR,SKILL_READ,0.81217
2015,Georgia,PRIMAR,SKILL_MATH,0.91138
2016,Georgia,PRIMAR,SKILL_READ,0.89414
2018,Georgia,LOWSEC,SKILL_READ,0.47282
2018,Georgia,LOWSEC,SKILL_MATH,0.49646
2019,Georgia,PRIMAR,SKILL_MATH,0.6824
2000,Germany,LOWSEC,SKILL_READ,0.98718
2000,Germany,LOWSEC,SKILL_MATH,0.99542
2001,Germany,PRIMAR,SKILL_READ,1.05005
2003,Germany,LOWSEC,SKILL_READ,1.04658
2003,Germany,LOWSEC,SKILL_MATH,1.08418
2006,Germany,LOWSEC,SKILL_MATH,0.99901
2006,Germany,LOWSEC,SKILL_READ,0.97601
2006,Germany,PRIMAR,SKILL_READ,1.04183
2007,Germany,PRIMAR,SKILL_MATH,1.16792
2009,Germany,LOWSEC,SKILL_READ,0.97573
2009,Germany,LOWSEC,SKILL_MATH,0.96263
2011,Germany,PRIMAR,SKILL_MATH,1.19668
2011,Germany,PRIMAR,SKILL_READ,1.02508
2012,Germany,LOWSEC,SKILL_READ,0.92762
2012,Germany,LOWSEC,SKILL_MATH,0.92093
2015,Germany,PRIMAR,SKILL_MATH,1.29325
2016,Germany,PRIMAR,SKILL_READ,1.09872
2019,Germany,PRIMAR,SKILL_MATH,1.18446
2000,Greece,LOWSEC,SKILL_MATH,0.95995
2000,Greece,LOWSEC,SKILL_READ,0.98607
2001,Greece,PRIMAR,SKILL_READ,0.95998
2003,Greece,LOWSEC,SKILL_MATH,0.83955
2003,Greece,LOWSEC,SKILL_READ,0.87836
2006,Greece,LOWSEC,SKILL_MATH,0.94526
2006,Greece,LOWSEC,SKILL_READ,0.93767
2009,Greece,LOWSEC,SKILL_MATH,1.01562
2009,Greece,LOWSEC,SKILL_READ,1.00997
2012,Greece,LOWSEC,SKILL_READ,0.93331
2012,Greece,LOWSEC,SKILL_MATH,0.86677
2018,Greece,LOWSEC,SKILL_MATH,0.70741
2018,Greece,LOWSEC,SKILL_READ,0.70071
2000,Hungary,LOWSEC,SKILL_READ,0.78398
2001,Hungary,PRIMAR,SKILL_READ,0.97379
2003,Hungary,PRIMAR,SKILL_MATH,0.7434
2003,Hungary,LOWSEC,SKILL_READ,0.74747
2003,Hungary,LOWSEC,SKILL_MATH,0.78906
2006,Hungary,LOWSEC,SKILL_READ,0.77663
2006,Hungary,PRIMAR,SKILL_READ,0.97452
2007,Hungary,PRIMAR,SKILL_MATH,0.53549
2007,Hungary,LOWSEC,SKILL_MATH,0.61607
2009,Hungary,LOWSEC,SKILL_READ,0.72208
2011,Hungary,LOWSEC,SKILL_MATH,0.45761
2011,Hungary,PRIMAR,SKILL_MATH,0.37612
2011,Hungary,PRIMAR,SKILL_READ,0.8242
2012,Hungary,LOWSEC,SKILL_READ,0.71846
2015,Hungary,LOWSEC,SKILL_MATH,0.59419
2015,Hungary,PRIMAR,SKILL_MATH,0.81121
2018,Hungary,LOWSEC,SKILL_READ,0.37129
2019,Hungary,LOWSEC,SKILL_MATH,0.25987
2019,Hungary,PRIMAR,SKILL_MATH,0.49706
2003,Iceland,LOWSEC,SKILL_MATH,0.95865
2003,Iceland,LOWSEC,SKILL_READ,0.96792
2006,Iceland,LOWSEC,SKILL_READ,0.98784
2006,Iceland,LOWSEC,SKILL_MATH,1.0042
2006,Iceland,GRAD23,SKILL_READ,0.98537
2009,Iceland,LOWSEC,SKILL_READ,1.00409
2009,Iceland,LOWSEC,SKILL_MATH,0.97955
2012,Iceland,LOWSEC,SKILL_READ,0.95835
2012,Iceland,LOWSEC,SKILL_MATH,0.93133
2018,Iceland,LOWSEC,SKILL_MATH,0.90265
2018,Iceland,LOWSEC,SKILL_READ,0.92293
2000,Ireland,LOWSEC,SKILL_MATH,1.02197
2000,Ireland,LOWSEC,SKILL_READ,1.01031
2003,Ireland,LOWSEC,SKILL_READ,0.99428
2003,Ireland,LOWSEC,SKILL_MATH,1.00539
2006,Ireland,LOWSEC,SKILL_MATH,1.01107
2006,Ireland,LOWSEC,SKILL_READ,1.005
2009,Ireland,LOWSEC,SKILL_READ,0.95668
2009,Ireland,LOWSEC,SKILL_MATH,0.96715
2011,Ireland,GRAD23,SKILL_READ,1.05476
2011,Ireland,GRAD23,SKILL_MATH,1.21897
2012,Ireland,LOWSEC,SKILL_MATH,1.05827
2012,Ireland,LOWSEC,SKILL_READ,1.03903
2015,Ireland,GRAD23,SKILL_MATH,1.08864
2016,Ireland,GRAD23,SKILL_READ,1.01904
2018,Ireland,LOWSEC,SKILL_READ,0.99105
2018,Ireland,LOWSEC,SKILL_MATH,1.01389
2019,Ireland,GRAD23,SKILL_MATH,1.09191
2000,Italy,LOWSEC,SKILL_READ,0.93312
2001,Italy,PRIMAR,SKILL_READ,0.97631
2003,Italy,PRIMAR,SKILL_MATH,1.23083
2003,Italy,LOWSEC,SKILL_READ,1.00886
2003,Italy,LOWSEC,SKILL_MATH,1.24082
2006,Italy,LOWSEC,SKILL_READ,0.80794
2006,Italy,PRIMAR,SKILL_READ,0.97709
2007,Italy,PRIMAR,SKILL_MATH,0.88962
2007,Italy,LOWSEC,SKILL_MATH,0.91151
2009,Italy,LOWSEC,SKILL_READ,0.91037
2011,Italy,LOWSEC,SKILL_MATH,1.00385
2011,Italy,PRIMAR,SKILL_MATH,1.02723
2011,Italy,PRIMAR,SKILL_READ,1.00397
2012,Italy,LOWSEC,SKILL_READ,0.91001
2015,Italy,LOWSEC,SKILL_MATH,0.93981
2015,Italy,PRIMAR,SKILL_MATH,0.84768
2016,Italy,PRIMAR,SKILL_READ,1.02615
2018,Italy,LOWSEC,SKILL_READ,0.82662
2019,Italy,LOWSEC,SKILL_MATH,0.92548
2019,Italy,PRIMAR,SKILL_MATH,1.03932
2007,Kazakhstan,PRIMAR,SKILL_MATH,0.94235
2009,Kazakhstan,LOWSEC,SKILL_READ,0.60186
2009,Kazakhstan,LOWSEC,SKILL_MATH,0.63099
2011,Kazakhstan,PRIMAR,SKILL_MATH,0.83741
2012,Kazakhstan,LOWSEC,SKILL_READ,0.65602
2012,Kazakhstan,LOWSEC,SKILL_MATH,0.86019
2015,Kazakhstan,PRIMAR,SKILL_MATH,0.83643
2016,Kazakhstan,PRIMAR,SKILL_READ,0.98945
2018,Kazakhstan,LOWSEC,SKILL_READ,0.49903
2018,Kazakhstan,LOWSEC,SKILL_MATH,0.80589
2019,Kazakhstan,PRIMAR,SKILL_MATH,0.88576
2000,Latvia,LOWSEC,SKILL_MATH,0.76371
2000,Latvia,LOWSEC,SKILL_READ,0.79259
2001,Latvia,PRIMAR,SKILL_READ,0.99805
2003,Latvia,PRIMAR,SKILL_MATH,0.81244
2003,Latvia,LOWSEC,SKILL_MATH,0.86766
2003,Latvia,LOWSEC,SKILL_READ,0.92844
2006,Latvia,LOWSEC,SKILL_READ,0.92403
2006,Latvia,PRIMAR,SKILL_READ,0.97597
2006,Latvia,LOWSEC,SKILL_MATH,0.93083
2007,Latvia,PRIMAR,SKILL_MATH,0.83639
2009,Latvia,LOWSEC,SKILL_MATH,0.88351
2009,Latvia,LOWSEC,SKILL_READ,0.92248
2012,Latvia,LOWSEC,SKILL_READ,0.86733
2012,Latvia,LOWSEC,SKILL_MATH,0.87911
2016,Latvia,PRIMAR,SKILL_READ,0.9885
2018,Latvia,LOWSEC,SKILL_READ,0.79317
2018,Latvia,LOWSEC,SKILL_MATH,0.83467
2019,Latvia,PRIMAR,SKILL_MATH,0.92296
2001,Lithuania,PRIMAR,SKILL_READ,0.96825
2003,Lithuania,PRIMAR,SKILL_MATH,0.73551
2006,Lithuania,PRIMAR,SKILL_READ,0.97736
2006,Lithuania,LOWSEC,SKILL_MATH,0.82226
2006,Lithuania,LOWSEC,SKILL_READ,0.8219
2007,Lithuania,PRIMAR,SKILL_MATH,0.72214
2009,Lithuania,LOWSEC,SKILL_MATH,0.84014
2009,Lithuania,LOWSEC,SKILL_READ,0.86736
2011,Lithuania,PRIMAR,SKILL_MATH,0.69894
2011,Lithuania,PRIMAR,SKILL_READ,0.96311
2012,Lithuania,LOWSEC,SKILL_MATH,0.82569
2012,Lithuania,LOWSEC,SKILL_READ,0.84246
2016,Lithuania,PRIMAR,SKILL_READ,0.93916
2018,Lithuania,LOWSEC,SKILL_MATH,0.67443
2018,Lithuania,LOWSEC,SKILL_READ,0.68342
2019,Lithuania,PRIMAR,SKILL_MATH,0.34919
2000,Luxembourg,LOWSEC,SKILL_MATH,0.96987
2000,Luxembourg,LOWSEC,SKILL_READ,0.96218
2003,Luxembourg,LOWSEC,SKILL_READ,0.90376
2003,Luxembourg,LOWSEC,SKILL_MATH,0.91113
2006,Luxembourg,LOWSEC,SKILL_MATH,0.91229
2006,Luxembourg,LOWSEC,SKILL_READ,0.91283
2009,Luxembourg,LOWSEC,SKILL_READ,0.9373
2009,Luxembourg,LOWSEC,SKILL_MATH,0.94943
2012,Luxembourg,LOWSEC,SKILL_MATH,0.86374
2012,Luxembourg,LOWSEC,SKILL_READ,0.87277
2009,Malta,LOWSEC,SKILL_READ,1.27365
2011,Malta,PRIMAR,SKILL_READ,1.28403
2011,Malta,PRIMAR,SKILL_MATH,1.38436
2001,Republic of Moldova,PRIMAR,SKILL_READ,0.86125
2003,Republic of Moldova,PRIMAR,SKILL_MATH,0.73058
2006,Republic of Moldova,PRIMAR,SKILL_READ,0.9454
2009,Republic of Moldova,LOWSEC,SKILL_MATH,0.5299
2009,Republic of Moldova,LOWSEC,SKILL_READ,0.53627
2018,Republic of Moldova,LOWSEC,SKILL_READ,0.53809
2018,Republic of Moldova,LOWSEC,SKILL_MATH,0.53801
2019,Montenegro,PRIMAR,SKILL_MATH,1.01814
2000,Netherlands,LOWSEC,SKILL_READ,1.03793
2000,Netherlands,LOWSEC,SKILL_MATH,1.03145
2001,Netherlands,PRIMAR,SKILL_READ,0.99197
2003,Netherlands,LOWSEC,SKILL_READ,0.98068
2003,Netherlands,LOWSEC,SKILL_MATH,1.00548
2003,Netherlands,PRIMAR,SKILL_MATH,1.30841
2006,Netherlands,LOWSEC,SKILL_MATH,1.0
2006,Netherlands,LOWSEC,SKILL_READ,0.99247
2006,Netherlands,PRIMAR,SKILL_READ,1.00063
2007,Netherlands,PRIMAR,SKILL_MATH,1.28651
2009,Netherlands,LOWSEC,SKILL_MATH,0.99827
2009,Netherlands,LOWSEC,SKILL_READ,0.95764
2011,Netherlands,PRIMAR,SKILL_READ,1.00321
2011,Netherlands,PRIMAR,SKILL_MATH,1.06559
2012,Netherlands,LOWSEC,SKILL_MATH,0.96083
2012,Netherlands,LOWSEC,SKILL_READ,0.96827
2015,Netherlands,PRIMAR,SKILL_MATH,1.01014
2016,Netherlands,PRIMAR,SKILL_READ,1.03775
2019,Netherlands,PRIMAR,SKILL_MATH,1.08708
2000,Norway,LOWSEC,SKILL_MATH,0.95322
2000,Norway,LOWSEC,SKILL_READ,0.94354
2001,Norway,GRAD23,SKILL_READ,1.05892
2003,Norway,LOWSEC,SKILL_MATH,0.95118
2003,Norway,PRIMAR,SKILL_MATH,1.04733
2003,Norway,GRAD23,SKILL_MATH,0.78525
2003,Norway,LOWSEC,SKILL_READ,0.95196
2006,Norway,LOWSEC,SKILL_READ,0.98061
2006,Norway,LOWSEC,SKILL_MATH,0.99743
2006,Norway,GRAD23,SKILL_READ,0.97805
2007,Norway,PRIMAR,SKILL_MATH,1.17072
2007,Norway,GRAD23,SKILL_MATH,0.77974
2009,Norway,LOWSEC,SKILL_MATH,0.96088
2009,Norway,LOWSEC,SKILL_READ,0.96355
2011,Norway,GRAD23,SKILL_MATH,0.83599
2011,Norway,GRAD23,SKILL_READ,0.97553
2012,Norway,LOWSEC,SKILL_MATH,0.93728
2012,Norway,LOWSEC,SKILL_READ,0.94319
2015,Norway,PRIMAR,SKILL_MATH,0.90675
2018,Norway,LOWSEC,SKILL_MATH,0.93969
2018,Norway,LOWSEC,SKILL_READ,0.94488
2019,Norway,PRIMAR,SKILL_MATH,1.01147
2019,Norway,GRAD23,SKILL_MATH,0.91457
2000,Poland,LOWSEC,SKILL_READ,0.92998
2000,Poland,LOWSEC,SKILL_MATH,0.83832
2003,Poland,LOWSEC,SKILL_MATH,0.87828
2003,Poland,LOWSEC,SKILL_READ,0.90265
2006,Poland,LOWSEC,SKILL_READ,0.92639
2006,Poland,LOWSEC,SKILL_MATH,0.92174
2006,Poland,PRIMAR,SKILL_READ,0.95902
2009,Poland,LOWSEC,SKILL_MATH,0.9189
2009,Poland,LOWSEC,SKILL_READ,0.93519
2011,Poland,PRIMAR,SKILL_MATH,0.64476
2011,Poland,PRIMAR,SKILL_READ,0.94767
2012,Poland,LOWSEC,SKILL_MATH,0.93452
2012,Poland,LOWSEC,SKILL_READ,0.924
2015,Poland,PRIMAR,SKILL_MATH,0.88355
2016,Poland,PRIMAR,SKILL_READ,0.97526
2018,Poland,LOWSEC,SKILL_MATH,0.91413
2018,Poland,LOWSEC,SKILL_READ,0.91569
2019,Poland,PRIMAR,SKILL_MATH,0.84648
2000,Portugal,LOWSEC,SKILL_MATH,0.81888
2000,Portugal,LOWSEC,SKILL_READ,0.86512
2003,Portugal,LOWSEC,SKILL_READ,0.84078
2003,Portugal,LOWSEC,SKILL_MATH,0.79154
2006,Portugal,LOWSEC,SKILL_MATH,0.84873
2006,Portugal,LOWSEC,SKILL_READ,0.86553
2009,Portugal,LOWSEC,SKILL_READ,0.87462
2009,Portugal,LOWSEC,SKILL_MATH,0.86177
2011,Portugal,PRIMAR,SKILL_READ,0.95836
2011,Portugal,PRIMAR,SKILL_MATH,0.97887
2012,Portugal,LOWSEC,SKILL_MATH,0.89691
2012,Portugal,LOWSEC,SKILL_READ,0.90058
2015,Portugal,PRIMAR,SKILL_MATH,0.96096
2016,Portugal,PRIMAR,SKILL_READ,0.9761
2018,Portugal,LOWSEC,SKILL_MATH,0.52772
2018,Portugal,LOWSEC,SKILL_READ,0.52178
2019,Portugal,PRIMAR,SKILL_MATH,0.99684
2000,Romania,LOWSEC,SKILL_MATH,0.59383
2000,Romania,LOWSEC,SKILL_READ,0.50866
2001,Romania,PRIMAR,SKILL_READ,0.8327
2006,Romania,PRIMAR,SKILL_READ,0.83897
2006,Romania,LOWSEC,SKILL_MATH,0.5587
2006,Romania,LOWSEC,SKILL_READ,0.56226
2009,Romania,LOWSEC,SKILL_READ,0.78792
2009,Romania,LOWSEC,SKILL_MATH,0.80492
2011,Romania,PRIMAR,SKILL_READ,0.75485
2011,Romania,PRIMAR,SKILL_MATH,0.54908
2012,Romania,LOWSEC,SKILL_MATH,0.77093
2012,Romania,LOWSEC,SKILL_READ,0.74131
2018,Romania,LOWSEC,SKILL_READ,0.38255
2018,Romania,LOWSEC,SKILL_MATH,0.33922
2003,Serbia,LOWSEC,SKILL_READ,0.73484
2003,Serbia,LOWSEC,SKILL_MATH,0.76733
2006,Serbia,LOWSEC,SKILL_MATH,0.71238
2006,Serbia,LOWSEC,SKILL_READ,0.66893
2009,Serbia,LOWSEC,SKILL_READ,0.77536
2009,Serbia,LOWSEC,SKILL_MATH,0.70604
2011,Serbia,PRIMAR,SKILL_MATH,0.59742
2012,Serbia,LOWSEC,SKILL_MATH,0.7165
2012,Serbia,LOWSEC,SKILL_READ,0.72195
2015,Serbia,PRIMAR,SKILL_MATH,0.76775
2019,Serbia,PRIMAR,SKILL_MATH,0.6183
2001,Slovakia,PRIMAR,SKILL_READ,0.93509
2003,Slovakia,LOWSEC,SKILL_MATH,0.91103
2003,Slovakia,LOWSEC,SKILL_READ,0.89637
2006,Slovakia,LOWSEC,SKILL_READ,0.85351
2006,Slovakia,LOWSEC,SKILL_MATH,0.893
2006,Slovakia,PRIMAR,SKILL_READ,0.9367
2009,Slovakia,LOWSEC,SKILL_MATH,0.87233
2009,Slovakia,LOWSEC,SKILL_READ,0.84826
2012,Slovakia,LOWSEC,SKILL_READ,0.73006
2012,Slovakia,LOWSEC,SKILL_MATH,0.75353
2018,Slovakia,LOWSEC,SKILL_MATH,0.64631
2018,Slovakia,LOWSEC,SKILL_READ,0.54027
2003,Slovenia,PRIMAR,SKILL_MATH,0.91289
2006,Slovenia,LOWSEC,SKILL_MATH,0.94568
2006,Slovenia,PRIMAR,SKILL_READ,0.98894
2006,Slovenia,LOWSEC,SKILL_READ,0.9146
2007,Slovenia,PRIMAR,SKILL_MATH,0.83961
2009,Slovenia,LOWSEC,SKILL_MATH,0.98285
2009,Slovenia,LOWSEC,SKILL_READ,0.99924
2011,Slovenia,PRIMAR,SKILL_READ,0.99699
2011,Slovenia,PRIMAR,SKILL_MATH,1.03077
2012,Slovenia,LOWSEC,SKILL_MATH,0.96495
2012,Slovenia,LOWSEC,SKILL_READ,0.96773
2015,Slovenia,PRIMAR,SKILL_MATH,1.00709
2016,Slovenia,PRIMAR,SKILL_READ,1.00297
2018,Slovenia,LOWSEC,SKILL_MATH,0.83522
2018,Slovenia,LOWSEC,SKILL_READ,0.87527
2000,Spain,LOWSEC,SKILL_READ,0.95012
2000,Spain,LOWSEC,SKILL_MATH,0.94431
2003,Spain,LOWSEC,SKILL_MATH,1.01449
2003,Spain,LOWSEC,SKILL_READ,1.00467
2006,Spain,LOWSEC,SKILL_READ,0.97516
2006,Spain,LOWSEC,SKILL_MATH,0.95467
2006,Spain,PRIMAR,SKILL_READ,0.94838
2009,Spain,LOWSEC,SKILL_MATH,0.92322
2009,Spain,LOWSEC,SKILL_READ,0.90709
2011,Spain,PRIMAR,SKILL_READ,1.01901
2011,Spain,PRIMAR,SKILL_MATH,1.00817
2012,Spain,LOWSEC,SKILL_MATH,0.91711
2012,Spain,LOWSEC,SKILL_READ,0.91964
2015,Spain,PRIMAR,SKILL_MATH,0.9352
2016,Spain,PRIMAR,SKILL_READ,0.9773
2018,Spain,LOWSEC,SKILL_MATH,0.95984
2019,Spain,PRIMAR,SKILL_MATH,1.10825
2000,Sweden,LOWSEC,SKILL_MATH,0.98711
2000,Sweden,LOWSEC,SKILL_READ,0.9787
2001,Sweden,PRIMAR,SKILL_READ,1.01595
2003,Sweden,LOWSEC,SKILL_MATH,1.02479
2003,Sweden,LOWSEC,SKILL_READ,1.00804
2006,Sweden,LOWSEC,SKILL_READ,0.96797
2006,Sweden,LOWSEC,SKILL_MATH,0.96656
2006,Sweden,PRIMAR,SKILL_READ,1.00501
2007,Sweden,PRIMAR,SKILL_MATH,0.87279
2009,Sweden,LOWSEC,SKILL_MATH,0.97081
2009,Sweden,LOWSEC,SKILL_READ,0.9583
2011,Sweden,PRIMAR,SKILL_MATH,0.91491
2011,Sweden,PRIMAR,SKILL_READ,0.98915
2012,Sweden,LOWSEC,SKILL_MATH,0.93498
2012,Sweden,LOWSEC,SKILL_READ,0.92615
2015,Sweden,PRIMAR,SKILL_MATH,0.93732
2016,Sweden,PRIMAR,SKILL_READ,0.98907
2018,Sweden,LOWSEC,SKILL_MATH,1.01761
2018,Sweden,LOWSEC,SKILL_READ,1.029
