Year,GeoAreaName,Education level,Value
2004,Azerbaijan,PRIMAR,1.00337
2004,Azerbaijan,PREPRI,2.0
2005,Azerbaijan,PREPRI,0.93009
2005,Azerbaijan,PRIMAR,1.00086
2006,Azerbaijan,PRIMAR,0.99979
2006,Azerbaijan,PREPRI,0.8986
2007,Azerbaijan,PREPRI,0.90494
2007,Azerbaijan,PRIMAR,1.00017
2008,Azerbaijan,PRIMAR,1.00094
2008,Azerbaijan,PREPRI,1.13248
2010,Azerbaijan,PRIMAR,1.00066
2011,Azerbaijan,PRIMAR,1.00033
2011,Azerbaijan,PREPRI,1.07245
2012,Azerbaijan,PREPRI,0.94802
2012,Azerbaijan,PRIMAR,1.00019
2013,Azerbaijan,PRIMAR,1.00018
2015,Azerbaijan,PREPRI,0.91142
2016,Azerbaijan,PREPRI,0.87951
2016,Azerbaijan,LOWSEC,1.00087
2017,Azerbaijan,LOWSEC,1.00463
2017,Azerbaijan,PRIMAR,1.00189
2021,Republic of Moldova,UPPSEC,1.0
2021,Republic of Moldova,SECOND,1.0
2021,Republic of Moldova,PREPRI,1.0
2021,Republic of Moldova,LOWSEC,1.0
2021,Republic of Moldova,PRIMAR,1.0
2018,Poland,UPPSEC,1.0
2018,Poland,SECOND,1.0
2018,Poland,PRIMAR,1.0
2018,Poland,LOWSEC,1.0
2018,Poland,PREPRI,1.0
2000,Georgia,LOWSEC,1.7105
2000,Georgia,PREPRI,2.0
2000,Georgia,UPPSEC,0.98161
2000,Georgia,PRIMAR,0.99759
2000,Georgia,SECOND,1.47065
2002,Georgia,PREPRI,2.0
2003,Georgia,PREPRI,2.0
2008,Georgia,PRIMAR,1.00139
2009,Georgia,PRIMAR,1.03272
2009,Georgia,SECOND,1.02912
2019,Poland,PREPRI,1.0
2019,Poland,LOWSEC,1.0
2019,Poland,PRIMAR,1.0
2019,Poland,SECOND,1.0
2019,Poland,UPPSEC,1.0
2000,Portugal,SECOND,1.0
2000,Portugal,PRIMAR,1.0
2001,Portugal,PRIMAR,1.0
2001,Portugal,SECOND,1.0
2003,Portugal,SECOND,1.0
2004,Portugal,SECOND,1.0
2004,Portugal,PRIMAR,1.0
2004,Portugal,PREPRI,1.0
2005,Portugal,PREPRI,1.0
2005,Portugal,PRIMAR,1.0
2005,Portugal,SECOND,1.0
2006,Portugal,SECOND,1.0
2006,Portugal,PRIMAR,1.0
2006,Portugal,PREPRI,1.0
2007,Portugal,PREPRI,1.0
2007,Portugal,PRIMAR,1.0
2007,Portugal,SECOND,1.0
2008,Portugal,SECOND,1.0
2008,Portugal,PRIMAR,1.0
2008,Portugal,PREPRI,1.0
2009,Portugal,PREPRI,1.0
2009,Portugal,PRIMAR,1.0
2009,Portugal,SECOND,1.0
2010,Portugal,SECOND,1.0
2010,Portugal,PRIMAR,1.0
2009,Georgia,UPPSEC,1.02619
2009,Georgia,LOWSEC,1.03252
2014,Kazakhstan,PREPRI,1.0
2014,Kazakhstan,PRIMAR,1.0
2015,Kazakhstan,PRIMAR,1.0
2015,Kazakhstan,SECOND,1.0
2016,Kazakhstan,SECOND,1.0
2016,Kazakhstan,PRIMAR,1.0
2017,Kazakhstan,PRIMAR,1.0
2017,Kazakhstan,SECOND,1.0
2018,Azerbaijan,PRIMAR,1.03229
2018,Azerbaijan,UPPSEC,1.00538
2018,Azerbaijan,SECOND,1.00394
2018,Azerbaijan,LOWSEC,1.00165
2018,Azerbaijan,PREPRI,0.91013
2019,Azerbaijan,PREPRI,2.0
2019,Azerbaijan,LOWSEC,1.01035
2019,Azerbaijan,SECOND,1.01691
2019,Azerbaijan,UPPSEC,1.02794
2019,Azerbaijan,PRIMAR,1.00859
2020,Azerbaijan,PRIMAR,1.00053
2020,Azerbaijan,UPPSEC,1.03263
2020,Azerbaijan,SECOND,1.01057
2020,Azerbaijan,LOWSEC,1.00076
2020,Azerbaijan,PREPRI,2.0
2021,Azerbaijan,PREPRI,1.28283
2021,Azerbaijan,LOWSEC,1.00029
2021,Azerbaijan,SECOND,1.00402
2021,Azerbaijan,UPPSEC,1.01239
2021,Azerbaijan,PRIMAR,0.99897
2018,Kazakhstan,SECOND,1.0
2018,Kazakhstan,PRIMAR,1.0
2019,Kazakhstan,PRIMAR,1.0
2019,Kazakhstan,SECOND,1.0
2020,Kazakhstan,SECOND,1.0
2020,Kazakhstan,PRIMAR,1.0
2000,Kyrgyzstan,PREPRI,2.0
2001,Kyrgyzstan,PREPRI,2.0
2002,Kyrgyzstan,PREPRI,2.0
2003,Kyrgyzstan,PREPRI,1.08374
2010,Portugal,PREPRI,1.0
2011,Portugal,PREPRI,1.0
2011,Portugal,PRIMAR,1.0
2011,Portugal,SECOND,1.0
2012,Portugal,SECOND,1.0
2012,Portugal,PRIMAR,1.0
2012,Portugal,PREPRI,1.0
2013,Portugal,PREPRI,1.0
2013,Portugal,PRIMAR,1.0
2013,Portugal,SECOND,1.0
2003,Kyrgyzstan,PRIMAR,0.99192
2003,Kyrgyzstan,SECOND,1.02398
2004,Kyrgyzstan,PRIMAR,1.00025
2004,Kyrgyzstan,PREPRI,0.38186
2004,Kyrgyzstan,SECOND,1.02436
2005,Kyrgyzstan,SECOND,1.03
2005,Kyrgyzstan,PREPRI,0.98303
2005,Kyrgyzstan,PRIMAR,0.99875
2006,Kyrgyzstan,PRIMAR,1.00105
2006,Kyrgyzstan,PREPRI,1.02336
2006,Kyrgyzstan,SECOND,1.02603
2007,Kyrgyzstan,SECOND,1.02339
2007,Kyrgyzstan,PREPRI,0.95175
2007,Kyrgyzstan,PRIMAR,1.00139
2008,Kyrgyzstan,PRIMAR,0.9986
2008,Kyrgyzstan,PREPRI,0.84475
2008,Kyrgyzstan,SECOND,1.01795
2009,Kyrgyzstan,PREPRI,1.00689
2009,Kyrgyzstan,PRIMAR,0.99586
2010,Kyrgyzstan,PRIMAR,0.99946
2010,Kyrgyzstan,PREPRI,1.00914
2011,Kyrgyzstan,PREPRI,0.96139
2011,Kyrgyzstan,SECOND,1.16569
2011,Kyrgyzstan,PRIMAR,0.99086
2012,Kyrgyzstan,PRIMAR,0.98864
2012,Kyrgyzstan,SECOND,1.16939
2013,Kyrgyzstan,SECOND,1.06541
2013,Kyrgyzstan,PRIMAR,0.99821
2014,Kyrgyzstan,PRIMAR,0.9992
2015,Kyrgyzstan,PRIMAR,0.99951
2014,Portugal,SECOND,1.0
2014,Portugal,PRIMAR,1.0
2014,Portugal,PREPRI,1.0
2015,Portugal,PREPRI,1.0
2015,Portugal,PRIMAR,1.0
2015,Portugal,SECOND,1.0
2016,Portugal,SECOND,1.0
2016,Portugal,PRIMAR,1.0
2016,Portugal,PREPRI,1.0
2017,Portugal,PREPRI,1.0
2002,Armenia,PREPRI,2.0
2004,Armenia,PRIMAR,0.78714
2005,Armenia,PRIMAR,1.71188
2009,Armenia,PREPRI,1.4901
2010,Armenia,PREPRI,1.83079
2011,Armenia,PREPRI,0.78779
2013,Armenia,PREPRI,1.02269
2014,Armenia,PREPRI,0.78907
2015,Armenia,PREPRI,0.79984
2016,Armenia,PREPRI,1.0239
2017,Armenia,PREPRI,0.81943
2019,Armenia,LOWSEC,1.13659
2019,Armenia,PRIMAR,1.13587
2019,Armenia,SECOND,1.09914
2019,Armenia,UPPSEC,1.07323
2020,Armenia,UPPSEC,1.05456
2020,Armenia,SECOND,1.08241
2020,Armenia,PRIMAR,1.1221
2020,Armenia,LOWSEC,1.12131
2021,Armenia,LOWSEC,1.12446
2015,Kyrgyzstan,SECOND,1.05487
2016,Kyrgyzstan,SECOND,1.83888
2016,Kyrgyzstan,PRIMAR,1.59944
2017,Kyrgyzstan,PRIMAR,1.00405
2017,Kyrgyzstan,SECOND,1.82566
2010,Latvia,PRIMAR,1.0
2010,Latvia,LOWSEC,1.0
2010,Latvia,PREPRI,1.0
2010,Latvia,UPPSEC,1.0
2010,Latvia,SECOND,1.0
2021,Armenia,PREPRI,0.74621
2021,Armenia,PRIMAR,1.12414
2021,Armenia,SECOND,1.08632
2021,Armenia,UPPSEC,1.05909
2002,Belarus,PREPRI,1.67704
2002,Belarus,PRIMAR,1.00353
2003,Belarus,PRIMAR,1.00239
2004,Belarus,PRIMAR,1.00443
2004,Belarus,PREPRI,0.72959
2005,Belarus,PREPRI,0.99565
2011,Latvia,SECOND,1.0
2011,Latvia,UPPSEC,1.0
2011,Latvia,PREPRI,1.0
2011,Latvia,LOWSEC,1.0
2011,Latvia,PRIMAR,1.0
2012,Latvia,PRIMAR,1.0
2012,Latvia,LOWSEC,1.0
2012,Latvia,PREPRI,1.0
2012,Latvia,UPPSEC,1.0
2012,Latvia,SECOND,1.0
2013,Latvia,SECOND,1.0
2013,Latvia,UPPSEC,1.0
2013,Latvia,PREPRI,1.0
2013,Latvia,LOWSEC,1.0
2013,Latvia,PRIMAR,1.0
2014,Latvia,PRIMAR,1.0
2014,Latvia,LOWSEC,1.0
2014,Latvia,PREPRI,1.0
2014,Latvia,UPPSEC,1.0
2014,Latvia,SECOND,1.0
2005,Belarus,PRIMAR,0.99796
2006,Belarus,PRIMAR,0.99627
2006,Belarus,PREPRI,0.99992
2007,Belarus,PREPRI,1.0008
2007,Belarus,PRIMAR,0.99809
2008,Belarus,PREPRI,0.99491
2009,Belarus,PREPRI,1.77931
2009,Belarus,PRIMAR,0.99865
2010,Belarus,PREPRI,0.91764
2011,Belarus,PREPRI,1.32948
2015,Latvia,UPPSEC,1.0
2015,Latvia,SECOND,1.0
2015,Latvia,PREPRI,1.0
2015,Latvia,LOWSEC,1.0
2015,Latvia,PRIMAR,1.0
2016,Latvia,PRIMAR,1.0
2016,Latvia,LOWSEC,1.0
2016,Latvia,PREPRI,1.0
2016,Latvia,SECOND,1.0
2016,Latvia,UPPSEC,1.0
2017,Latvia,UPPSEC,1.0
2017,Latvia,SECOND,1.0
2017,Latvia,LOWSEC,1.0
2017,Latvia,PREPRI,1.0
2017,Latvia,PRIMAR,1.0
2018,Latvia,PRIMAR,1.0
2018,Latvia,PREPRI,1.0
2018,Latvia,LOWSEC,1.0
2018,Latvia,SECOND,1.0
2018,Latvia,UPPSEC,1.0
2012,Belarus,PREPRI,0.93393
2012,Belarus,PRIMAR,0.99642
2013,Belarus,PRIMAR,0.99626
2013,Belarus,PREPRI,0.95939
2013,Belarus,LOWSEC,0.99782
2013,Belarus,SECOND,1.02144
2013,Belarus,UPPSEC,1.04395
2014,Belarus,UPPSEC,1.03741
2014,Belarus,SECOND,1.01858
2014,Belarus,LOWSEC,1.00007
2019,Latvia,UPPSEC,1.0
2019,Latvia,SECOND,1.0
2019,Latvia,LOWSEC,1.0
2019,Latvia,PREPRI,1.0
2019,Latvia,PRIMAR,1.0
2009,Lithuania,SECOND,1.06554
2009,Lithuania,PRIMAR,1.10057
2009,Lithuania,PREPRI,0.98013
2010,Lithuania,PRIMAR,1.10412
2010,Lithuania,SECOND,1.06992
2014,Belarus,PREPRI,1.08678
2014,Belarus,PRIMAR,1.00412
2015,Belarus,PRIMAR,1.00275
2015,Belarus,PREPRI,1.05594
2015,Belarus,LOWSEC,0.99995
2015,Belarus,SECOND,1.01742
2015,Belarus,UPPSEC,1.03543
2016,Belarus,UPPSEC,1.02855
2016,Belarus,SECOND,1.01509
2016,Belarus,LOWSEC,1.00003
2010,Lithuania,PREPRI,1.16732
2011,Lithuania,PREPRI,1.03761
2011,Lithuania,SECOND,1.05715
2011,Lithuania,PRIMAR,1.09854
2012,Lithuania,PRIMAR,1.08963
2012,Lithuania,SECOND,1.05095
2012,Lithuania,PREPRI,1.05318
2013,Lithuania,SECOND,1.0455
2013,Lithuania,PRIMAR,1.12796
2014,Lithuania,PRIMAR,1.10723
2016,Belarus,PREPRI,1.05926
2016,Belarus,PRIMAR,1.00303
2017,Belarus,PRIMAR,0.99647
2017,Belarus,PREPRI,1.07755
2017,Belarus,LOWSEC,0.99939
2017,Belarus,SECOND,1.01932
2017,Belarus,UPPSEC,1.04203
2018,Belarus,UPPSEC,1.04353
2018,Belarus,SECOND,1.0194
2018,Belarus,LOWSEC,0.99996
2014,Lithuania,SECOND,1.04539
2015,Lithuania,SECOND,1.03964
2015,Lithuania,PREPRI,1.21899
2015,Lithuania,PRIMAR,1.1148
2016,Lithuania,PRIMAR,1.1128
2016,Lithuania,PREPRI,1.28354
2016,Lithuania,SECOND,1.03952
2017,Lithuania,SECOND,1.03442
2017,Lithuania,PREPRI,1.33591
2017,Lithuania,PRIMAR,1.13058
2018,Belarus,PREPRI,1.06764
2018,Belarus,PRIMAR,0.99553
2019,Belarus,PRIMAR,0.99513
2019,Belarus,PREPRI,1.04611
2019,Belarus,LOWSEC,1.00115
2019,Belarus,SECOND,1.01393
2019,Belarus,UPPSEC,1.02802
2020,Belarus,UPPSEC,1.01789
2020,Belarus,SECOND,1.00937
2020,Belarus,LOWSEC,1.00002
2017,Portugal,PRIMAR,1.0
2017,Portugal,SECOND,1.0
2018,Portugal,SECOND,1.0
2018,Portugal,PRIMAR,1.0
2018,Portugal,PREPRI,1.0
2019,Portugal,PREPRI,1.0
2019,Portugal,PRIMAR,1.0
2019,Portugal,SECOND,1.0
2020,Portugal,SECOND,1.0
2020,Portugal,PRIMAR,1.0
2020,Portugal,PREPRI,1.0
2007,Serbia,PREPRI,1.0
2007,Serbia,LOWSEC,1.0
2007,Serbia,PRIMAR,1.0
2007,Serbia,SECOND,1.0
2007,Serbia,UPPSEC,1.0
2011,Serbia,PREPRI,1.00556
2011,Serbia,SECOND,1.32514
2011,Serbia,PRIMAR,1.39251
2011,Serbia,LOWSEC,1.32314
2012,Serbia,PRIMAR,1.41353
2001,Spain,SECOND,1.0
2001,Spain,PRIMAR,1.0
2002,Spain,PRIMAR,1.0
2002,Spain,LOWSEC,1.0
2002,Spain,SECOND,1.0
2002,Spain,UPPSEC,1.0
2003,Spain,UPPSEC,1.0
2003,Spain,SECOND,1.0
2003,Spain,LOWSEC,1.0
2003,Spain,PRIMAR,1.0
2004,Spain,PRIMAR,1.0
2004,Spain,LOWSEC,1.0
2004,Spain,UPPSEC,1.0
2004,Spain,SECOND,1.0
2005,Spain,SECOND,1.0
2005,Spain,UPPSEC,1.0
2005,Spain,LOWSEC,1.0
2005,Spain,PRIMAR,1.0
2006,Spain,PRIMAR,1.0
2006,Spain,LOWSEC,1.0
2006,Spain,SECOND,1.0
2006,Spain,UPPSEC,1.0
2007,Spain,UPPSEC,1.0
2007,Spain,SECOND,1.0
2007,Spain,LOWSEC,1.0
2007,Spain,PRIMAR,1.0
2008,Spain,PRIMAR,1.0
2008,Spain,LOWSEC,1.0
2008,Spain,SECOND,1.0
2008,Spain,UPPSEC,1.0
2009,Spain,UPPSEC,1.0
2009,Spain,SECOND,1.0
2009,Spain,LOWSEC,1.0
2009,Spain,PRIMAR,1.0
2010,Spain,PRIMAR,1.0
2010,Spain,LOWSEC,1.0
2010,Spain,SECOND,1.0
2010,Spain,UPPSEC,1.0
2011,Spain,UPPSEC,1.0
2011,Spain,SECOND,1.0
2011,Spain,LOWSEC,1.0
2011,Spain,PRIMAR,1.0
2012,Spain,PRIMAR,1.0
2012,Spain,LOWSEC,1.0
2012,Spain,SECOND,1.0
2012,Spain,UPPSEC,1.0
2013,Spain,UPPSEC,1.0
2013,Spain,SECOND,1.0
2013,Spain,PREPRI,1.0
2013,Spain,LOWSEC,1.0
2013,Spain,PRIMAR,1.0
2014,Spain,PRIMAR,1.0
2014,Spain,LOWSEC,1.0
2014,Spain,PREPRI,1.0
2014,Spain,SECOND,1.0
2014,Spain,UPPSEC,1.0
2015,Spain,UPPSEC,1.0
2015,Spain,SECOND,1.0
2015,Spain,PREPRI,1.0
2015,Spain,LOWSEC,1.0
2015,Spain,PRIMAR,1.0
2016,Spain,PRIMAR,1.0
2016,Spain,LOWSEC,1.0
2016,Spain,PREPRI,1.0
2016,Spain,SECOND,1.0
2016,Spain,UPPSEC,1.0
2017,Spain,UPPSEC,1.0
2017,Spain,SECOND,1.0
2017,Spain,PREPRI,1.0
2017,Spain,LOWSEC,1.0
2017,Spain,PRIMAR,1.0
2018,Spain,PRIMAR,1.0
2018,Spain,LOWSEC,1.0
2018,Spain,PREPRI,1.0
2018,Spain,SECOND,1.0
2018,Spain,UPPSEC,1.0
2019,Spain,UPPSEC,1.0
2019,Spain,SECOND,1.0
2019,Spain,PREPRI,1.0
2019,Spain,LOWSEC,1.0
2019,Spain,PRIMAR,1.0
2020,Spain,PRIMAR,1.0
2020,Spain,LOWSEC,1.0
2020,Spain,PREPRI,1.0
2020,Spain,SECOND,1.0
2020,Spain,UPPSEC,1.0
2001,Tajikistan,PREPRI,2.0
2002,Tajikistan,PREPRI,2.0
2003,Tajikistan,PREPRI,2.0
2004,Tajikistan,PREPRI,2.0
2005,Tajikistan,PREPRI,2.0
2006,Tajikistan,PREPRI,2.0
2007,Tajikistan,PREPRI,2.0
2008,Tajikistan,PREPRI,2.0
2009,Tajikistan,PREPRI,2.0
2010,Tajikistan,PREPRI,2.0
2010,Tajikistan,PRIMAR,0.96618
2011,Tajikistan,PRIMAR,0.99682
2011,Tajikistan,PREPRI,2.0
2012,Tajikistan,PREPRI,2.0
2012,Tajikistan,PRIMAR,0.99533
2013,Tajikistan,PRIMAR,0.99416
2013,Tajikistan,PREPRI,2.0
2014,Tajikistan,PRIMAR,1.0
2015,Tajikistan,PRIMAR,1.0
2016,Tajikistan,PRIMAR,1.0
2016,Tajikistan,PREPRI,1.0
2017,Tajikistan,PRIMAR,1.0
2016,Ukraine,PRIMAR,0.99697
2017,Ukraine,PRIMAR,0.99633
2018,Ukraine,PRIMAR,0.99594
2018,Ukraine,SECOND,0.94135
2019,Ukraine,PRIMAR,0.99641
2020,Ukraine,PRIMAR,0.99747
2020,Ukraine,SECOND,0.94417
2021,Ukraine,SECOND,0.94752
2021,Ukraine,PRIMAR,0.9957
2006,Uzbekistan,PREPRI,1.0
2006,Uzbekistan,PRIMAR,1.0
2006,Uzbekistan,SECOND,1.0
2007,Uzbekistan,SECOND,1.0
2007,Uzbekistan,PRIMAR,1.0
2007,Uzbekistan,PREPRI,1.0
2008,Uzbekistan,PREPRI,1.0
2008,Uzbekistan,PRIMAR,1.0
2008,Uzbekistan,SECOND,1.0
2009,Uzbekistan,SECOND,1.0
2009,Uzbekistan,PRIMAR,1.0
2009,Uzbekistan,PREPRI,1.0
2010,Uzbekistan,PREPRI,1.0
2010,Uzbekistan,PRIMAR,1.0
2010,Uzbekistan,SECOND,1.0
2011,Uzbekistan,SECOND,1.0
2011,Uzbekistan,PRIMAR,1.0
2011,Uzbekistan,PREPRI,1.0
2017,Uzbekistan,PREPRI,0.99936
2017,Uzbekistan,LOWSEC,0.99995
2017,Uzbekistan,PRIMAR,0.99985
2017,Uzbekistan,SECOND,1.00863
2017,Uzbekistan,UPPSEC,1.01657
2018,Uzbekistan,SECOND,1.00958
2018,Uzbekistan,PRIMAR,1.00002
2018,Uzbekistan,PREPRI,1.00003
2019,Uzbekistan,PREPRI,1.79895
2019,Uzbekistan,PRIMAR,0.99974
2019,Uzbekistan,SECOND,1.00604
2020,Uzbekistan,SECOND,1.01924
2020,Uzbekistan,PRIMAR,1.00823
2020,Uzbekistan,PREPRI,1.03274
2018,Lithuania,PRIMAR,1.18763
2018,Lithuania,PREPRI,1.33454
2018,Lithuania,SECOND,1.03446
2019,Lithuania,SECOND,1.04019
2019,Lithuania,PREPRI,1.29169
2019,Lithuania,PRIMAR,1.20188
2020,Lithuania,PRIMAR,1.22267
2020,Lithuania,PREPRI,1.34845
2020,Lithuania,SECOND,1.03151
2021,Uzbekistan,PREPRI,1.0
2021,Uzbekistan,PRIMAR,1.0
2021,Uzbekistan,SECOND,1.0
2020,Belarus,PREPRI,1.09091
2020,Belarus,PRIMAR,1.00345
2021,Belarus,PRIMAR,1.14894
2021,Belarus,PREPRI,1.10549
2021,Belarus,LOWSEC,1.00014
2021,Belarus,SECOND,1.01025
2021,Belarus,UPPSEC,1.02104
2021,Belarus,UPPSEC,1.02104
