Year,GeoAreaName,Age,Freq,Location,Sex,Value
2010,Albania,,,,,17.0
2011,Albania,,,,,17.0
2012,Albania,,,,,16.0
2013,Albania,,,,,19.0
2014,Albania,,,,,16.0
2015,Albania,,,,,17.0
2016,Albania,,,,,17.0
2017,Albania,,,,,20.0
2018,Latvia,,,,,28.0
2019,Latvia,,,,,24.0
2020,Latvia,,,,,20.0
2021,Latvia,,,,,16.0
2000,Lithuania,,,,,85.0
2001,Lithuania,,,,,84.0
2002,Lithuania,,,,,79.0
2003,Lithuania,,,,,87.0
2004,Lithuania,,,,,68.0
2018,Bosnia and Herzegovina,,,,,25.0
2019,Bosnia and Herzegovina,,,,,27.0
2020,Bosnia and Herzegovina,,,,,26.0
2021,Bosnia and Herzegovina,,,,,25.0
2000,Bulgaria,,,,,52.0
2001,Bulgaria,,,,,61.0
2002,Bulgaria,,,,,53.0
2003,Bulgaria,,,,,52.0
2004,Bulgaria,,,,,49.0
2005,Lithuania,,,,,72.0
2006,Lithuania,,,,,82.0
2007,Lithuania,,,,,79.0
2008,Lithuania,,,,,75.0
2009,Lithuania,,,,,69.0
2010,Lithuania,,,,,64.0
2011,Lithuania,,,,,65.0
2012,Lithuania,,,,,61.0
2013,Lithuania,,,,,60.0
2018,Albania,,,,,18.0
2019,Albania,,,,,16.0
2020,Albania,,,,,16.0
2021,Albania,,,,,17.0
2000,Azerbaijan,,,,,80.0
2001,Azerbaijan,,,,,75.0
2002,Azerbaijan,,,,,78.0
2003,Azerbaijan,,,,,57.0
2005,Bulgaria,,,,,52.0
2006,Bulgaria,,,,,51.0
2007,Bulgaria,,,,,47.0
2008,Bulgaria,,,,,49.0
2009,Bulgaria,,,,,44.0
2010,Bulgaria,,,,,41.0
2011,Bulgaria,,,,,37.0
2012,Bulgaria,,,,,35.0
2013,Bulgaria,,,,,33.0
2014,Lithuania,,,,,57.0
2015,Lithuania,,,,,54.0
2016,Lithuania,,,,,53.0
2017,Lithuania,,,,,50.0
2018,Lithuania,,,,,43.0
2019,Lithuania,,,,,41.0
2020,Lithuania,,,,,28.0
2021,Lithuania,,,,,26.0
2000,Luxembourg,,,,,12.0
2001,Luxembourg,,,,,8.1
2002,Luxembourg,,,,,8.0
2003,Luxembourg,,,,,14.0
2004,Luxembourg,,,,,7.8
2005,Luxembourg,,,,,9.2
2006,Luxembourg,,,,,8.0
2007,Luxembourg,,,,,9.3
2008,Luxembourg,,,,,6.6
2009,Luxembourg,,,,,6.2
2014,Bulgaria,,,,,31.0
2015,Bulgaria,,,,,28.0
2016,Bulgaria,,,,,27.0
2017,Bulgaria,,,,,25.0
2018,Bulgaria,,,,,23.0
2019,Bulgaria,,,,,21.0
2020,Bulgaria,,,,,19.0
2021,Bulgaria,,,,,17.0
2000,Belarus,,,,,86.0
2004,Azerbaijan,,,,,80.0
2005,Azerbaijan,,,,,88.0
2006,Azerbaijan,,,,,83.0
2007,Azerbaijan,,,,,79.0
2008,Azerbaijan,,,,,108.0
2009,Azerbaijan,,,,,133.0
2010,Azerbaijan,,,,,104.0
2011,Azerbaijan,,,,,125.0
2012,Azerbaijan,,,,,86.0
2010,Luxembourg,,,,,6.6
2011,Luxembourg,,,,,5.5
2012,Luxembourg,,,,,9.8
2013,Luxembourg,,,,,8.0
2014,Luxembourg,,,,,5.0
2015,Luxembourg,,,,,6.1
2016,Luxembourg,,,,,5.7
2017,Luxembourg,,,,,6.2
2018,Luxembourg,,,,,7.9
2019,Luxembourg,,,,,8.9
2020,Luxembourg,,,,,5.8
2021,Luxembourg,,,,,6.1
2000,Malta,,,,,4.6
2001,Malta,,,,,4.6
2002,Malta,,,,,6.8
2003,Malta,,,,,2.0
2004,Malta,,,,,5.1
2005,Malta,,,,,6.2
2001,Belarus,,,,,70.0
2002,Belarus,,,,,66.0
2003,Belarus,,,,,77.0
2004,Belarus,,,,,71.0
2005,Belarus,,,,,69.0
2006,Belarus,,,,,68.0
2007,Belarus,,,,,71.0
2008,Belarus,,,,,68.0
2009,Belarus,,,,,70.0
2010,Belarus,,,,,68.0
2011,Belarus,,,,,62.0
2012,Belarus,,,,,63.0
2013,Belarus,,,,,59.0
2014,Belarus,,,,,51.0
2015,Belarus,,,,,50.0
2016,Belarus,,,,,42.0
2017,Belarus,,,,,37.0
2018,Belarus,,,,,31.0
2013,Azerbaijan,,,,,78.0
2014,Azerbaijan,,,,,76.0
2015,Azerbaijan,,,,,71.0
2016,Azerbaijan,,,,,66.0
2017,Azerbaijan,,,,,66.0
2018,Azerbaijan,,,,,63.0
2019,Azerbaijan,,,,,60.0
2020,Azerbaijan,,,,,58.0
2021,Azerbaijan,,,,,63.0
2006,Malta,,,,,8.4
2007,Malta,,,,,11.0
2008,Malta,,,,,13.0
2009,Malta,,,,,12.0
2010,Malta,,,,,8.0
2011,Malta,,,,,8.1
2012,Malta,,,,,11.0
2013,Malta,,,,,13.0
2014,Malta,,,,,12.0
2019,Belarus,,,,,29.0
2020,Belarus,,,,,28.0
2021,Belarus,,,,,30.0
2000,Croatia,,,,,41.0
2001,Croatia,,,,,35.0
2002,Croatia,,,,,37.0
2003,Croatia,,,,,36.0
2004,Croatia,,,,,30.0
2000,Austria,,,,,17.0
2001,Austria,,,,,14.0
2002,Austria,,,,,15.0
2003,Austria,,,,,13.0
2004,Austria,,,,,13.0
2005,Austria,,,,,13.0
2006,Austria,,,,,12.0
2007,Austria,,,,,11.0
2008,Austria,,,,,10.0
2005,Croatia,,,,,27.0
2006,Croatia,,,,,27.0
2007,Croatia,,,,,25.0
2008,Croatia,,,,,26.0
2009,Croatia,,,,,22.0
2010,Croatia,,,,,18.0
2011,Croatia,,,,,16.0
2012,Croatia,,,,,14.0
2013,Croatia,,,,,14.0
2015,Malta,,,,,8.1
2016,Malta,,,,,12.0
2017,Malta,,,,,10.0
2018,Malta,,,,,13.0
2019,Malta,,,,,22.0
2020,Malta,,,,,31.0
2021,Malta,,,,,12.0
2000,Republic of Moldova,,,,,80.0
2001,Republic of Moldova,,,,,99.0
2009,Austria,,,,,9.1
2010,Austria,,,,,9.1
2011,Austria,,,,,9.2
2012,Austria,,,,,8.5
2013,Austria,,,,,8.5
2014,Austria,,,,,7.6
2015,Austria,,,,,7.5
2016,Austria,,,,,8.1
2017,Austria,,,,,7.3
2014,Croatia,,,,,13.0
2015,Croatia,,,,,13.0
2016,Croatia,,,,,12.0
2017,Croatia,,,,,10.0
2018,Croatia,,,,,10.0
2019,Croatia,,,,,8.3
2020,Croatia,,,,,5.0
2021,Croatia,,,,,4.0
2000,Cyprus,,,,,4.0
2002,Republic of Moldova,,,,,104.0
2003,Republic of Moldova,,,,,119.0
2004,Republic of Moldova,,,,,133.0
2005,Republic of Moldova,,,,,142.0
2006,Republic of Moldova,,,,,138.0
2007,Republic of Moldova,,,,,135.0
2008,Republic of Moldova,,,,,125.0
2009,Republic of Moldova,,,,,125.0
2010,Republic of Moldova,,,,,116.0
2001,Cyprus,,,,,4.8
2002,Cyprus,,,,,2.3
2003,Cyprus,,,,,4.0
2004,Cyprus,,,,,3.4
2005,Cyprus,,,,,3.8
2006,Cyprus,,,,,3.9
2007,Cyprus,,,,,4.4
2008,Cyprus,,,,,5.1
2009,Cyprus,,,,,5.3
2011,Republic of Moldova,,,,,119.0
2012,Republic of Moldova,,,,,124.0
2013,Republic of Moldova,,,,,127.0
2014,Republic of Moldova,,,,,115.0
2015,Republic of Moldova,,,,,102.0
2016,Republic of Moldova,,,,,101.0
2017,Republic of Moldova,,,,,95.0
2018,Republic of Moldova,,,,,86.0
2019,Republic of Moldova,,,,,80.0
2010,Cyprus,,,,,6.2
2011,Cyprus,,,,,5.1
2012,Cyprus,,,,,6.3
2013,Cyprus,,,,,4.0
2014,Cyprus,,,,,3.8
2015,Cyprus,,,,,6.1
2016,Cyprus,,,,,5.5
2017,Cyprus,,,,,4.9
2018,Cyprus,,,,,4.8
2019,Cyprus,,,,,6.2
2020,Cyprus,,,,,3.2
2021,Cyprus,,,,,4.4
2000,Czechia,,,,,16.0
2001,Czechia,,,,,15.0
2002,Czechia,,,,,13.0
2003,Czechia,,,,,13.0
2004,Czechia,,,,,12.0
2005,Czechia,,,,,11.0
2020,Republic of Moldova,,,,,78.0
2021,Republic of Moldova,,,,,84.0
2005,Montenegro,,,,,29.0
2006,Montenegro,,,,,31.0
2007,Montenegro,,,,,27.0
2008,Montenegro,,,,,24.0
2009,Montenegro,,,,,21.0
2010,Montenegro,,,,,20.0
2006,Czechia,,,,,11.0
2007,Czechia,,,,,8.8
2008,Czechia,,,,,8.9
2009,Czechia,,,,,7.0
2010,Czechia,,,,,6.8
2011,Czechia,,,,,6.2
2012,Czechia,,,,,6.2
2013,Czechia,,,,,5.2
2014,Czechia,,,,,5.2
2011,Montenegro,,,,,20.0
2012,Montenegro,,,,,18.0
2013,Montenegro,,,,,22.0
2014,Montenegro,,,,,21.0
2015,Montenegro,,,,,15.0
2016,Montenegro,,,,,16.0
2017,Montenegro,,,,,14.0
2018,Montenegro,,,,,15.0
2019,Montenegro,,,,,15.0
2015,Czechia,,,,,5.6
2016,Czechia,,,,,5.6
2017,Czechia,,,,,5.4
2018,Czechia,,,,,4.7
2019,Czechia,,,,,5.0
2020,Czechia,,,,,3.9
2021,Czechia,,,,,3.9
2000,Denmark,,,,,13.0
2001,Denmark,,,,,11.0
2002,Denmark,,,,,8.6
2003,Denmark,,,,,8.3
2004,Denmark,,,,,7.6
2005,Denmark,,,,,8.4
2006,Denmark,,,,,7.2
2007,Denmark,,,,,7.5
2008,Denmark,,,,,6.9
2009,Denmark,,,,,6.1
2010,Denmark,,,,,6.9
2020,Montenegro,,,,,15.0
2021,Montenegro,,,,,16.0
2000,Netherlands,,,,,9.0
2001,Netherlands,,,,,10.0
2002,Netherlands,,,,,9.7
2003,Netherlands,,,,,9.3
2004,Netherlands,,,,,9.3
2005,Netherlands,,,,,8.0
2011,Denmark,,,,,7.4
2012,Denmark,,,,,7.0
2013,Denmark,,,,,6.7
2014,Denmark,,,,,6.0
2015,Denmark,,,,,6.5
2016,Denmark,,,,,5.9
2017,Denmark,,,,,5.1
2018,Denmark,,,,,5.4
2019,Denmark,,,,,5.2
2006,Netherlands,,,,,7.1
2007,Netherlands,,,,,6.5
2008,Netherlands,,,,,6.7
2009,Netherlands,,,,,7.8
2010,Netherlands,,,,,7.1
2011,Netherlands,,,,,6.7
2012,Netherlands,,,,,6.3
2013,Netherlands,,,,,5.7
2014,Netherlands,,,,,5.5
2020,Denmark,,,,,4.1
2021,Denmark,,,,,3.8
2000,Estonia,,,,,65.0
2001,Estonia,,,,,59.0
2002,Estonia,,,,,52.0
2003,Estonia,,,,,49.0
2004,Estonia,,,,,45.0
2005,Estonia,,,,,41.0
2006,Estonia,,,,,36.0
2007,Estonia,,,,,39.0
2008,Estonia,,,,,34.0
2009,Estonia,,,,,31.0
2010,Estonia,,,,,25.0
2011,Estonia,,,,,25.0
2012,Estonia,,,,,23.0
2013,Estonia,,,,,23.0
2014,Estonia,,,,,21.0
2015,Estonia,,,,,18.0
2007,Ukraine,,,,,123.0
2008,Ukraine,,,,,119.0
2009,Ukraine,,,,,115.0
2010,Ukraine,,,,,110.0
2011,Ukraine,,,,,105.0
2012,Ukraine,,,,,101.0
2013,Ukraine,,,,,96.0
2014,Ukraine,,,,,94.0
2015,Ukraine,,,,,91.0
2015,Netherlands,,,,,5.7
2016,Netherlands,,,,,5.9
2017,Netherlands,,,,,5.2
2018,Netherlands,,,,,5.3
2019,Netherlands,,,,,4.9
2020,Netherlands,,,,,4.1
2021,Netherlands,,,,,4.4
2000,Norway,,,,,5.7
2001,Norway,,,,,7.0
2016,Estonia,,,,,16.0
2017,Estonia,,,,,15.0
2018,Estonia,,,,,13.0
2019,Estonia,,,,,13.0
2020,Estonia,,,,,10.0
2021,Estonia,,,,,9.3
2000,Finland,,,,,12.0
2001,Finland,,,,,10.0
2002,Finland,,,,,9.9
2002,Norway,,,,,6.2
2003,Norway,,,,,8.4
2004,Norway,,,,,7.1
2005,Norway,,,,,6.9
2006,Norway,,,,,6.8
2007,Norway,,,,,6.9
2008,Norway,,,,,7.2
2009,Norway,,,,,7.8
2010,Norway,,,,,6.9
2003,Finland,,,,,8.7
2004,Finland,,,,,7.0
2005,Finland,,,,,7.4
2006,Finland,,,,,6.1
2007,Finland,,,,,6.5
2008,Finland,,,,,7.2
2009,Finland,,,,,8.7
2010,Finland,,,,,6.6
2011,Finland,,,,,6.7
2011,Norway,,,,,7.4
2012,Norway,,,,,7.9
2013,Norway,,,,,8.2
2014,Norway,,,,,6.8
2015,Norway,,,,,6.3
2016,Norway,,,,,6.1
2017,Norway,,,,,5.2
2018,Norway,,,,,4.1
2019,Norway,,,,,3.3
2012,Finland,,,,,5.5
2013,Finland,,,,,5.6
2014,Finland,,,,,5.3
2015,Finland,,,,,5.6
2016,Finland,,,,,4.7
2017,Finland,,,,,4.9
2018,Finland,,,,,4.8
2019,Finland,,,,,4.7
2020,Finland,,,,,3.6
2021,Finland,,,,,3.5
2000,France,,,,,13.0
2001,France,,,,,12.0
2002,France,,,,,12.0
2003,France,,,,,12.0
2004,France,,,,,10.0
2005,France,,,,,10.0
2006,France,,,,,9.9
2007,France,,,,,11.0
2008,France,,,,,11.0
2009,France,,,,,9.6
2010,France,,,,,9.3
2011,France,,,,,9.1
2012,France,,,,,9.0
2013,France,,,,,9.0
2014,France,,,,,8.6
2015,France,,,,,8.5
2016,France,,,,,8.8
2017,France,,,,,9.1
2018,France,,,,,9.0
2019,France,,,,,9.1
2020,France,,,,,8.3
2021,France,,,,,7.7
2000,Georgia,,,,,254.0
2001,Georgia,,,,,243.0
2002,Georgia,,,,,228.0
2003,Georgia,,,,,210.0
2020,Norway,,,,,3.1
2021,Norway,,,,,2.9
2000,Poland,,,,,33.0
2001,Poland,,,,,30.0
2002,Poland,,,,,30.0
2003,Poland,,,,,30.0
2004,Poland,,,,,26.0
2005,Poland,,,,,24.0
2006,Poland,,,,,24.0
2007,Poland,,,,,24.0
2008,Poland,,,,,22.0
2009,Poland,,,,,23.0
2010,Poland,,,,,21.0
2011,Poland,,,,,24.0
2012,Poland,,,,,21.0
2013,Poland,,,,,21.0
2014,Poland,,,,,19.0
2015,Poland,,,,,19.0
2004,Georgia,,,,,192.0
2005,Georgia,,,,,175.0
2006,Georgia,,,,,161.0
2007,Georgia,,,,,149.0
2008,Georgia,,,,,140.0
2009,Georgia,,,,,133.0
2010,Georgia,,,,,127.0
2011,Georgia,,,,,122.0
2012,Georgia,,,,,119.0
2016,Poland,,,,,18.0
2017,Poland,,,,,17.0
2018,Poland,,,,,16.0
2019,Poland,,,,,15.0
2020,Poland,,,,,9.4
2021,Poland,,,,,10.0
2000,Portugal,,,,,47.0
2001,Portugal,,,,,48.0
2002,Portugal,,,,,48.0
2013,Georgia,,,,,116.0
2014,Georgia,,,,,106.0
2015,Georgia,,,,,99.0
2016,Georgia,,,,,92.0
2017,Georgia,,,,,86.0
2018,Georgia,,,,,80.0
2019,Georgia,,,,,74.0
2020,Georgia,,,,,69.0
2021,Georgia,,,,,64.0
2003,Portugal,,,,,44.0
2004,Portugal,,,,,40.0
2005,Portugal,,,,,36.0
2006,Portugal,,,,,35.0
2007,Portugal,,,,,32.0
2008,Portugal,,,,,31.0
2009,Portugal,,,,,29.0
2010,Portugal,,,,,28.0
2011,Portugal,,,,,27.0
2000,Germany,,,,,12.0
2001,Germany,,,,,9.4
2002,Germany,,,,,9.4
2003,Germany,,,,,9.5
2004,Germany,,,,,8.4
2005,Germany,,,,,7.7
2006,Germany,,,,,7.0
2007,Germany,,,,,6.3
2008,Germany,,,,,5.6
2016,Ukraine,,,,,87.0
2017,Ukraine,,,,,84.0
2018,Ukraine,,,,,80.0
2019,Ukraine,,,,,77.0
2020,Ukraine,,,,,74.0
2021,Ukraine,,,,,71.0
2000,North Macedonia,,,,,39.0
2001,North Macedonia,,,,,40.0
2002,North Macedonia,,,,,42.0
2012,Portugal,,,,,27.0
2013,Portugal,,,,,26.0
2014,Portugal,,,,,24.0
2015,Portugal,,,,,23.0
2016,Portugal,,,,,20.0
2017,Portugal,,,,,20.0
2018,Portugal,,,,,21.0
2019,Portugal,,,,,19.0
2020,Portugal,,,,,16.0
2021,Portugal,,,,,16.0
2000,Romania,,,,,144.0
2001,Romania,,,,,151.0
2002,Romania,,,,,158.0
2003,Romania,,,,,159.0
2004,Romania,,,,,154.0
2005,Romania,,,,,142.0
2006,Romania,,,,,134.0
2007,Romania,,,,,125.0
2009,Germany,,,,,5.6
2010,Germany,,,,,5.5
2011,Germany,,,,,5.5
2012,Germany,,,,,5.4
2013,Germany,,,,,5.6
2014,Germany,,,,,5.8
2015,Germany,,,,,7.6
2016,Germany,,,,,7.7
2017,Germany,,,,,7.1
2008,Romania,,,,,121.0
2009,Romania,,,,,116.0
2010,Romania,,,,,105.0
2011,Romania,,,,,97.0
2012,Romania,,,,,92.0
2013,Romania,,,,,89.0
2014,Romania,,,,,85.0
2015,Romania,,,,,82.0
2016,Romania,,,,,74.0
2018,Germany,,,,,7.0
2019,Germany,,,,,6.1
2020,Germany,,,,,5.3
2021,Germany,,,,,5.0
2000,Greece,,,,,7.3
2001,Greece,,,,,5.2
2002,Greece,,,,,5.9
2003,Greece,,,,,6.1
2004,Greece,,,,,7.6
2017,Romania,,,,,72.0
2018,Romania,,,,,68.0
2019,Romania,,,,,65.0
2020,Romania,,,,,43.0
2021,Romania,,,,,45.0
2005,Serbia,,,,,40.0
2006,Serbia,,,,,40.0
2007,Serbia,,,,,37.0
2008,Serbia,,,,,35.0
2005,Greece,,,,,7.2
2006,Greece,,,,,6.4
2007,Greece,,,,,6.4
2008,Greece,,,,,6.1
2009,Greece,,,,,5.6
2010,Greece,,,,,4.6
2011,Greece,,,,,4.7
2012,Greece,,,,,5.4
2013,Greece,,,,,5.2
2009,Serbia,,,,,32.0
2010,Serbia,,,,,30.0
2011,Serbia,,,,,28.0
2012,Serbia,,,,,24.0
2013,Serbia,,,,,27.0
2014,Serbia,,,,,23.0
2015,Serbia,,,,,21.0
2016,Serbia,,,,,19.0
2017,Serbia,,,,,19.0
2014,Greece,,,,,5.1
2015,Greece,,,,,4.7
2016,Greece,,,,,4.4
2017,Greece,,,,,4.7
2018,Greece,,,,,4.4
2019,Greece,,,,,4.7
2020,Greece,,,,,4.2
2021,Greece,,,,,4.1
2000,Hungary,,,,,35.0
2003,North Macedonia,,,,,42.0
2004,North Macedonia,,,,,39.0
2005,North Macedonia,,,,,36.0
2006,North Macedonia,,,,,34.0
2007,North Macedonia,,,,,32.0
2008,North Macedonia,,,,,27.0
2009,North Macedonia,,,,,27.0
2010,North Macedonia,,,,,23.0
2011,North Macedonia,,,,,20.0
2018,Serbia,,,,,17.0
2019,Serbia,,,,,14.0
2020,Serbia,,,,,14.0
2021,Serbia,,,,,15.0
2000,Slovakia,,,,,22.0
2001,Slovakia,,,,,21.0
2002,Slovakia,,,,,21.0
2003,Slovakia,,,,,21.0
2001,Hungary,,,,,33.0
2002,Hungary,,,,,31.0
2003,Hungary,,,,,31.0
2004,Hungary,,,,,26.0
2005,Hungary,,,,,21.0
2006,Hungary,,,,,19.0
2007,Hungary,,,,,18.0
2008,Hungary,,,,,16.0
2009,Hungary,,,,,15.0
2010,Hungary,,,,,18.0
2011,Hungary,,,,,15.0
2012,Hungary,,,,,13.0
2013,Hungary,,,,,12.0
2014,Hungary,,,,,9.3
2015,Hungary,,,,,10.0
2016,Hungary,,,,,8.6
2017,Hungary,,,,,7.6
2018,Hungary,,,,,7.1
2019,Hungary,,,,,6.2
2020,Hungary,,,,,4.5
2021,Hungary,,,,,3.7
2000,Iceland,,,,,5.3
2001,Iceland,,,,,4.8
2002,Iceland,,,,,3.2
2003,Iceland,,,,,2.0
2004,Iceland,,,,,4.3
2005,Iceland,,,,,3.9
2004,Slovakia,,,,,14.0
2005,Slovakia,,,,,15.0
2006,Slovakia,,,,,14.0
2007,Slovakia,,,,,13.0
2008,Slovakia,,,,,12.0
2009,Slovakia,,,,,9.7
2010,Slovakia,,,,,8.7
2011,Slovakia,,,,,8.0
2012,Slovakia,,,,,6.8
2006,Iceland,,,,,4.9
2007,Iceland,,,,,4.4
2008,Iceland,,,,,2.2
2009,Iceland,,,,,3.2
2010,Iceland,,,,,7.9
2011,Iceland,,,,,2.9
2012,Iceland,,,,,3.6
2013,Iceland,,,,,3.9
2014,Iceland,,,,,2.8
2013,Slovakia,,,,,8.5
2014,Slovakia,,,,,6.8
2015,Slovakia,,,,,6.5
2016,Slovakia,,,,,5.9
2017,Slovakia,,,,,4.8
2018,Slovakia,,,,,5.8
2019,Slovakia,,,,,4.5
2020,Slovakia,,,,,3.2
2021,Slovakia,,,,,2.8
2015,Iceland,,,,,2.4
2016,Iceland,,,,,2.1
2017,Iceland,,,,,4.4
2018,Iceland,,,,,2.6
2019,Iceland,,,,,4.1
2020,Iceland,,,,,3.8
2021,Iceland,,,,,2.9
2000,Ireland,,,,,12.0
2001,Ireland,,,,,12.0
2000,Slovenia,,,,,21.0
2001,Slovenia,,,,,21.0
2002,Slovenia,,,,,20.0
2003,Slovenia,,,,,16.0
2004,Slovenia,,,,,14.0
2005,Slovenia,,,,,15.0
2006,Slovenia,,,,,12.0
2007,Slovenia,,,,,12.0
2008,Slovenia,,,,,12.0
2002,Ireland,,,,,11.0
2003,Ireland,,,,,12.0
2004,Ireland,,,,,12.0
2005,Ireland,,,,,12.0
2006,Ireland,,,,,12.0
2007,Ireland,,,,,11.0
2008,Ireland,,,,,11.0
2009,Ireland,,,,,11.0
2010,Ireland,,,,,9.8
2009,Slovenia,,,,,10.0
2010,Slovenia,,,,,9.4
2011,Slovenia,,,,,10.0
2012,Slovenia,,,,,7.4
2013,Slovenia,,,,,7.7
2014,Slovenia,,,,,7.9
2015,Slovenia,,,,,7.1
2016,Slovenia,,,,,6.5
2017,Slovenia,,,,,6.1
2011,Ireland,,,,,9.8
2012,Ireland,,,,,8.6
2013,Ireland,,,,,8.9
2014,Ireland,,,,,7.4
2015,Ireland,,,,,7.3
2016,Ireland,,,,,7.1
2017,Ireland,,,,,7.3
2018,Ireland,,,,,7.0
2019,Ireland,,,,,5.8
2020,Ireland,,,,,5.3
2021,Ireland,,,,,4.8
2000,Italy,,,,,7.1
2001,Italy,,,,,8.6
2002,Italy,,,,,7.9
2003,Italy,,,,,8.7
2004,Italy,,,,,7.9
2005,Italy,,,,,7.6
2006,Italy,,,,,8.2
2012,North Macedonia,,,,,21.0
2013,North Macedonia,,,,,19.0
2014,North Macedonia,,,,,17.0
2015,North Macedonia,,,,,17.0
2016,North Macedonia,,,,,16.0
2017,North Macedonia,,,,,13.0
2018,North Macedonia,,,,,13.0
2019,North Macedonia,,,,,12.0
2020,North Macedonia,,,,,12.0
2018,Slovenia,,,,,5.4
2019,Slovenia,,,,,5.3
2020,Slovenia,,,,,4.1
2021,Slovenia,,,,,4.3
2000,Spain,,,,,23.0
2001,Spain,,,,,19.0
2002,Spain,,,,,20.0
2003,Spain,,,,,27.0
2004,Spain,,,,,16.0
2007,Italy,,,,,5.4
2008,Italy,,,,,8.0
2009,Italy,,,,,7.9
2010,Italy,,,,,8.7
2011,Italy,,,,,6.6
2012,Italy,,,,,5.9
2013,Italy,,,,,5.8
2014,Italy,,,,,6.4
2015,Italy,,,,,6.6
2016,Italy,,,,,7.2
2017,Italy,,,,,7.3
2018,Italy,,,,,7.3
2019,Italy,,,,,6.1
2020,Italy,,,,,4.2
2021,Italy,,,,,4.9
2000,Kazakhstan,,,,,171.0
2001,Kazakhstan,,,,,185.0
2002,Kazakhstan,,,,,193.0
2005,Spain,,,,,19.0
2006,Spain,,,,,20.0
2007,Spain,,,,,19.0
2008,Spain,,,,,19.0
2009,Spain,,,,,18.0
2010,Spain,,,,,17.0
2011,Spain,,,,,16.0
2012,Spain,,,,,14.0
2013,Spain,,,,,13.0
2003,Kazakhstan,,,,,196.0
2004,Kazakhstan,,,,,195.0
2005,Kazakhstan,,,,,187.0
2006,Kazakhstan,,,,,175.0
2007,Kazakhstan,,,,,164.0
2008,Kazakhstan,,,,,158.0
2009,Kazakhstan,,,,,152.0
2010,Kazakhstan,,,,,144.0
2011,Kazakhstan,,,,,135.0
